chr	start	end	interval_id	num_peaks	num_samples	DFAM71927V3_1_750_R1.bool	MV411_1_590_R1.bool	MV411_4_717_R1.bool	DFAM71927V3_1_750_R1.fc	MV411_1_590_R1.fc	MV411_4_717_R1.fc	DFAM71927V3_1_750_R1.qval	MV411_1_590_R1.qval	MV411_4_717_R1.qval	DFAM71927V3_1_750_R1.pval	MV411_1_590_R1.pval	MV411_4_717_R1.pval	DFAM71927V3_1_750_R1.start	MV411_1_590_R1.start	MV411_4_717_R1.start	DFAM71927V3_1_750_R1.end	MV411_1_590_R1.end	MV411_4_717_R1.end	DFAM71927V3_1_750_R1.summit	MV411_1_590_R1.summit	MV411_4_717_R1.summit
chr1	16896580	16896828	Interval_136	1	1	FALSE	FALSE	TRUE	NA	NA	6.85352	NA	NA	6.99264	NA	NA	10.21968	NA	NA	16896580	NA	NA	16896828	NA	NA	178
chr1	16909858	16910077	Interval_137	1	1	FALSE	FALSE	TRUE	NA	NA	13.15787	NA	NA	20.14957	NA	NA	23.77235	NA	NA	16909858	NA	NA	16910077	NA	NA	88
chr1	16913923	16914201	Interval_138	1	1	FALSE	TRUE	FALSE	NA	7.02938	NA	NA	6.83216	NA	NA	11.05777	NA	NA	16913923	NA	NA	16914201	NA	NA	116	NA
chr1	17004010	17004141	Interval_139	1	1	FALSE	FALSE	TRUE	NA	NA	5.52382	NA	NA	4.47664	NA	NA	7.56579	NA	NA	17004010	NA	NA	17004141	NA	NA	102
chr1	17013956	17014245	Interval_140	1	1	FALSE	FALSE	TRUE	NA	NA	11.73811	NA	NA	17.09958	NA	NA	20.65858	NA	NA	17013956	NA	NA	17014245	NA	NA	195
chr1	17015948	17016237	Interval_141	1	1	FALSE	FALSE	TRUE	NA	NA	7.5108	NA	NA	8.31725	NA	NA	11.60176	NA	NA	17015948	NA	NA	17016237	NA	NA	120
chr1	17054086	17054269	Interval_142	1	1	FALSE	TRUE	FALSE	NA	8.72105	NA	NA	10.85175	NA	NA	15.32397	NA	NA	17054086	NA	NA	17054269	NA	NA	91	NA
chr1	17084970	17085176	Interval_143	1	1	FALSE	FALSE	TRUE	NA	NA	12.23876	NA	NA	18.0645	NA	NA	21.64468	NA	NA	17084970	NA	NA	17085176	NA	NA	94
chr1	17121328	17121609	Interval_144	1	1	FALSE	FALSE	TRUE	NA	NA	19.36605	NA	NA	34.98372	NA	NA	38.84583	NA	NA	17121328	NA	NA	17121609	NA	NA	118
chr1	17171310	17171608	Interval_145	1	1	TRUE	FALSE	FALSE	5.2972	NA	NA	4.37549	NA	NA	8.16997	NA	NA	17171310	NA	NA	17171608	NA	NA	120	NA	NA
chr1	17195143	17195297	Interval_146	1	1	FALSE	FALSE	TRUE	NA	NA	6.1842	NA	NA	5.80481	NA	NA	8.9764	NA	NA	17195143	NA	NA	17195297	NA	NA	70
chr1	17312435	17312621	Interval_147	1	1	FALSE	FALSE	TRUE	NA	NA	12.57077	NA	NA	18.8008	NA	NA	22.39709	NA	NA	17312435	NA	NA	17312621	NA	NA	59
chr1	17434683	17434814	Interval_148	1	1	FALSE	FALSE	TRUE	NA	NA	5.37862	NA	NA	4.40052	NA	NA	7.46224	NA	NA	17434683	NA	NA	17434814	NA	NA	94
chr1	17492173	17492471	Interval_149	1	1	TRUE	FALSE	FALSE	6.18007	NA	NA	5.93167	NA	NA	9.89332	NA	NA	17492173	NA	NA	17492471	NA	NA	177	NA	NA
chr1	17594133	17594432	Interval_150	1	1	FALSE	FALSE	TRUE	NA	NA	14.88161	NA	NA	26.4757	NA	NA	30.20972	NA	NA	17594133	NA	NA	17594432	NA	NA	130
chr1	17594755	17594980	Interval_151	1	1	FALSE	FALSE	TRUE	NA	NA	9.2763	NA	NA	11.7689	NA	NA	15.18453	NA	NA	17594755	NA	NA	17594980	NA	NA	72
chr1	17770690	17770940	Interval_152	1	1	FALSE	FALSE	TRUE	NA	NA	42.05206	NA	NA	96.3233	NA	NA	100.718	NA	NA	17770690	NA	NA	17770940	NA	NA	125
chr1	18138134	18138330	Interval_153	1	1	FALSE	FALSE	TRUE	NA	NA	7.19843	NA	NA	7.79845	NA	NA	11.07176	NA	NA	18138134	NA	NA	18138330	NA	NA	83
chr1	18312780	18312991	Interval_154	1	1	FALSE	FALSE	TRUE	NA	NA	8.01317	NA	NA	9.67365	NA	NA	13.01528	NA	NA	18312780	NA	NA	18312991	NA	NA	81
chr1	18502863	18503274	Interval_155	1	1	TRUE	FALSE	FALSE	7.94581	NA	NA	9.29634	NA	NA	13.50655	NA	NA	18502863	NA	NA	18503274	NA	NA	204	NA	NA
chr1	18903178	18903309	Interval_156	1	1	FALSE	FALSE	TRUE	NA	NA	6.85352	NA	NA	6.99264	NA	NA	10.21968	NA	NA	18903178	NA	NA	18903309	NA	NA	46
chr1	18935627	18936011	Interval_157	2	2	TRUE	FALSE	TRUE	5.98406	NA	4.83334	5.29021	NA	3.32013	9.15777	NA	6.31143	18935713	NA	18935627	18936011	NA	18935758	179	NA	78
chr1	18972559	18972873	Interval_158	2	2	TRUE	FALSE	TRUE	5.9421	NA	10.03414	5.15957	NA	13.33305	9.01647	NA	16.79468	18972559	NA	18972650	18972873	NA	18972807	91	NA	78
chr1	19180024	19180354	Interval_159	1	1	TRUE	FALSE	FALSE	5.82553	NA	NA	4.82216	NA	NA	8.6474	NA	NA	19180024	NA	NA	19180354	NA	NA	143	NA	NA
chr1	19321018	19321222	Interval_160	1	1	FALSE	FALSE	TRUE	NA	NA	10.00886	NA	NA	13.2725	NA	NA	16.73384	NA	NA	19321018	NA	NA	19321222	NA	NA	116
chr1	19391236	19391589	Interval_161	1	1	TRUE	FALSE	FALSE	6.1273	NA	NA	5.76546	NA	NA	9.68134	NA	NA	19391236	NA	NA	19391589	NA	NA	89	NA	NA
chr1	19476871	19477209	Interval_162	2	2	TRUE	FALSE	TRUE	6.74713	NA	40.28052	6.52788	NA	92.39632	10.52682	NA	96.76744	19476871	NA	19476922	19477169	NA	19477209	131	NA	130
chr1	19482060	19482262	Interval_163	1	1	FALSE	FALSE	TRUE	NA	NA	7.5108	NA	NA	8.31725	NA	NA	11.60176	NA	NA	19482060	NA	NA	19482262	NA	NA	112
chr1	19505236	19505367	Interval_164	1	1	FALSE	FALSE	TRUE	NA	NA	5.39485	NA	NA	4.42547	NA	NA	7.5005	NA	NA	19505236	NA	NA	19505367	NA	NA	56
chr1	19933081	19933280	Interval_165	1	1	FALSE	FALSE	TRUE	NA	NA	9.03034	NA	NA	11.20722	NA	NA	14.60802	NA	NA	19933081	NA	NA	19933280	NA	NA	96
chr1	19974927	19975119	Interval_166	1	1	FALSE	FALSE	TRUE	NA	NA	12.42859	NA	NA	18.66838	NA	NA	22.26289	NA	NA	19974927	NA	NA	19975119	NA	NA	100
chr1	19989524	19989670	Interval_167	1	1	FALSE	FALSE	TRUE	NA	NA	7.99826	NA	NA	9.34254	NA	NA	12.67435	NA	NA	19989524	NA	NA	19989670	NA	NA	87
chr1	19989816	19989962	Interval_168	1	1	FALSE	FALSE	TRUE	NA	NA	6.39861	NA	NA	6.30935	NA	NA	9.5147	NA	NA	19989816	NA	NA	19989962	NA	NA	58
chr1	20058494	20058744	Interval_169	1	1	FALSE	FALSE	TRUE	NA	NA	8.79777	NA	NA	12.45358	NA	NA	15.88472	NA	NA	20058494	NA	NA	20058744	NA	NA	125
chr1	20128217	20128433	Interval_170	1	1	FALSE	FALSE	TRUE	NA	NA	8.33923	NA	NA	9.83547	NA	NA	13.18535	NA	NA	20128217	NA	NA	20128433	NA	NA	109
chr1	20163361	20163495	Interval_171	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	20163361	NA	NA	20163495	NA	NA	56
chr1	20185255	20185823	Interval_172	2	2	TRUE	FALSE	TRUE	17.61059	NA	35.08405	29.50928	NA	82.56643	34.42836	NA	86.87077	20185255	NA	20185384	20185823	NA	20185714	279	NA	157
chr1	20590578	20590744	Interval_173	1	1	FALSE	FALSE	TRUE	NA	NA	8.45212	NA	NA	10.0941	NA	NA	13.44969	NA	NA	20590578	NA	NA	20590744	NA	NA	56
chr1	20633364	20633529	Interval_174	1	1	FALSE	TRUE	FALSE	NA	12.99517	NA	NA	20.92645	NA	NA	25.87831	NA	NA	20633364	NA	NA	20633529	NA	NA	88	NA
chr1	20715024	20715280	Interval_175	1	1	FALSE	FALSE	TRUE	NA	NA	14.50002	NA	NA	23.52039	NA	NA	27.21168	NA	NA	20715024	NA	NA	20715280	NA	NA	116
chr1	20786712	20787018	Interval_176	1	1	FALSE	TRUE	FALSE	NA	21.65921	NA	NA	43.99825	NA	NA	49.68774	NA	NA	20786712	NA	NA	20787018	NA	NA	134	NA
chr1	20964854	20965169	Interval_177	1	1	FALSE	FALSE	TRUE	NA	NA	21.55959	NA	NA	40.86935	NA	NA	44.80647	NA	NA	20964854	NA	NA	20965169	NA	NA	161
chr1	21076636	21076961	Interval_178	1	1	FALSE	FALSE	TRUE	NA	NA	29.49453	NA	NA	61.09858	NA	NA	65.23778	NA	NA	21076636	NA	NA	21076961	NA	NA	125
chr1	21100377	21101013	Interval_179	1	1	FALSE	FALSE	TRUE	NA	NA	87.69061	NA	NA	252.6676	NA	NA	257.92612	NA	NA	21100377	NA	NA	21101013	NA	NA	376
chr1	21343554	21343702	Interval_180	1	1	FALSE	FALSE	TRUE	NA	NA	7.60369	NA	NA	8.4059	NA	NA	11.69885	NA	NA	21343554	NA	NA	21343702	NA	NA	69
chr1	21440036	21440183	Interval_181	1	1	FALSE	TRUE	FALSE	NA	7.48813	NA	NA	8.94139	NA	NA	13.30491	NA	NA	21440036	NA	NA	21440183	NA	NA	94	NA
chr1	21625716	21626188	Interval_182	1	1	TRUE	FALSE	FALSE	10.40625	NA	NA	13.32213	NA	NA	17.73851	NA	NA	21625716	NA	NA	21626188	NA	NA	191	NA	NA
chr1	21632058	21632605	Interval_183	1	1	TRUE	FALSE	FALSE	8.82867	NA	NA	11.07886	NA	NA	15.3843	NA	NA	21632058	NA	NA	21632605	NA	NA	267	NA	NA
chr1	21741918	21742090	Interval_184	1	1	FALSE	FALSE	TRUE	NA	NA	10.15691	NA	NA	13.62873	NA	NA	17.09571	NA	NA	21741918	NA	NA	21742090	NA	NA	99
chr1	21761060	21761274	Interval_185	1	1	FALSE	FALSE	TRUE	NA	NA	4.61947	NA	NA	3.14569	NA	NA	6.11557	NA	NA	21761060	NA	NA	21761274	NA	NA	154
chr1	21803793	21803954	Interval_186	1	1	FALSE	FALSE	TRUE	NA	NA	7.69912	NA	NA	8.61557	NA	NA	11.9231	NA	NA	21803793	NA	NA	21803954	NA	NA	60
chr1	21904961	21905311	Interval_187	1	1	FALSE	FALSE	TRUE	NA	NA	8.5042	NA	NA	10.12188	NA	NA	13.47799	NA	NA	21904961	NA	NA	21905311	NA	NA	95
chr1	21912469	21912623	Interval_188	1	1	FALSE	FALSE	TRUE	NA	NA	7.58508	NA	NA	8.31155	NA	NA	11.59249	NA	NA	21912469	NA	NA	21912623	NA	NA	68
chr1	22025608	22026137	Interval_189	2	2	TRUE	FALSE	TRUE	4.80289	NA	7.4408	2.97395	NA	8.44399	6.57011	NA	11.74093	22025608	NA	22025945	22026076	NA	22026137	185	NA	125
chr1	22039659	22039876	Interval_190	1	1	FALSE	FALSE	TRUE	NA	NA	9.47579	NA	NA	12.10817	NA	NA	15.52832	NA	NA	22039659	NA	NA	22039876	NA	NA	126
chr1	22042796	22043071	Interval_191	1	1	FALSE	FALSE	TRUE	NA	NA	17.0841	NA	NA	29.28939	NA	NA	33.07203	NA	NA	22042796	NA	NA	22043071	NA	NA	145
chr1	22052532	22052668	Interval_192	1	1	FALSE	TRUE	FALSE	NA	6.19916	NA	NA	5.021	NA	NA	9.12984	NA	NA	22052532	NA	NA	22052668	NA	NA	62	NA
chr1	22075840	22076081	Interval_193	1	1	FALSE	FALSE	TRUE	NA	NA	22.32746	NA	NA	42.33173	NA	NA	46.28387	NA	NA	22075840	NA	NA	22076081	NA	NA	121
chr1	22487392	22487590	Interval_194	1	1	FALSE	FALSE	TRUE	NA	NA	6.09202	NA	NA	5.61373	NA	NA	8.75971	NA	NA	22487392	NA	NA	22487590	NA	NA	74
chr1	22490010	22490187	Interval_195	1	1	FALSE	FALSE	TRUE	NA	NA	6.56016	NA	NA	6.36363	NA	NA	9.57086	NA	NA	22490010	NA	NA	22490187	NA	NA	88
chr1	23019463	23019716	Interval_196	1	1	FALSE	FALSE	TRUE	NA	NA	16.77569	NA	NA	28.97295	NA	NA	32.75341	NA	NA	23019463	NA	NA	23019716	NA	NA	127
chr1	23150918	23151216	Interval_197	1	1	TRUE	FALSE	FALSE	5.85363	NA	NA	4.89654	NA	NA	8.73347	NA	NA	23150918	NA	NA	23151216	NA	NA	255	NA	NA
chr1	23184260	23184402	Interval_198	1	1	FALSE	FALSE	TRUE	NA	NA	5.33051	NA	NA	4.29218	NA	NA	7.35049	NA	NA	23184260	NA	NA	23184402	NA	NA	112
chr1	23402334	23402513	Interval_199	1	1	FALSE	FALSE	TRUE	NA	NA	7.69532	NA	NA	8.61447	NA	NA	11.91402	NA	NA	23402334	NA	NA	23402513	NA	NA	74
chr1	23444446	23444594	Interval_200	1	1	FALSE	FALSE	TRUE	NA	NA	6.1593	NA	NA	5.74806	NA	NA	8.91708	NA	NA	23444446	NA	NA	23444594	NA	NA	68
chr1	23452093	23452363	Interval_201	1	1	FALSE	FALSE	TRUE	NA	NA	35.89762	NA	NA	79.21823	NA	NA	83.49771	NA	NA	23452093	NA	NA	23452363	NA	NA	142
chr1	23539764	23540330	Interval_202	2	2	TRUE	FALSE	TRUE	23.89503	NA	142.36902	45.25914	NA	425.72446	50.47533	NA	431.98553	23539793	NA	23539764	23540307	NA	23540330	248	NA	288
chr1	23585673	23585847	Interval_203	1	1	FALSE	FALSE	TRUE	NA	NA	9.15791	NA	NA	12.22752	NA	NA	15.65135	NA	NA	23585673	NA	NA	23585847	NA	NA	92
chr1	23802685	23802930	Interval_204	1	1	FALSE	FALSE	TRUE	NA	NA	8.28573	NA	NA	9.69235	NA	NA	13.0413	NA	NA	23802685	NA	NA	23802930	NA	NA	116
chr1	23845281	23845559	Interval_205	1	1	FALSE	FALSE	TRUE	NA	NA	15.64751	NA	NA	27.27409	NA	NA	31.02808	NA	NA	23845281	NA	NA	23845559	NA	NA	147
chr1	23897641	23898001	Interval_206	1	1	FALSE	FALSE	TRUE	NA	NA	55.92865	NA	NA	144.49786	NA	NA	149.18051	NA	NA	23897641	NA	NA	23898001	NA	NA	209
chr1	23898976	23899293	Interval_207	1	1	FALSE	FALSE	TRUE	NA	NA	22.69242	NA	NA	43.22267	NA	NA	47.18774	NA	NA	23898976	NA	NA	23899293	NA	NA	191
chr1	23905553	23905701	Interval_208	1	1	FALSE	FALSE	TRUE	NA	NA	5.99374	NA	NA	5.39965	NA	NA	8.53698	NA	NA	23905553	NA	NA	23905701	NA	NA	60
chr1	23908191	23908446	Interval_209	1	1	FALSE	FALSE	TRUE	NA	NA	12.04762	NA	NA	17.70908	NA	NA	21.28306	NA	NA	23908191	NA	NA	23908446	NA	NA	119
chr1	23980352	23980580	Interval_210	1	1	FALSE	TRUE	FALSE	NA	14.0953	NA	NA	27.44211	NA	NA	32.63025	NA	NA	23980352	NA	NA	23980580	NA	NA	117	NA
chr1	24173448	24173608	Interval_211	1	1	FALSE	FALSE	TRUE	NA	NA	6.90477	NA	NA	6.99264	NA	NA	10.22101	NA	NA	24173448	NA	NA	24173608	NA	NA	87
chr1	24173769	24174206	Interval_212	1	1	FALSE	FALSE	TRUE	NA	NA	14.37111	NA	NA	22.99648	NA	NA	26.6691	NA	NA	24173769	NA	NA	24174206	NA	NA	253
chr1	24190455	24190787	Interval_213	1	1	FALSE	FALSE	TRUE	NA	NA	26.17702	NA	NA	52.37023	NA	NA	56.43086	NA	NA	24190455	NA	NA	24190787	NA	NA	149
chr1	24197711	24197842	Interval_214	1	1	FALSE	FALSE	TRUE	NA	NA	6.2504	NA	NA	5.95844	NA	NA	9.13717	NA	NA	24197711	NA	NA	24197842	NA	NA	70
chr1	24199404	24199662	Interval_215	1	1	FALSE	FALSE	TRUE	NA	NA	10.66103	NA	NA	14.6287	NA	NA	18.12589	NA	NA	24199404	NA	NA	24199662	NA	NA	105
chr1	24322278	24322410	Interval_216	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	24322278	NA	NA	24322410	NA	NA	91
chr1	24415662	24415820	Interval_217	1	1	FALSE	TRUE	FALSE	NA	6.60717	NA	NA	6.83216	NA	NA	11.07404	NA	NA	24415662	NA	NA	24415820	NA	NA	79	NA
chr1	24419350	24419509	Interval_218	1	1	FALSE	FALSE	TRUE	NA	NA	8.62383	NA	NA	10.35709	NA	NA	13.72443	NA	NA	24419350	NA	NA	24419509	NA	NA	107
chr1	24420761	24420899	Interval_219	1	1	FALSE	FALSE	TRUE	NA	NA	5.19123	NA	NA	3.99249	NA	NA	7.03972	NA	NA	24420761	NA	NA	24420899	NA	NA	54
chr1	24470600	24470837	Interval_220	1	1	FALSE	FALSE	TRUE	NA	NA	8.87349	NA	NA	10.88065	NA	NA	14.25786	NA	NA	24470600	NA	NA	24470837	NA	NA	115
chr1	24491798	24491929	Interval_221	1	1	FALSE	FALSE	TRUE	NA	NA	4.63815	NA	NA	3.18604	NA	NA	6.15963	NA	NA	24491798	NA	NA	24491929	NA	NA	74
chr1	24559131	24559342	Interval_222	1	1	FALSE	FALSE	TRUE	NA	NA	16.52902	NA	NA	28.18124	NA	NA	31.94274	NA	NA	24559131	NA	NA	24559342	NA	NA	89
chr1	24643005	24643259	Interval_223	1	1	FALSE	TRUE	FALSE	NA	15.41674	NA	NA	31.57679	NA	NA	36.91407	NA	NA	24643005	NA	NA	24643259	NA	NA	143	NA
chr1	24699416	24699701	Interval_224	1	1	FALSE	FALSE	TRUE	NA	NA	8.28573	NA	NA	9.69235	NA	NA	13.0413	NA	NA	24699416	NA	NA	24699701	NA	NA	117
chr1	24733352	24733483	Interval_225	1	1	FALSE	FALSE	TRUE	NA	NA	6.09202	NA	NA	5.61373	NA	NA	8.75971	NA	NA	24733352	NA	NA	24733483	NA	NA	94
chr1	24744985	24745197	Interval_226	1	1	FALSE	TRUE	FALSE	NA	7.92908	NA	NA	8.24855	NA	NA	12.57556	NA	NA	24744985	NA	NA	24745197	NA	NA	115	NA
chr1	24848113	24848347	Interval_227	1	1	FALSE	FALSE	TRUE	NA	NA	9.66668	NA	NA	12.55348	NA	NA	16.00033	NA	NA	24848113	NA	NA	24848347	NA	NA	124
chr1	24925212	24925535	Interval_228	1	1	TRUE	FALSE	FALSE	5.85137	NA	NA	4.89643	NA	NA	8.72647	NA	NA	24925212	NA	NA	24925535	NA	NA	127	NA	NA
chr1	24952410	24952614	Interval_229	1	1	FALSE	FALSE	TRUE	NA	NA	10.26407	NA	NA	16.19522	NA	NA	19.73157	NA	NA	24952410	NA	NA	24952614	NA	NA	120
chr1	25037578	25037870	Interval_230	1	1	FALSE	FALSE	TRUE	NA	NA	11.14023	NA	NA	15.63862	NA	NA	19.16248	NA	NA	25037578	NA	NA	25037870	NA	NA	95
chr1	25149879	25150010	Interval_231	1	1	FALSE	FALSE	TRUE	NA	NA	5.57135	NA	NA	4.83098	NA	NA	7.93695	NA	NA	25149879	NA	NA	25150010	NA	NA	85
chr1	25216201	25216407	Interval_232	1	1	FALSE	FALSE	TRUE	NA	NA	7.69912	NA	NA	8.61557	NA	NA	11.9231	NA	NA	25216201	NA	NA	25216407	NA	NA	92
chr1	25233110	25233493	Interval_233	1	1	FALSE	FALSE	TRUE	NA	NA	29.28632	NA	NA	60.7127	NA	NA	64.85001	NA	NA	25233110	NA	NA	25233493	NA	NA	179
chr1	25247413	25247703	Interval_234	1	1	FALSE	TRUE	FALSE	NA	13.36462	NA	NA	28.8117	NA	NA	34.04784	NA	NA	25247413	NA	NA	25247703	NA	NA	151	NA
chr1	25430735	25430884	Interval_235	1	1	FALSE	TRUE	FALSE	NA	5.72622	NA	NA	4.8559	NA	NA	8.95432	NA	NA	25430735	NA	NA	25430884	NA	NA	53	NA
chr1	25610750	25610881	Interval_236	1	1	FALSE	FALSE	TRUE	NA	NA	6.1842	NA	NA	5.80481	NA	NA	8.9764	NA	NA	25610750	NA	NA	25610881	NA	NA	29
chr1	25616493	25616656	Interval_237	1	1	FALSE	TRUE	FALSE	NA	6.06235	NA	NA	4.62659	NA	NA	8.68959	NA	NA	25616493	NA	NA	25616656	NA	NA	79	NA
chr1	25774698	25775221	Interval_238	1	1	TRUE	FALSE	FALSE	12.3595	NA	NA	17.65893	NA	NA	22.25816	NA	NA	25774698	NA	NA	25775221	NA	NA	286	NA	NA
chr1	25996952	25997356	Interval_239	1	1	FALSE	FALSE	TRUE	NA	NA	78.78337	NA	NA	213.29323	NA	NA	218.3522	NA	NA	25996952	NA	NA	25997356	NA	NA	201
chr1	26012533	26012729	Interval_240	1	1	FALSE	FALSE	TRUE	NA	NA	10.20372	NA	NA	13.74032	NA	NA	17.21304	NA	NA	26012533	NA	NA	26012729	NA	NA	112
chr1	26121878	26122222	Interval_241	1	1	FALSE	FALSE	TRUE	NA	NA	41.98724	NA	NA	103.68343	NA	NA	108.1254	NA	NA	26121878	NA	NA	26122222	NA	NA	155
chr1	26284790	26284972	Interval_242	1	1	FALSE	FALSE	TRUE	NA	NA	5.96445	NA	NA	5.26269	NA	NA	8.39822	NA	NA	26284790	NA	NA	26284972	NA	NA	69
chr1	26288294	26288449	Interval_243	1	1	FALSE	FALSE	TRUE	NA	NA	7.45936	NA	NA	8.09483	NA	NA	11.37163	NA	NA	26288294	NA	NA	26288449	NA	NA	50
chr1	26298263	26298433	Interval_244	1	1	FALSE	FALSE	TRUE	NA	NA	8.87349	NA	NA	10.88065	NA	NA	14.25786	NA	NA	26298263	NA	NA	26298433	NA	NA	93
chr1	26317693	26318046	Interval_245	1	1	TRUE	FALSE	FALSE	8.12054	NA	NA	8.83511	NA	NA	13.00658	NA	NA	26317693	NA	NA	26318046	NA	NA	127	NA	NA
chr1	26378470	26378838	Interval_246	2	2	TRUE	FALSE	TRUE	10.40537	NA	22.09527	13.32213	NA	42.79644	17.73613	NA	46.75953	26378475	NA	26378470	26378838	NA	26378774	182	NA	159
chr1	26432097	26432334	Interval_247	1	1	FALSE	TRUE	FALSE	NA	9.71732	NA	NA	12.42754	NA	NA	16.98747	NA	NA	26432097	NA	NA	26432334	NA	NA	130	NA
chr1	26473008	26473141	Interval_248	1	1	FALSE	TRUE	FALSE	NA	6.2685	NA	NA	5.38428	NA	NA	9.51267	NA	NA	26473008	NA	NA	26473141	NA	NA	69	NA
chr1	26501204	26501394	Interval_249	1	1	FALSE	FALSE	TRUE	NA	NA	12.7554	NA	NA	19.20872	NA	NA	22.81107	NA	NA	26501204	NA	NA	26501394	NA	NA	98
chr1	26542297	26542428	Interval_250	1	1	FALSE	FALSE	TRUE	NA	NA	4.76258	NA	NA	3.20233	NA	NA	6.17703	NA	NA	26542297	NA	NA	26542428	NA	NA	74
chr1	26630507	26630638	Interval_251	1	1	FALSE	FALSE	TRUE	NA	NA	4.83334	NA	NA	3.32013	NA	NA	6.31143	NA	NA	26630507	NA	NA	26630638	NA	NA	45
chr1	26693024	26693281	Interval_252	1	1	FALSE	FALSE	TRUE	NA	NA	22.04499	NA	NA	41.5687	NA	NA	45.51337	NA	NA	26693024	NA	NA	26693281	NA	NA	122
chr1	26743788	26744218	Interval_253	1	1	FALSE	FALSE	TRUE	NA	NA	22.53241	NA	NA	45.87616	NA	NA	49.86969	NA	NA	26743788	NA	NA	26744218	NA	NA	112
chr1	26779143	26779368	Interval_254	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	26779143	NA	NA	26779368	NA	NA	110
chr1	26787026	26787204	Interval_255	1	1	FALSE	FALSE	TRUE	NA	NA	5.91566	NA	NA	5.23037	NA	NA	8.36554	NA	NA	26787026	NA	NA	26787204	NA	NA	112
chr1	26787934	26788076	Interval_256	1	1	FALSE	TRUE	FALSE	NA	6.66903	NA	NA	6.27182	NA	NA	10.46993	NA	NA	26787934	NA	NA	26788076	NA	NA	37	NA
chr1	26833565	26833863	Interval_257	1	1	TRUE	FALSE	FALSE	5.98406	NA	NA	5.29021	NA	NA	9.15777	NA	NA	26833565	NA	NA	26833863	NA	NA	93	NA	NA
chr1	26963784	26964020	Interval_258	1	1	FALSE	FALSE	TRUE	NA	NA	10.66103	NA	NA	14.6287	NA	NA	18.12589	NA	NA	26963784	NA	NA	26964020	NA	NA	121
chr1	27012938	27013069	Interval_259	1	1	FALSE	TRUE	FALSE	NA	5.94794	NA	NA	4.65089	NA	NA	8.71822	NA	NA	27012938	NA	NA	27013069	NA	NA	23	NA
chr1	27234350	27234468	Interval_260	1	1	FALSE	TRUE	FALSE	NA	5.41465	NA	NA	3.61423	NA	NA	7.61498	NA	NA	27234350	NA	NA	27234468	NA	NA	97	NA
chr1	27392498	27392616	Interval_261	1	1	FALSE	TRUE	FALSE	NA	5.85584	NA	NA	4.76166	NA	NA	8.84923	NA	NA	27392498	NA	NA	27392616	NA	NA	71	NA
chr1	27490161	27490301	Interval_262	1	1	FALSE	TRUE	FALSE	NA	5.00182	NA	NA	3.02299	NA	NA	6.9559	NA	NA	27490161	NA	NA	27490301	NA	NA	91	NA
chr1	27500060	27500397	Interval_263	2	2	TRUE	FALSE	TRUE	5.02991	NA	9.23895	3.10049	NA	11.68062	6.70037	NA	15.09462	27500060	NA	27500097	27500397	NA	27500248	221	NA	64
chr1	27626748	27626914	Interval_264	1	1	FALSE	FALSE	TRUE	NA	NA	5.7237	NA	NA	4.99019	NA	NA	8.11995	NA	NA	27626748	NA	NA	27626914	NA	NA	75
chr1	27631360	27631577	Interval_265	1	1	FALSE	FALSE	TRUE	NA	NA	14.17367	NA	NA	22.60893	NA	NA	26.27782	NA	NA	27631360	NA	NA	27631577	NA	NA	104
chr1	27656308	27656551	Interval_266	1	1	FALSE	FALSE	TRUE	NA	NA	5.33051	NA	NA	4.29218	NA	NA	7.35049	NA	NA	27656308	NA	NA	27656551	NA	NA	76
chr1	27773029	27773228	Interval_267	1	1	FALSE	TRUE	FALSE	NA	13.89339	NA	NA	22.92771	NA	NA	27.95495	NA	NA	27773029	NA	NA	27773228	NA	NA	90	NA
chr1	27904550	27904744	Interval_268	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	27904550	NA	NA	27904744	NA	NA	104
chr1	28115145	28115660	Interval_269	1	1	FALSE	FALSE	TRUE	NA	NA	73.19058	NA	NA	202.19231	NA	NA	207.18855	NA	NA	28115145	NA	NA	28115660	NA	NA	269
chr1	28132810	28133119	Interval_270	1	1	FALSE	FALSE	TRUE	NA	NA	17.70798	NA	NA	30.79365	NA	NA	34.60145	NA	NA	28132810	NA	NA	28133119	NA	NA	178
chr1	28154849	28155203	Interval_271	1	1	FALSE	FALSE	TRUE	NA	NA	77.1857	NA	NA	206.01207	NA	NA	211.03008	NA	NA	28154849	NA	NA	28155203	NA	NA	158
chr1	28156961	28157157	Interval_272	1	1	FALSE	FALSE	TRUE	NA	NA	7.68374	NA	NA	8.58723	NA	NA	11.8865	NA	NA	28156961	NA	NA	28157157	NA	NA	109
chr1	28157963	28158230	Interval_273	1	1	FALSE	FALSE	TRUE	NA	NA	13.80954	NA	NA	21.88031	NA	NA	25.54058	NA	NA	28157963	NA	NA	28158230	NA	NA	104
