GENE,mr359-MV411-MYB-dTAG-DMSO_1h-r1_tcount,mr360-MV411-MYB-dTAG-DMSO_1h-r2_tcount,mr361-MV411-MYB-dTAG-DMSO_1h-r3_tcount,mr362-MV411-MYB-dTAG-DMSO_1h-r4_tcount,mr363-MV411-MYB-dTAG-DMSO_1h-r5_tcount,mr364-MV411-MYB-dTAG-DMSO_1h-r6_tcount,mr365-MV411-MYB-dTAG-VHL_1h-r1_tcount,mr366-MV411-MYB-dTAG-VHL_1h-r2_tcount,mr367-MV411-MYB-dTAG-VHL_1h-r3_tcount,mr368-MV411-MYB-dTAG-VHL_1h-r4_tcount,mr369-MV411-MYB-dTAG-VHL_1h-r5_tcount,mr370-MV411-MYB-dTAG-VHL_1h-r6_tcount
CASP8,7,5,7,4,1,9,7,13,3,9,3,18
CASP9,5,8,5,3,1,6,6,7,6,3,5,5
CASP10,9,5,10,8,2,2,11,10,9,11,5,10
CASQ1,0,0,0,0,0,0,0,0,0,0,0,0
CAT,16,11,20,33,11,14,4,10,5,4,2,3
CAV1,0,0,0,0,0,0,0,0,0,0,0,0
CAV2,0,0,0,0,0,0,0,0,0,0,0,0
RUNX2,191,168,229,260,126,287,282,445,185,219,77,235
RUNX1,381,370,514,657,315,650,558,860,469,429,148,543
RUNX1T1,0,0,0,0,0,0,0,0,0,0,0,0
CBFA2T3,63,63,77,118,55,78,94,102,89,72,24,90
RUNX3,378,261,413,526,215,349,357,451,309,346,127,329
CBFB,69,54,79,88,46,108,78,123,57,63,16,61
CBL,100,76,94,161,59,107,80,147,59,67,23,98
CBLB,9,3,10,10,5,10,11,7,5,5,2,4
CBLN1,0,0,0,0,0,0,0,0,0,0,0,0
SERPINH1,1,2,3,4,2,1,7,5,8,6,1,7
CBR1,6,9,17,12,5,10,15,11,10,8,0,20
CBR3,0,0,0,1,0,0,0,0,0,0,0,0
CBS,0,1,0,0,1,0,1,1,0,1,1,0
KYAT1,0,0,1,3,0,0,2,2,1,0,0,0
KRIT1,0,2,8,6,3,6,3,4,1,3,1,6
CCNA2,13,7,15,15,12,18,13,37,12,3,7,14
CCNB1,10,8,6,10,7,9,4,14,6,3,3,6
CCNC,9,10,11,10,10,16,14,23,8,3,3,15
CCND2,82,62,78,125,50,92,79,139,73,95,23,72
CCND3,104,96,131,199,97,96,190,264,164,185,72,174
CCNE1,12,6,16,10,2,8,9,13,9,10,1,8
CCNF,35,25,54,58,25,32,53,82,46,55,12,63
CCNG1,22,21,30,35,45,46,42,72,33,40,11,43
CCNG2,2,2,8,8,1,5,7,15,9,5,2,14
CCNH,1,0,1,2,1,1,0,4,0,0,1,0
CCNT1,217,199,280,370,163,295,315,434,231,243,68,240
CCNT2,62,61,91,93,63,112,85,145,66,51,15,84
CCT6A,35,34,51,52,23,58,60,99,44,33,10,56
CD1D,1,0,3,0,0,1,0,4,2,0,1,0
CD1E,0,0,0,0,0,0,0,0,0,0,0,0
CD3G,0,0,0,0,0,0,0,0,0,0,0,0
CD4,15,18,27,28,8,12,45,42,27,32,11,41
CD5,0,0,0,0,0,0,0,0,0,0,0,0
CD5L,0,0,0,0,0,0,0,0,0,0,0,0
CD7,0,0,0,0,0,0,0,0,0,1,0,0
CD8A,0,0,0,0,0,0,0,0,0,0,0,0
CD9,0,0,0,0,0,0,0,0,0,0,0,0
CD19,1,0,0,0,0,0,0,0,0,0,0,0
MS4A3,2,2,7,4,1,6,0,0,0,0,0,0
CD22,0,0,0,0,0,0,0,0,0,0,0,0
CD27,0,0,0,0,0,0,0,0,0,0,0,0
CD28,1,0,0,0,0,0,0,0,0,0,0,0
CD80,0,0,1,0,0,0,0,0,0,0,0,1
CD86,1,1,2,1,0,3,1,2,3,3,4,2
TNFRSF8,0,0,0,0,0,1,0,0,0,1,0,2
TNFSF8,0,0,0,0,1,1,0,0,0,0,1,0
CD33,15,5,17,30,14,18,11,30,24,18,8,20
SIGLEC6,3,0,1,3,0,3,1,3,1,1,0,1
CD36,0,1,0,7,1,1,9,12,8,2,1,8
SCARB1,11,10,5,10,6,8,11,10,5,18,3,9
SCARB2,8,6,9,7,5,10,8,18,11,2,1,16
CD37,1,2,12,4,0,1,6,5,3,6,1,3
CD38,1,0,0,1,0,0,0,3,0,0,0,0
ENTPD1,0,1,0,0,0,2,0,0,1,0,0,0
ENTPD6,8,4,7,10,2,6,12,13,7,10,6,12
ENTPD5,3,2,8,7,1,4,4,8,2,4,1,5
CD40,0,0,0,0,0,0,2,0,0,0,0,0
CD44,212,214,280,324,146,349,207,333,159,197,64,198
CD47,22,12,40,25,21,42,27,39,24,22,7,25
CD53,16,17,21,30,14,14,33,40,11,18,2,13
CD58,10,9,13,16,7,21,16,11,12,18,1,8
CD59,0,0,1,3,0,0,3,0,4,2,0,2
CD63,5,3,5,10,6,8,13,13,8,3,2,6
CD68,3,5,8,11,3,6,11,5,7,4,4,11
CD70,0,0,0,0,0,0,0,0,0,0,0,0
CD72,3,2,2,0,1,1,3,3,0,3,1,1
CD74,7,7,7,14,7,7,10,17,9,15,7,11
CD79A,0,0,1,0,0,0,0,0,0,0,0,0
CD79B,0,1,0,0,0,0,0,0,0,0,0,0
CD81,9,17,21,18,2,11,18,16,14,13,3,10
ADGRE5,45,33,49,48,33,36,50,65,34,42,19,47
CD151,8,13,9,19,5,2,26,11,13,12,3,9
CDA,0,1,0,0,0,0,0,0,0,0,0,0
CDK1,7,6,14,14,4,22,16,13,7,12,3,10
CDK11B,1,2,1,2,1,3,3,1,0,2,0,0
LRBA,2,5,1,9,2,3,8,6,1,7,0,2
CDC5L,20,20,25,30,15,29,36,47,12,19,6,24
SEPTIN7,10,8,15,18,12,22,12,26,13,9,1,12
CDC6,10,13,21,38,8,26,25,42,25,20,2,21
CDC20,1,0,2,2,2,1,1,1,2,2,2,1
CDC25A,69,57,95,99,40,91,106,140,76,74,39,86
CDC25B,7,7,10,11,4,8,14,19,11,4,1,15
CDC25C,2,0,2,2,1,0,7,2,1,4,0,1
CDC27,40,28,46,77,29,77,41,80,36,27,6,45
CDC34,10,8,10,7,2,7,12,15,11,17,3,9
CDC42,82,60,103,123,55,127,124,157,74,90,33,106
CDH1,0,0,0,0,0,0,0,0,0,0,0,0
CDH2,0,0,0,0,0,0,0,0,0,0,0,0
CDH3,0,0,0,0,0,0,0,0,0,0,0,0
CDH4,0,0,0,0,2,0,0,0,0,0,0,0
CDH6,0,0,0,0,0,0,0,0,0,0,0,0
CDH7,0,0,0,0,0,0,0,0,0,0,0,0
CDH8,0,0,0,0,0,0,0,0,0,0,0,0
CDH12,0,0,0,0,0,0,0,0,0,0,0,0
CDH13,0,0,0,0,0,0,0,0,0,0,0,0
CDH15,0,0,0,0,0,0,1,0,0,0,0,0
CDH18,0,0,0,0,0,0,0,0,0,0,0,0
CDK2,21,8,30,42,12,22,32,49,21,29,5,31
CDK3,0,3,2,2,1,2,2,4,4,4,0,1
CDK4,17,8,35,23,14,12,23,16,20,10,4,17
CDK5,0,0,0,0,0,0,0,0,0,0,0,0
CDK6,733,606,808,1216,486,1129,835,1333,696,597,163,801
CDK7,1,2,0,1,0,0,1,1,0,3,1,1
CDK8,3,3,6,7,3,7,9,12,3,3,2,3
CDK9,40,38,68,76,24,40,55,84,46,34,10,61
CDKN1A,34,23,50,55,17,29,49,56,24,27,11,31
CDKN1B,180,139,209,272,172,253,151,274,150,108,70,144
CDKN1C,1,0,2,1,0,1,1,1,1,1,1,4
CDKN2A,22,18,30,33,17,23,14,23,20,23,4,29
CDKN2B,6,6,8,7,2,14,8,8,1,10,5,6
CDKN2C,4,3,7,10,5,10,5,14,11,5,1,0
CDKN2D,50,19,63,43,18,38,38,70,45,34,16,48
CDKN3,0,0,1,3,0,0,2,1,0,4,0,0
CDR2,14,10,17,21,13,26,27,37,21,17,5,13
CDS1,0,0,0,0,0,0,0,0,0,0,0,0
CD52,0,0,1,0,0,0,0,1,2,1,1,2
CDX1,1,0,0,0,0,0,0,0,0,0,0,0
CDX2,2,2,0,1,1,0,3,0,1,1,1,1
CEACAM5,0,0,0,0,0,0,0,0,0,0,0,0
CEBPA,544,402,696,884,297,525,691,760,521,554,197,573
CEBPB,35,30,52,71,30,41,67,82,56,40,21,45
CEBPD,17,22,40,31,15,42,32,32,15,23,8,25
CEBPE,0,0,0,0,0,0,0,0,0,0,0,0
CEBPG,210,202,302,352,214,309,290,443,227,224,82,243
CENPA,11,18,19,25,13,24,24,29,13,11,5,16
CENPB,48,29,49,74,16,39,51,57,44,51,13,41
CENPC,0,0,2,0,0,0,1,1,0,0,0,1
CENPE,2,0,0,1,1,3,3,0,0,0,3,1
CENPF,5,7,9,8,0,9,14,12,4,9,1,4
CETN2,0,0,2,1,0,1,4,1,2,2,0,2
CETN3,1,0,0,0,0,0,1,0,2,0,0,1
CFL1,81,60,118,125,43,92,92,126,86,68,47,79
CFL2,22,15,20,28,28,26,19,43,20,9,7,26
CTSC,36,28,40,57,26,42,58,72,51,42,10,55
CEACAM8,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM4,0,0,0,0,0,0,0,3,0,0,0,0
CHAD,0,0,0,0,0,0,0,0,0,0,0,0
RCBTB2,11,8,16,17,9,23,23,25,17,16,4,18
RCC1,32,22,40,57,20,30,43,55,22,35,15,35
CHD1,14,25,24,34,17,51,40,63,21,20,9,35
CHD2,143,133,139,201,82,114,134,199,158,152,43,140
CHD3,15,8,22,22,7,14,12,25,10,19,7,14
CHD4,17,12,10,11,5,15,18,12,16,19,4,12
AKR1C4,0,0,0,0,0,0,0,0,0,0,0,0
CHEK1,15,14,19,24,18,25,24,24,17,19,2,18
FOXN3,160,145,212,268,115,213,204,314,170,197,60,204
CHGB,0,0,0,1,0,0,0,0,1,0,0,0
CHI3L1,4,5,16,17,6,7,16,19,25,9,4,17
CHKA,17,24,32,24,13,29,23,27,14,18,7,26
CHKB,4,2,3,3,2,1,3,3,2,4,1,6
CHM,8,10,6,12,1,11,10,15,12,8,1,7
CHML,126,97,152,184,84,181,295,501,257,212,77,304
CHN1,1,0,0,2,0,1,0,0,0,0,0,0
LYST,132,107,146,170,105,216,90,149,72,62,25,67
CHRM3,0,0,0,0,0,0,0,0,0,0,0,0
CHRM5,0,1,3,1,0,0,0,0,0,0,0,0
CHRNA2,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA3,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA5,0,1,0,1,0,0,0,1,0,1,0,1
CHRNA7,1,1,0,0,1,0,0,0,0,0,0,0
CHRNB1,7,4,8,16,4,9,15,12,6,9,2,9
CHRNB2,0,0,0,1,0,1,0,0,0,0,0,0
CHRNB4,0,0,0,0,0,0,0,0,0,0,0,0
CHRND,0,0,0,0,0,0,0,0,0,0,0,0
CHRNE,0,1,1,1,0,0,0,0,0,0,0,0
CHRNG,0,0,0,0,0,0,0,0,0,1,0,0
CHUK,10,19,12,19,17,27,23,40,11,15,6,14
CIDEA,0,0,0,0,0,0,0,0,0,0,0,0
CKB,0,0,0,0,0,0,0,0,0,0,0,0
CIRBP,150,85,220,227,92,163,173,275,142,156,67,160
CISH,186,138,206,243,89,130,221,308,191,225,83,218
TBCB,14,10,11,22,6,13,21,20,14,12,5,22
CKM,0,0,0,0,0,0,0,0,1,0,0,0
ERCC8,2,1,2,3,1,3,2,8,1,1,0,2
CKS1B,5,1,8,5,3,3,5,2,1,2,0,5
CKS2,8,6,10,9,3,7,5,8,7,5,0,7
AP2M1,5,5,14,23,2,8,17,13,10,15,4,15
AP1S1,6,5,7,7,3,6,5,11,7,5,3,5
AP2S1,2,1,9,9,3,5,19,8,6,8,4,9
AP3S1,2,1,2,4,2,6,5,6,1,2,2,6
CLCN2,0,1,0,0,0,0,1,0,0,0,0,0
CLCN3,8,6,9,7,10,12,15,18,2,9,1,6
CLCN4,14,16,24,22,11,26,34,46,26,25,7,35
CLCN5,4,1,10,9,3,3,13,15,3,12,0,5
CLCN6,27,26,55,52,31,58,55,104,60,48,12,58
CLCN7,3,6,5,8,2,1,6,6,6,11,1,5
CLU,1,0,1,1,0,0,1,2,1,0,0,2
CLIC1,38,27,61,68,24,29,32,50,38,40,9,44
CLIC2,1,0,2,0,1,3,4,1,1,0,0,1
CLK1,234,219,344,356,176,312,334,486,260,248,79,328
CLK2,15,8,18,27,6,14,26,35,17,15,4,22
1197,20,18,19,19,6,17,31,30,26,28,10,38
CLK3,2,2,11,16,0,6,5,7,5,13,5,1
TPP1,20,31,37,33,14,35,34,64,27,43,5,30
CLN3,3,3,0,1,1,0,2,2,1,1,4,2
CLN5,2,1,7,5,2,11,4,10,9,4,0,4
CLNS1A,6,10,22,16,10,11,8,18,6,6,1,13
CLPTM1,10,7,12,14,12,7,16,10,13,13,3,8
CLTA,18,12,22,28,6,21,32,38,26,27,8,23
CLTB,12,6,10,10,5,4,17,14,12,11,8,9
CLTC,50,36,57,90,50,70,56,99,44,46,13,65
CCR1,86,54,66,101,37,55,98,139,82,81,30,125
CCR3,0,0,0,0,0,0,0,0,0,0,0,0
CCR5,1,1,3,3,1,0,1,0,0,1,1,4
CCR6,6,7,15,12,5,13,16,32,12,18,4,21
CCR7,0,2,1,0,0,0,1,0,0,2,0,1
ACKR2,1,0,0,1,1,0,0,0,0,0,0,0
CMKLR1,0,4,0,3,0,0,1,1,0,1,2,0
LTB4R,12,11,12,16,15,13,18,47,14,14,11,22
ABCC2,0,0,1,0,1,1,1,4,2,0,2,1
CNGB1,0,0,0,0,0,0,0,0,0,0,0,0
CNGA3,0,0,0,0,0,0,0,0,0,0,0,0
CNGA4,0,0,0,0,0,0,0,0,0,0,0,0
PLK3,5,3,8,9,3,1,16,8,6,7,4,3
CNN2,58,51,66,90,39,42,63,99,54,57,16,52
CNN3,0,0,0,0,0,0,0,0,0,0,0,0
CNP,24,14,29,31,9,30,55,56,25,34,17,33
CNR2,1,3,2,1,1,5,2,4,1,4,1,2
CNTF,9,8,3,13,3,10,9,10,8,4,4,9
CNTN1,0,0,0,0,0,0,0,0,0,0,0,0
COL1A1,0,0,0,0,0,0,0,0,0,0,0,0
COL1A2,0,0,0,0,0,0,0,0,0,0,0,0
COL4A1,0,0,0,0,0,0,0,0,0,0,0,0
COL4A2,2,3,3,2,1,2,1,1,0,0,0,0
COL4A3,0,0,0,0,0,0,0,0,0,0,0,0
COL4A4,0,0,0,0,0,0,0,0,0,0,0,0
COL5A1,0,0,0,1,0,0,0,0,0,0,0,0
COL5A2,0,0,0,0,0,0,0,0,0,0,0,0
COL6A1,0,0,0,0,0,0,0,0,0,1,0,0
COL6A3,0,0,0,1,0,0,0,1,0,0,0,0
COL7A1,1,0,1,4,0,1,2,1,1,4,2,2
COL8A1,0,0,0,0,0,0,0,0,0,0,0,0
COL8A2,0,0,0,0,0,0,0,0,0,0,0,0
COL9A1,0,0,0,0,0,0,0,0,0,0,0,0
COL9A2,3,4,6,2,0,3,5,6,4,7,2,6
COL9A3,0,0,0,0,0,0,0,1,2,0,1,1
COL10A1,0,0,0,0,0,0,0,0,0,0,0,0
COL11A1,0,0,0,0,0,0,0,0,0,0,0,0
COL11A2,1,1,0,0,0,0,0,0,0,0,0,0
COL12A1,0,0,0,0,0,0,0,0,0,0,0,0
COL15A1,0,0,0,0,0,0,0,0,1,0,0,0
COL16A1,0,0,0,0,0,0,0,0,0,0,0,0
COL19A1,0,0,0,0,0,0,0,0,0,0,0,0
COMT,4,3,10,15,2,4,14,26,9,7,7,18
COPA,12,25,26,36,14,24,41,62,21,26,4,27
COPB1,5,2,5,2,3,6,3,13,3,3,1,9
KLF6,120,111,195,174,78,122,191,301,132,128,62,157
SLC31A1,14,18,14,31,20,20,24,28,22,15,6,30
SLC31A2,9,8,8,13,9,13,8,14,10,10,3,8
CORT,0,1,0,0,1,0,0,0,0,0,0,2
MAP3K8,4,5,0,4,5,6,7,7,4,6,5,2
COX4I1,31,22,46,59,15,33,30,41,19,34,8,36
COX5B,1,3,5,3,3,2,3,4,4,1,0,2
COX6A1,11,5,16,9,6,8,14,11,13,12,5,11
COX6B1,11,4,4,8,6,3,10,8,6,5,1,10
COX6C,1,0,1,3,3,4,8,2,2,1,1,2
COX7A2,16,6,17,21,16,18,12,25,13,13,7,12
COX7B,8,5,7,13,2,7,10,9,4,5,0,5
COX7C,0,5,0,2,2,2,5,5,5,2,2,3
COX8A,20,2,22,19,2,23,23,18,18,17,7,12
COX10,17,18,22,24,23,21,31,38,34,22,7,27
COX11,7,6,6,8,5,8,10,12,3,4,3,5
COX15,8,10,7,11,4,16,19,22,8,17,3,22
CP,0,0,0,0,0,0,0,0,0,0,0,0
CPB2,0,0,0,0,0,0,0,0,0,0,0,0
CPD,19,17,38,29,13,37,25,29,20,15,7,22
CLDN4,0,0,0,0,0,0,0,0,0,0,0,0
CLDN7,1,0,1,0,2,2,1,0,1,0,0,0
CPM,5,9,5,11,5,7,6,10,8,5,3,9
CPOX,19,13,25,19,11,19,15,32,24,15,6,13
CPS1,1,0,0,0,0,0,1,2,0,0,1,0
CPT1A,69,52,83,114,53,71,42,66,50,49,8,54
CPT1B,0,1,1,1,0,3,1,2,0,2,0,2
CPT2,7,1,5,8,6,8,13,6,7,4,1,5
CRABP2,0,0,1,2,0,0,0,1,1,0,0,0
CRAT,1,0,0,0,0,0,0,0,0,0,0,1
CREB1,67,61,69,77,57,110,87,149,62,74,23,94
ATF2,27,35,29,48,19,41,28,67,23,30,7,35
CREBBP,16,9,17,28,11,12,20,28,16,14,3,29
ATF6B,3,1,4,5,1,5,4,4,2,1,2,3
CREBL2,0,3,1,2,0,3,3,2,3,3,0,1
CREM,0,1,2,2,1,0,1,1,4,4,0,3
CRH,0,0,0,0,0,0,0,0,0,0,0,0
CRIP1,0,0,2,1,0,0,3,2,2,1,0,4
CRIP2,0,0,2,0,1,1,1,5,3,0,0,2
CRK,97,77,92,135,59,130,104,170,68,114,37,102
CRKL,221,141,237,312,113,180,245,311,205,211,84,214
CRMP1,1,0,0,0,0,0,1,0,0,0,0,0
HAPLN1,0,0,0,0,0,0,0,0,0,0,0,0
CRX,0,0,0,0,0,0,0,0,0,0,0,0
CRY1,0,1,0,1,0,1,3,1,0,0,1,1
CRY2,30,16,31,38,21,17,31,35,35,43,14,30
CRYBB1,0,0,0,0,0,0,0,0,0,0,0,1
CRYGS,0,0,0,2,0,0,1,0,0,1,1,0
CRYZ,0,0,1,0,0,0,0,1,0,0,0,0
CS,97,75,123,161,67,109,120,141,87,111,28,100
MAPK14,35,43,29,50,27,44,45,60,34,40,10,34
CSE1L,2,6,7,8,6,2,5,16,7,16,3,10
CSF1,5,1,2,6,1,4,6,8,5,2,0,5
CSF1R,27,15,25,43,15,21,41,53,38,34,13,32
CSF2RA,8,8,10,17,1,5,7,17,5,6,2,12
CSF2RB,22,17,29,24,12,19,26,49,29,36,13,33
CSF3R,0,0,1,0,0,0,0,1,1,0,1,0
CSK,26,25,63,68,22,33,40,73,40,44,13,46
CSNK1A1,37,35,34,50,41,61,62,86,49,47,18,46
CSNK1D,120,106,166,197,73,115,144,216,138,153,60,147
CSNK1E,34,25,52,51,15,23,44,48,35,35,6,35
CSNK1G2,22,15,16,26,6,18,30,45,20,30,4,28
CSNK1G3,8,16,12,15,7,20,15,28,7,11,3,15
CSNK2A1,50,46,65,84,41,71,83,105,56,52,24,67
CSNK2A2,12,8,12,12,6,9,11,19,14,13,7,7
CSNK2B,4,3,11,12,1,3,5,2,6,10,3,4
VCAN,0,0,0,0,0,1,0,0,0,0,0,0
NCAN,0,0,0,0,0,0,0,0,0,0,0,0
CSPG4,10,4,8,14,1,10,12,13,6,13,1,7
CSRP1,22,15,26,24,10,23,23,47,31,24,8,27
SLC25A10,2,1,2,7,3,2,0,2,1,0,1,0
CST3,15,29,28,35,10,25,29,65,34,33,15,35
CSTA,1,2,1,2,1,3,1,2,2,0,0,1
CSTB,5,4,9,17,2,8,5,8,7,9,2,12
CSTF1,9,8,19,20,10,9,12,21,14,13,3,11
CSTF2,5,3,3,2,1,2,7,8,3,1,1,2
CSTF3,18,12,20,33,16,18,19,49,34,27,5,26
CTBS,4,3,5,3,3,14,3,10,4,7,1,3
CTBP1,23,13,47,34,17,17,37,51,25,16,11,27
CTBP2,25,23,33,31,12,24,42,55,30,28,7,18
CTF1,0,0,2,1,0,0,1,2,1,0,2,1
CTH,0,0,0,0,1,0,0,0,0,0,1,1
CTNNA1,15,19,11,16,12,11,8,27,13,8,7,8
CTNNA2,0,0,0,0,0,0,0,0,0,0,0,0
CTNS,11,5,11,10,4,7,13,19,15,22,4,21
CTNNB1,37,20,59,67,32,72,45,75,39,44,11,43
CTNND1,14,8,7,20,15,22,30,16,15,25,8,20
CTNND2,0,0,0,0,0,0,1,0,0,0,0,0
CTPS1,38,27,48,57,32,31,45,58,27,39,22,38
CTRL,1,2,1,2,0,2,4,2,1,0,1,0
CTSB,47,29,53,78,28,29,57,101,43,71,23,76
CTSD,5,12,13,17,3,7,23,20,16,10,10,14
CTSG,4,4,3,11,3,4,0,1,0,0,0,0
CTSH,0,0,0,2,1,2,0,1,0,0,0,2
CTSK,2,1,0,1,1,1,0,2,1,0,0,1
CTSV,0,0,0,0,0,0,0,0,1,0,0,0
CTSLP3,0,0,0,0,0,0,0,0,0,0,0,0
CTSO,12,6,9,6,5,3,8,2,8,5,0,2
CTSS,8,5,17,15,5,14,14,22,11,11,2,25
CTSW,0,0,0,0,0,0,1,0,0,1,0,0
CTSZ,30,14,32,33,16,20,70,61,43,58,16,53
CUX1,56,51,102,115,42,74,76,117,64,86,17,68
CX3CR1,2,1,3,6,4,2,15,15,10,10,3,11
CXADR,1,0,0,0,0,0,0,0,0,0,0,0
CYB5A,0,1,1,2,0,1,2,1,0,0,1,2
CYB561,6,2,13,12,3,5,14,25,10,7,2,12
CYBA,10,24,22,11,6,9,10,12,21,14,11,11
CYBB,0,0,1,0,0,1,0,1,0,1,0,0
CYC1,10,8,16,17,9,15,14,25,8,19,11,27
CYLC2,0,0,0,0,0,0,1,0,0,0,0,0
CYLD,45,30,46,66,38,44,51,62,42,34,10,44
CYP1A2,0,0,0,0,0,0,0,0,0,0,0,0
CYP1B1,57,59,98,105,54,92,127,233,104,96,37,95
CYP2B6,0,0,0,0,0,0,0,0,0,0,0,0
CYP2B7P,1,0,0,0,0,0,0,0,0,0,0,0
CYP2D7,0,0,0,0,1,0,0,2,0,2,0,2
CYP2D6,0,0,0,0,0,0,0,0,0,0,0,0
CYP2E1,0,0,1,0,1,0,0,1,0,0,0,0
CYP2F1,0,0,0,0,0,0,0,0,0,0,0,0
CYP3A5,0,0,0,0,0,0,0,0,0,0,0,0
CYP17A1,0,0,0,0,0,0,0,0,0,0,0,0
CYP27B1,4,1,9,10,6,8,4,9,6,7,4,11
CYP51A1,20,10,11,19,15,24,33,51,25,23,9,31
DAB2,0,0,0,0,0,0,0,0,0,1,0,0
DACH1,0,0,0,0,0,0,0,0,0,0,0,0
DAD1,1,3,3,10,2,8,4,8,7,6,1,0
CD55,3,2,4,2,5,1,3,6,3,4,2,6
DAG1,23,21,37,32,20,31,31,38,15,30,19,30
DGKA,0,0,0,1,0,0,1,0,1,0,0,0
DGKB,0,0,0,0,0,0,0,0,0,0,0,0
DGKG,15,11,34,30,8,21,29,42,32,24,9,23
DGKQ,10,6,10,9,4,8,14,24,16,16,7,12
DAP,42,34,46,64,18,55,45,43,32,41,7,41
DAPK1,0,0,0,0,0,0,0,0,1,0,0,0
DAPK3,1,0,2,5,0,1,4,12,5,1,2,3
DARS1,5,4,8,7,8,12,12,17,9,6,3,11
DAXX,5,4,8,5,11,5,2,5,8,5,0,6
DBH,0,0,0,0,0,0,0,0,0,0,0,0
DBI,5,13,32,19,13,15,28,45,14,30,11,33
DBN1,6,1,11,5,5,9,8,12,3,18,5,9
DBP,0,3,2,4,0,0,0,1,4,4,1,5
DBT,28,22,20,41,20,44,40,61,41,42,7,35
DCC,0,0,0,0,0,0,0,0,0,0,0,0
ECI1,1,0,0,0,0,2,1,0,4,0,0,1
DCK,8,17,17,14,7,19,17,18,6,9,8,9
DCTD,31,21,34,63,13,27,46,60,30,50,15,36
DCT,0,1,0,0,0,0,0,0,0,0,0,0
DCTN1,12,13,22,23,8,17,26,38,21,31,8,23
DCX,0,0,0,0,0,0,0,0,0,0,0,0
DDB1,13,8,21,21,8,21,16,20,9,12,5,9
DDB2,1,1,1,1,0,1,2,4,0,5,0,1
DDC,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C1,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C2,0,0,0,0,1,0,0,1,0,0,0,1
GADD45A,2,5,8,12,5,8,14,23,14,8,5,11
DDIT3,22,21,31,33,16,25,23,30,21,25,10,38
DDOST,16,17,27,26,7,26,29,17,23,17,5,32
DDT,7,5,7,12,1,5,9,8,11,8,2,8
DDX1,2,3,2,4,1,2,9,4,2,2,2,6
DDX3X,207,176,261,325,176,317,262,489,214,206,55,242
DDX5,59,62,71,106,68,105,70,118,73,76,23,79
DDX6,216,166,239,356,142,295,261,435,179,240,56,292
DMXL1,1,2,1,6,1,3,3,0,4,1,0,3
DHX8,10,8,17,23,10,9,17,21,10,12,6,25
DHX9,12,18,25,36,14,23,22,22,24,13,10,21
DDX10,4,2,12,10,1,6,10,8,7,6,1,10
DDX11,29,4,21,19,7,8,20,33,22,19,11,17
DHX15,32,26,33,37,17,35,22,49,37,26,12,22
DECR1,1,0,0,0,0,1,0,0,0,0,1,1
DES,0,0,0,0,0,0,0,0,0,0,0,0
CFD,6,5,7,6,1,4,3,4,3,4,0,3
DFFA,9,6,19,22,8,10,26,22,18,15,4,22
DFFB,9,5,5,11,2,5,11,11,9,10,0,8
TIMM8A,11,11,19,15,6,23,16,23,12,20,4,14
COCH,0,0,0,0,0,0,0,0,0,0,0,0
DGUOK,4,2,7,9,4,4,13,9,5,8,2,4
DHCR7,1,0,2,2,2,3,7,2,3,4,1,1
DHCR24,100,66,166,172,81,112,271,308,186,218,58,221
DHFR,35,29,53,63,34,34,61,96,51,45,18,53
DHODH,8,13,6,14,5,5,11,17,9,4,3,10
DHPS,38,27,38,68,23,41,55,64,48,47,8,46
CYB5R3,9,8,12,18,3,19,13,15,16,12,10,14
NQO1,12,9,13,17,6,16,21,27,11,10,6,17
DIAPH1,78,45,103,102,43,70,66,79,40,47,16,44
DIAPH2,0,1,3,5,2,2,1,9,4,1,0,3
SEPTIN1,0,0,0,3,0,0,1,0,0,2,0,0
DIO1,0,0,0,0,0,0,0,0,0,1,0,0
DIO2,0,0,0,0,0,1,0,0,0,0,0,0
DKC1,87,105,109,148,86,114,119,136,87,95,25,100
DLAT,10,13,20,16,9,25,14,19,6,19,3,14
DLD,12,2,11,8,6,9,5,15,4,5,2,6
DLG1,9,6,15,18,7,14,14,29,10,13,2,13
DLG2,0,0,0,0,0,0,0,0,0,0,0,0
DLG3,0,1,0,0,0,0,0,0,0,0,0,0
DLG4,7,3,6,13,2,2,13,12,9,9,2,9
DLST,58,49,49,96,29,58,73,105,66,63,20,67
1744,6,8,15,9,5,8,11,17,14,21,5,21
DLX1,32,30,53,39,21,32,36,52,33,33,15,47
DLX2,1,3,2,3,2,5,4,6,2,4,0,2
DLX3,2,1,0,1,0,1,0,0,0,1,0,2
DLX4,3,1,5,3,2,5,7,6,4,3,1,6
DLX6,0,0,0,0,0,0,0,0,0,0,0,0
DMD,0,0,0,0,0,0,0,0,0,0,0,0
SARDH,0,0,1,0,1,0,0,0,0,0,0,0
DMP1,0,0,0,0,0,0,0,0,0,0,0,0
DNM1,1,3,3,8,0,3,2,6,6,4,3,3
DMPK,3,0,1,7,5,4,2,2,1,2,0,4
DMWD,2,0,3,0,0,1,2,2,0,4,1,1
DNA2,8,3,16,19,8,13,11,35,17,12,8,17
