chr	start	end	interval_id	num_peaks	num_samples	MV411_1_430_R1.bool	MV411_2_431_R1.bool	MV411_3_575_R1.bool	MV411_9_718_R1.bool	MV411_1_430_R1.fc	MV411_2_431_R1.fc	MV411_3_575_R1.fc	MV411_9_718_R1.fc	MV411_1_430_R1.qval	MV411_2_431_R1.qval	MV411_3_575_R1.qval	MV411_9_718_R1.qval	MV411_1_430_R1.pval	MV411_2_431_R1.pval	MV411_3_575_R1.pval	MV411_9_718_R1.pval	MV411_1_430_R1.start	MV411_2_431_R1.start	MV411_3_575_R1.start	MV411_9_718_R1.start	MV411_1_430_R1.end	MV411_2_431_R1.end	MV411_3_575_R1.end	MV411_9_718_R1.end	MV411_1_430_R1.summit	MV411_2_431_R1.summit	MV411_3_575_R1.summit	MV411_9_718_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1	10940150	10940347	Interval_83	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	10940150	NA	NA	NA	10940347	NA	NA	NA	88	NA	Intergenic	NA	36039	C1orf127								
chr1	11273071	11273207	Interval_84	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.69917	NA	NA	NA	3.76062	NA	NA	NA	8.07943	NA	NA	NA	11273071	NA	NA	NA	11273207	NA	NA	NA	84	NA	NA	promoter-TSS (UBIAD1)	NA	-25	UBIAD1								
chr1	11731806	11731984	Interval_85	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71913	NA	NA	NA	4.88613	NA	NA	NA	8.55283	NA	NA	NA	11731806	NA	NA	NA	11731984	NA	NA	NA	93	NA	Intergenic	NA	-4190	AGTRAP								
chr1	11805813	11806185	Interval_86	4	4	TRUE	TRUE	TRUE	TRUE	7.33519	7.23253	5.82702	5.77314	9.76077	8.39287	4.143	5.9436	14.35512	12.88549	8.52229	9.71058	11805890	11805892	11805836	11805813	11806157	11806185	11806022	11806120	142	170	91	166	NA	promoter-TSS (CLCN6)	NA	-68	MTHFR								
chr1	11851191	11851613	Interval_87	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.26134	NA	11.31717	NA	4.46741	NA	20.21116	NA	8.5263	NA	24.79126	NA	11851277	NA	11851191	NA	11851420	NA	11851613	NA	86	NA	117	NA	Intergenic	NA	-3619	NPPA								
chr1	11907786	11910090	Interval_88	6	3	TRUE	TRUE	FALSE	TRUE	7.8662;8.33019;5.79017	4.88553;6.6696	NA	23.47264	10.17682;11.76236;6.88987	3.65017;6.8467	NA	61.81834	14.80135;16.51346;11.21772	7.59674;11.17533	NA	67.50855	11908084;11908714;11909414	11908102;11909445	NA	11907786	11908354;11909359;11909719	11908428;11909623	NA	11910090	143;461;203	65;113	NA	432	NA	TTS (RNU5E-1)	NA	784	RNU5E-1								
chr1	11926396	11926537	Interval_89	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.19774	NA	NA	NA	3.5988	NA	NA	NA	7.51829	NA	NA	NA	11926396	NA	NA	NA	11926537	NA	NA	NA	76	NA	NA	NA	promoter-TSS (KIAA2013)	NA	-39	KIAA2013								
chr1	11980069	11980271	Interval_90	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.384	NA	NA	NA	7.56892	NA	NA	NA	11.47664	NA	NA	NA	11980069	NA	NA	NA	11980271	NA	NA	NA	105	NA	promoter-TSS (MFN2)	NA	-11	MFN2								
chr1	11985902	11986106	Interval_91	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.7099	NA	NA	NA	8.08077	NA	NA	NA	12.02165	NA	NA	NA	11985902	NA	NA	NA	11986106	NA	NA	NA	134	NA	intron (MFN2, intron 3 of 19)	NA	5823	MFN2								
chr1	12143590	12144143	Interval_92	3	3	TRUE	TRUE	FALSE	TRUE	5.18068	10.34809	NA	10.1634	5.2598	16.33153	NA	19.95862	9.39398	21.45417	NA	24.53027	12143626	12143590	NA	12143604	12143989	12144089	NA	12144143	303	238	NA	377	NA	exon (TNFRSF8, exon 15 of 15)	NA	-23136	TNFRSF1B								
chr1	12178239	12178399	Interval_93	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.05677	NA	NA	NA	5.61446	NA	NA	NA	9.8219	NA	NA	NA	12178239	NA	NA	NA	12178399	NA	NA	NA	100	NA	NA	NA	intron (TNFRSF1B, intron 1 of 9)	NA	11309	MIR7846								
chr1	12184192	12184521	Interval_94	4	4	TRUE	TRUE	TRUE	TRUE	6.8793	4.24606	6.07596	7.98464	9.03297	3.4665	4.73738	12.19871	13.56503	7.37136	9.20208	16.40304	12184320	12184289	12184320	12184192	12184521	12184430	12184508	12184509	81	24	73	200	NA	intron (TNFRSF1B, intron 1 of 9)	NA	-7395	MIR4632								
chr1	12196689	12197011	Interval_95	3	3	TRUE	TRUE	FALSE	TRUE	5.9782	5.68171	NA	9.04512	6.17427	4.78184	NA	14.40205	10.41386	8.88295	NA	18.72258	12196750	12196785	NA	12196689	12196932	12196940	NA	12197011	115	52	NA	182	NA	intron (TNFRSF1B, intron 8 of 9)	NA	5098	MIR4632								
chr1	12510490	12510632	Interval_96	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.0494	NA	NA	NA	4.01736	NA	NA	NA	7.56458	NA	NA	NA	12510490	NA	NA	NA	12510632	NA	NA	NA	73	NA	exon (VPS13D, exon 70 of 70)	NA	3315	SNORA59A								
chr1	12595958	12596196	Interval_97	2	2	TRUE	FALSE	FALSE	TRUE	4.87593	NA	NA	6.6623	4.4887	NA	NA	10.78251	8.51811	NA	NA	14.90657	12596003	NA	NA	12595958	12596135	NA	NA	12596196	72	NA	NA	60	NA	intron (DHRS3, intron 1 of 5)	NA	-17054	MIR6730								
chr1	13749185	13749419	Interval_98	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.89582	NA	NA	NA	9.14261	NA	NA	NA	13.16507	NA	NA	NA	13749185	NA	NA	NA	13749419	NA	NA	NA	116	NA	promoter-TSS (PRDM2)	NA	-134	PRDM2								
chr1	14742270	14742537	Interval_99	4	4	TRUE	TRUE	TRUE	TRUE	4.63146	4.98932	5.34084	7.00246	3.32246	3.55204	3.25625	8.91771	7.17949	7.46872	7.49603	12.92231	14742270	14742320	14742366	14742299	14742537	14742489	14742509	14742466	200	62	66	93	NA	intron (KAZN, intron 3 of 9)	NA	143687	KAZN								
chr1	15231797	15231957	Interval_100	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.28731	NA	NA	NA	6.71155	NA	NA	NA	10.5539	NA	NA	NA	15231797	NA	NA	NA	15231957	NA	NA	NA	60	NA	Intergenic	NA	-15357	FHAD1								
chr1	15415922	15416514	Interval_101	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.44153	NA	NA	NA	4.15671	NA	NA	NA	7.73353	NA	NA	NA	15415922	NA	NA	NA	15416514	NA	NA	NA	347	NA	intron (EFHD2, intron 1 of 3)	NA	-5172	LOC101927441								
chr1	15421766	15421909	Interval_102	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.40414	NA	NA	NA	3.33867	NA	NA	NA	6.80188	NA	NA	NA	15421766	NA	NA	NA	15421909	NA	NA	NA	102	NA	intron (EFHD2, intron 1 of 3)	NA	-10792	LOC101927441								
chr1	15455611	15455819	Interval_103	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.67054	NA	NA	NA	5.48256	NA	NA	NA	9.196	NA	NA	NA	15455611	NA	NA	NA	15455819	NA	NA	NA	133	NA	Intergenic	NA	-1013	CELA2A								
chr1	15524194	15525182	Interval_104	5	4	TRUE	TRUE	TRUE	TRUE	4.70076	7.73504;7.55888	6.40901	5.0817	5.05098	9.53362;8.87648	5.20746	4.88613	9.15541	14.13925;13.42077	9.74082	8.55169	15524194	15524301;15524836	15524931	15524382	15525182	15524735;15525142	15525069	15524877	140	224;118	16	95	NA	promoter-TSS (CASP9)	NA	224	CASP9								
chr1	15617302	15617630	Interval_105	3	3	TRUE	TRUE	FALSE	TRUE	6.38534	7.37005	NA	5.02985	6.78306	8.21551	NA	3.98758	11.0905	12.70169	NA	7.5334	15617302	15617317	NA	15617336	15617451	15617514	NA	15617630	56	77	NA	59	NA	promoter-TSS (DDI2)	NA	8	DDI2								
chr1	15627694	15627847	Interval_106	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.52442	NA	NA	NA	2.82144	NA	NA	NA	6.2066	NA	NA	NA	15627694	NA	NA	NA	15627847	NA	NA	NA	91	NA	intron (DDI2, intron 2 of 9)	NA	10313	DDI2								
chr1	15684037	15684216	Interval_107	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.83901	NA	NA	NA	5.8387	NA	NA	NA	10.44934	NA	NA	NA	15684037	NA	NA	NA	15684216	NA	NA	NA	105	NA	NA	promoter-TSS (PLEKHM2)	NA	-205	PLEKHM2								
chr1	15684391	15684706	Interval_108	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	9.5782	NA	NA	NA	11.6157	NA	NA	NA	16.75169	NA	NA	NA	15684391	NA	NA	NA	15684706	NA	NA	NA	128	NA	NA	exon (PLEKHM2, exon 1 of 20)	NA	217	PLEKHM2								
chr1	15835014	15835217	Interval_109	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.67853	NA	NA	NA	2.23782	NA	NA	NA	6.22952	NA	NA	NA	15835014	NA	NA	NA	15835217	NA	NA	NA	103	NA	NA	exon (FLJ37453, exon 2 of 2)	NA	-12748	SPEN								
chr1	15835883	15836048	Interval_110	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.23665	NA	NA	NA	6.19848	NA	NA	NA	10.47127	NA	NA	NA	15835883	NA	NA	NA	15836048	NA	NA	NA	70	NA	NA	NA	exon (FLJ37453, exon 2 of 2)	NA	-11898	SPEN								
chr1	15836989	15837121	Interval_111	1	1	TRUE	FALSE	FALSE	FALSE	3.96169	NA	NA	NA	2.37915	NA	NA	NA	6.0522	NA	NA	NA	15836989	NA	NA	NA	15837121	NA	NA	NA	7	NA	NA	NA	NA	intron (FLJ37453, intron 1 of 1)	NA	-10809	SPEN								
chr1	15952863	15953046	Interval_112	1	1	TRUE	FALSE	FALSE	FALSE	4.81551	NA	NA	NA	3.85425	NA	NA	NA	7.78445	NA	NA	NA	15952863	NA	NA	NA	15953046	NA	NA	NA	88	NA	NA	NA	NA	intron (ZBTB17, intron 2 of 15)	NA	-23176	LOC101928566								
chr1	16364862	16365004	Interval_113	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.24587	NA	NA	NA	4.5639	NA	NA	NA	8.18186	NA	NA	NA	16364862	NA	NA	NA	16365004	NA	NA	NA	34	NA	Intergenic	NA	-2097	SZRD1								
chr1	16367077	16367209	Interval_114	1	1	TRUE	FALSE	FALSE	FALSE	4.26644	NA	NA	NA	3.05132	NA	NA	NA	6.84551	NA	NA	NA	16367077	NA	NA	NA	16367209	NA	NA	NA	103	NA	NA	NA	NA	exon (SZRD1, exon 1 of 4)	NA	113	SZRD1								
chr1	16512955	16513156	Interval_115	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.7109	NA	NA	NA	12.00224	NA	NA	NA	16.19774	NA	NA	NA	16512955	NA	NA	NA	16513156	NA	NA	NA	122	NA	Intergenic	NA	1229	RNU1-1								
chr1	16513560	16514427	Interval_116	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	12.37864	NA	NA	NA	21.93535	NA	NA	NA	26.57877	NA	NA	NA	16513560	NA	NA	NA	16514427	NA	NA	NA	494	NA	TTS (RNU1-1)	NA	291	RNU1-1								
chr1	16896061	16896369	Interval_117	2	2	TRUE	FALSE	FALSE	TRUE	8.51724	NA	NA	13.19821	12.05666	NA	NA	25.68248	16.82875	NA	NA	30.45372	16896128	NA	NA	16896061	16896289	NA	NA	16896369	70	NA	NA	169	NA	TTS (RNU1-2)	NA	235	RNU1-2								
chr1	16896450	16896865	Interval_118	2	2	TRUE	FALSE	FALSE	TRUE	6.89491	NA	NA	11.49522	7.89873	NA	NA	20.50771	12.32866	NA	NA	25.09275	16896494	NA	NA	16896450	16896790	NA	NA	16896865	79	NA	NA	117	NA	TTS (RNU1-2)	NA	678	RNU1-2								
chr1	16904810	16905768	Interval_119	4	4	TRUE	TRUE	TRUE	TRUE	8.4246	6.38877	8.97404	9.60607	13.78039	7.1159	11.08116	17.37226	18.66318	11.48466	16.17451	21.83241	16904810	16904815	16905015	16904823	16905253	16905228	16905216	16905768	329	60	103	304	NA	Intergenic	NA	9309	RNU1-2								
chr1	17023177	17023399	Interval_120	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.06536	NA	NA	NA	2.61611	NA	NA	NA	5.97311	NA	NA	NA	17023177	NA	NA	NA	17023399	NA	NA	NA	103	NA	intron (SDHB, intron 6 of 7)	NA	-11316	ATP13A2								
chr1	17431544	17431898	Interval_121	3	3	TRUE	TRUE	FALSE	TRUE	7.70391	7.13902	NA	5.75926	10.34875	7.88914	NA	6.58048	14.98398	12.3254	NA	10.41191	17431544	17431621	NA	17431563	17431846	17431834	NA	17431898	195	122	NA	234	NA	intron (RCC2, intron 2 of 12)	NA	8033	RCC2								
chr1	17438253	17438393	Interval_122	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.94004	NA	NA	NA	4.29981	NA	NA	NA	8.70539	NA	NA	NA	17438253	NA	NA	NA	17438393	NA	NA	NA	116	NA	NA	exon (RCC2, exon 1 of 12)	NA	1431	RCC2								
chr1	17630161	17630310	Interval_123	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.43881	NA	NA	NA	2.90941	NA	NA	NA	6.31978	NA	NA	NA	17630161	NA	NA	NA	17630310	NA	NA	NA	67	NA	intron (ARHGEF10L, intron 14 of 27)	NA	49742	ARHGEF10L								
chr1	17635866	17636112	Interval_124	3	3	TRUE	TRUE	FALSE	TRUE	9.97546	5.91061	NA	14.27012	17.91079	7.08122	NA	32.04972	23.04691	11.43576	NA	37.02882	17635866	17635878	NA	17635868	17636081	17636098	NA	17636112	120	161	NA	112	NA	intron (ARHGEF10L, intron 17 of 27)	NA	55495	ARHGEF10L								
chr1	17675619	17675962	Interval_125	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.96011	NA	4.99673	NA	9.13442	NA	5.66124	NA	13.70624	NA	9.39648	NA	17675718	NA	17675619	NA	17675962	NA	17675910	NA	119	NA	63	NA	intron (ARHGEF10L, intron 25 of 27)	NA	-79522	ACTL8								
chr1	17676229	17676370	Interval_126	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.30438	NA	NA	NA	4.52464	NA	NA	NA	8.59718	NA	NA	NA	17676229	NA	NA	NA	17676370	NA	NA	NA	103	NA	NA	NA	intron (ARHGEF10L, intron 25 of 27)	NA	-79013	ACTL8								
chr1	18926744	18926937	Interval_127	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.26134	NA	NA	NA	4.46741	NA	NA	NA	8.5263	NA	NA	NA	18926744	NA	NA	NA	18926937	NA	NA	NA	104	NA	NA	NA	intron (IFFO2, intron 1 of 8)	NA	29491	IFFO2								
chr1	19210190	19210419	Interval_128	2	2	TRUE	TRUE	FALSE	FALSE	4.38992	6.22496	NA	NA	2.52415	5.8673	NA	NA	6.24227	10.09338	NA	NA	19210190	19210245	NA	NA	19210419	19210408	NA	NA	139	125	NA	NA	NA	promoter-TSS (UBR4)	NA	13	UBR4								
chr1	19251570	19251737	Interval_129	1	1	TRUE	FALSE	FALSE	FALSE	5.20895	NA	NA	NA	4.14175	NA	NA	NA	8.1222	NA	NA	NA	19251570	NA	NA	NA	19251737	NA	NA	NA	105	NA	NA	NA	NA	promoter-TSS (EMC1)	NA	73	MRTO4								
chr1	19318225	19318457	Interval_130	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.1311	NA	NA	NA	4.39055	NA	NA	NA	7.99619	NA	NA	NA	19318225	NA	NA	NA	19318457	NA	NA	NA	110	NA	intron (PQLC2, intron 2 of 7)	NA	5182	PQLC2								
chr1	19448943	19449173	Interval_131	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.81512	NA	NA	NA	7.50951	NA	NA	NA	11.41128	NA	NA	NA	19448943	NA	NA	NA	19449173	NA	NA	NA	67	NA	exon (CAPZB, exon 2 of 9)	NA	36583	CAPZB								
chr1	20380730	20380869	Interval_132	1	1	TRUE	FALSE	FALSE	FALSE	5.62566	NA	NA	NA	5.32678	NA	NA	NA	9.46626	NA	NA	NA	20380730	NA	NA	NA	20380869	NA	NA	NA	84	NA	NA	NA	NA	intron (LINC01141, intron 6 of 11)	NA	47994	LINC01141								
chr1	20682782	20682924	Interval_133	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.84234	NA	NA	NA	3.71656	NA	NA	NA	7.23377	NA	NA	NA	20682782	NA	NA	NA	20682924	NA	NA	NA	43	NA	exon (KIF17, exon 10 of 13)	NA	-21309	DDOST								
chr1	21091131	21091407	Interval_134	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.79396	NA	NA	NA	9.74532	NA	NA	NA	13.80533	NA	NA	NA	21091131	NA	NA	NA	21091407	NA	NA	NA	112	NA	intron (EIF4G3, intron 2 of 34)	NA	85619	EIF4G3								
chr1	21100743	21100989	Interval_135	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.43682	NA	NA	NA	8.39874	NA	NA	NA	12.37024	NA	NA	NA	21100743	NA	NA	NA	21100989	NA	NA	NA	47	NA	intron (EIF4G3, intron 2 of 34)	NA	76022	EIF4G3								
chr1	21313948	21314094	Interval_136	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.03165	NA	NA	NA	6.01225	NA	NA	NA	9.78131	NA	NA	NA	21313948	NA	NA	NA	21314094	NA	NA	NA	27	NA	intron (ECE1, intron 1 of 18)	NA	-19597	ECE1								
chr1	21334310	21334563	Interval_137	3	3	TRUE	TRUE	FALSE	TRUE	5.31976	5.26134	NA	6.32095	5.18385	4.46741	NA	7.84047	9.29535	8.5263	NA	11.76533	21334314	21334310	NA	21334395	21334547	21334521	NA	21334563	123	53	NA	114	NA	intron (ECE1, intron 1 of 18)	NA	-40013	ECE1								
chr1	21659203	21659375	Interval_138	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.68579	NA	NA	NA	12.40824	NA	NA	NA	16.62782	NA	NA	NA	21659203	NA	NA	NA	21659375	NA	NA	NA	77	NA	intron (RAP1GAP, intron 1 of 25)	NA	10228	RAP1GAP								
chr1	21768408	21768578	Interval_139	1	1	TRUE	FALSE	FALSE	FALSE	4.75094	NA	NA	NA	3.2551	NA	NA	NA	7.08727	NA	NA	NA	21768408	NA	NA	NA	21768578	NA	NA	NA	74	NA	NA	NA	NA	intron (USP48, intron 1 of 24)	NA	14702	USP48								
chr1	21913884	21914031	Interval_140	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.87559	NA	NA	NA	7.49209	NA	NA	NA	11.89551	NA	NA	NA	21913884	NA	NA	NA	21914031	NA	NA	NA	59	NA	NA	NA	intron (LOC102723558, intron 2 of 2)	NA	6955	LOC102723558								
chr1	22019173	22019402	Interval_141	2	2	TRUE	FALSE	FALSE	TRUE	5.18068	NA	NA	4.40414	5.2598	NA	NA	3.33867	9.39398	NA	NA	6.80188	22019173	NA	NA	22019260	22019377	NA	NA	22019402	92	NA	NA	6	NA	Intergenic	NA	-6216	LINC00339								
chr1	22025278	22025700	Interval_142	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.50635	NA	NA	NA	3.25054	NA	NA	NA	6.69331	NA	NA	NA	22025278	NA	NA	NA	22025700	NA	NA	NA	303	NA	promoter-TSS (LINC00339)	NA	-15	LINC00339								
chr1	22052843	22053145	Interval_143	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	8.45135	NA	NA	NA	9.14864	NA	NA	NA	14.09314	NA	NA	NA	22052843	NA	NA	NA	22053145	NA	NA	NA	89	NA	NA	intron (CDC42, intron 1 of 5)	NA	367	CDC42								
chr1	22451835	22452020	Interval_144	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.89582	NA	NA	NA	9.14261	NA	NA	NA	13.16507	NA	NA	NA	22451835	NA	NA	NA	22452020	NA	NA	NA	107	NA	promoter-TSS (ZBTB40)	NA	77	ZBTB40								
chr1	23168817	23168991	Interval_145	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.88188	NA	NA	NA	4.03996	NA	NA	NA	7.59078	NA	NA	NA	23168817	NA	NA	NA	23168991	NA	NA	NA	90	NA	promoter-TSS (LUZP1)	NA	-46	LUZP1								
chr1	23169717	23169879	Interval_146	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.73254	NA	NA	NA	7.74158	NA	NA	NA	11.66144	NA	NA	NA	23169717	NA	NA	NA	23169879	NA	NA	NA	51	NA	promoter-TSS (LUZP1)	NA	-940	LUZP1								
chr1	23344282	23344435	Interval_147	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.78032	NA	NA	NA	4.92303	NA	NA	NA	9.04105	NA	NA	NA	23344282	NA	NA	NA	23344435	NA	NA	NA	79	NA	NA	NA	promoter-TSS (HNRNPR)	NA	291	HNRNPR								
chr1	23378305	23378681	Interval_148	3	3	TRUE	TRUE	FALSE	TRUE	6.21016	6.16909	NA	12.5944	6.18779	5.47297	NA	23.47142	10.42804	9.66425	NA	28.16338	23378319	23378424	NA	23378305	23378615	23378579	NA	23378681	144	115	NA	237	NA	Intergenic	NA	-8629	ZNF436								
chr1	23559528	23559720	Interval_149	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.11438	NA	NA	NA	10.31877	NA	NA	NA	14.41682	NA	NA	NA	23559528	NA	NA	NA	23559720	NA	NA	NA	69	NA	exon (ID3, exon 1 of 3)	NA	170	ID3								
chr1	23727362	23727534	Interval_150	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.33549	NA	NA	NA	8.65721	NA	NA	NA	12.64542	NA	NA	NA	23727362	NA	NA	NA	23727534	NA	NA	NA	78	NA	Intergenic	NA	-15918	TCEB3								
chr1	23800830	23801072	Interval_151	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.16394	NA	NA	NA	3.45271	NA	NA	NA	6.94001	NA	NA	NA	23800830	NA	NA	NA	23801072	NA	NA	NA	120	NA	promoter-TSS (GALE)	NA	-407	GALE								
chr1	23825338	23825555	Interval_152	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.38877	NA	6.53288	NA	7.1159	NA	8.17447	NA	11.48466	NA	12.12849	NA	23825363	NA	23825338	NA	23825555	NA	23825513	NA	119	NA	98	NA	promoter-TSS (HMGCL)	NA	12	HMGCL								
chr1	23959157	23959321	Interval_153	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.0817	NA	NA	NA	4.88613	NA	NA	NA	8.55169	NA	NA	NA	23959157	NA	NA	NA	23959321	NA	NA	NA	114	NA	promoter-TSS (PNRC2)	NA	-572	PNRC2								
chr1	23980001	23980260	Interval_154	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	7.79756	NA	NA	NA	8.13702	NA	NA	NA	13.0091	NA	NA	NA	23980001	NA	NA	NA	23980260	NA	NA	NA	164	NA	NA	intron (SRSF10, intron 1 of 5)	NA	-1314	SRSF10								
chr1	24174125	24174267	Interval_155	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.54341	NA	NA	NA	2.84599	NA	NA	NA	6.23627	NA	NA	NA	24174125	NA	NA	NA	24174267	NA	NA	NA	103	NA	intron (IFNLR1, intron 2 of 6)	NA	13079	IFNLR1								
chr1	24190272	24190505	Interval_156	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64928	NA	NA	NA	5.13967	NA	NA	NA	8.83092	NA	NA	NA	24190272	NA	NA	NA	24190505	NA	NA	NA	119	NA	Intergenic	NA	-3114	IFNLR1								
chr1	24190908	24191234	Interval_157	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.82207	NA	NA	NA	10.19635	NA	NA	NA	14.28267	NA	NA	NA	24190908	NA	NA	NA	24191234	NA	NA	NA	137	NA	Intergenic	NA	-3796	IFNLR1								
chr1	24344997	24345192	Interval_158	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.23518	NA	NA	NA	4.14853	NA	NA	NA	8.16459	NA	NA	NA	24344997	NA	NA	NA	24345192	NA	NA	NA	81	NA	NA	NA	intron (GRHL3, intron 12 of 15)	NA	22055	GRHL3								
chr1	24642693	24643024	Interval_159	2	2	TRUE	FALSE	FALSE	TRUE	5.14794	NA	NA	2.77157	4.91787	NA	NA	1.73167	8.99705	NA	NA	4.89739	24642693	NA	NA	24642826	24642861	NA	NA	24643024	107	NA	NA	101	NA	promoter-TSS (SRRM1)	NA	-334	SRRM1								
chr1	24643246	24643378	Interval_160	1	1	TRUE	FALSE	FALSE	FALSE	3.96169	NA	NA	NA	2.37915	NA	NA	NA	6.0522	NA	NA	NA	24643246	NA	NA	NA	24643378	NA	NA	NA	25	NA	NA	NA	NA	exon (SRRM1, exon 1 of 17)	NA	119	SRRM1								
chr1	24709104	24709245	Interval_161	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.22	NA	NA	NA	3.62352	NA	NA	NA	7.5535	NA	NA	NA	24709104	NA	NA	NA	24709245	NA	NA	NA	49	NA	NA	NA	Intergenic	NA	-36094	CLIC4								
chr1	24727434	24727831	Interval_162	4	4	TRUE	TRUE	TRUE	TRUE	6.39966	8.26782	11.7263	13.6022	8.6398	12.05461	18.57787	38.38322	13.12952	16.89199	24.31717	43.53811	24727596	24727434	24727618	24727449	24727808	24727808	24727803	24727831	104	277	85	241	NA	Intergenic	NA	-17636	CLIC4								
chr1	24744881	24745359	Interval_163	4	4	TRUE	TRUE	TRUE	TRUE	7.93352	5.48078	5.41526	10.95015	10.69746	3.97895	3.23187	17.9735	15.37183	7.96731	7.43016	22.46066	24744952	24745019	24745029	24744881	24745359	24745251	24745175	24745280	204	123	114	260	NA	promoter-TSS (CLIC4)	NA	-149	CLIC4								
chr1	24848050	24848555	Interval_164	3	3	TRUE	TRUE	FALSE	TRUE	5.55346	6.01296	NA	9.08364	4.91787	6.19848	NA	13.49889	9.00524	10.472	NA	17.77588	24848111	24848122	NA	24848050	24848254	24848288	NA	24848555	45	75	NA	98	NA	Intergenic	NA	71113	MIR6731								
chr1	24872508	24872762	Interval_165	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.88634	NA	NA	NA	2.79206	NA	NA	NA	6.17384	NA	NA	NA	24872508	NA	NA	NA	24872762	NA	NA	NA	230	NA	Intergenic	NA	46781	MIR6731								
chr1	24964963	24965120	Interval_166	1	1	TRUE	FALSE	FALSE	FALSE	4.05184	NA	NA	NA	2.49628	NA	NA	NA	6.20673	NA	NA	NA	24964963	NA	NA	NA	24965120	NA	NA	NA	66	NA	NA	NA	NA	promoter-TSS (RUNX3)	NA	-34770	RUNX3								
chr1	24965136	24965343	Interval_167	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.0567	NA	NA	NA	1.36173	NA	NA	NA	4.43502	NA	NA	NA	24965136	NA	NA	NA	24965343	NA	NA	NA	135	NA	promoter-TSS (RUNX3)	NA	-34968	RUNX3								
