GENE,mr522-MV411-DMSO-r1_tcount,mr523-MV411-DMSO-r2_tcount,mr524-MV411-DMSO-r3_tcount,mr525-MV411-DMSO-r4_tcount,mr526-MV411-DMSO-r5_tcount,mr527-MV411-Mebendazole-r1_tcount,mr528-MV411-Mebendazole-r2_tcount,mr529-MV411-Mebendazole-r3_tcount,mr530-MV411-Mebendazole-r4_tcount,mr531-MV411-Mebendazole-r5_tcount
AP3S1,4,5,7,23,6,4,5,9,10,6
CLCN2,0,0,0,0,0,0,2,0,2,0
CLCN3,16,11,12,21,12,14,21,23,27,14
CLCN4,14,10,10,34,30,7,10,10,9,6
CLCN5,5,6,8,9,10,5,10,11,13,2
CLCN6,6,12,13,43,22,10,12,12,18,6
CLCN7,3,3,6,8,3,0,1,1,5,1
CLU,1,0,3,8,1,3,3,1,0,0
CLIC1,23,17,37,74,24,44,63,37,73,41
CLIC2,1,1,0,0,0,0,0,1,1,1
CLK1,229,261,238,787,301,416,468,368,531,296
CLK2,7,21,23,44,19,14,23,11,17,10
1197,14,11,22,41,19,17,25,15,13,15
CLK3,7,5,4,8,6,7,7,3,9,9
TPP1,17,17,21,64,21,27,37,36,46,14
CLN3,0,4,0,0,0,0,1,1,0,0
CLN5,4,4,15,35,4,9,19,10,14,3
CLNS1A,27,23,24,51,28,20,36,12,28,14
CLPTM1,2,5,7,3,2,2,5,3,6,3
CLTA,9,24,18,42,22,14,14,21,19,20
CLTB,6,8,4,11,8,9,2,9,7,5
CLTC,35,51,33,119,57,47,74,59,63,32
CCR1,25,50,35,134,41,46,59,43,60,34
CCR3,0,0,0,0,0,0,0,0,0,0
CCR5,0,0,0,0,0,0,1,0,0,0
CCR6,0,0,1,0,0,1,0,6,1,1
CCR7,1,0,0,0,0,1,0,0,0,0
ACKR2,0,0,0,0,1,0,0,0,0,1
LTB4R,2,4,14,15,6,11,10,11,8,10
ABCC2,0,1,2,1,1,2,2,3,5,2
PLK3,0,2,3,2,0,1,2,1,2,2
CNN2,11,16,16,23,9,51,70,60,66,65
CNP,15,9,11,25,14,10,16,10,20,12
CNR2,1,0,3,5,0,2,0,2,0,1
CNTF,10,3,3,9,5,5,7,7,7,6
COL4A2,0,0,0,0,2,0,1,0,0,0
COL4A4,0,0,0,0,0,0,0,0,0,0
COL6A1,0,0,0,0,0,0,0,0,0,0
COL7A1,0,0,0,0,0,0,0,2,1,1
COL8A2,0,0,0,0,0,0,0,0,0,0
COL9A2,1,5,2,2,1,3,5,2,4,0
COL9A3,0,1,0,0,0,1,1,0,0,1
COL11A2,0,0,0,0,0,0,0,0,0,0
COL15A1,0,0,0,0,0,1,0,0,1,0
COMT,2,3,3,9,1,6,5,5,9,3
COPA,12,16,12,33,21,31,19,21,27,9
COPB1,1,8,3,12,5,3,4,3,7,4
KLF6,77,79,99,180,95,151,185,158,221,128
SLC31A1,18,18,18,47,29,32,39,37,52,27
SLC31A2,14,12,21,25,16,19,21,11,15,7
CORT,0,0,0,0,0,0,0,2,0,1
MAP3K8,4,1,2,4,3,4,2,2,3,0
COX4I1,16,23,33,63,42,30,22,23,43,14
COX5B,3,5,6,17,9,3,6,4,7,1
COX6A1,11,18,25,51,30,13,31,18,20,16
COX6B1,13,14,15,26,16,12,19,8,14,12
COX6C,5,6,14,15,4,7,9,8,7,2
COX7A2,14,23,20,84,16,25,31,16,28,13
COX7B,9,13,11,26,10,13,14,12,15,10
COX7C,10,8,10,33,11,7,12,15,10,7
COX8A,4,21,21,46,21,11,13,10,31,20
COX10,16,34,18,35,16,22,23,18,24,22
COX11,9,12,11,36,13,8,15,12,24,7
COX15,4,10,18,14,19,16,18,8,18,6
CP,0,0,0,0,0,0,0,0,0,0
CPB2,0,0,0,0,0,0,0,0,0,0
CPD,18,22,20,59,29,33,36,21,23,17
CLDN7,0,1,0,0,0,0,1,0,0,0
CPM,2,7,2,7,7,8,5,13,16,8
CPOX,9,8,3,24,4,11,6,12,17,6
CPS1,0,0,0,0,0,0,0,0,0,0
CPT1A,36,30,33,92,21,32,46,37,41,27
CPT1B,1,2,2,2,1,2,1,1,1,1
CPT2,2,6,6,14,9,9,11,6,9,10
CRABP2,0,1,0,3,0,0,0,0,0,0
CRAT,0,0,0,0,0,0,0,0,0,0
CREB1,61,68,54,205,81,97,112,97,126,51
ATF2,45,49,37,158,61,68,56,65,90,42
CREBBP,5,5,0,8,3,5,2,4,11,5
ATF6B,3,1,5,2,1,1,0,0,2,2
CREBL2,5,4,5,19,4,9,7,8,19,3
CREM,3,7,4,2,4,7,6,4,8,3
CRIP1,1,3,4,1,0,0,5,3,4,3
CRIP2,0,0,3,0,1,0,0,0,0,0
CRK,55,90,84,179,65,88,100,81,128,70
CRKL,92,86,117,269,138,120,102,83,125,77
CRY1,1,0,0,3,0,1,2,1,1,2
CRY2,9,11,19,18,10,11,13,9,8,2
CRYBB1,0,0,0,0,0,0,0,0,0,0
CRYGS,0,0,0,2,0,1,2,1,1,0
CRYZ,0,0,2,10,0,0,1,0,0,0
CS,53,58,85,154,84,67,93,89,68,53
MAPK14,21,33,39,74,30,57,56,45,50,34
CSE1L,7,12,9,27,7,8,23,17,19,10
CSF1R,7,10,13,22,10,12,20,30,22,14
CSF2RA,1,6,1,12,8,9,13,10,11,5
CSF2RB,6,7,0,3,1,14,12,12,21,7
CSF3R,0,0,0,0,0,0,0,0,0,1
CSK,3,9,3,29,7,9,12,8,10,9
CSNK1A1,43,38,45,110,43,57,61,49,72,32
CSNK1D,20,39,35,66,37,34,54,40,53,28
CSNK1E,13,8,9,13,17,22,21,23,12,21
CSNK1G2,7,12,5,22,13,8,18,12,13,6
CSNK1G3,29,26,33,51,26,20,46,19,34,11
CSNK2A1,39,32,39,98,43,56,68,35,55,51
CSNK2A2,6,6,5,14,10,7,14,7,10,3
CSNK2B,1,4,6,12,3,3,2,2,5,1
CSPG4,3,5,11,3,7,2,4,2,3,5
CSRP1,16,10,10,34,16,26,22,25,30,17
SLC25A10,2,2,4,1,2,1,2,5,3,2
CST3,2,9,4,16,7,4,8,13,14,5
CSTA,4,1,1,12,6,8,7,11,10,4
CSTB,2,4,8,31,5,19,13,4,15,5
CSTF1,14,13,15,48,12,18,20,14,18,11
CSTF2,1,3,7,9,5,5,3,3,11,2
CSTF3,20,18,29,80,33,29,36,21,35,26
CTBS,5,6,2,10,1,5,13,3,10,2
CTBP1,1,5,7,14,6,9,8,16,10,8
CTBP2,12,18,25,42,21,29,38,19,27,18
CTF1,2,0,0,0,1,0,0,0,0,0
CTH,1,0,0,0,2,1,1,0,0,0
CTNNA1,6,17,24,48,10,11,20,8,23,19
CTNS,4,4,4,11,4,5,3,5,7,2
CTNNB1,40,34,46,138,51,49,54,35,62,40
CTNND1,11,7,16,12,12,30,24,18,31,12
CTPS1,24,22,35,74,27,29,27,33,28,22
CTRL,0,1,1,1,1,0,2,0,2,0
CTSB,16,15,22,34,27,27,32,21,34,20
CTSD,0,2,1,7,2,2,4,5,4,3
CTSG,2,3,1,14,2,6,2,3,2,2
CTSH,0,0,1,5,2,3,2,0,4,4
CTSK,0,2,0,0,0,1,2,2,2,2
CTSV,0,0,0,0,0,0,0,0,0,0
CTSO,1,2,0,6,0,1,3,1,2,4
CTSS,11,11,16,16,8,12,12,12,9,5
CTSW,0,0,0,1,0,0,0,0,0,0
CTSZ,2,7,11,20,8,4,7,6,3,8
CUX1,9,17,10,35,11,12,33,17,22,19
CX3CR1,2,2,6,7,2,2,5,4,2,2
CXADR,1,0,0,1,0,0,0,0,0,0
CYB5A,2,2,0,2,1,4,0,0,2,0
CYB561,2,5,5,11,6,6,8,1,8,1
CYBA,6,20,4,9,5,17,13,22,26,31
CYBB,0,1,0,1,0,0,2,0,0,2
CYC1,5,17,16,41,4,7,12,14,11,14
CYLD,29,18,20,67,23,37,34,26,51,22
CYP1B1,0,0,0,0,0,0,0,1,0,0
CYP2B7P,0,0,0,0,0,0,0,0,0,0
CYP2D7,0,0,0,0,0,0,0,0,0,0
CYP2E1,0,0,0,0,0,0,0,0,1,0
CYP3A5,0,0,0,0,0,0,0,0,0,0
CYP27B1,0,2,7,23,5,4,3,9,6,5
CYP51A1,24,29,10,73,30,27,31,29,35,25
DAB2,0,0,0,0,0,0,0,0,0,0
DAD1,11,7,8,31,10,18,11,17,25,11
CD55,3,3,1,17,1,11,6,6,8,6
DAG1,6,7,7,22,5,15,8,3,14,9
DGKA,0,1,0,2,0,1,1,0,4,0
DGKG,8,20,13,51,18,26,25,24,35,18
DGKQ,4,2,6,10,0,2,6,0,6,2
DAP,11,25,29,47,30,30,41,27,40,40
DAPK3,1,0,0,0,0,0,1,3,1,0
DARS1,7,11,6,30,6,7,12,16,18,7
DAXX,1,2,2,5,3,0,2,1,7,3
DBI,19,18,39,60,44,13,31,13,40,15
DBN1,1,0,0,5,1,2,5,3,4,3
DBP,0,0,0,3,0,1,0,1,3,0
DBT,18,23,20,60,20,25,29,28,40,21
ECI1,0,0,1,0,0,4,0,1,0,1
DCK,12,11,6,45,12,6,23,15,6,18
DCTD,17,28,41,60,29,25,32,22,38,29
DCTN1,10,7,8,32,12,9,12,11,12,4
DDB1,8,10,16,16,10,9,14,9,11,9
DDB2,1,2,4,9,0,1,0,0,2,0
AKR1C1,0,1,2,0,0,0,1,0,0,1
AKR1C2,1,0,0,2,0,3,0,0,1,0
GADD45A,4,4,9,12,1,6,7,7,14,5
DDIT3,16,20,44,72,43,42,51,22,58,39
DDOST,5,11,9,26,12,10,7,3,6,10
DDT,6,4,7,19,11,13,5,6,9,6
DDX1,3,9,1,9,5,4,3,3,5,1
DDX3X,194,209,209,552,236,253,298,235,313,140
DDX5,68,80,59,180,73,88,132,89,120,59
DDX6,174,171,169,384,146,188,222,187,245,120
DMXL1,5,0,4,5,7,6,8,7,5,3
DHX8,7,13,17,21,8,6,17,15,7,12
DHX9,5,15,14,42,9,14,15,11,16,17
DDX10,11,15,17,21,12,15,12,19,20,12
DDX11,9,14,14,28,6,9,13,11,25,5
DHX15,26,24,41,76,49,38,41,43,46,21
DECR1,1,1,0,2,2,0,0,2,1,0
DES,0,0,0,2,0,0,0,0,0,0
CFD,2,1,1,5,0,0,1,3,0,0
DFFA,5,10,12,35,17,10,17,8,17,7
DFFB,5,4,10,7,7,3,2,2,3,2
TIMM8A,23,20,23,64,26,21,22,27,27,11
GSDME,0,0,2,0,0,0,0,0,0,0
DGUOK,10,5,7,11,6,6,6,8,10,3
DHCR7,3,4,1,1,0,4,0,1,2,1
DHCR24,44,79,64,189,62,56,86,63,68,48
DHFR,39,48,39,122,64,43,67,69,64,28
DHODH,8,6,2,14,8,2,2,5,4,2
DHPS,15,16,19,42,14,19,20,11,28,11
CYB5R3,7,2,8,10,10,7,12,7,6,5
NQO1,7,10,17,42,10,14,14,14,13,8
DIAPH1,29,41,38,80,44,26,43,31,42,34
DIAPH2,1,3,2,7,2,8,5,4,3,2
SEPTIN1,0,0,1,0,0,0,0,0,0,0
DIO1,0,0,0,0,0,1,0,0,0,0
DIO2,0,0,0,0,0,0,0,0,0,0
DKC1,55,70,83,206,95,83,105,87,114,58
DLAT,22,17,23,59,24,27,26,24,24,14
DLD,10,12,8,32,22,15,21,14,28,9
DLG1,13,14,7,33,11,10,6,19,25,9
DLG4,2,3,3,11,4,6,4,3,4,4
DLST,22,29,39,87,49,38,45,38,37,29
1744,5,12,5,12,5,12,12,9,9,3
DLX1,29,31,43,66,45,35,57,26,57,27
DLX2,0,0,3,2,0,0,1,2,0,2
DLX4,1,1,0,3,3,4,1,3,4,3
SARDH,0,0,0,0,0,0,0,0,0,0
DNM1,1,0,0,0,1,0,3,0,2,1
DMPK,1,0,0,1,0,0,0,0,2,3
DMWD,1,0,0,0,1,2,0,0,1,0
DNA2,31,22,34,76,25,31,33,38,36,24
DNASE1,0,0,0,0,0,0,0,0,0,2
DNASE1L1,3,0,0,9,1,0,1,2,2,1
DNASE2,3,0,2,2,0,2,1,2,1,2
DYNC1H1,1,4,4,3,2,5,7,10,4,1
DYNC1I2,8,11,9,14,12,10,7,6,9,7
DYNC1LI2,70,58,68,188,67,98,97,81,112,52
DNM2,2,7,5,14,8,3,8,6,10,6
DNMT1,4,10,18,5,6,5,8,5,6,5
TRDMT1,3,10,4,25,4,9,12,7,9,8
DNMT3A,13,23,22,33,15,16,17,9,22,4
DNMT3B,5,4,5,13,3,6,7,2,4,5
DOCK2,7,13,15,26,9,10,19,11,20,8
DOCK3,0,0,0,0,0,0,0,0,0,0
DOK1,21,14,23,49,28,22,26,17,26,23
DXO,2,0,0,0,1,0,3,0,1,0
DPAGT1,4,1,2,4,1,4,5,5,9,2
DPH1,13,22,19,46,21,23,35,12,27,16
DPH2,7,21,7,19,11,13,12,14,12,11
DPP4,0,0,0,0,0,0,0,0,0,0
DPYD,3,3,7,10,5,7,3,4,8,3
DPYSL2,42,58,65,164,57,58,83,62,64,44
DPYSL3,1,1,4,6,1,2,4,1,1,3
DR1,44,37,21,70,26,36,38,37,53,27
DRG2,4,6,2,11,4,2,11,7,5,2
ARID3A,5,15,3,19,12,12,9,11,7,9
DRP2,0,0,0,0,0,0,1,0,0,1
ATN1,0,0,0,0,1,0,1,1,1,3
RCAN1,15,20,20,42,22,7,27,14,21,11
TSC22D3,49,60,107,184,64,45,79,68,81,58
SLC26A2,30,19,34,87,24,32,44,24,39,23
DTNA,24,27,11,48,20,34,36,33,51,27
HBEGF,7,9,10,38,12,33,34,39,43,29
DTYMK,7,15,10,19,9,5,19,6,10,11
ECM2,0,0,0,0,0,0,0,0,0,0
DUSP1,4,0,4,26,7,7,10,12,9,4
DUSP2,8,16,17,27,11,11,19,9,20,13
DUSP3,84,96,121,246,137,135,162,108,191,95
DUSP4,0,0,0,1,0,0,0,1,1,0
DUSP5,6,6,12,36,18,12,24,26,22,16
DUSP6,13,21,24,55,29,38,36,23,44,29
DUSP7,28,38,29,63,48,29,38,38,40,22
DUSP8,0,1,0,0,0,3,3,2,1,1
DUT,9,14,5,20,9,7,9,10,15,8
DVL1,1,3,0,8,0,2,7,3,3,1
DVL2,1,2,0,2,0,0,2,1,3,0
DVL3,9,16,14,7,6,7,5,7,16,8
DYRK1A,83,116,112,247,109,118,163,116,147,88
TOR1A,12,14,21,76,23,30,34,27,32,18
E2F1,11,22,26,40,12,22,22,18,28,14
E2F2,8,23,23,34,22,16,19,12,28,11
E2F3,50,68,49,153,86,73,90,66,85,48
E2F4,8,13,15,25,7,9,12,9,19,5
E2F5,4,2,0,5,5,2,4,1,5,1
E2F6,37,24,20,72,31,35,51,37,48,37
E4F1,0,3,4,3,4,3,6,2,4,2
GPR183,55,29,32,108,50,56,72,68,79,46
ECE1,0,3,0,8,1,1,3,1,12,1
TYMP,0,0,0,0,0,0,0,1,0,0
ECH1,1,2,4,8,2,6,7,8,2,3
ECHS1,5,5,6,14,12,5,3,5,7,4
ECM1,0,0,0,0,0,0,0,0,1,0
ECT2,12,13,10,46,13,16,17,11,22,8
LPAR1,3,0,4,3,1,1,4,1,2,1
S1PR3,38,33,52,87,48,66,71,60,75,47
PHC1,0,0,0,0,1,0,1,0,0,2
PHC2,4,15,12,35,16,19,34,14,16,12
EEF1A1,174,162,147,418,155,194,218,208,241,134
EEF1A2,0,0,0,0,0,0,1,1,0,0
EEF1B2,8,17,25,40,16,15,19,20,23,15
EEF1D,1,1,1,2,0,1,0,0,1,1
EEF1G,9,22,22,35,20,12,11,11,13,15
EEF2,61,93,104,184,83,90,115,74,131,76
EIF2D,0,0,0,1,0,2,1,2,0,1
EFNA3,4,3,4,0,2,2,4,1,2,4
EFNA4,1,3,0,2,2,2,2,0,5,3
EFNB1,3,2,6,3,0,2,1,1,2,1
CELSR3,1,0,2,2,4,2,1,2,3,0
CELSR2,0,0,0,0,0,1,0,2,0,0
MEGF8,2,5,4,4,1,3,6,3,3,4
MEGF9,7,8,7,13,4,3,10,5,8,4
EGR1,7,8,8,11,15,17,34,25,22,23
EGR2,2,1,0,3,1,2,1,1,4,1
EGR3,4,2,0,0,7,9,25,17,17,16
EHHADH,1,0,0,0,1,0,0,0,0,0
EIF1AX,55,61,38,135,50,54,57,59,77,37
EIF2S1,63,77,96,199,113,97,136,105,120,67
EIF2B1,17,18,32,40,23,21,26,21,35,22
EIF2S3,52,49,47,109,58,42,66,49,74,40
EIF4A1,159,198,248,487,222,223,272,234,271,134
EIF4A2,194,283,312,772,306,251,347,208,351,178
EIF4B,112,139,145,281,131,149,177,141,162,96
EIF4E,29,33,20,56,20,35,48,30,57,16
EIF4EBP1,19,22,18,45,16,30,46,22,52,28
EIF4EBP2,49,75,73,162,90,88,98,86,128,63
EIF4G1,11,17,12,21,5,11,6,9,18,5
EIF4G2,109,101,83,251,103,120,170,135,182,84
EIF5,274,281,324,920,377,355,451,321,438,233
EIF5A,39,69,74,80,43,47,70,55,64,52
CELA1,0,0,0,0,0,0,0,0,0,0
ELANE,1,2,0,4,3,2,1,2,0,0
SERPINB1,41,38,36,114,37,54,57,65,66,42
ELAVL1,41,43,48,103,53,43,51,57,60,37
ELAVL3,0,0,0,0,0,0,0,0,0,0
ELF1,158,189,123,373,179,194,210,183,220,136
ELF2,39,35,38,132,41,42,48,62,47,33
ELF4,20,18,19,34,25,22,34,28,26,18
ELK1,4,8,5,29,2,9,16,7,12,11
ELK3,12,9,2,28,9,11,15,15,14,8
ELK4,61,74,34,171,51,58,65,62,69,40
EMD,1,2,0,0,0,1,4,1,1,2
MARK2,4,8,9,18,7,11,10,9,9,6
EMP1,26,27,39,82,35,43,63,41,49,39
EMP2,0,0,0,0,0,0,0,0,0,0
EMP3,3,5,2,3,2,5,3,4,4,6
ADGRE1,0,0,0,0,0,0,3,0,1,0
CTTN,0,1,0,0,0,0,0,1,0,0
ENDOG,3,0,1,2,2,0,0,0,3,0
ENG,3,5,5,13,5,3,5,2,8,4
ENO1,34,72,95,142,87,61,66,63,83,77
ENO2,3,0,0,6,0,2,0,0,2,0
ENSA,51,48,62,156,76,82,81,79,92,61
SLC29A1,2,3,8,13,11,6,0,5,5,3
EP300,7,13,5,20,7,6,17,9,15,2
EPAS1,0,0,0,6,0,0,0,0,1,0
EPB41,20,27,29,40,21,31,39,22,29,18
EPB41L2,2,3,3,17,5,3,3,4,5,2
STOM,49,50,64,136,64,35,61,47,55,35
EPHB4,0,0,0,0,0,1,0,0,0,1
EPHX1,0,0,0,1,0,1,0,0,0,0
STX2,5,6,7,20,15,7,15,8,10,8
CLN8,7,9,10,33,17,21,26,13,28,14
EPOR,7,6,17,32,16,22,22,15,19,10
EPRS1,8,9,7,14,5,6,5,6,6,2
EPS8,1,2,0,2,0,0,1,1,2,0
EPS15,20,19,10,43,15,20,16,15,31,9
NR2F6,12,6,13,28,8,11,22,9,18,5
ERBB2,0,0,0,0,0,0,0,0,0,0
ERCC1,15,23,16,44,19,24,36,29,33,21
ERCC2,0,0,1,6,3,1,3,1,3,1
ERCC3,3,10,4,5,8,5,6,2,9,8
ERCC4,9,5,5,22,10,8,14,8,13,4
ERCC5,1,4,2,11,5,3,2,5,2,0
ERCC6,2,1,3,7,5,4,3,4,5,6
ERF,1,11,9,19,7,8,22,11,25,15
ERH,40,26,31,56,24,27,45,27,39,21
ERN1,3,2,3,8,2,3,2,4,6,6
ERV3-1,0,0,5,5,0,2,1,2,3,4
FBL,4,5,1,13,3,0,0,7,5,5
ESD,2,3,3,13,0,7,6,3,7,3
ESR2,0,0,0,1,0,0,3,0,0,0
ESRRA,9,7,7,20,7,4,13,9,8,8
ETF1,97,115,125,255,149,175,188,137,203,119
ETFA,5,1,2,6,4,9,6,5,4,3
ETFB,1,1,0,0,1,0,0,0,1,1
ETFDH,2,0,0,0,0,0,1,0,0,0
ETS1,4,8,2,3,9,6,8,6,5,6
ETS2,34,73,66,172,87,126,163,103,153,87
ETV1,0,0,0,0,0,0,1,1,0,0
ETV2,0,1,0,0,0,0,0,1,1,0
ETV3,5,5,1,5,3,5,4,2,1,1
ETV4,1,0,1,2,0,1,0,1,0,0
ETV5,5,5,15,20,9,18,12,12,14,9
ETV6,85,104,138,310,119,158,256,159,243,136
EVI2A,22,22,30,68,25,49,50,25,41,20
EVI2B,15,15,8,33,8,13,17,14,24,8
EWSR1,33,19,20,65,33,38,35,44,37,33
EXT2,1,3,7,14,1,1,6,3,5,3
EXTL2,5,2,7,19,7,11,9,10,13,6
EXTL3,0,9,8,13,8,7,5,4,9,4
EYA3,43,43,42,137,39,48,53,50,66,36
EZH1,8,16,27,36,13,15,20,7,16,8
EZH2,14,11,16,48,13,11,14,9,12,10
F2R,0,0,2,5,0,0,1,3,3,0
F3,22,19,29,66,18,48,65,40,85,37
F8,0,0,0,0,2,1,0,1,0,0
F12,0,0,0,0,0,0,0,0,0,0
F13A1,3,0,0,0,0,0,0,0,1,0
FAAH,0,0,1,0,0,0,1,0,0,0
FABP3,0,0,0,0,0,0,0,0,0,0
FABP5,3,2,0,0,2,2,4,1,6,2
FANCA,3,4,2,2,1,2,5,4,8,1
FANCC,5,4,18,21,5,7,6,9,18,7
FANCD2,5,2,5,13,1,8,8,3,4,5
FANCE,4,5,4,4,4,5,8,2,5,2
ACSL1,22,30,31,71,30,26,59,24,35,16
ACSL3,19,12,13,38,9,21,12,15,13,7
ACSL4,34,43,30,109,36,41,37,31,63,28
FAH,1,3,5,0,0,0,0,1,2,1
PTK2B,7,18,17,37,13,20,11,25,13,22
BPTF,8,15,9,32,7,12,18,16,23,9
FANCB,0,0,0,0,1,0,0,2,1,0
FANCF,3,6,3,11,4,1,1,2,4,1
FANCG,2,2,6,3,3,5,1,3,1,4
FARSA,3,6,9,30,11,8,12,7,17,11
FASN,0,5,4,0,2,1,1,3,5,2
FAU,6,17,10,16,5,7,24,11,22,6
FBN1,2,1,2,0,0,0,0,1,0,0
FBP1,0,0,0,0,0,0,0,0,0,0
MS4A2,1,0,0,2,0,0,2,1,1,0
FCER1G,1,4,9,10,2,2,10,5,4,8
FCER2,1,0,1,1,0,0,0,3,0,0
FCGR1A,3,4,5,31,3,14,14,9,16,9
2210,3,6,2,6,10,6,9,6,12,7
FCGR2A,3,8,8,20,4,14,24,13,15,8
FCGR2B,0,0,0,0,0,0,0,0,0,0
FCGRT,0,0,0,0,0,0,0,0,0,0
FKTN,28,17,34,71,22,28,32,26,37,10
FDFT1,11,11,21,58,16,16,21,10,17,8
FDPS,0,3,1,1,0,3,0,0,1,0
FDX1,5,8,9,16,8,6,8,3,6,3
FDXR,0,1,2,4,1,0,1,2,3,1
FECH,7,0,4,17,5,12,7,3,5,4
FEN1,42,76,89,163,76,95,76,64,111,51
FER,7,12,10,33,6,16,27,16,14,10
FES,1,2,0,1,1,1,0,1,2,0
FGD1,0,0,0,0,0,0,0,0,0,0
FGF2,0,0,0,0,0,0,0,0,0,0
FGF11,1,0,0,0,0,0,2,0,1,0
FGFR1,0,0,0,0,0,1,1,0,1,0
FGFR3,0,0,0,0,0,0,0,1,0,0
FGR,1,0,0,0,0,1,1,2,0,0
FH,2,4,2,6,3,3,5,3,4,0
FHL1,2,2,2,27,3,4,4,4,9,2
FHL2,0,0,0,0,0,0,1,1,0,0
FHL3,0,2,5,9,2,2,5,3,2,2
FKBP1A,13,32,34,52,34,29,35,33,40,15
2282,0,0,0,0,2,0,0,0,0,0
FKBP2,2,0,0,0,1,1,1,0,2,1
FKBP3,8,12,4,19,10,6,8,14,11,4
FKBP4,10,4,21,32,10,18,14,18,18,9
FKBP5,58,76,79,222,96,80,119,93,121,55
FOXD4,2,3,0,1,0,1,0,3,0,2
FOXM1,3,7,11,19,9,10,7,8,9,4
FOXD2,1,2,1,2,3,2,1,1,1,0
FOXO3,11,23,20,30,24,19,36,21,34,16
FOXO3B,22,18,9,37,22,27,22,24,22,12
FLI1,31,43,32,84,30,40,71,57,72,40
FLII,0,1,1,2,0,1,3,2,3,3
MLANA,0,0,0,0,0,0,0,0,0,0
FLNA,1,6,4,6,2,4,8,5,9,4
FLNB,2,7,5,5,10,8,10,3,6,5
FLOT2,2,2,4,8,3,3,4,8,7,5
FLT1,1,1,0,0,2,0,0,0,0,0
FLT3,219,252,309,767,304,250,277,212,276,143
FLT3LG,0,0,0,0,0,0,0,0,0,0
FMO4,0,0,0,0,0,0,0,0,0,0
FMO5,1,2,1,1,1,0,0,1,1,0
FMR1,9,4,7,35,5,11,12,8,17,7
FN1,0,0,0,0,0,1,0,0,0,0
FNTA,32,24,30,103,39,43,41,40,46,27
FNTB,14,16,14,32,24,22,16,16,14,10
FOS,6,14,15,27,7,12,26,18,23,11
FOSB,23,35,42,40,44,25,48,31,41,37
FOSL2,18,45,35,83,52,43,49,34,58,47
FPGS,0,1,7,3,4,2,5,5,2,0
FXN,6,10,10,19,11,12,8,9,14,16
MTOR,16,19,26,49,9,14,17,15,14,12
FRG1,0,0,2,13,2,0,0,0,1,0
CENPI,4,1,5,2,0,1,2,0,7,1
NR5A2,0,0,0,0,0,0,0,0,1,0
FTH1,40,64,84,131,81,100,114,91,126,82
2498,1,1,0,5,5,1,4,0,0,1
FTL,130,210,308,619,323,323,395,307,400,261
FUCA1,2,1,1,4,4,0,1,0,3,0
FUCA2,2,6,4,8,3,1,2,2,7,3
FUS,13,13,32,41,20,11,19,10,20,17
FUT2,0,0,0,0,0,0,0,0,0,0
FUT4,165,185,170,407,202,129,200,168,194,100
FUT7,2,4,3,9,2,2,2,2,2,0
FUT8,1,4,2,5,4,3,2,7,4,2
KDSR,9,13,10,31,24,10,22,16,16,4
FYB1,4,5,2,13,3,10,10,5,6,1
FYN,0,0,1,0,0,1,1,0,0,0
FZD2,1,3,0,8,4,2,3,4,0,2
IFI6,0,0,1,0,1,0,0,0,0,1
G6PD,0,2,2,3,3,3,0,2,2,1
SLC37A4,3,1,3,3,2,0,1,0,4,0
XRCC6,6,9,18,37,17,16,21,18,20,7
GAA,0,0,0,0,0,0,0,0,0,0
GAB1,0,0,0,0,0,0,0,0,0,0
GABPA,33,32,30,82,33,38,25,29,39,23
GABPB1,21,30,30,65,23,17,35,18,28,24
GABRA4,0,0,0,0,0,0,0,0,0,0
GABRG1,0,0,0,1,0,0,0,0,0,0
GABRR2,1,0,0,2,4,0,0,0,0,0
GAD1,0,4,1,17,4,5,7,7,1,2
GAK,0,1,1,1,1,0,1,1,3,0
GALC,2,7,2,9,5,8,8,8,9,4
GALE,0,0,1,1,0,0,1,3,2,0
B4GALNT1,0,0,0,0,0,0,1,0,0,0
GALK1,0,0,0,0,0,0,1,1,1,0
GALK2,3,1,2,7,2,3,1,0,9,0
GALNS,3,0,2,3,0,2,4,3,1,0
GALNT1,17,24,11,74,29,36,41,30,30,16
GALNT2,6,9,10,6,4,5,5,5,4,6
GALNT3,0,2,1,3,1,5,0,3,2,1
GALT,1,1,0,0,0,0,0,1,4,0
GAMT,1,4,0,6,1,1,4,6,7,4
GANC,4,3,4,15,5,3,8,5,6,2
GAPDH,91,161,167,285,133,187,238,171,234,168
GARS1,6,10,6,14,9,18,12,11,18,8
GART,12,6,15,38,20,17,14,21,23,18
GAS6,1,2,3,2,2,0,1,1,4,0
GAS8,0,3,3,12,3,2,4,2,5,2
GATA2,2,6,5,7,7,1,8,2,1,4
GATM,0,0,0,4,0,2,2,1,5,2
GBA,0,0,0,0,1,0,1,0,0,0
GBAP1,2,0,6,2,4,6,6,0,6,4
NIPSNAP2,13,12,7,36,12,15,12,12,16,6
GBE1,3,0,5,5,3,4,12,4,3,4
GBP2,0,1,0,8,2,3,0,3,4,4
GBP3,2,4,4,11,4,3,4,4,4,3
GCDH,5,3,1,10,3,1,0,3,1,3
GCH1,4,4,1,9,4,1,4,2,5,3
GCHFR,0,0,0,7,0,0,2,0,3,0
BLOC1S1,2,3,5,3,4,3,4,0,1,1
