,mr349-MV411-YLK-r3_tcount,mr343-MV411-DMSO-r1_tcount,mr345-MV411-DMSO-r3_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr344-MV411-DMSO-r2_tcount,mr346-MV411-DMSO-r4_tcount,mr350-MV411-YLK-r4_tcount
CSE1L,7,15,24,12,17,17,19,20
CSF1,1,3,2,5,3,2,3,4
CSF1R,82,54,63,63,105,62,69,150
CSF2RA,17,17,13,7,20,20,20,27
CSF2RB,13,20,26,7,14,35,24,31
CSF3R,0,2,0,0,2,0,1,2
CSK,42,77,95,40,66,105,86,88
CSNK1A1,79,87,92,39,114,143,122,148
CSNK1D,143,215,307,148,166,257,258,308
CSNK1E,45,50,63,28,60,65,49,79
CSNK1G2,10,35,32,19,20,37,25,50
CSNK1G3,41,27,29,8,28,52,32,41
CSNK2A1,102,107,113,60,83,166,129,118
CSNK2A2,8,10,13,8,21,17,21,18
CSPG4,28,31,49,24,29,42,43,49
CSRP1,24,48,52,21,42,49,46,54
SLC25A10,2,10,17,6,4,13,12,8
CST3,10,11,22,4,8,28,15,12
CSTA,7,1,5,4,5,10,2,1
CSTB,8,10,14,2,3,11,10,12
CSTF1,31,30,36,15,31,51,36,38
CSTF2,4,3,6,2,3,2,6,5
CSTF3,22,34,32,11,22,24,33,30
CTBS,5,5,3,0,2,7,5,9
CTBP1,31,44,47,17,20,60,48,57
CTBP2,32,53,56,26,29,54,59,49
CTF1,1,0,2,0,2,2,5,5
CCN2,2,1,6,2,1,2,5,3
CTH,0,0,0,0,0,0,1,1
CTNNA1,14,13,27,12,19,23,18,25
CTNS,14,16,17,12,20,10,10,23
CTNNB1,67,95,91,41,70,115,92,100
CTNND1,7,13,6,2,6,17,21,9
CTPS1,27,52,52,26,45,59,48,87
CTRL,4,2,1,1,0,5,2,2
CTSB,49,41,45,37,61,60,44,71
CTSD,12,40,30,15,10,28,30,34
CTSG,3,6,7,0,2,5,9,0
CTSH,0,0,0,0,0,1,1,0
CTSK,0,1,3,0,0,0,1,5
CTSV,0,0,0,0,0,0,0,0
CTSO,0,1,0,0,0,0,0,0
CTSS,17,24,35,16,16,49,29,24
CTSW,0,0,0,0,0,0,0,0
CTSZ,16,45,48,14,20,33,46,37
CUX1,78,189,194,72,103,232,197,177
CX3CR1,1,10,9,2,4,10,23,9
CYB5A,1,0,2,2,1,1,0,6
CYB561,16,18,25,8,13,16,20,28
CYBA,0,2,2,3,1,8,4,2
CYBB,3,2,2,0,1,9,1,2
CYC1,11,31,21,18,23,26,34,30
CYLD,29,31,21,16,16,44,30,38
CYP1A1,0,0,0,2,0,2,0,1
CYP1B1,18,24,13,4,14,22,18,15
CYP2B7P,0,0,0,0,1,0,0,0
CYP2E1,0,0,0,0,0,0,0,0
CYP3A5,0,0,0,0,0,0,0,0
CYP27B1,1,4,4,0,3,0,3,3
CYP51A1,78,35,48,36,62,78,66,76
DAD1,20,10,13,10,18,15,10,29
CD55,16,12,4,9,18,7,4,22
DAG1,26,105,81,26,39,99,106,76
DGKA,0,0,0,0,0,1,2,0
DGKG,26,25,38,19,25,51,37,39
DGKQ,11,15,20,13,6,16,20,21
DAP,94,138,180,79,120,171,131,188
DAPK3,0,11,7,9,4,6,11,9
DARS1,10,17,21,7,9,23,16,17
DAXX,0,0,2,0,1,1,1,1
DBH,0,0,0,0,0,0,0,0
DBI,49,58,58,34,41,74,52,53
DBN1,5,22,17,8,12,19,14,20
DBP,0,4,4,0,1,0,2,1
DBT,52,68,61,21,30,87,62,55
ECI1,3,2,2,0,0,1,1,1
DCK,40,48,41,12,24,80,38,26
DCTD,45,86,78,40,57,86,102,100
DCTN1,11,17,27,9,13,22,30,23
DDB1,18,25,25,17,23,20,33,31
DDB2,2,10,16,5,2,11,9,16
AKR1C2,0,0,0,0,2,0,0,0
GADD45A,22,37,50,13,16,64,33,43
DDIT3,13,16,21,11,9,14,19,16
DDOST,16,37,31,16,21,33,38,29
DDT,0,0,0,0,0,0,0,0
DDX1,0,4,2,0,2,5,1,3
DDX3X,385,339,286,173,342,518,327,461
DDX5,37,35,36,23,34,72,56,61
DDX6,283,486,414,149,286,584,482,408
DMXL1,3,5,3,2,0,3,4,1
DHX8,21,30,39,18,23,38,38,33
DHX9,32,31,34,13,20,39,34,43
DDX10,18,20,34,15,19,30,26,31
DDX11,11,28,30,11,21,14,29,30
DHX15,28,39,33,15,26,54,40,60
DECR1,0,0,0,2,0,2,0,3
DEFB1,0,0,1,0,0,1,0,0
CFD,0,0,0,0,0,0,0,0
DFFA,7,31,26,12,22,21,36,29
DFFB,10,13,12,6,11,16,16,18
TIMM8A,33,50,49,11,34,61,45,43
GSDME,0,0,1,0,0,0,0,1
COCH,0,0,2,0,0,0,0,0
DGUOK,9,5,7,5,16,9,16,11
DHCR7,6,24,17,7,16,21,14,19
DHCR24,189,325,378,161,245,361,390,392
DHFR,21,41,52,11,29,43,46,41
DHODH,19,8,21,6,13,24,18,20
DHPS,35,54,59,20,38,53,47,64
CYB5R3,13,15,18,18,16,20,20,18
NQO1,2,0,4,0,1,4,4,5
DIAPH1,104,156,174,61,97,207,173,172
DIAPH2,5,7,7,0,2,6,8,5
SEPTIN1,0,1,0,0,0,0,1,1
DIO1,0,0,0,0,0,0,0,0
DKC1,102,156,178,91,120,175,155,207
DLAT,25,44,54,10,17,69,47,35
DLD,11,11,25,4,21,47,18,22
DLG1,21,19,27,8,15,43,20,28
DLG3,0,0,0,0,3,0,1,1
DLG4,5,26,19,6,10,8,15,21
DLST,45,58,70,43,59,67,58,88
DLSTP1,11,11,21,6,10,12,6,17
DLX1,78,128,148,73,93,177,154,155
DLX2,12,11,9,6,13,18,10,18
DLX4,1,5,2,1,2,3,7,2
SARDH,0,0,0,1,0,1,0,0
DNM1,2,6,6,0,1,5,3,6
DMPK,4,4,2,0,0,1,4,5
DMRT1,0,0,0,0,0,0,0,0
DMWD,4,2,4,5,5,5,2,3
DNA2,41,36,36,7,28,34,33,32
DNASE1,0,0,0,0,0,0,0,1
DNASE1L1,4,7,8,4,4,2,1,7
DNASE1L2,1,1,3,0,1,0,0,0
DNASE2,1,0,2,0,0,0,0,0
DYNC1H1,5,13,11,12,3,8,13,15
DYNC1I2,5,8,4,2,10,7,5,8
DYNC1LI2,77,127,120,51,82,129,124,129
DNM2,11,19,21,6,8,23,24,26
DNMT1,15,26,27,17,20,22,25,21
TRDMT1,6,9,7,11,5,15,3,17
DNMT3A,16,22,22,11,21,27,24,20
DNMT3B,2,6,6,1,4,11,5,6
DOCK1,0,0,0,0,0,0,0,0
DOCK2,23,16,14,23,15,26,22,27
DOCK3,0,0,0,0,0,0,0,0
DOK1,45,103,117,59,68,107,103,102
DPAGT1,5,15,11,3,4,16,6,13
DPH1,61,91,103,58,59,103,114,92
DPH2,28,34,51,25,30,35,44,41
DPP4,0,0,0,0,0,1,1,0
DPYD,4,12,5,2,8,8,8,10
DPYSL2,136,183,219,75,138,248,266,255
DPYSL3,0,2,0,0,4,6,1,2
DR1,87,111,104,43,82,201,123,95
DRG2,13,17,13,11,12,15,11,9
ARID3A,43,71,59,37,33,131,114,76
DRP2,0,0,0,0,0,0,0,0
ATN1,1,10,4,0,3,7,2,3
DSC2,2,1,0,0,1,2,0,0
RCAN1,50,44,50,46,53,77,40,77
TSC22D3,234,132,146,198,278,170,135,312
SLC26A2,43,82,65,18,68,79,58,81
DTNA,20,22,29,18,26,28,40,46
HBEGF,373,105,123,299,394,177,127,595
DTYMK,15,28,31,8,24,23,31,27
ECM2,0,0,0,0,0,0,0,0
DUSP1,8,2,5,5,8,7,4,8
DUSP2,52,89,91,62,62,89,71,105
DUSP3,200,308,327,124,212,414,369,320
DUSP4,1,8,1,1,4,5,7,2
DUSP5,14,12,24,20,17,27,26,24
DUSP6,96,185,202,62,80,329,176,121
DUSP7,444,614,624,350,475,786,633,750
DUT,15,16,31,8,12,25,19,23
DVL1,8,10,10,10,20,12,11,21
DVL2,0,5,10,3,4,4,5,3
DVL3,23,34,39,4,19,40,41,44
DYRK1A,385,449,460,185,353,670,498,428
TOR1A,53,47,64,31,54,63,55,73
E2F1,50,85,87,30,51,78,66,91
E2F2,85,165,130,63,81,180,132,113
E2F3,163,251,287,93,180,340,261,263
E2F4,26,56,63,23,37,61,48,65
E2F5,0,0,0,1,0,2,0,1
E2F6,42,56,60,20,31,82,53,62
E4F1,6,4,9,8,6,6,5,12
GPR183,47,17,17,15,42,50,18,40
ECE1,6,15,10,2,7,9,13,8
TYMP,0,0,0,0,0,0,0,1
ECH1,1,7,10,1,8,3,7,9
ECHS1,11,8,21,6,8,13,9,17
ECM1,0,0,0,0,0,0,0,0
ECT2,12,17,18,12,5,40,13,17
LPAR1,20,23,18,7,20,31,12,24
S1PR3,68,94,97,44,92,143,100,104
PHC1,0,0,0,0,0,0,0,0
PHC2,72,167,139,87,99,180,155,147
EEF1A1,102,121,127,73,118,188,119,114
EEF1A2,0,0,1,1,1,1,1,1
EEF1B2,5,4,4,4,3,8,3,5
EEF1D,1,0,0,0,0,0,0,1
EEF1G,11,15,16,6,17,24,19,30
EEF2,285,433,434,250,292,510,460,581
EIF2D,0,3,0,0,0,0,1,2
EFNA3,4,5,11,3,3,19,12,5
EFNA4,3,4,6,2,0,2,7,3
EFNB1,1,10,6,6,2,18,12,7
CELSR3,1,1,7,2,2,2,3,4
CELSR2,0,1,0,0,1,1,1,1
MEGF6,1,1,0,0,0,0,1,0
MEGF8,12,13,30,9,11,9,20,16
MEGF9,13,27,26,11,20,50,36,30
EGR1,305,190,178,268,326,266,193,572
EGR2,34,3,3,18,45,0,5,28
EGR3,856,83,74,542,981,135,96,1230
EGR4,1,0,0,1,2,1,1,3
EHHADH,1,3,2,0,3,1,4,0
EIF1AX,69,83,75,36,51,128,83,86
EIF2S1,134,139,170,87,121,224,173,178
EIF2B1,34,26,27,12,25,28,36,21
EIF2S3,95,87,84,52,87,102,99,152
EIF4A1,219,374,428,259,308,451,413,455
EIF4A2,240,288,298,145,216,474,324,325
EIF4B,166,244,235,100,197,301,275,264
EIF4E,20,26,18,12,18,49,34,23
EIF4EBP1,27,75,68,30,29,85,80,74
EIF4EBP2,144,243,287,98,159,333,235,247
EIF4G1,43,54,55,36,41,76,43,70
EIF4G2,168,207,173,74,150,282,187,234
EIF5,473,607,636,260,469,841,604,625
EIF5A,87,129,154,89,99,214,162,201
CELA1,0,0,1,0,0,0,0,0
ELANE,0,0,0,0,0,0,1,0
SERPINB1,64,92,88,40,66,134,89,103
ELAVL1,114,179,194,73,127,252,194,216
ELAVL3,0,0,0,1,0,0,0,0
ELF1,310,364,327,166,291,554,390,368
ELF2,69,46,69,20,63,111,88,66
ELF4,115,256,310,84,138,327,257,205
ELK1,29,63,71,27,49,80,91,96
ELK3,28,28,40,21,32,45,34,26
ELK4,92,142,135,39,98,198,141,130
EMD,3,2,0,3,2,3,1,4
MARK2,46,96,91,44,53,109,93,91
EMP1,44,23,22,21,41,26,20,24
EMP2,3,2,8,2,7,9,11,3
EMP3,0,1,0,0,3,2,0,2
CTTN,0,0,1,0,0,1,1,0
ENDOG,3,2,0,0,0,1,1,1
ENG,26,21,23,31,39,21,16,73
ENO1,113,199,242,132,179,194,177,238
ENO2,0,2,1,0,0,1,1,0
ENO3,0,1,0,0,0,1,0,0
ENSA,76,99,106,52,86,119,118,133
SLC29A1,10,17,25,8,12,14,26,28
EP300,54,63,74,34,38,95,91,74
EPAS1,2,1,2,0,0,1,0,0
EPB41,35,44,53,28,29,72,54,61
EPB41L1,1,1,1,0,0,0,0,1
EPB41L2,11,11,5,7,10,11,11,10
STOM,125,173,164,75,120,229,193,164
EPHA1,0,2,2,0,1,3,1,0
EPHB3,1,1,2,0,1,0,0,1
EPHB4,1,3,1,1,2,0,3,2
EPHB6,0,0,0,0,0,0,0,0
EPHX1,0,0,0,0,0,3,0,0
STX2,6,10,9,4,9,14,7,6
CLN8,0,1,2,0,0,1,0,0
EPOR,31,62,65,29,34,57,53,57
EPRS1,6,4,8,3,2,2,9,4
EPS8,0,2,2,0,3,4,2,1
EPS15,15,15,19,5,12,21,18,19
NR2F6,23,42,43,23,21,42,35,36
ERBB2,0,1,0,0,0,0,0,0
ERCC1,38,57,45,25,35,44,48,72
ERCC2,1,2,6,2,3,3,5,2
ERCC3,4,14,6,5,4,10,17,12
ERCC4,18,22,20,4,9,28,23,28
ERCC5,3,5,3,2,5,6,1,5
ERCC6,5,5,8,7,4,15,8,8
ERF,52,109,115,49,62,131,99,116
ERG,0,0,1,0,0,0,0,0
ERH,38,56,55,21,42,76,46,66
ERN1,8,14,13,2,7,12,8,14
ERV3-1,1,2,2,2,3,7,1,3
FBL,6,5,4,3,9,10,11,11
ESD,2,1,0,0,3,5,2,1
ESR2,0,0,0,0,0,1,1,0
ESRRA,26,53,56,20,29,46,60,59
ETF1,290,260,292,176,303,368,297,401
ETFA,2,5,6,2,6,7,10,5
ETFB,0,0,0,1,0,0,1,1
ETFDH,0,1,3,0,0,3,0,0
ETS1,2,7,3,5,1,7,6,4
ETS2,296,346,416,218,327,576,499,445
ETV1,1,1,0,0,0,1,1,0
ETV2,0,0,0,0,0,0,0,0
ETV3,7,7,6,1,6,13,4,17
ETV4,0,2,3,2,0,3,1,2
ETV5,25,77,53,13,29,81,70,42
ETV6,349,515,559,215,312,684,597,606
EVI2A,92,74,92,51,70,123,82,111
EVI2B,29,48,41,23,21,80,39,37
EWSR1,26,46,13,9,24,27,30,33
EXT1,1,1,0,0,0,0,0,0
EXT2,8,8,8,7,2,12,5,8
EXTL2,5,5,6,1,9,17,11,9
EXTL3,31,58,58,22,36,54,62,57
EYA3,55,113,108,38,52,99,108,104
EZH1,14,17,29,7,9,8,25,21
EZH2,8,7,9,10,9,14,3,19
F2R,6,4,12,3,5,15,7,3
F3,40,65,46,25,47,85,46,61
F8,0,0,3,0,0,4,0,0
F12,0,0,0,0,0,0,0,0
F13A1,2,0,3,0,0,5,3,4
FAAH,0,0,0,0,2,0,0,1
FABP3,0,0,0,0,0,0,0,0
FABP5,0,0,1,0,0,0,1,0
FANCA,4,15,8,3,10,8,9,9
FANCC,9,17,25,5,14,23,19,28
FANCD2,4,4,2,2,5,9,7,12
FANCE,16,23,25,16,27,24,28,39
ACSL1,76,117,130,51,103,134,115,127
ACSL3,21,17,38,12,35,47,13,27
ACSL4,84,87,74,40,98,108,81,115
FAH,0,2,1,2,0,0,0,2
PTK2B,46,72,67,39,67,73,73,132
BPTF,16,18,25,11,20,23,26,26
FANCB,0,0,0,0,0,0,0,1
FANCF,18,26,40,13,12,50,34,31
FANCG,5,14,11,4,4,8,10,7
FAP,0,0,0,0,0,0,0,0
FARSA,18,32,44,21,25,32,24,48
FASN,10,39,34,13,16,31,39,34
FAT2,0,0,0,0,0,0,0,0
FAU,14,7,5,7,6,13,15,8
FBN1,3,0,0,1,1,5,0,4
FBP1,1,0,2,0,0,0,0,1
FCER1A,0,1,0,1,0,0,0,0
MS4A2,2,3,5,1,2,2,4,3
FCER1G,3,8,8,5,6,11,9,10
FCER2,3,0,1,2,2,0,4,2
FCGR1A,3,3,5,0,6,0,2,5
FCGR1B,6,4,6,2,7,5,2,10
FCGR2A,30,16,18,14,24,20,24,35
FCGR2B,0,0,0,0,0,0,0,0
FCGRT,0,0,0,0,0,0,0,2
FKTN,24,23,24,6,17,29,21,23
FDFT1,20,46,37,15,31,70,41,44
FDPS,0,0,0,1,0,0,0,0
FDX1,15,15,24,6,12,14,8,21
FDXR,2,6,4,2,6,6,7,8
FECH,7,12,14,6,21,16,14,21
FEN1,150,210,275,134,157,233,208,212
GPC4,0,1,0,0,0,1,0,0
FER,10,18,23,10,20,36,18,16
FES,1,2,8,0,2,6,1,5
FGD1,0,0,0,0,0,0,0,0
FGF2,0,0,0,0,0,0,0,0
FGF11,0,1,2,1,2,3,5,2
FGFR1,0,4,3,1,1,5,0,2
FGFR3,0,1,0,0,0,2,0,0
FGFR4,0,0,0,0,0,0,0,0
FGR,2,11,7,1,4,11,13,3
FH,1,1,4,0,2,1,2,1
FHL1,6,6,3,4,2,8,7,6
FHL3,7,15,15,13,5,17,22,27
FKBP1A,38,36,62,30,43,59,83,66
FKBP1AP1,0,0,0,0,2,0,2,0
FKBP2,1,1,4,0,2,2,4,3
FKBP3,5,5,6,1,2,11,3,11
FKBP4,36,56,49,37,28,62,56,65
FKBP5,95,153,138,48,66,230,168,134
FOXD4,3,0,0,0,0,1,0,2
FOXJ1,0,1,0,0,1,1,0,0
FOXM1,16,37,41,10,32,38,32,62
FOXD2,12,7,13,3,5,12,11,11
FOXO1,0,1,0,0,1,0,2,0
FOXO3,47,71,67,19,46,72,56,58
FOXO3B,24,30,28,20,17,44,34,42
FLI1,136,152,153,62,124,204,183,170
FLII,0,5,3,3,0,1,6,6
MLANA,0,0,0,0,0,0,0,0
FLNA,3,11,9,5,9,4,12,21
FLNB,10,15,12,11,10,19,16,36
FLOT2,13,21,24,8,5,16,15,11
FLT1,1,0,1,0,0,0,0,0
FLT3,386,497,462,258,422,567,509,605
FLT3LG,0,2,1,2,1,1,0,4
FMO4,0,0,0,0,0,0,0,0
FMO5,1,1,2,1,0,0,1,1
FMOD,2,0,0,0,0,0,0,3
FMR1,15,13,14,9,11,19,16,25
FN1,0,0,0,0,0,0,0,0
FNTA,58,51,78,29,70,76,74,77
FNTB,18,33,24,15,14,34,33,29
FOLR2,0,0,0,0,0,0,0,0
FOS,100,123,90,75,97,132,74,155
FOSB,91,56,73,67,93,84,78,170
FOSL2,453,489,503,271,533,646,490,779
FPGS,13,16,23,13,9,13,23,29
FPR2,7,2,1,0,4,3,1,6
FXN,20,35,36,5,25,39,33,24
MTOR,15,20,21,11,21,34,19,23
CENPI,1,1,3,2,2,1,1,8
FTH1,21,21,29,23,34,18,21,36
FTH1P3,5,7,7,3,6,7,15,6
FTL,125,128,194,106,138,150,172,248
NR5A1,0,0,0,0,0,0,0,0
FUCA1,7,9,9,3,10,19,7,13
FUCA2,10,10,6,1,4,13,11,7
FUS,45,72,68,31,47,68,69,60
FUT2,0,0,0,0,0,0,0,0
FUT4,898,1393,1308,509,945,1950,1385,1322
FUT6,0,0,0,0,0,0,0,0
FUT7,2,21,19,5,7,17,17,7
FUT8,12,12,11,10,12,16,9,9
KDSR,18,46,35,20,30,56,50,45
FYB1,3,5,5,5,7,5,5,15
FYN,1,0,3,2,0,0,0,0
FZD2,5,4,13,4,7,13,10,6
IFI6,0,0,2,0,0,0,2,0
G6PD,2,8,3,3,3,11,8,12
SLC37A4,2,8,6,3,3,14,9,6
XRCC6,5,12,9,9,15,17,21,30
GAA,0,2,3,2,0,0,1,1
GAB1,1,0,0,1,0,1,0,1
GABPA,32,47,31,12,29,55,42,46
GABPB1,29,38,37,22,32,49,25,43
GABRA4,0,1,3,0,2,5,2,1
GABRB3,0,0,0,0,0,0,0,0
GABRD,0,0,0,0,0,0,0,0
GABRE,0,1,1,0,0,1,0,2
GABRR2,0,1,0,1,2,0,0,0
GAD1,1,1,1,1,1,2,1,2
GAK,5,6,9,4,5,6,5,14
GALC,10,14,12,13,9,15,14,9
GALE,0,0,1,2,1,0,1,2
GALK1,0,1,0,2,3,0,0,3
GALK2,3,2,2,4,1,2,4,5
GALNS,3,11,5,5,6,7,3,14
GALNT1,40,45,35,13,33,81,39,51
GALNT2,16,16,32,12,17,27,13,22
GALNT3,5,2,2,0,4,4,3,2
GALT,0,3,2,0,1,0,2,1
GAMT,3,8,5,2,7,12,5,10
GANC,13,6,15,5,11,15,16,16
GAPDH,110,126,132,94,107,123,123,166
GARS1,11,7,11,6,4,9,13,16
GART,4,17,17,8,9,16,10,16
GAS1,0,1,1,0,0,1,4,0
GAS6,1,2,0,2,7,0,2,6
GAS8,4,0,5,3,8,3,3,12
GATA2,17,24,30,20,22,30,28,19
GATM,0,1,0,0,0,1,1,1
GBAP1,0,1,0,0,0,1,0,1
NIPSNAP2,18,24,17,4,18,21,11,8
GBE1,5,5,2,1,6,8,3,11
GBP2,3,0,2,3,7,1,3,4
GBP3,1,10,5,2,7,5,6,2
GCDH,2,9,10,4,2,2,4,12
GCH1,6,14,16,3,21,24,19,16
GCHFR,0,7,1,0,3,6,3,2
BLOC1S1,0,1,3,4,1,4,5,2
KAT2A,3,4,12,6,3,7,4,16
NR6A1,12,37,32,9,22,44,33,32
GCNT1,59,82,77,24,47,124,83,87
GCSH,0,1,0,1,0,3,0,0
GDI1,3,3,6,8,3,6,6,12
GDI2,130,187,170,95,116,248,182,227
GEM,3,0,0,0,1,0,1,5
GFER,19,42,63,25,29,36,39,49
GFI1,407,813,937,317,420,1116,878,652
GFPT1,46,68,48,22,70,92,67,50
GGCX,6,6,9,2,8,12,16,13
GGT1,0,0,1,0,0,0,0,0
B4GALT1,89,55,69,64,101,74,60,161
GGT7,0,1,1,0,0,0,1,0
GGT5,0,0,1,1,0,0,0,0
GIPR,2,11,6,2,7,7,6,7
GJA3,0,0,0,0,0,2,0,0
GK,8,11,11,5,4,6,2,11
GK3P,0,0,0,1,3,2,0,3
GLA,0,1,0,0,0,0,0,0
GPC3,0,0,0,0,1,0,0,0
GLB1,1,1,5,1,4,5,4,3
GCLC,5,5,5,1,3,8,12,5
GCLM,20,15,22,8,11,39,32,20
GLDC,0,0,0,0,0,0,0,0
GLE1,54,59,75,36,45,74,80,67
GLG1,34,72,68,31,65,96,81,75
GLI1,0,0,0,0,0,0,0,0
GLI3,0,0,0,0,0,0,0,0
GLI4,0,0,0,0,0,1,0,1
GLO1,80,81,68,28,63,115,69,98
GLS,34,17,23,16,25,39,26,31
GLRX,2,11,15,1,4,17,10,4
GLUD1,60,77,78,41,76,108,82,96
GLUL,290,565,594,187,286,770,576,413
GM2A,19,44,44,13,30,55,31,35
GMDS,0,0,2,2,2,2,0,1
GMFB,59,112,109,24,59,154,104,98
GMPR,0,0,0,0,0,0,0,1
GNA11,0,0,0,0,0,0,0,0
GNA12,48,51,79,38,47,100,71,89
GNA15,25,40,39,28,27,36,26,43
GNAI1,5,8,4,0,7,5,4,2
GNAI2,45,101,122,44,54,115,95,109
GNAI3,57,78,68,31,62,128,75,70
GNAL,0,0,0,0,0,0,0,0
GNAO1,0,0,0,0,0,0,0,0
GNAQ,284,363,377,108,269,636,486,420
GNAS,59,100,99,53,51,101,78,86
GNAZ,0,1,1,0,1,0,1,2
GNB1,182,218,273,117,179,299,239,265
GNB2,11,26,37,11,12,32,27,35
GNB3,0,0,0,0,0,0,1,0
GNG3,0,0,0,0,0,0,0,0
GNG4,0,0,0,0,0,0,0,0
GNG5,11,19,18,7,9,24,15,11
GNG7,9,12,12,5,12,12,6,7
GNG10,3,5,6,1,1,2,2,4
GNG11,0,0,0,0,1,0,0,0
GNGT2,0,0,0,0,0,0,0,0
GNRH1,0,1,3,0,0,1,0,1
GNRHR,0,0,0,0,0,0,0,0
GNS,23,45,32,9,15,45,32,27
GOLGA1,10,17,18,8,5,21,15,21
GOLGA2,8,8,21,6,8,9,22,20
GOLGA3,42,98,89,35,50,91,86,95
GOLGA4,15,9,9,3,6,10,7,8
GOLGB1,17,17,13,16,15,16,18,33
GOT1,0,4,3,1,2,4,3,4
GOT2,22,32,36,15,31,40,49,46
GP1BA,0,0,0,0,0,0,0,0
GP1BB,1,0,0,1,0,0,0,0
GPC1,2,2,0,0,1,3,1,0
GPD1,0,0,0,1,0,1,0,0
GPD2,19,26,29,8,16,42,30,39
GPI,14,42,42,16,24,35,29,45
GPLD1,0,0,0,1,0,0,0,0
GPM6B,0,0,0,0,0,1,0,0
GPR3,10,13,12,8,12,18,9,21
CXCR3,9,4,7,7,15,6,6,14
LPAR4,4,11,11,2,9,7,10,5
GPER1,0,0,0,0,0,0,0,0
GPR35,2,12,9,6,12,13,12,17
FFAR2,0,2,1,1,0,0,1,2
GRK5,1,2,3,2,1,3,3,0
GRK6,17,22,33,17,15,31,27,23
MKNK2,64,117,134,72,95,130,111,145
GPS1,2,5,5,2,2,7,1,11
GPS2,2,3,1,1,1,5,2,2
GPT,0,0,0,0,0,0,0,0
GPX1,208,350,407,249,294,446,345,393
GPX2,0,0,1,0,0,0,0,0
GPX3,0,0,0,0,0,0,0,0
GPX4,7,14,21,10,8,14,12,11
GPX7,0,0,0,0,0,0,0,0
GRB2,450,809,870,398,505,991,764,846
GRB10,17,16,24,14,22,27,27,28
RAPGEF1,29,56,77,36,46,80,63,62
GRIA4,0,0,0,0,0,0,0,0
GRN,2,9,16,4,2,11,4,6
GRIK1,0,0,0,0,0,0,0,0
GRIK3,0,0,1,0,0,1,0,0
GRIN1,0,0,0,0,0,0,0,0
GRIN2C,0,0,0,0,0,0,0,2
GRIN2D,59,90,85,48,55,104,92,103
GRINA,11,8,19,8,6,14,16,16
NR3C1,318,430,434,143,267,617,478,375
ARHGAP35,73,165,203,75,116,208,177,161
PDIA3,28,38,39,20,40,57,53,72
GRPR,0,0,0,0,0,0,0,0
GRSF1,37,58,49,31,54,74,64,69
GSK3A,38,51,68,29,22,63,48,66
GSK3B,123,175,151,56,99,260,179,157
GSN,4,7,4,4,5,12,6,6
GSPT1,112,121,142,59,93,175,137,126
GSR,21,20,23,10,17,38,28,28
GSS,2,7,10,2,2,6,5,2
GSTA4,0,0,0,0,0,1,0,0
GSTM3,0,0,0,0,0,0,0,0
GSTM4,0,0,1,2,1,3,0,1
GSTP1,2,2,4,1,3,10,6,5
GSTZ1,2,6,1,0,4,2,3,1
MSH6,3,6,4,3,1,8,5,10
GTF2A1,220,208,164,80,189,331,216,229
GTF2A2,6,17,12,6,10,9,5,7
GTF2B,21,38,42,32,38,52,35,56
GTF2E1,45,71,71,35,78,99,75,79
GTF2E2,16,22,24,9,14,21,20,14
GTF2F1,54,85,89,56,63,83,72,118
GTF2F2,10,13,9,6,12,20,13,14
GTF2H1,24,16,33,22,17,32,38,33
GTF2H2,0,1,1,0,0,0,0,0
GTF2H3,28,29,47,14,28,52,35,52
GTF2I,0,2,5,3,8,1,3,5
GTF2IP1,0,0,0,1,1,2,1,0
GTF3A,1,3,1,0,0,4,4,4
BRF1,10,11,14,6,13,9,16,10
GTF3C1,1,7,4,3,4,5,6,10
GTF3C2,16,29,37,16,20,22,38,36
GUCA1B,3,3,3,1,1,4,1,5
GUK1,4,4,2,1,3,7,1,7
GUSB,90,127,153,95,104,117,106,178
GYG1,8,22,13,3,19,30,22,22
GYPC,2,0,0,3,1,4,1,3
GYS1,23,51,49,25,39,41,36,62
H1-0,5,6,14,5,7,10,7,15
H1-2,0,1,2,0,0,3,0,2
H2AC8,0,0,0,0,0,0,1,1
H2AX,220,376,399,192,242,424,357,419
H2AZ1,87,98,108,49,81,145,128,119
H2BC5,0,0,1,0,0,2,0,0
H3-3A,4,10,4,0,4,10,5,10
H3-3B,440,485,470,273,437,723,481,555
HSD17B10,1,4,1,0,0,2,2,1
HAGH,0,2,2,0,1,0,2,0
HADHA,9,16,23,10,13,22,29,25
HADHB,3,9,6,4,4,6,6,11
HADH,5,5,6,6,7,11,11,11
HAL,16,8,18,8,10,7,7,14
HARS1,4,8,12,6,5,11,5,11
HAS3,0,1,3,0,1,2,3,1
HCCS,24,31,35,12,33,47,37,42
HCFC1,56,98,94,44,64,140,136,164
HCK,4,10,16,6,1,12,12,13
HCLS1,15,20,27,28,19,26,17,25
HTT,7,14,14,8,11,22,19,11
HDAC1,18,21,32,13,19,23,21,29
HDAC2,108,166,174,96,119,223,187,204
HDGF,296,493,556,256,299,647,529,543
HDLBP,33,46,44,23,27,34,34,59
HELLS,1,2,1,1,0,9,1,3
NCKAP1L,1,10,14,4,10,10,8,9
HEXA,7,30,25,7,16,18,14,24
HEXB,0,0,2,2,2,0,1,1
CFH,0,0,0,0,0,0,0,0
