,DMSO,YLK
FNTA,69.75,58.5
FNTB,31.0,19.0
FOLR2,0.0,0.0
FOS,104.75,106.75
FOSB,72.75,105.25
FOSL2,532.0,509.0
FPGS,18.75,16.0
FPR2,1.75,4.25
FXN,35.75,18.5
MTOR,23.5,17.5
CENPI,1.5,3.25
FTH1,22.25,28.5
FTH1P3,9.0,5.0
FTL,161.0,154.25
NR5A1,0.0,0.0
FUCA1,11.0,8.25
FUCA2,10.0,5.5
FUS,69.25,45.75
FUT2,0.0,0.0
FUT4,1509.0,918.5
FUT6,0.0,0.0
FUT7,18.5,5.25
FUT8,12.0,10.75
KDSR,46.75,28.25
FYB1,5.0,7.5
FYN,0.75,0.75
FZD2,10.0,5.5
IFI6,1.0,0.0
G6PD,7.5,5.0
SLC37A4,9.25,3.5
XRCC6,14.75,14.75
GAA,1.5,0.75
GAB1,0.25,0.75
GABPA,43.75,29.75
GABPB1,37.25,31.5
GABRA4,2.75,0.75
GABRB3,0.0,0.0
GABRD,0.0,0.0
GABRE,0.75,0.5
GABRR2,0.25,0.75
GAD1,1.25,1.25
GAK,6.5,7.0
GALC,13.75,10.25
GALE,0.5,1.25
GALK1,0.25,2.0
GALK2,2.5,3.25
GALNS,6.5,7.0
GALNT1,50.0,34.25
GALNT2,22.0,16.75
GALNT3,2.75,2.75
GALT,1.75,0.5
GAMT,7.5,5.5
GANC,13.0,11.25
GAPDH,126.0,119.25
GARS1,10.0,9.25
GART,15.0,9.25
GAS1,1.75,0.0
GAS6,1.0,4.0
GAS8,2.75,6.75
GATA2,28.0,19.5
GATM,0.75,0.25
GBAP1,0.5,0.25
NIPSNAP2,18.25,12.0
GBE1,4.5,5.75
GBP2,1.5,4.25
GBP3,6.5,3.0
GCDH,6.25,5.0
GCH1,18.25,11.5
GCHFR,4.25,1.25
BLOC1S1,3.25,1.75
KAT2A,6.75,7.0
NR6A1,36.5,18.75
GCNT1,91.5,54.25
GCSH,1.0,0.25
GDI1,5.25,6.5
GDI2,196.75,142.0
GEM,0.25,2.25
GFER,45.0,30.5
GFI1,936.0,449.0
GFPT1,68.75,47.0
GGCX,10.75,7.25
GGT1,0.25,0.0
B4GALT1,64.5,103.75
GGT7,0.75,0.0
GGT5,0.25,0.25
GIPR,7.5,4.5
GJA3,0.5,0.0
GK,7.5,7.0
GK3P,0.5,1.75
GLA,0.25,0.0
GPC3,0.0,0.25
GLB1,3.75,2.25
GCLC,7.5,3.5
GCLM,27.0,14.75
GLDC,0.0,0.0
GLE1,72.0,50.5
GLG1,79.25,51.25
GLI1,0.0,0.0
GLI3,0.0,0.0
GLI4,0.25,0.25
GLO1,83.25,67.25
GLS,26.25,26.5
GLRX,13.25,2.75
GLUD1,86.25,68.25
GLUL,626.25,294.0
GM2A,43.5,24.25
GMDS,1.0,1.25
GMFB,119.75,60.0
GMPR,0.0,0.25
GNA11,0.0,0.0
GNA12,75.25,55.5
GNA15,35.25,30.75
GNAI1,5.25,3.5
GNAI2,108.25,63.0
GNAI3,87.25,55.0
GNAL,0.0,0.0
GNAO1,0.0,0.0
GNAQ,465.5,270.25
GNAS,94.5,62.25
GNAZ,0.75,0.75
GNB1,257.25,185.75
GNB2,30.5,17.25
GNB3,0.25,0.0
GNG3,0.0,0.0
GNG4,0.0,0.0
GNG5,19.0,9.5
GNG7,10.5,8.25
GNG10,3.75,2.25
GNG11,0.0,0.25
GNGT2,0.0,0.0
GNRH1,1.25,0.25
GNRHR,0.0,0.0
GNS,38.5,18.5
GOLGA1,17.75,11.0
GOLGA2,15.0,10.5
GOLGA3,91.0,55.5
GOLGA4,8.75,8.0
GOLGB1,16.0,20.25
GOT1,3.5,1.75
GOT2,39.25,28.5
GP1BA,0.0,0.0
GP1BB,0.0,0.5
GPC1,1.5,0.75
GPD1,0.25,0.25
GPD2,31.75,20.5
GPI,37.0,24.75
GPLD1,0.0,0.25
GPM6B,0.25,0.0
GPR3,13.0,12.75
CXCR3,5.75,11.25
LPAR4,9.75,5.0
GPER1,0.0,0.0
GPR35,11.5,9.25
FFAR2,1.0,0.75
GRK5,2.75,1.0
GRK6,28.25,18.0
MKNK2,123.0,94.0
GPS1,4.5,4.25
GPS2,2.75,1.5
GPT,0.0,0.0
GPX1,387.0,286.0
GPX2,0.25,0.0
GPX3,0.0,0.0
GPX4,15.25,9.0
GPX7,0.0,0.0
GRB2,858.5,549.75
GRB10,23.5,20.25
RAPGEF1,69.0,43.25
GRIA4,0.0,0.0
GRN,10.0,3.5
GRIK1,0.0,0.0
GRIK3,0.5,0.0
GRIN1,0.0,0.0
GRIN2C,0.0,0.5
GRIN2D,92.75,66.25
GRINA,14.25,10.25
NR3C1,489.75,275.75
ARHGAP35,188.25,106.25
PDIA3,46.75,40.0
GRPR,0.0,0.0
GRSF1,61.25,47.75
GSK3A,57.5,38.75
GSK3B,191.25,108.75
GSN,7.25,4.75
GSPT1,143.75,97.5
GSR,27.25,19.0
GSS,7.0,2.0
GSTA4,0.25,0.0
GSTM3,0.0,0.0
GSTM4,1.0,1.0
GSTP1,5.5,2.75
GSTZ1,3.0,1.75
MSH6,5.75,4.25
GTF2A1,229.75,179.5
GTF2A2,10.75,7.25
GTF2B,41.75,36.75
GTF2E1,79.0,59.25
GTF2E2,21.75,13.25
GTF2F1,82.25,72.75
GTF2F2,13.75,10.5
GTF2H1,29.75,24.0
GTF2H2,0.5,0.0
GTF2H3,40.75,30.5
GTF2I,2.75,4.0
GTF2IP1,0.75,0.5
GTF3A,3.0,1.25
BRF1,12.5,9.75
GTF3C1,5.5,4.5
GTF3C2,31.5,22.0
GUCA1B,2.75,2.5
GUK1,3.5,3.75
GUSB,125.75,116.75
GYG1,21.75,13.0
GYPC,1.25,2.25
GYS1,44.25,37.25
H1-0,9.25,8.0
H1-2,1.5,0.5
H2AC8,0.25,0.25
H2AX,389.0,268.25
H2AZ1,119.75,84.0
H2BC5,0.75,0.0
H3-3A,7.25,4.5
H3-3B,539.75,426.25
HSD17B10,2.25,0.5
HAGH,1.5,0.25
HADHA,22.5,14.25
HADHB,6.75,5.5
HADH,8.25,7.25
HAL,10.0,12.0
HARS1,9.0,6.5
HAS3,2.25,0.5
HCCS,37.5,27.75
HCFC1,117.0,82.0
HCK,12.5,6.0
HCLS1,22.5,21.75
HTT,17.25,9.25
HDAC1,24.25,19.75
HDAC2,187.5,131.75
HDGF,556.25,348.5
HDLBP,39.5,35.5
HELLS,3.25,1.25
NCKAP1L,10.5,6.0
HEXA,21.75,13.5
HEXB,0.75,1.25
CFH,0.0,0.0
HHEX,100.75,63.5
HIC1,16.75,22.0
HIF1A,20.75,31.0
HIP1,31.25,24.5
UBE2K,118.75,69.25
HINT1,83.75,50.25
HIVEP1,1.75,2.25
HK1,12.75,9.25
HK2,298.75,210.25
HK3,0.0,0.0
ZBTB48,1.25,1.5
HLA-A,0.0,0.0
HLA-B,1.75,1.0
HLA-DQB1,0.25,0.0
HLA-DRA,0.0,0.0
HLA-DRB3,0.25,0.0
MR1,61.0,46.5
HLCS,21.75,12.25
HLX,39.25,63.25
HMBS,4.25,5.5
HMGB1,135.75,87.75
HMGB2,147.25,87.75
HMGB3,89.0,111.25
HMGN1,58.75,41.75
HMGN2,37.5,28.0
HMGCL,7.5,4.5
HMGCR,117.0,89.25
HMGCS1,75.5,65.75
HMGA1,411.5,261.25
HMMR,29.0,17.25
HMOX1,2.5,2.5
HMOX2,0.0,0.25
NR4A1,7.0,226.75
HMX2,129.5,71.0
FOXA1,20.25,11.0
HNF4G,0.25,0.0
HNMT,19.5,13.5
SLC29A2,0.0,0.25
HNRNPA1,83.75,44.75
HNRNPA2B1,233.5,199.0
HNRNPAB,200.75,140.5
HNRNPC,133.0,92.25
HNRNPD,64.5,50.0
HNRNPF,279.0,231.75
HNRNPH1,68.5,52.0
HNRNPH2,61.5,50.0
HNRNPH3,61.5,48.75
HNRNPK,134.75,96.75
HNRNPL,67.75,46.75
HNRNPU,599.0,550.0
TLX1,0.0,0.75
HOXA1,8.5,3.75
HOXA2,0.0,0.0
HOXA4,0.0,0.75
HOXA5,0.25,0.5
HOXA7,0.5,0.25
HOXA9,269.5,170.25
HOXA10,214.25,140.75
HOXA11,13.25,10.75
HOXA13,1.25,1.25
HOXB3,5.75,3.75
HOXB4,24.5,16.5
HOXB6,0.75,0.5
HOXB7,0.5,1.0
HOXC6,8.25,3.75
HOXC9,0.0,0.0
HOXC10,1.25,0.5
HOXC11,3.0,2.25
HPCAL1,36.75,20.0
HPD,2.5,1.0
HPRT1,6.0,6.0
HPS1,8.5,8.0
AGFG1,33.5,18.0
AGFG2,3.25,2.25
HRH1,12.5,10.25
HRH2,18.75,8.5
PRMT2,22.25,17.25
PRMT1,11.75,10.5
HSBP1,62.5,43.75
HSD11B1,0.25,0.25
HSD17B1,0.5,0.0
HSD17B4,1.25,2.25
HSF1,10.0,6.25
HSF2,16.0,10.0
HSF4,0.0,0.25
DNAJB2,13.25,12.25
DNAJA1,92.25,73.5
HSPA1B,1.0,0.0
HSPA2,2.25,2.75
HSPA4,20.25,15.0
HSPA5,138.25,115.5
HSPA8,284.25,215.5
HSPA9,173.5,141.25
HSPB1,6.0,3.25
HSP90AA1,390.5,349.75
HSP90AB1,168.25,124.0
HSPD1,52.5,43.75
HSPE1,9.5,4.75
DNAJB1,392.5,233.75
DNAJC4,0.0,0.0
HSPG2,5.0,4.25
NDST1,15.75,11.5
FOXN2,329.0,172.25
HTR7,30.75,32.0
HUS1,49.5,36.5
HYAL1,0.0,0.25
IARS1,125.75,111.5
ICA1,0.5,0.75
ICAM1,34.0,21.5
ICAM2,1.5,2.25
ICAM3,0.5,0.25
ICAM4,0.25,1.75
IRF8,917.0,650.0
MRPL58,8.25,9.0
ID1,28.0,25.5
ID2,113.75,76.75
ID3,2.75,1.75
IDE,35.0,20.5
IDH1,35.5,25.0
IDH2,17.25,13.75
IDH3A,36.5,25.0
IDH3B,52.5,39.25
IDH3G,4.0,1.25
IDI1,308.75,298.75
IDS,40.75,29.25
IDUA,0.0,0.25
IFI16,2.0,1.0
IFI35,1.5,0.75
SP110,2.0,1.75
IFIT2,3.0,1.0
IFIT3,1.0,0.0
IFNAR1,65.25,33.75
IFNAR2,179.25,136.0
IFNGR1,31.25,26.25
IFNGR2,0.5,1.0
IFRD1,18.75,14.5
IGBP1,11.25,8.5
IGF1,12.5,6.75
IGF1R,52.0,34.25
IGF2R,73.0,44.0
IGFALS,0.0,0.0
IGFBP2,3.75,1.75
IGFBP4,20.75,7.25
IGFBP6,0.0,0.0
IGFBP7,5.75,1.25
IGHMBP2,9.75,9.25
RBPJ,116.75,84.5
IGLL1,1.75,0.75
IK,1.75,2.25
IKBKB,24.25,24.25
IL1B,2.5,12.75
IL1RAP,283.75,229.0
IL1RN,23.25,47.75
IL2RA,23.25,17.5
IL2RB,4.5,2.75
IL2RG,0.5,0.5
IL3RA,3.25,3.5
IL4R,20.5,14.5
IL5RA,0.0,0.0
IL6R,388.5,283.5
IL6ST,32.5,27.5
IL7R,20.0,96.75
CXCL8,26.0,21.5
CXCR2,29.5,17.5
CXCR2P1,0.0,0.0
IL10RA,29.0,62.5
IL10RB,31.0,28.5
IL11,0.0,0.5
IL11RA,0.25,0.0
IL12RB1,1.75,1.75
IL12RB2,0.0,0.0
IL13RA1,32.0,37.75
IL15RA,10.5,7.25
IL16,14.25,8.25
TNFRSF9,0.0,0.25
IL18,0.0,0.5
FOXK2,163.25,127.0
ILF2,75.75,61.25
ILF3,403.75,278.0
ILK,1.25,1.5
IMPA1,44.25,23.25
IMPA2,7.75,4.25
IMPDH1,19.0,14.0
IMPDH2,0.75,1.25
INCENP,52.75,31.0
ING1,52.0,39.25
ING2,18.25,15.0
INHBA,293.75,573.75
INHBB,0.0,0.0
INHBC,0.0,0.0
INPP1,0.5,1.25
INPP4A,25.0,15.5
INPP5A,101.25,64.25
INPP5B,44.5,32.5
INPP5D,116.75,102.0
INPPL1,11.0,8.25
INSIG1,654.0,612.5
INSR,197.75,127.0
EIF3E,12.0,10.25
IPP,2.25,0.75
IRAK1,77.5,59.75
ITGA6,4.25,3.0
IRAK2,3.25,4.75
IREB2,186.25,96.5
IRF1,162.5,76.75
IRF2,56.75,28.25
IRF3,59.25,46.0
IRF4,59.5,33.0
IRF5,38.25,18.0
IRF6,0.25,0.0
ITGA2,1.0,0.75
ITGA2B,0.0,0.0
ITGA3,0.75,0.75
ITGA4,273.25,192.0
ITGA5,205.75,125.25
ITGA7,1.75,1.75
ITGAE,3.25,1.5
ITGAL,764.0,338.75
ITGAM,0.25,0.75
ITGAV,3.0,4.5
ITGAX,1.75,0.75
ITGB1,11.5,2.0
ITGB2,15.25,10.5
ITGB3,0.25,0.0
ITGB4,0.0,0.0
EIF6,86.5,56.5
ITGB5,2.75,1.25
ITGB7,6.25,5.0
ITIH4,0.25,0.0
STT3A,22.0,18.25
ITPA,14.0,6.75
ITPKA,0.5,1.25
ITPKB,33.75,33.0
ITPR1,31.0,20.25
ITPR2,12.0,10.75
ITPR3,1.5,1.75
IVD,56.5,36.0
JAG2,4.5,3.25
JAK1,25.0,23.0
JAK2,11.0,10.25
JAK3,1.25,0.25
JARID2,200.25,124.5
JUN,24.0,48.25
JUNB,294.25,260.5
JUND,641.75,683.25
JUP,0.0,0.0
CD82,12.5,3.25
KARS1,18.75,17.5
KCNA3,25.25,18.75
KCNA5,0.5,0.25
KCNA6,0.0,0.0
KCNC3,13.5,10.25
KCNC4,1.75,1.5
KCND1,0.25,0.0
KCNE1,0.25,0.25
KCNG1,2.0,0.0
KCNJ1,0.0,0.0
KCNJ2,3.5,4.5
KCNJ3,0.0,0.0
KCNJ11,0.75,0.5
KCNJ13,0.0,0.0
KCNJ14,22.75,16.75
KCNMB1,1.0,0.25
KCNN2,73.0,34.0
KCNN4,44.75,25.0
KCNQ1,0.5,0.0
KCNQ3,3.25,3.0
KCNS1,2.5,1.75
KHK,2.5,1.25
KIF2A,58.75,39.25
KIF3C,4.75,1.25
KIF5B,183.75,111.5
KIF5C,0.5,1.0
KIFC3,0.5,0.75
KIT,5.0,2.75
KLK1,0.0,0.0
KLC1,5.25,5.0
KIF11,64.0,46.5
KIFC1,0.0,0.0
KIF22,3.75,2.75
KPNA1,175.5,119.5
KPNB1,210.75,162.0
KPNA2,54.75,35.5
KPNA3,112.75,67.5
KPNA4,195.25,134.25
KPNA5,1.25,0.75
TNPO1,216.75,133.75
IPO5,34.5,35.5
KRAS,117.0,103.0
KRT8,2.5,0.75
KRT10,33.5,20.5
KRT18,0.5,0.25
KTN1,1.75,3.0
AFF3,129.25,77.25
LAIR1,12.25,5.75
LAMB3,0.5,1.0
LAMC1,3.0,5.0
LAMP1,33.0,27.25
LAMP2,115.25,69.75
RPSA,0.75,0.25
STMN1,172.5,112.25
LASP1,112.75,49.5
LBR,54.0,26.0
LCP1,504.5,400.75
LCP2,40.5,35.25
LCT,0.0,0.0
LDHA,369.0,312.5
LDHB,28.5,21.5
LDLR,703.25,545.75
LEPR,0.25,0.25
LETM1,87.0,59.75
LFNG,17.5,10.0
LGALS1,8.5,9.0
LGALS3BP,0.5,0.0
LGALS8,27.5,21.5
LGALS9,21.25,16.25
LIF,2.0,4.5
LIG1,39.0,29.5
LIG3,12.25,5.5
LIG4,8.75,8.25
LIMK1,30.0,19.0
LIMK2,12.0,5.75
LIMS1,49.5,28.75
LIPA,10.75,6.0
LIPE,0.25,0.0
FADS1,76.75,61.25
LLGL2,1.0,1.25
FADS3,0.0,0.0
LLGL1,1.25,2.0
LMAN1,44.25,32.75
LMNA,31.25,45.75
LMNB1,114.5,67.0
LMO2,417.0,305.0
PRICKLE3,11.0,9.0
LMO7,2.0,1.25
LNPEP,19.0,8.75
VWA5A,1.5,0.75
LOX,0.0,0.0
LOXL2,0.25,0.5
LPO,0.0,0.0
LPP,50.0,25.0
LRMP,15.25,8.75
LRCH4,14.0,9.0
LRP1,0.25,0.25
LRP3,3.75,3.0
LRP5,2.5,1.5
LRPAP1,76.0,45.25
LSP1,1.5,1.0
LSS,0.0,0.0
LTA4H,2.0,0.25
LTBP2,0.0,0.25
LTBP3,1.75,2.0
LTBR,39.25,24.75
LTC4S,0.0,0.25
LTK,0.0,0.0
LY6E,0.75,0.25
LY9,2.75,3.25
CD180,110.5,45.25
LY75,6.0,4.75
LYL1,31.0,15.75
LYN,116.25,146.5
LYZ,89.0,23.0
M6PR,112.75,73.5
CAPRIN1,376.5,248.0
NBR1,33.0,25.25
MARCKS,0.75,0.0
MXD1,165.25,224.75
MAD2L1,51.5,30.25
SMAD2,91.75,56.25
SMAD3,204.25,203.25
SMAD4,72.25,42.75
SMAD5,48.0,34.5
SMAD6,7.25,4.75
SMAD7,55.0,21.75
SMAD9,0.0,0.25
MAF,0.0,0.0
MAFG,1426.75,836.75
MAGEA4,0.5,0.25
MAGOH,1.0,0.5
MAK,3.25,2.75
MAN1A1,13.75,10.0
MAN2A2,51.5,43.75
MAN2C1,0.5,0.25
MAN2A1,17.75,11.5
MAN2B1,5.75,2.75
MANBA,16.5,15.0
MAOA,0.25,0.0
MAP1A,8.25,6.0
MAP1B,0.0,0.0
MAP4,26.25,19.25
MARK3,11.25,9.25
MARS1,2.75,2.25
MAT2A,756.25,591.25
MATK,1.5,2.5
MAX,128.5,92.25
MAZ,297.25,200.75
MBD1,82.75,62.0
MBNL1,852.5,630.75
MBP,555.0,289.5
MC1R,2.25,1.5
MCAM,0.0,0.5
MCC,0.0,1.0
MCL1,1274.75,1279.25
MCM2,93.75,73.75
MCM3,85.75,64.5
MCM4,186.0,155.75
MCM5,12.25,11.25
MCM6,59.25,56.75
MCM7,17.5,23.25
CD46,30.75,35.75
ADAM11,1.0,1.0
DNAJB9,53.75,29.75
MDH1,6.0,3.75
MDH2,25.75,19.75
MDK,0.0,3.0
MDM2,654.5,396.75
MDM4,216.0,154.5
ME2,42.0,26.25
MEA1,17.0,6.5
MECP2,115.25,64.0
MEF2A,46.5,38.25
BORCS8-MEF2B,9.0,9.75
MEF2C,782.0,548.5
MEF2D,1646.0,1098.5
MEFV,4.75,3.5
MEIS1,205.5,177.75
MEIS2,53.5,36.75
MAP3K1,216.25,108.75
MAP3K3,32.25,13.75
MAP3K4,10.5,8.5
MAP3K5,2.75,1.5
RAB8A,183.5,115.25
MEN1,22.25,15.5
MEST,1.25,1.25
METTL1,28.75,20.75
MFAP1,50.25,42.25
MFAP3,111.0,72.5
MFAP4,0.0,0.0
MFGE8,0.0,0.0
MELTF,4.75,3.75
MFNG,97.25,62.5
MGAT1,207.25,105.25
MGAT2,104.5,54.25
MGAT3,0.0,0.5
MGAT5,149.5,84.25
MIA2,2.5,0.5
KITLG,0.25,0.5
MGMT,0.25,0.0
MGST1,12.5,9.25
MGST2,6.0,7.25
MGST3,2.0,1.5
CIITA,0.25,0.75
CD99,28.5,24.5
MICB,1.25,0.5
MID1,0.0,0.0
MIF,0.25,0.0
MIP,0.0,0.25
MIPEP,0.0,0.0
MITF,2.5,1.25
ATXN3,42.25,23.5
MKI67,267.5,174.75
MKLN1,89.5,62.25
MLH1,2.0,2.25
MAP3K10,0.75,0.25
MAP3K11,20.75,16.0
KMT2A,338.75,271.5
MLLT1,159.0,128.5
AFF1,273.25,200.0
MLLT3,3.25,1.5
AFDN,30.25,57.75
MLLT6,0.25,0.0
FOXO4,5.75,3.75
NR3C2,0.5,0.0
MMP2,2.5,1.0
MMP14,191.0,206.5
MMP15,0.5,1.25
MMP17,0.25,0.0
MMP19,0.75,1.5
ALDH6A1,7.0,4.5
MN1,2.75,1.0
MNAT1,3.25,2.75
MNDA,0.0,0.0
MNT,196.25,133.25
MOCS2,11.5,8.0
MOV10,0.0,0.25
MPG,0.75,1.25
MPI,10.25,7.75
MPL,0.0,0.0
MPO,0.75,0.0
MPP1,4.0,4.75
MPP2,0.5,2.0
MPP3,2.25,2.25
MPST,4.5,5.0
MPV17,8.75,5.0
MPZ,10.75,5.75
MRE11,37.0,22.75
ABCC1,7.75,5.25
MYO1B,0.0,0.0
MSH2,1.25,0.5
MSH3,3.0,3.0
MSN,482.0,386.0
MSR1,0.5,1.0
MSRA,1.25,0.25
MST1,0.0,0.0
MSX2,15.0,9.25
MT1E,33.5,16.5
MT1F,14.0,9.75
MT1G,11.0,5.5
MT1M,0.0,0.0
MT1L,0.5,0.25
MT1X,10.25,4.25
MT2A,6.25,4.25
MTAP,72.75,50.5
MTCP1,4.75,3.5
MTF1,340.75,228.0
NUDT1,1.75,2.5
MTHFD1,7.75,5.0
MTHFR,40.75,55.5
MTIF2,1.0,0.75
MTM1,46.25,32.75
MYO1F,34.75,23.25
MTR,96.75,63.75
MTRR,27.75,22.5
MUC1,0.5,0.25
TRIM37,11.5,9.75
MMUT,4.25,3.75
MUTYH,1.75,0.5
MVD,5.25,6.25
MVK,9.0,4.75
MX1,0.25,0.25
MX2,2.0,4.0
MXI1,120.25,64.25
MYB,476.75,246.25
MYBL1,1.0,0.5
MYBL2,13.25,14.25
MYBPH,12.5,4.25
MYC,626.75,196.5
MYCL,17.25,11.5
MYD88,91.0,62.25
GADD45B,105.0,132.25
MYH9,189.25,119.0
MYH10,1.0,0.25
MYL5,0.0,0.0
MYL6,18.75,25.0
MYLK,0.0,0.25
MYO1C,13.75,11.25
MYO1D,0.0,0.0
MYO1E,6.75,2.75
MYO5A,27.5,24.0
MYO7A,1.0,0.5
MYO7B,0.0,0.0
MYO9A,7.25,4.25
MYO9B,17.25,13.25
MYO10,31.5,23.25
PPP1R12A,64.5,46.0
PPP1R12B,96.5,56.25
NAB1,71.75,82.5
NAB2,108.5,306.75
NACA,15.75,8.75
NAGA,84.5,46.5
NAGLU,5.75,3.25
HNRNPM,28.75,23.75
NAIP,0.25,0.25
NAP1L1,61.0,48.75
NAP1L4,2.25,0.5
NARS1,57.75,45.0
NASP,13.75,14.25
CEACAM6,0.0,0.0
NBL1,1.0,1.25
NUBP1,12.25,8.0
NBN,101.5,77.0
NCAM1,7.75,6.0
NCAM2,2.25,1.25
NCBP1,42.0,35.0
NCF2,4.5,3.75
NCF4,13.5,7.25
NCK1,18.75,10.5
NCL,366.0,287.25
NDN,8.25,3.75
NDUFA1,0.5,2.0
NDUFA2,21.75,20.75
NDUFA4,13.0,8.25
NDUFA5,39.5,25.5
NDUFA7,12.5,12.75
NDUFA8,8.25,9.25
NEB,0.0,0.0
NDUFA9,4.25,1.75
NDUFA10,32.5,30.75
NDUFAB1,8.5,7.75
NDUFB1,1.5,3.5
NDUFB2,1.5,2.0
NDUFB3,3.5,2.5
NDUFB4,10.5,6.5
NDUFB5,13.5,8.75
NDUFB6,1.0,1.0
NDUFB7,2.5,1.5
NDUFB8,3.75,3.5
NDUFB9,9.75,7.0
NDUFB10,3.0,1.25
NDUFC1,3.0,1.5
NDUFC2,55.75,33.75
NDUFS1,10.0,6.5
NDUFS2,20.5,16.75
NDUFS3,1.75,3.0
NDUFV1,0.5,0.25
NDUFS4,1.5,3.0
NDUFS5,8.0,9.25
NDUFS6,5.75,1.0
NDUFS8,1.25,1.25
NDUFV2,3.25,3.0
NDUFV3,7.5,7.5
DRG1,27.5,21.0
NEDD4,8.25,6.0
SEPTIN2,88.0,81.5
RPL10A,6.5,8.75
NEDD8,12.0,13.0
NEDD9,83.75,49.75
NEFH,6.25,3.75
NEK1,2.5,2.25
NEK2,8.75,4.75
NEK3,17.25,13.75
NEO1,1.5,1.25
NF1,42.0,22.0
NF2,95.75,63.0
NFATC1,83.5,69.25
NFATC2,54.75,39.0
NFIA,0.75,0.5
NFATC3,199.0,129.5
NFE2,4.0,0.75
NFE2L1,182.5,121.25
NFE2L2,67.0,52.75
NFIC,427.75,253.75
NFIL3,26.5,27.5
NFIX,48.25,20.75
NFKB1,19.25,18.25
NFKB2,0.0,0.25
NFKBIA,151.25,78.5
NFKBIB,2.5,1.25
NFKBIE,63.5,38.25
TONSL,5.0,4.75
NFRKB,23.0,21.5
NFX1,118.75,92.0
NFYA,352.75,259.0
NFYB,30.0,18.25
NFYC,29.5,27.75
NGFR,1.75,1.25
NHLH1,1.25,0.5
SNU13,112.25,78.75
NHS,0.0,0.0
NINJ1,11.5,12.0
NINJ2,4.25,2.0
NIT1,1.75,3.5
NKG7,2.5,1.0
NKTR,75.75,70.5
NNAT,0.0,0.0
NMB,0.5,1.25
NME1,53.5,38.25
NME2,50.75,39.75
NME3,4.5,2.25
NME4,29.25,18.75
NQO2,0.25,0.5
NMT1,138.25,92.25
NODAL,0.0,0.0
NOP2,116.75,94.25
NONO,110.75,92.75
NOS2,0.75,0.0
NOS3,0.25,0.5
CNOT2,44.75,35.0
CNOT4,31.5,23.25
NOTCH1,67.5,39.0
NOTCH2,107.75,64.25
CCN3,1.75,0.5
PNP,206.5,109.25
NPAS1,0.0,0.0
NPAT,17.25,12.75
NPC1,13.0,12.25
NPM1,107.25,77.25
NPPA,0.0,0.0
SLC11A2,51.5,28.25
NRAS,155.75,113.5
NRDC,0.5,1.5
NRF1,68.75,41.0
NRGN,6.75,4.5
NRL,1.75,1.0
YBX1,69.75,50.75
NSF,0.25,0.0
NT5E,0.0,3.0
NTHL1,0.5,0.0
NTRK3,1.0,0.5
NTSR1,7.5,6.5
NUCB1,15.75,12.25
NUCB2,3.75,1.75
NUMA1,100.25,72.75
NUP88,10.0,10.5
NUP98,89.5,82.25
NR4A2,17.5,178.75
NVL,5.5,3.5
OAS1,0.25,0.0
OAS2,7.5,2.75
OAS3,0.25,0.0
OAT,6.75,4.0
TBC1D25,11.25,9.25
OAZ1,118.5,84.75
OAZ2,15.75,10.0
OCRL,16.0,14.0
ODC1,66.5,75.25
ODF2,24.75,17.75
OGDH,13.5,8.75
OGG1,7.25,3.75
OGN,0.0,0.0
OLR1,0.25,10.0
OMG,0.0,0.25
OPA1,78.0,42.25
OPHN1,5.5,6.0
ORC1,9.75,16.0
ORC2,38.0,25.0
ORC4,7.25,7.5
ORC5,20.5,14.25
OSBP,172.5,122.0
OSM,76.5,229.0
OTX1,5.5,3.25
OVGP1,1.25,0.0
OXA1L,14.75,12.5
OXCT1,23.5,23.0
OXTR,1.5,0.25
P2RX1,13.5,19.25
P2RX4,3.25,1.5
P2RX5,0.0,1.0
P2RX7,4.5,1.5
P2RY1,15.75,6.5
P2RY2,640.0,305.0
P2RY6,17.75,6.0
P2RY11,17.0,17.5
P4HA1,26.75,19.5
P4HB,295.25,250.75
PA2G4,160.75,101.75
PEBP1,104.5,83.75
PABPC3,0.0,0.0
FURIN,67.75,28.75
PCSK6,0.0,0.0
PAFAH1B1,149.25,106.75
PAFAH1B2,427.25,243.25
PAFAH1B3,0.5,0.0
PAFAH2,31.25,22.25
PRDX1,35.25,23.0
SERPINE1,12.0,12.25
SERPINB2,0.0,0.0
PAK1,22.25,18.25
PAK2,241.25,174.25
PALM,0.25,0.25
PAM,1.25,0.25
PARN,0.75,0.25
PAX5,1.25,0.0
PAX6,0.0,0.0
PDCL,50.25,32.75
PBX1,0.0,0.25
PBX2,0.0,0.25
PBX3,135.0,89.25
PC,0.75,0.25
PCBD1,8.75,7.0
PCBP1,144.0,109.75
PCBP2,70.5,47.25
PCCA,1.0,0.25
PCCB,3.25,2.75
PCDHGC3,83.25,42.25
PCDH9,1.0,0.0
PCK2,1.25,0.5
PCM1,20.5,15.5
PCMT1,17.25,11.75
PCNA,51.75,34.5
PCNT,10.75,7.75
PCOLCE,0.0,0.25
CHMP1A,76.25,63.0
CDK16,32.0,24.25
CDK17,32.75,21.5
CDK18,3.5,1.75
PCYT1A,19.75,13.5
PDCD2,154.5,108.0
PDE3B,114.0,85.5
PDE4A,3.5,5.5
PDE4B,1.0,2.0
PDE4C,0.25,0.0
PDE4D,26.25,37.25
PDE6A,0.0,0.0
PDE6D,10.5,5.0
