PeakID (cmd=annotatePeaks.pl OCIAML3_1_195_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML3_1_195_R1_peak_1486	chr1	111203004	111205363	+	1104	NA	intron (DENND2D, intron 1 of 11)	NA	326	DENND2D								
OCIAML3_1_195_R1_peak_26537	chr6	73519332	73521107	+	1103	NA	intron (EEF1A1, intron 1 of 7)	NA	813	EEF1A1								
OCIAML3_1_195_R1_peak_29217	chr8	22692600	22696421	+	1102	NA	Intergenic	NA	-1930	EGR3								
OCIAML3_1_195_R1_peak_20358	chr22	39519134	39522342	+	1102	NA	exon (ATF4, exon 1 of 3)	NA	174	ATF4								
OCIAML3_1_195_R1_peak_4916	chr11	10806956	10808881	+	1101	NA	promoter-TSS (EIF4G2)	NA	-788	RP11-685M7.3								
OCIAML3_1_195_R1_peak_3068	chr1	234959775	234963356	+	1100	NA	Intergenic	NA	108253	LOC731656								
OCIAML3_1_195_R1_peak_27600	chr7	10939223	10940613	+	1100	NA	intron (NDUFA4, intron 1 of 3)	NA	268	NDUFA4								
OCIAML3_1_195_R1_peak_17290	chr2	121529890	121531011	+	1098	NA	promoter-TSS (RNU4ATAC)	NA	-430	RNU4ATAC								
OCIAML3_1_195_R1_peak_3137	chr1	235858595	235868213	+	1094	NA	intron (LYST, intron 1 of 3)	NA	-10383	MIR1537								
OCIAML3_1_195_R1_peak_19588	chr21	25734938	25736331	+	1094	NA	promoter-TSS (ATP5J)	NA	20	ATP5J								
OCIAML3_1_195_R1_peak_15545	chr19	47778199	47779228	+	1093	NA	exon (SEPW1, exon 1 of 6)	NA	128	SEPW1								
OCIAML3_1_195_R1_peak_13054	chr17	58005639	58007668	+	1093	NA	intron (SRSF1, intron 1 of 3)	NA	693	SRSF1								
OCIAML3_1_195_R1_peak_2692	chr1	211382329	211383754	+	1092	NA	intron (LINC00467, intron 1 of 5)	NA	286	LINC00467								
OCIAML3_1_195_R1_peak_15654	chr19	50803378	50805607	+	1092	NA	intron (C19orf48, intron 1 of 4)	NA	225	C19orf48								
OCIAML3_1_195_R1_peak_19254	chr20	49914624	49916150	+	1089	NA	promoter-TSS (SPATA2)	NA	-49	SPATA2								
OCIAML3_1_195_R1_peak_8405	chr13	75549339	75550297	+	1088	NA	promoter-TSS (UCHL3)	NA	59	UCHL3								
OCIAML3_1_195_R1_peak_13170	chr17	62064294	62066098	+	1084	NA	promoter-TSS (MED13)	NA	86	MED13								
OCIAML3_1_195_R1_peak_3516	chr10	14184328	14185609	+	1082	NA	intron (FRMD4A, intron 2 of 24)	NA	110684	RP11-397C18.2								
OCIAML3_1_195_R1_peak_1713	chr1	150576349	150579725	+	1081	NA	intron (MCL1, intron 1 of 1)	NA	1701	MCL1								
OCIAML3_1_195_R1_peak_28432	chr7	100673326	100675732	+	1080	NA	intron (GNB2, intron 1 of 9)	NA	789	GNB2								
OCIAML3_1_195_R1_peak_6970	chr12	51238614	51240172	+	1079	NA	intron (DAZAP2, intron 1 of 3)	NA	669	DAZAP2								
OCIAML3_1_195_R1_peak_1618	chr1	145926325	145928458	+	1072	NA	exon (RBM8A, exon 1 of 6)	NA	145	RBM8A								
OCIAML3_1_195_R1_peak_14373	chr19	1651141	1653052	+	1072	NA	promoter-TSS (TCF3)	NA	-821	TCF3								
OCIAML3_1_195_R1_peak_6988	chr12	52069640	52070847	+	1071	NA	intron (C12orf44, intron 1 of 3)	NA	269	C12orf44								
OCIAML3_1_195_R1_peak_9192	chr14	73136337	73138055	+	1071	NA	intron (PSEN1, intron 1 of 11)	NA	760	PSEN1								
OCIAML3_1_195_R1_peak_28377	chr7	99407352	99410210	+	1070	NA	promoter-TSS (BUD31)	NA	-99	PDAP1								
OCIAML3_1_195_R1_peak_13278	chr17	67824860	67826290	+	1067	NA	promoter-TSS (BPTF)	NA	47	BPTF								
OCIAML3_1_195_R1_peak_11695	chr16	71807895	71809731	+	1067	NA	exon (AP1G1, exon 1 of 24)	NA	260	AP1G1								
OCIAML3_1_195_R1_peak_24938	chr5	138463430	138467286	+	1065	NA	promoter-TSS (EGR1)	NA	-134	EGR1								
OCIAML3_1_195_R1_peak_11891	chr16	87950416	87952813	+	1061	NA	promoter-TSS (BANP)	NA	153	BANP								
OCIAML3_1_195_R1_peak_13175	chr17	62477625	62480198	+	1059	NA	promoter-TSS (TLK2)	NA	1819	TLK2								
OCIAML3_1_195_R1_peak_23094	chr4	82372229	82374257	+	1059	NA	intron (HNRNPD, intron 1 of 7)	NA	753	HNRNPD								
OCIAML3_1_195_R1_peak_29228	chr8	23067930	23069645	+	1055	NA	exon (TNFRSF10B, exon 1 of 9)	NA	400	TNFRSF10B								
OCIAML3_1_195_R1_peak_22715	chr4	24583252	24584665	+	1051	NA	intron (DHX15, intron 1 of 13)	NA	603	DHX15								
OCIAML3_1_195_R1_peak_28858	chr7	140923940	140925490	+	1051	NA	promoter-TSS (BRAF)	NA	-4	BRAF								
OCIAML3_1_195_R1_peak_8882	chr14	39431120	39432543	+	1051	NA	exon (FBXO33, exon 1 of 4)	NA	669	FBXO33								
OCIAML3_1_195_R1_peak_30764	chr9	35657947	35658755	+	1051	NA	promoter-TSS (CCDC107)	NA	47	CCDC107								
OCIAML3_1_195_R1_peak_7948	chr12	132084183	132085506	+	1051	NA	intron (EP400NL, intron 1 of 9)	NA	561	EP400NL								
OCIAML3_1_195_R1_peak_3998	chr10	69179106	69181232	+	1050	NA	promoter-TSS (SUPV3L1)	NA	-68	SUPV3L1								
OCIAML3_1_195_R1_peak_4996	chr11	18321744	18323270	+	1044	NA	promoter-TSS (HPS5)	NA	238	GTF2H1								
OCIAML3_1_195_R1_peak_3978	chr10	68900491	68902319	+	1042	NA	promoter-TSS (DDX50)	NA	60	DDX50								
OCIAML3_1_195_R1_peak_11325	chr16	31458194	31459831	+	1041	NA	promoter-TSS (ARMC5)	NA	243	ARMC5								
OCIAML3_1_195_R1_peak_1702	chr1	150362789	150367104	+	1039	NA	intron (RPRD2, intron 1 of 10)	NA	798	RPRD2								
OCIAML3_1_195_R1_peak_7039	chr12	54280718	54283846	+	1038	NA	exon (HNRNPA1, exon 4 of 12)	NA	1586	HNRNPA1								
OCIAML3_1_195_R1_peak_27715	chr7	23530432	23532554	+	1037	NA	intron (TRA2A, intron 1 of 8)	NA	548	TRA2A								
OCIAML3_1_195_R1_peak_24878	chr5	134224060	134226248	+	1037	NA	promoter-TSS (MIR3661)	NA	-603	MIR3661								
OCIAML3_1_195_R1_peak_30909	chr9	83978369	83981568	+	1037	NA	promoter-TSS (RMI1)	NA	686	HNRNPK								
OCIAML3_1_195_R1_peak_16764	chr2	68156913	68159294	+	1036	NA	promoter-TSS (WDR92)	NA	230	PNO1								
OCIAML3_1_195_R1_peak_16893	chr2	74391357	74392246	+	1032	NA	exon (DCTN1, exon 1 of 27)	NA	6083	DCTN1-AS1								
OCIAML3_1_195_R1_peak_16140	chr2	26243855	26245999	+	1032	NA	promoter-TSS (HADHA)	NA	179	HADHB								
OCIAML3_1_195_R1_peak_12689	chr17	38798292	38800083	+	1030	NA	intron (PIP4K2B, intron 1 of 10)	NA	-12281	PIP4K2B								
OCIAML3_1_195_R1_peak_1291	chr1	91021169	91022251	+	1030	NA	promoter-TSS (ZNF644)	NA	98	LOC102723410								
OCIAML3_1_195_R1_peak_8502	chr13	99199867	99201966	+	1030	NA	promoter-TSS (UBAC2-AS1)	NA	7	UBAC2								
OCIAML3_1_195_R1_peak_2135	chr1	167628980	167632394	+	1030	NA	exon (LOC102724466, exon 1 of 3)	NA	448	RCSD1								
OCIAML3_1_195_R1_peak_25173	chr5	154190063	154191082	+	1028	NA	promoter-TSS (GALNT10)	NA	-163	GALNT10								
OCIAML3_1_195_R1_peak_29478	chr8	42540762	42542522	+	1028	NA	promoter-TSS (SMIM19)	NA	63	SLC20A2								
OCIAML3_1_195_R1_peak_25797	chr6	24718972	24721277	+	1028	NA	promoter-TSS (C6orf62)	NA	712	C6orf62								
OCIAML3_1_195_R1_peak_20764	chr3	12840059	12841984	+	1028	NA	promoter-TSS (RPL32)	NA	561	RPL32								
OCIAML3_1_195_R1_peak_3330	chr10	930372	931719	+	1026	NA	intron (LARP4B, intron 1 of 17)	NA	660	LARP4B								
OCIAML3_1_195_R1_peak_6045	chr11	108008851	108010100	+	1026	NA	intron (CUL5, intron 1 of 17)	NA	793	CUL5								
OCIAML3_1_195_R1_peak_31009	chr9	92324631	92326236	+	1024	NA	promoter-TSS (NOL8)	NA	-35	CENPP								
OCIAML3_1_195_R1_peak_8699	chr14	21103655	21104722	+	1024	NA	promoter-TSS (ZNF219)	NA	3624	TMEM253								
OCIAML3_1_195_R1_peak_8054	chr13	27250606	27253775	+	1022	NA	intron (RPL21, intron 1 of 5)	NA	635	RPL21								
OCIAML3_1_195_R1_peak_2808	chr1	224329378	224330942	+	1022	NA	promoter-TSS (NVL)	NA	-21	NVL								
OCIAML3_1_195_R1_peak_12749	chr17	40646790	40648864	+	1022	NA	promoter-TSS (SMARCE1)	NA	24	SMARCE1								
OCIAML3_1_195_R1_peak_14546	chr19	5902418	5904477	+	1021	NA	intron (NDUFA11, intron 1 of 4)	NA	566	NDUFA11								
OCIAML3_1_195_R1_peak_23844	chr5	371979	375595	+	1021	NA	intron (AHRR, intron 3 of 10)	NA	69356	C5orf55								
OCIAML3_1_195_R1_peak_8974	chr14	51650989	51651840	+	1020	NA	promoter-TSS (FRMD6)	NA	330	FRMD6-AS1								
OCIAML3_1_195_R1_peak_23306	chr4	106315087	106317540	+	1019	NA	promoter-TSS (TBCK)	NA	-47	TBCK								
OCIAML3_1_195_R1_peak_21389	chr3	57555324	57557482	+	1017	NA	exon (PDE12, exon 1 of 3)	NA	149	PDE12								
OCIAML3_1_195_R1_peak_16977	chr2	86562438	86564100	+	1017	NA	intron (RNF103-CHMP3, intron 3 of 7)	NA	228	CHMP3								
OCIAML3_1_195_R1_peak_28667	chr7	127391167	127393779	+	1016	NA	promoter-TSS (ZNF800)	NA	251	ZNF800								
OCIAML3_1_195_R1_peak_14297	chr19	797337	799384	+	1016	NA	exon (PTBP1, exon 1 of 15)	NA	302	PTBP1								
OCIAML3_1_195_R1_peak_22353	chr3	185935675	185938081	+	1015	NA	promoter-TSS (TRA2B)	NA	1150	TRA2B								
OCIAML3_1_195_R1_peak_555	chr1	28647975	28648689	+	1015	NA	promoter-TSS (RNU11)	NA	-268	RNU11								
OCIAML3_1_195_R1_peak_14544	chr19	5790248	5791445	+	1008	NA	intron (DUS3L, intron 1 of 12)	NA	392	DUS3L								
OCIAML3_1_195_R1_peak_5193	chr11	47374190	47379361	+	1006	NA	intron (SPI1, intron 1 of 4)	NA	1801	SPI1								
OCIAML3_1_195_R1_peak_3331	chr10	931849	933195	+	1006	NA	promoter-TSS (LARP4B)	NA	-303	LOC101927762								
OCIAML3_1_195_R1_peak_12816	chr17	43315184	43316014	+	1005	NA	Intergenic	NA	73299	LINC00910								
OCIAML3_1_195_R1_peak_10797	chr16	2513576	2515456	+	1003	NA	intron (ATP6V0C, intron 1 of 2)	NA	646	ATP6V0C								
OCIAML3_1_195_R1_peak_15484	chr19	45478548	45479145	+	1002	NA	promoter-TSS (ERCC1)	NA	-9	ERCC1								
OCIAML3_1_195_R1_peak_16613	chr2	55615912	55617745	+	1000	NA	intron (SMEK2, intron 1 of 15)	NA	-25154	SMEK2								
OCIAML3_1_195_R1_peak_23851	chr5	398248	402198	+	999	NA	intron (AHRR, intron 4 of 10)	NA	42920	C5orf55								
OCIAML3_1_195_R1_peak_15275	chr19	38848236	38850123	+	997	NA	intron (HNRNPL, intron 1 of 12)	NA	798	HNRNPL								
OCIAML3_1_195_R1_peak_24883	chr5	134370485	134372645	+	996	NA	promoter-TSS (CDKL3)	NA	386	UBE2B								
OCIAML3_1_195_R1_peak_19378	chr20	58691898	58693616	+	996	NA	promoter-TSS (NPEPL1)	NA	-49	NPEPL1								
OCIAML3_1_195_R1_peak_17902	chr2	195657250	195659170	+	994	NA	intron (SLC39A10, intron 1 of 9)	NA	1402	SLC39A10								
OCIAML3_1_195_R1_peak_25544	chr6	5260234	5261938	+	994	NA	promoter-TSS (FARS2)	NA	-136	LYRM4								
OCIAML3_1_195_R1_peak_27353	chr6	166341692	166343571	+	994	NA	promoter-TSS (SFT2D1)	NA	0	LOC100289495								
OCIAML3_1_195_R1_peak_2969	chr1	234372752	234374796	+	993	NA	promoter-TSS (LOC101927765)	NA	91	COA6								
OCIAML3_1_195_R1_peak_26783	chr6	109380803	109383405	+	992	NA	intron (CD164, intron 1 of 5)	NA	455	CD164								
OCIAML3_1_195_R1_peak_20197	chr22	30591214	30592307	+	991	NA	intron (PES1, intron 3 of 16)	NA	15253	PES1								
OCIAML3_1_195_R1_peak_4440	chr10	102132986	102134097	+	990	NA	intron (PPRC1, intron 1 of 11)	NA	505	PPRC1								
OCIAML3_1_195_R1_peak_15814	chr19	55653804	55657016	+	988	NA	intron (U2AF2, intron 1 of 11)	NA	-3800	U2AF2								
OCIAML3_1_195_R1_peak_12012	chr17	1398803	1400196	+	987	NA	intron (YWHAE, intron 1 of 6)	NA	876	YWHAE								
OCIAML3_1_195_R1_peak_3962	chr10	68331000	68333900	+	987	NA	promoter-TSS (HNRNPH3)	NA	439	HNRNPH3								
OCIAML3_1_195_R1_peak_11227	chr16	29994778	29996712	+	986	NA	promoter-TSS (INO80E)	NA	351	HIRIP3								
OCIAML3_1_195_R1_peak_7595	chr12	109476872	109478233	+	986	NA	promoter-TSS (UBE3B)	NA	-71	UBE3B								
OCIAML3_1_195_R1_peak_4118	chr10	74149931	74152131	+	986	NA	promoter-TSS (ADK)	NA	37	AP3M1								
OCIAML3_1_195_R1_peak_32	chr1	1573285	1575557	+	984	NA	intron (SSU72, intron 1 of 4)	NA	448	SSU72								
OCIAML3_1_195_R1_peak_13644	chr17	81869965	81872404	+	984	NA	promoter-TSS (ARHGDIA)	NA	222	ARHGDIA								
OCIAML3_1_195_R1_peak_19411	chr20	62142250	62144845	+	984	NA	promoter-TSS (SS18L1)	NA	-89	PSMA7								
OCIAML3_1_195_R1_peak_9622	chr14	103333205	103335490	+	982	NA	promoter-TSS (EIF5)	NA	345	EIF5								
OCIAML3_1_195_R1_peak_19853	chr21	43775650	43776843	+	981	NA	exon (CSTB, exon 1 of 3)	NA	129	CSTB								
OCIAML3_1_195_R1_peak_22951	chr4	61876270	61880267	+	981	NA	intron (LPHN3, intron 6 of 22)	NA	-14392	LPHN3								
OCIAML3_1_195_R1_peak_11086	chr16	24539464	24541952	+	981	NA	exon (RBBP6, exon 1 of 3)	NA	1163	RBBP6								
OCIAML3_1_195_R1_peak_13076	chr17	58330366	58332572	+	981	NA	promoter-TSS (MIR142)	NA	-202	MIR142								
OCIAML3_1_195_R1_peak_3564	chr10	17642892	17645180	+	980	NA	promoter-TSS (STAM)	NA	-311	STAM								
OCIAML3_1_195_R1_peak_16357	chr2	39778465	39779527	+	979	NA	intron (THUMPD2, intron 1 of 6)	NA	-7445	THUMPD2								
OCIAML3_1_195_R1_peak_21926	chr3	136195094	136197423	+	976	NA	promoter-TSS (MSL2)	NA	-1790	MSL2								
OCIAML3_1_195_R1_peak_11177	chr16	29173747	29176024	+	975	NA	Intergenic	NA	45327	LOC101928188								
OCIAML3_1_195_R1_peak_7225	chr12	66168595	66170557	+	974	NA	intron (TMBIM4, intron 1 of 7)	NA	496	TMBIM4								
OCIAML3_1_195_R1_peak_13683	chr17	82457673	82458590	+	972	NA	promoter-TSS (NARF)	NA	-533	NARF								
OCIAML3_1_195_R1_peak_12147	chr17	7011927	7013276	+	972	NA	promoter-TSS (LOC100506713)	NA	184	RNASEK-C17orf49								
OCIAML3_1_195_R1_peak_31704	chr9	136482219	136483153	+	972	NA	promoter-TSS (C9orf163)	NA	354	SEC16A								
OCIAML3_1_195_R1_peak_17536	chr2	148644264	148645263	+	972	NA	promoter-TSS (EPC2)	NA	-98859	EPC2								
OCIAML3_1_195_R1_peak_17949	chr2	197453420	197454773	+	972	NA	intron (COQ10B, intron 1 of 4)	NA	274	COQ10B								
OCIAML3_1_195_R1_peak_22901	chr4	48831019	48832303	+	971	NA	intron (OCIAD1, intron 1 of 7)	NA	618	OCIAD1								
OCIAML3_1_195_R1_peak_22814	chr4	39456669	39459800	+	971	NA	promoter-TSS (LIAS)	NA	353	RPL9								
OCIAML3_1_195_R1_peak_22137	chr3	157158695	157161265	+	971	NA	exon (CCNL1, exon 1 of 11)	NA	224	CCNL1								
OCIAML3_1_195_R1_peak_25101	chr5	149549082	149552193	+	971	NA	promoter-TSS (CSNK1A1)	NA	915	CSNK1A1								
OCIAML3_1_195_R1_peak_29326	chr8	28890353	28891684	+	970	NA	promoter-TSS (INTS9)	NA	624	HMBOX1								
OCIAML3_1_195_R1_peak_3979	chr10	68955416	68957211	+	969	NA	promoter-TSS (DDX21)	NA	190	DDX21								
OCIAML3_1_195_R1_peak_2886	chr1	228165646	228166947	+	969	NA	promoter-TSS (IBA57-AS1)	NA	482	IBA57								
OCIAML3_1_195_R1_peak_23887	chr5	5422273	5423578	+	967	NA	promoter-TSS (LOC101929200)	NA	252	KIAA0947								
OCIAML3_1_195_R1_peak_24098	chr5	36874518	36878266	+	967	NA	promoter-TSS (NIPBL)	NA	302	LOC646719								
OCIAML3_1_195_R1_peak_14370	chr19	1591260	1593337	+	967	NA	intron (MBD3, intron 1 of 6)	NA	463	MBD3								
OCIAML3_1_195_R1_peak_1889	chr1	155561858	155564268	+	967	NA	promoter-TSS (ASH1L)	NA	-531	ASH1L								
OCIAML3_1_195_R1_peak_30115	chr8	116754776	116756499	+	967	NA	intron (EIF3H, intron 1 of 7)	NA	186	EIF3H								
OCIAML3_1_195_R1_peak_19286	chr20	50929811	50932146	+	964	NA	promoter-TSS (RP5-914P20.5)	NA	-6	RP5-914P20.5								
OCIAML3_1_195_R1_peak_28891	chr7	148940474	148941684	+	960	NA	promoter-TSS (RNY5)	NA	-409	RNY5								
OCIAML3_1_195_R1_peak_315	chr1	18902142	18902943	+	960	NA	exon (ALDH4A1, exon 1 of 15)	NA	257	ALDH4A1								
OCIAML3_1_195_R1_peak_6967	chr12	51172199	51173582	+	958	NA	exon (TFCP2, exon 1 of 15)	NA	253	TFCP2								
OCIAML3_1_195_R1_peak_18907	chr20	32357033	32359668	+	958	NA	promoter-TSS (ASXL1)	NA	-168	LOC100996873								
OCIAML3_1_195_R1_peak_22206	chr3	169966340	169967655	+	958	NA	promoter-TSS (LOC100128164)	NA	205	SEC62								
OCIAML3_1_195_R1_peak_31146	chr9	99220969	99223266	+	957	NA	promoter-TSS (ALG2)	NA	-153	ALG2								
OCIAML3_1_195_R1_peak_7642	chr12	111597117	111600276	+	957	NA	promoter-TSS (LOC102723619)	NA	-318	LOC102723619								
OCIAML3_1_195_R1_peak_4892	chr11	9459557	9460760	+	957	NA	promoter-TSS (ZNF143)	NA	540	LOC644656								
OCIAML3_1_195_R1_peak_22549	chr4	2007821	2009721	+	957	NA	exon (NELFA, exon 1 of 11)	NA	464	NELFA								
OCIAML3_1_195_R1_peak_15292	chr19	39397854	39399312	+	956	NA	exon (MED29, exon 4 of 4)	NA	7260	MED29								
OCIAML3_1_195_R1_peak_17947	chr2	197433580	197436103	+	956	NA	intron (SF3B1, intron 1 of 4)	NA	250	SF3B1								
OCIAML3_1_195_R1_peak_2061	chr1	161398647	161400549	+	956	NA	TTS (TRNAV29)	NA	174	TRNAV29								
OCIAML3_1_195_R1_peak_13213	chr17	63772511	63775130	+	955	NA	promoter-TSS (DDX42)	NA	-92	CCDC47								
OCIAML3_1_195_R1_peak_1931	chr1	156281644	156283617	+	955	NA	promoter-TSS (TMEM79)	NA	-283	TMEM79								
OCIAML3_1_195_R1_peak_12170	chr17	7250456	7253200	+	953	NA	promoter-TSS (ELP5)	NA	-152	CTDNEP1								
OCIAML3_1_195_R1_peak_18703	chr20	17967157	17970896	+	953	NA	promoter-TSS (MGME1)	NA	-35	SNX5								
OCIAML3_1_195_R1_peak_16946	chr2	85537282	85540470	+	952	NA	promoter-TSS (LOC100630918)	NA	10	LOC100630918								
OCIAML3_1_195_R1_peak_1847	chr1	154961288	154962447	+	951	NA	promoter-TSS (PYGO2)	NA	-85	PYGO2								
OCIAML3_1_195_R1_peak_13276	chr17	67717852	67718990	+	948	NA	intron (NOL11, intron 1 of 17)	NA	476	NOL11								
OCIAML3_1_195_R1_peak_5881	chr11	83157091	83160408	+	946	NA	intron (PCF11, intron 1 of 15)	NA	1654	PCF11								
OCIAML3_1_195_R1_peak_10807	chr16	2751126	2754846	+	946	NA	promoter-TSS (SRRM2-AS1)	NA	-386	SRRM2-AS1								
OCIAML3_1_195_R1_peak_4301	chr10	91923199	91925233	+	944	NA	intron (BTAF1, intron 1 of 26)	NA	-14715	FGFBP3								
OCIAML3_1_195_R1_peak_16748	chr2	65227128	65230030	+	944	NA	intron (ACTR2, intron 1 of 9)	NA	884	ACTR2								
OCIAML3_1_195_R1_peak_23123	chr4	83112263	83116058	+	944	NA	intron (PLAC8, intron 1 of 4)	NA	598	PLAC8								
OCIAML3_1_195_R1_peak_18871	chr20	25623208	25624800	+	942	NA	promoter-TSS (NANP)	NA	8	NANP								
OCIAML3_1_195_R1_peak_11166	chr16	29154292	29157120	+	941	NA	Intergenic	NA	-47518	LOC101928215								
OCIAML3_1_195_R1_peak_26436	chr6	52994913	52995664	+	941	NA	promoter-TSS (RN7SK)	NA	92	GSTA4								
OCIAML3_1_195_R1_peak_23098	chr4	82429545	82431385	+	939	NA	promoter-TSS (ENOPH1)	NA	-108	ENOPH1								
OCIAML3_1_195_R1_peak_28370	chr7	98878150	98879817	+	939	NA	intron (TRRAP, intron 1 of 71)	NA	493	TRRAP								
OCIAML3_1_195_R1_peak_12601	chr17	32349402	32351550	+	938	NA	promoter-TSS (C17orf75)	NA	307	MIR632								
OCIAML3_1_195_R1_peak_22311	chr3	184314512	184316266	+	937	NA	exon (EIF4G1, exon 1 of 32)	NA	-4924	EIF4G1								
OCIAML3_1_195_R1_peak_29719	chr8	73292430	73295512	+	937	NA	promoter-TSS (RDH10)	NA	-337	RPL7								
OCIAML3_1_195_R1_peak_621	chr1	32649391	32652034	+	937	NA	promoter-TSS (RBBP4)	NA	288	ZBTB8OS								
OCIAML3_1_195_R1_peak_32238	chrX	66009442	66019899	+	936	NA	Intergenic	NA	-4200	MIR223								
OCIAML3_1_195_R1_peak_13468	chr17	76556694	76558957	+	933	NA	promoter-TSS (SNHG16)	NA	61	SNHG16								
OCIAML3_1_195_R1_peak_29695	chr8	67342589	67343927	+	933	NA	promoter-TSS (LOC102724708)	NA	429	ARFGEF1								
OCIAML3_1_195_R1_peak_5157	chr11	46616851	46620005	+	932	NA	intron (ATG13, intron 2 of 16)	NA	-1126	HARBI1								
OCIAML3_1_195_R1_peak_20710	chr3	9791931	9794218	+	932	NA	promoter-TSS (TADA3)	NA	-43	ARPC4								
OCIAML3_1_195_R1_peak_28748	chr7	131327455	131329123	+	932	NA	promoter-TSS (MKLN1-AS)	NA	453	MKLN1								
OCIAML3_1_195_R1_peak_27439	chr7	974451	975642	+	931	NA	intron (COX19, intron 1 of 2)	NA	553	COX19								
OCIAML3_1_195_R1_peak_8999	chr14	55051019	55052810	+	931	NA	intron (MAPK1IP1L, intron 1 of 3)	NA	270	MAPK1IP1L								
OCIAML3_1_195_R1_peak_5072	chr11	34050909	34054302	+	931	NA	promoter-TSS (LOC101929918)	NA	-457	LOC101929918								
OCIAML3_1_195_R1_peak_5196	chr11	47390482	47396305	+	930	NA	Intergenic	NA	-7630	MIR4487								
OCIAML3_1_195_R1_peak_13444	chr17	75778637	75779916	+	930	NA	intron (H3F3B, intron 1 of 3)	NA	503	H3F3B								
OCIAML3_1_195_R1_peak_10625	chr15	92882751	92886192	+	929	NA	intron (LOC100507217, intron 2 of 5)	NA	1628	LOC100507217								
OCIAML3_1_195_R1_peak_15408	chr19	43596300	43597459	+	929	NA	promoter-TSS (IRGQ)	NA	293	ZNF576								
OCIAML3_1_195_R1_peak_11219	chr16	29862277	29863638	+	929	NA	promoter-TSS (CDIPT-AS1)	NA	331	CDIPT								
OCIAML3_1_195_R1_peak_2168	chr1	171484605	171486753	+	929	NA	exon (PRRC2C, exon 1 of 35)	NA	166	PRRC2C								
OCIAML3_1_195_R1_peak_20210	chr22	31488830	31490535	+	929	NA	promoter-TSS (EIF4ENIF1)	NA	-439	EIF4ENIF1								
OCIAML3_1_195_R1_peak_26043	chr6	31794662	31796359	+	928	NA	intron (VARS, intron 1 of 29)	NA	425	VARS								
OCIAML3_1_195_R1_peak_11176	chr16	29171970	29173578	+	928	NA	Intergenic	NA	47438	LOC101928188								
OCIAML3_1_195_R1_peak_28387	chr7	99557542	99559833	+	927	NA	promoter-TSS (ZNF655)	NA	-81	ZNF655								
OCIAML3_1_195_R1_peak_28503	chr7	104983426	104985210	+	927	NA	exon (LINC01004, exon 1 of 1)	NA	6847	LINC01004								
OCIAML3_1_195_R1_peak_15607	chr19	49487507	49489904	+	925	NA	intron (RPL13A, intron 1 of 7)	NA	1151	RPL13A								
OCIAML3_1_195_R1_peak_6303	chr11	130001530	130004317	+	925	NA	promoter-TSS (PRDM10)	NA	299	LINC00167								
OCIAML3_1_195_R1_peak_20398	chr22	41091669	41094002	+	925	NA	TTS (MIR1281)	NA	322	MIR1281								
OCIAML3_1_195_R1_peak_17628	chr2	159711562	159714254	+	925	NA	promoter-TSS (LOC102723926)	NA	419	MARCH7								
OCIAML3_1_195_R1_peak_12535	chr17	30477357	30478421	+	924	NA	exon (GOSR1, exon 1 of 9)	NA	481	GOSR1								
OCIAML3_1_195_R1_peak_28959	chr7	152463988	152465359	+	924	NA	exon (LINC01003, exon 1 of 1)	NA	549	LINC01003								
OCIAML3_1_195_R1_peak_22362	chr3	186782721	186785390	+	923	NA	promoter-TSS (SNORD2)	NA	483	EIF4A2								
OCIAML3_1_195_R1_peak_21242	chr3	49409711	49412071	+	923	NA	intron (RHOA, intron 1 of 4)	NA	1202	RHOA								
OCIAML3_1_195_R1_peak_28553	chr7	107742884	107744901	+	919	NA	exon (CBLL1, exon 1 of 6)	NA	159	LOC101927974								
OCIAML3_1_195_R1_peak_2527	chr1	200890942	200892349	+	919	NA	exon (C1orf106, exon 1 of 10)	NA	146	C1orf106								
OCIAML3_1_195_R1_peak_18260	chr2	231056512	231057852	+	918	NA	intron (PSMD1, intron 1 of 23)	NA	318	PSMD1								
OCIAML3_1_195_R1_peak_16994	chr2	95121239	95122140	+	918	NA	intron (MRPS5, intron 1 of 11)	NA	320	MRPS5								
OCIAML3_1_195_R1_peak_14774	chr19	12737099	12738099	+	918	NA	exon (ASNA1, exon 1 of 7)	NA	107	ASNA1								
OCIAML3_1_195_R1_peak_105	chr1	5991901	5992425	+	918	NA	promoter-TSS (KCNAB2)	NA	284	NPHP4								
OCIAML3_1_195_R1_peak_110	chr1	6198285	6200520	+	916	NA	intron (RPL22, intron 1 of 3)	NA	217	RPL22								
OCIAML3_1_195_R1_peak_5356	chr11	61791772	61793923	+	916	NA	promoter-TSS (MIR611)	NA	210	FEN1								
OCIAML3_1_195_R1_peak_19401	chr20	60054327	60057432	+	916	NA	promoter-TSS (C20orf197)	NA	-46	C20orf197								
OCIAML3_1_195_R1_peak_19372	chr20	58389144	58390046	+	916	NA	intron (VAPB, intron 1 of 4)	NA	408	VAPB								
