PeakID (cmd=annotatePeaks.pl D9_2_304_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_2_304_R1_peak_34075	chr8	144011886	144012824	+	1641	NA	promoter-TSS (SPATC1)	NA	-59	SPATC1								
D9_2_304_R1_peak_14706	chr17	47199937	47200500	+	1641	NA	intron (MYL4, intron 1 of 7)	NA	10856	MYL4								
D9_2_304_R1_peak_17707	chr19	51121269	51121662	+	1636	NA	Intergenic	NA	-1611	LOC102724060								
D9_2_304_R1_peak_33908	chr8	133074750	133075500	+	1633	NA	exon (SLA, exon 2 of 9)	NA	27941	SLA								
D9_2_304_R1_peak_3211	chr1	209784448	209785017	+	1627	NA	promoter-TSS (C1orf74)	NA	-187	C1orf74								
D9_2_304_R1_peak_20630	chr2	229415961	229416915	+	1626	NA	intron (DNER, intron 8 of 11)	NA	-145097	PID1								
D9_2_304_R1_peak_22543	chr22	24207895	24208393	+	1624	NA	Intergenic	NA	26668	SUSD2								
D9_2_304_R1_peak_21048	chr20	5862959	5863688	+	1614	NA	exon (C20orf196, exon 3 of 3)	NA	-48005	CHGB								
D9_2_304_R1_peak_16709	chr19	12665063	12665610	+	1610	NA	intron (MAN2B1, intron 3 of 23)	NA	1419	MAN2B1								
D9_2_304_R1_peak_33916	chr8	133149861	133151039	+	1609	NA	Intergenic	NA	-40589	WISP1								
D9_2_304_R1_peak_24710	chr3	141483373	141483910	+	1608	NA	Intergenic	NA	-3408	RASA2								
D9_2_304_R1_peak_3378	chr1	226033504	226034094	+	1606	NA	Intergenic	NA	-28908	H3F3A								
D9_2_304_R1_peak_35502	chr9	134922434	134923245	+	1606	NA	Intergenic	NA	-4879	FCN1								
D9_2_304_R1_peak_6254	chr11	64339985	64340425	+	1603	NA	promoter-TSS (CCDC88B)	NA	-14	CCDC88B								
D9_2_304_R1_peak_30113	chr6	89321564	89322079	+	1601	NA	Intergenic	NA	-6522	GABRR2								
D9_2_304_R1_peak_18083	chr2	10331775	10332668	+	1601	NA	intron (HPCAL1, intron 1 of 4)	NA	-29928	LOC101929691								
D9_2_304_R1_peak_21433	chr20	37270320	37270948	+	1595	NA	Intergenic	NA	-13738	GHRH								
D9_2_304_R1_peak_16818	chr19	15641809	15642582	+	1594	NA	intron (CYP4F3, intron 1 of 10)	NA	1298	CYP4F3								
D9_2_304_R1_peak_33915	chr8	133144290	133145320	+	1592	NA	Intergenic	NA	-41739	SLA								
D9_2_304_R1_peak_15598	chr18	3016572	3017320	+	1591	NA	Intergenic	NA	-4999	LPIN2								
D9_2_304_R1_peak_29684	chr6	37183076	37183687	+	1590	NA	Intergenic	NA	13235	PIM1								
D9_2_304_R1_peak_5096	chr10	104324096	104324812	+	1590	NA	intron (RP11-127L20.3, intron 2 of 2)	NA	1085	RP11-127L20.3								
D9_2_304_R1_peak_35143	chr9	121353379	121354029	+	1590	NA	intron (STOM, intron 3 of 5)	NA	16600	STOM								
D9_2_304_R1_peak_18480	chr2	42098473	42099055	+	1587	NA	Intergenic	NA	50743	PKDCC								
D9_2_304_R1_peak_17011	chr19	19542340	19543014	+	1577	NA	intron (CILP2, intron 5 of 7)	NA	4412	CILP2								
D9_2_304_R1_peak_12753	chr16	15590769	15591352	+	1577	NA	Intergenic	NA	19992	MIR6506								
D9_2_304_R1_peak_4783	chr10	88108076	88108725	+	1573	NA	Intergenic	NA	-157860	LOC101929727								
D9_2_304_R1_peak_33437	chr8	95212993	95213653	+	1564	NA	intron (C8orf69, intron 1 of 2)	NA	3051	C8orf69								
D9_2_304_R1_peak_15050	chr17	64442200	64442968	+	1558	NA	Intergenic	NA	-4600	MILR1								
D9_2_304_R1_peak_18426	chr2	38178801	38179484	+	1556	NA	intron (CYP1B1-AS1, intron 2 of 2)	NA	23688	LOC102723739								
D9_2_304_R1_peak_22376	chr21	45532731	45533298	+	1556	NA	intron (SLC19A1, intron 2 of 5)	NA	9457	SLC19A1								
D9_2_304_R1_peak_4853	chr10	92790185	92790875	+	1555	NA	Intergenic	NA	-44183	EXOC6								
D9_2_304_R1_peak_12989	chr16	30092499	30093188	+	1554	NA	promoter-TSS (TBX6)	NA	-959	TBX6								
D9_2_304_R1_peak_11527	chr15	55267349	55268201	+	1552	NA	intron (RAB27A, intron 1 of 6)	NA	22040	RAB27A								
D9_2_304_R1_peak_28886	chr6	6659583	6660297	+	1551	NA	Intergenic	NA	-37114	LY86-AS1								
D9_2_304_R1_peak_34452	chr9	71647111	71647654	+	1547	NA	Intergenic	NA	121502	TMEM2								
D9_2_304_R1_peak_19081	chr2	85579382	85579974	+	1544	NA	intron (VAMP8, intron 2 of 2)	NA	2187	VAMP8								
D9_2_304_R1_peak_24764	chr3	143600670	143601249	+	1541	NA	intron (SLC9A9, intron 6 of 15)	NA	-33115	LOC102724120								
D9_2_304_R1_peak_34321	chr9	34171732	34172239	+	1539	NA	Intergenic	NA	-7020	UBAP1								
D9_2_304_R1_peak_29419	chr6	31559798	31560702	+	1539	NA	Intergenic	NA	-12044	LTA								
D9_2_304_R1_peak_20636	chr2	230144187	230144716	+	1538	NA	Intergenic	NA	-58289	LOC101928789								
D9_2_304_R1_peak_29366	chr6	30516026	30516755	+	1538	NA	Intergenic	NA	26984	HLA-E								
D9_2_304_R1_peak_22339	chr21	44375098	44375689	+	1536	NA	intron (TRPM2, intron 5 of 30)	NA	21822	TRPM2								
D9_2_304_R1_peak_3664	chr1	243287589	243288113	+	1529	NA	intron (SDCCAG8, intron 5 of 14)	NA	31846	SDCCAG8								
D9_2_304_R1_peak_29449	chr6	31806750	31807274	+	1529	NA	promoter-TSS (LSM2)	NA	-28	LSM2								
D9_2_304_R1_peak_3879	chr10	11145132	11145850	+	1528	NA	intron (CELF2, intron 1 of 13)	NA	-19601	CELF2								
D9_2_304_R1_peak_29019	chr6	12208100	12208710	+	1523	NA	intron (HIVEP1, intron 8 of 9)	NA	-81891	EDN1								
D9_2_304_R1_peak_28164	chr5	141923374	141924257	+	1523	NA	promoter-TSS (KIAA0141)	NA	30	KIAA0141								
D9_2_304_R1_peak_30579	chr6	136783756	136784315	+	1523	NA	promoter-TSS (LOC101928429)	NA	-81	LOC101928429								
D9_2_304_R1_peak_27912	chr5	126758123	126758738	+	1521	NA	Intergenic	NA	-2718	LOC102723557								
D9_2_304_R1_peak_11715	chr15	64842947	64843560	+	1519	NA	intron (PLEKHO2, intron 1 of 4)	NA	1370	PLEKHO2								
D9_2_304_R1_peak_15935	chr18	46070638	46071160	+	1517	NA	intron (PSTPIP2, intron 1 of 14)	NA	1385	PSTPIP2								
D9_2_304_R1_peak_3666	chr1	243458918	243459571	+	1514	NA	intron (SDCCAG8, intron 10 of 11)	NA	-12781	LOC102724256								
D9_2_304_R1_peak_6166	chr11	62123547	62124117	+	1512	NA	promoter-TSS (INCENP)	NA	-141	INCENP								
D9_2_304_R1_peak_29784	chr6	42745893	42746400	+	1510	NA	promoter-TSS (TBCC)	NA	0	TBCC								
D9_2_304_R1_peak_1849	chr1	113783361	113783995	+	1502	NA	intron (RSBN1, intron 2 of 6)	NA	-24523	PHTF1								
D9_2_304_R1_peak_13548	chr16	81817763	81818404	+	1495	NA	intron (PLCG2, intron 2 of 32)	NA	38789	PLCG2								
D9_2_304_R1_peak_23048	chr22	44182427	44183093	+	1494	NA	intron (PARVG, intron 2 of 13)	NA	9804	PARVG								
D9_2_304_R1_peak_18027	chr2	8472460	8473148	+	1494	NA	Intergenic	NA	110988	AC011747.4								
D9_2_304_R1_peak_18168	chr2	24354838	24355311	+	1488	NA	intron (ITSN2, intron 1 of 38)	NA	5454	ITSN2								
D9_2_304_R1_peak_18418	chr2	38128558	38129129	+	1488	NA	Intergenic	NA	-2262	CYP1B1-AS1								
D9_2_304_R1_peak_994	chr1	41751146	41751783	+	1485	NA	intron (HIVEP3, intron 1 of 8)	NA	167361	HIVEP3								
D9_2_304_R1_peak_59	chr1	4007478	4008058	+	1481	NA	Intergenic	NA	22177	LOC102724415								
D9_2_304_R1_peak_18918	chr2	70123917	70124514	+	1479	NA	exon (LOC100133985, exon 2 of 2)	NA	1101	LOC100133985								
D9_2_304_R1_peak_12015	chr15	75349871	75350438	+	1476	NA	intron (NEIL1, intron 2 of 8)	NA	3111	NEIL1								
D9_2_304_R1_peak_27850	chr5	115841164	115841950	+	1476	NA	promoter-TSS (AP3S1)	NA	294	ATG12								
D9_2_304_R1_peak_12494	chr16	589077	589566	+	1472	NA	promoter-TSS (RAB40C)	NA	-852	RAB40C								
D9_2_304_R1_peak_11615	chr15	60408340	60408897	+	1470	NA	Intergenic	NA	-10632	ANXA2								
D9_2_304_R1_peak_33239	chr8	66103441	66103937	+	1468	NA	Intergenic	NA	-9598	LOC101060153								
D9_2_304_R1_peak_31911	chr7	99380032	99380608	+	1468	NA	intron (ARPC1B, intron 1 of 9)	NA	5645	ARPC1B								
D9_2_304_R1_peak_22179	chr21	35932190	35932789	+	1468	NA	Intergenic	NA	52341	LOC101928269								
D9_2_304_R1_peak_16217	chr18	79949704	79950312	+	1467	NA	intron (PQLC1, intron 2 of 4)	NA	1656	PQLC1								
D9_2_304_R1_peak_16771	chr19	14114820	14115396	+	1467	NA	promoter-TSS (PRKACA)	NA	2639	PRKACA								
D9_2_304_R1_peak_16925	chr19	18091070	18091727	+	1462	NA	Intergenic	NA	-4402	IL12RB1								
D9_2_304_R1_peak_3085	chr1	205284723	205285310	+	1461	NA	Intergenic	NA	20522	NUAK2								
D9_2_304_R1_peak_4478	chr10	71637865	71638569	+	1457	NA	intron (CDH23, intron 12 of 70)	NA	-40563	LOC101929085								
D9_2_304_R1_peak_1829	chr1	111733217	111733791	+	1453	NA	intron (FAM212B, intron 1 of 1)	NA	5920	FAM212B								
D9_2_304_R1_peak_26391	chr4	105060507	105061078	+	1451	NA	Intergenic	NA	84781	LOC101929491								
D9_2_304_R1_peak_9746	chr13	80036811	80037416	+	1450	NA	Intergenic	NA	13217	LOC101927216								
D9_2_304_R1_peak_32591	chr8	1466535	1467002	+	1450	NA	intron (DLGAP2, intron 2 of 13)	NA	-34598	DLGAP2								
D9_2_304_R1_peak_17345	chr19	41859524	41860215	+	1449	NA	promoter-TSS (RPS19)	NA	-49	RPS19								
D9_2_304_R1_peak_11439	chr15	50114365	50114824	+	1442	NA	intron (ATP8B4, intron 1 of 27)	NA	4628	ATP8B4								
D9_2_304_R1_peak_3112	chr1	206556692	206557518	+	1441	NA	promoter-TSS (RASSF5)	NA	49559	RASSF5								
D9_2_304_R1_peak_2450	chr1	161214307	161214737	+	1441	NA	promoter-TSS (FCER1G)	NA	-775	FCER1G								
D9_2_304_R1_peak_17771	chr19	51764308	51764809	+	1440	NA	intron (FPR2, intron 2 of 2)	NA	1169	FPR2								
D9_2_304_R1_peak_18009	chr2	8058560	8059151	+	1440	NA	intron (LINC00299, intron 8 of 8)	NA	-82041	LINC00298								
D9_2_304_R1_peak_11914	chr15	72365810	72366308	+	1440	NA	intron (HEXA, intron 1 of 13)	NA	-10054	HEXA-AS1								
D9_2_304_R1_peak_18516	chr2	43127605	43128127	+	1436	NA	Intergenic	NA	-25421	LOC100506047								
D9_2_304_R1_peak_35414	chr9	131597973	131598472	+	1434	NA	exon (RAPGEF1, exon 16 of 27)	NA	43233	LOC102723804								
D9_2_304_R1_peak_30273	chr6	109236970	109237542	+	1434	NA	intron (LOC100996634, intron 1 of 9)	NA	642	LOC100996634								
D9_2_304_R1_peak_6698	chr11	77994526	77995330	+	1434	NA	promoter-TSS (INTS4)	NA	-210	INTS4								
D9_2_304_R1_peak_3861	chr10	7046033	7046767	+	1434	NA	Intergenic	NA	266802	LINC00707								
D9_2_304_R1_peak_9948	chr13	114110358	114110880	+	1432	NA	intron (RASA3, intron 1 of 23)	NA	21973	RASA3								
D9_2_304_R1_peak_19433	chr2	112674182	112674649	+	1432	NA	Intergenic	NA	-1803	LOC102724955								
D9_2_304_R1_peak_2808	chr1	184944944	184945493	+	1421	NA	intron (FAM129A, intron 1 of 13)	NA	29368	FAM129A								
D9_2_304_R1_peak_30520	chr6	134216280	134217022	+	1420	NA	intron (SGK1, intron 2 of 13)	NA	-98971	HMGA1P7								
D9_2_304_R1_peak_26568	chr4	139189036	139189540	+	1417	NA	Intergenic	NA	-12070	ELF2								
D9_2_304_R1_peak_4201	chr10	35486351	35487105	+	1416	NA	intron (CCNY, intron 2 of 7)	NA	-118682	GJD4								
D9_2_304_R1_peak_28629	chr5	175853526	175854068	+	1412	NA	intron (CPLX2, intron 2 of 4)	NA	-17701	CPLX2								
D9_2_304_R1_peak_32924	chr8	30658013	30658713	+	1404	NA	promoter-TSS (GTF2E2)	NA	-142	GTF2E2								
D9_2_304_R1_peak_31370	chr7	36283196	36284151	+	1404	NA	intron (EEPD1, intron 4 of 7)	NA	83548	KIAA0895								
D9_2_304_R1_peak_18590	chr2	47300538	47301112	+	1400	NA	intron (AC073283.4, intron 1 of 2)	NA	-34490	BCYRN1								
D9_2_304_R1_peak_10691	chr14	75341574	75342075	+	1395	NA	Intergenic	NA	47420	RP11-293M10.5								
D9_2_304_R1_peak_32851	chr8	27827579	27828072	+	1391	NA	intron (PBK, intron 3 of 7)	NA	10270	PBK								
D9_2_304_R1_peak_18771	chr2	64852778	64853373	+	1388	NA	intron (AC007880.1, intron 1 of 4)	NA	10556	AC007880.1								
D9_2_304_R1_peak_19141	chr2	96257678	96258254	+	1387	NA	intron (TMEM127, intron 2 of 3)	NA	8047	TMEM127								
D9_2_304_R1_peak_28999	chr6	11525534	11526177	+	1386	NA	Intergenic	NA	-12372	TMEM170B								
D9_2_304_R1_peak_32061	chr7	106313927	106314466	+	1386	NA	Intergenic	NA	-29004	NAMPT								
D9_2_304_R1_peak_17507	chr19	45515065	45515551	+	1386	NA	intron (VASP, intron 1 of 12)	NA	7866	VASP								
D9_2_304_R1_peak_5859	chr11	35058946	35059478	+	1380	NA	Intergenic	NA	79844	RP4-607I7.1								
D9_2_304_R1_peak_22938	chr22	40463164	40463695	+	1378	NA	promoter-TSS (MKL1)	NA	-58371	RP4-591N18.2								
D9_2_304_R1_peak_855	chr1	36373717	36374288	+	1371	NA	intron (STK40, intron 1 of 11)	NA	11925	STK40								
D9_2_304_R1_peak_2071	chr1	151277049	151277811	+	1369	NA	Intergenic	NA	-4188	ZNF687								
D9_2_304_R1_peak_6205	chr11	63503238	63503894	+	1367	NA	Intergenic	NA	-4421	LGALS12								
D9_2_304_R1_peak_3535	chr1	233114663	233115326	+	1366	NA	intron (PCNXL2, intron 21 of 22)	NA	-85434	LOC101927736								
D9_2_304_R1_peak_30209	chr6	106447793	106448498	+	1366	NA	intron (AIM1, intron 1 of 21)	NA	54043	LOC101927405								
D9_2_304_R1_peak_10228	chr14	44961648	44962245	+	1366	NA	promoter-TSS (FAM179B)	NA	-273	FAM179B								
D9_2_304_R1_peak_11585	chr15	58484580	58485137	+	1363	NA	intron (RP11-355N15.1, intron 2 of 2)	NA	13877	RP11-355N15.1								
D9_2_304_R1_peak_8567	chr12	93184332	93184802	+	1363	NA	intron (RP11-486A14.2, intron 3 of 4)	NA	10201	LOC102724933								
D9_2_304_R1_peak_28538	chr5	172114797	172115265	+	1363	NA	intron (STK10, intron 4 of 18)	NA	73311	STK10								
D9_2_304_R1_peak_13332	chr16	67531236	67531690	+	1363	NA	promoter-TSS (FAM65A)	NA	2646	FAM65A								
D9_2_304_R1_peak_9693	chr13	75505244	75505784	+	1363	NA	Intergenic	NA	-22868	TBC1D4								
D9_2_304_R1_peak_24005	chr3	53166811	53167349	+	1363	NA	intron (PRKCD, intron 2 of 18)	NA	-1667	PRKCD								
D9_2_304_R1_peak_18736	chr2	64260720	64261201	+	1360	NA	Intergenic	NA	32506	AC074289.1								
D9_2_304_R1_peak_34007	chr8	141119336	141120062	+	1352	NA	Intergenic	NA	8612	LOC101927963								
D9_2_304_R1_peak_32727	chr8	22579675	22580591	+	1351	NA	promoter-TSS (PDLIM2)	NA	1392	PDLIM2								
D9_2_304_R1_peak_4899	chr10	96673264	96674004	+	1351	NA	intron (PIK3AP1, intron 2 of 16)	NA	46888	PIK3AP1								
D9_2_304_R1_peak_6532	chr11	72736541	72737147	+	1350	NA	intron (ARAP1, intron 1 of 34)	NA	15545	ARAP1								
D9_2_304_R1_peak_22095	chr21	33361879	33362626	+	1350	NA	Intergenic	NA	37343	IFNAR1								
D9_2_304_R1_peak_6065	chr11	57792903	57793429	+	1349	NA	intron (CTNND1, intron 3 of 18)	NA	31404	CTNND1								
D9_2_304_R1_peak_27048	chr5	14594750	14595583	+	1347	NA	intron (FAM105A, intron 1 of 7)	NA	13384	FAM105A								
D9_2_304_R1_peak_20863	chr20	1472760	1473292	+	1346	NA	Intergenic	NA	-6177	NSFL1C								
D9_2_304_R1_peak_7991	chr12	49670812	49671419	+	1346	NA	intron (FMNL3, intron 1 of 25)	NA	-9079	FMNL3								
D9_2_304_R1_peak_29242	chr6	24951547	24952320	+	1345	NA	intron (FAM65B, intron 1 of 13)	NA	-74568	FAM65B								
D9_2_304_R1_peak_34347	chr9	35114624	35115332	+	1343	NA	intron (FAM214B, intron 1 of 8)	NA	1330	FAM214B								
D9_2_304_R1_peak_34021	chr8	141278433	141278912	+	1339	NA	intron (SLC45A4, intron 1 of 7)	NA	-50098	SLC45A4								
D9_2_304_R1_peak_34884	chr9	105066217	105066906	+	1339	NA	Intergenic	NA	-74799	LOC101928579								
D9_2_304_R1_peak_27077	chr5	17436327	17437348	+	1338	NA	intron (LOC101929544, intron 1 of 1)	NA	-7220	LOC102723526								
D9_2_304_R1_peak_20964	chr20	4037881	4038477	+	1338	NA	Intergenic	NA	-22635	RNF24								
D9_2_304_R1_peak_5581	chr11	9273416	9274005	+	1335	NA	Intergenic	NA	-1533	TRNAL36								
D9_2_304_R1_peak_29775	chr6	42378455	42378981	+	1333	NA	intron (TRERF1, intron 1 of 16)	NA	72543	TRERF1								
D9_2_304_R1_peak_22145	chr21	34865485	34865985	+	1329	NA	intron (RUNX1, intron 3 of 6)	NA	-17921	LOC101928240								
D9_2_304_R1_peak_16190	chr18	77081385	77081789	+	1328	NA	intron (MBP, intron 1 of 5)	NA	23699	MBP								
D9_2_304_R1_peak_14042	chr17	10063649	10064210	+	1328	NA	intron (GAS7, intron 1 of 13)	NA	-27178	GAS7								
D9_2_304_R1_peak_4524	chr10	72297223	72297715	+	1327	NA	Intergenic	NA	23550	DDIT4								
D9_2_304_R1_peak_4205	chr10	36534474	36535046	+	1326	NA	Intergenic	NA	-590982	ANKRD30A								
D9_2_304_R1_peak_29394	chr6	30781681	30782460	+	1324	NA	Intergenic	NA	-37520	IER3								
D9_2_304_R1_peak_21022	chr20	5090154	5090669	+	1321	NA	Intergenic	NA	22646	TMEM230								
D9_2_304_R1_peak_6834	chr11	96207673	96208200	+	1315	NA	intron (MAML2, intron 1 of 4)	NA	-133511	MIR1260B								
D9_2_304_R1_peak_16487	chr19	6481522	6482060	+	1315	NA	promoter-TSS (DENND1C)	NA	-4	DENND1C								
D9_2_304_R1_peak_7566	chr12	11667131	11667586	+	1314	NA	intron (ETV6, intron 1 of 7)	NA	17504	ETV6								
D9_2_304_R1_peak_7657	chr12	14948719	14949272	+	1311	NA	intron (ARHGDIB, intron 3 of 5)	NA	12633	ARHGDIB								
D9_2_304_R1_peak_8619	chr12	96053855	96054725	+	1309	NA	Intergenic	NA	18269	TRNAD12								
D9_2_304_R1_peak_8439	chr12	75481010	75481541	+	1309	NA	intron (GLIPR1, intron 1 of 5)	NA	542	GLIPR1								
D9_2_304_R1_peak_32354	chr7	139828820	139829551	+	1305	NA	promoter-TSS (TBXAS1)	NA	32	TBXAS1								
D9_2_304_R1_peak_11705	chr15	64691922	64692533	+	1301	NA	intron (OAZ2, intron 1 of 4)	NA	11036	OAZ2								
D9_2_304_R1_peak_19625	chr2	134402398	134403057	+	1301	NA	intron (MGAT5, intron 11 of 16)	NA	-89330	LOC102723718								
D9_2_304_R1_peak_64	chr1	6027938	6028467	+	1301	NA	intron (KCNAB2, intron 1 of 15)	NA	35576	KCNAB2								
D9_2_304_R1_peak_21806	chr20	56487107	56487623	+	1299	NA	intron (RTFDC1, intron 6 of 9)	NA	18780	RTFDC1								
D9_2_304_R1_peak_17980	chr2	3377667	3378245	+	1299	NA	promoter-TSS (TSSC1)	NA	-74	TSSC1								
D9_2_304_R1_peak_16019	chr18	51211479	51211997	+	1297	NA	Intergenic	NA	-14057	MEX3C								
D9_2_304_R1_peak_16901	chr19	17523164	17523802	+	1292	NA	intron (FAM129C, intron 1 of 15)	NA	-3780	FAM129C								
D9_2_304_R1_peak_26509	chr4	123415822	123416428	+	1288	NA	Intergenic	NA	19330	SPRY1								
D9_2_304_R1_peak_23014	chr22	42931304	42932262	+	1288	NA	intron (PACSIN2, intron 1 of 9)	NA	15258	PACSIN2								
D9_2_304_R1_peak_25302	chr3	188214400	188214858	+	1286	NA	intron (LPP, intron 1 of 10)	NA	36086	FLJ42393								
D9_2_304_R1_peak_7079	chr11	119204952	119205633	+	1285	NA	promoter-TSS (CBL)	NA	-984	CBL								
D9_2_304_R1_peak_19829	chr2	157468798	157469870	+	1282	NA	Intergenic	NA	-25242	CYTIP								
D9_2_304_R1_peak_10960	chr14	93073914	93074815	+	1281	NA	intron (ITPK1, intron 3 of 10)	NA	6912	ITPK1-AS1								
D9_2_304_R1_peak_12622	chr16	4505179	4505734	+	1281	NA	intron (HMOX2, intron 3 of 7)	NA	9637	HMOX2								
D9_2_304_R1_peak_12055	chr15	77004189	77004648	+	1281	NA	intron (PSTPIP1, intron 1 of 9)	NA	9294	PSTPIP1								
D9_2_304_R1_peak_32997	chr8	38846688	38847257	+	1280	NA	intron (TACC1, intron 12 of 12)	NA	-54263	PLEKHA2								
D9_2_304_R1_peak_12541	chr16	2516455	2517010	+	1279	NA	intron (ATP6V0C, intron 2 of 3)	NA	2862	ATP6V0C								
D9_2_304_R1_peak_12187	chr15	85535960	85536438	+	1277	NA	intron (AKAP13, intron 4 of 38)	NA	-9995	LOC101929656								
D9_2_304_R1_peak_23450	chr3	19946752	19947532	+	1277	NA	promoter-TSS (RAB5A)	NA	62	RAB5A								
D9_2_304_R1_peak_26951	chr4	189566849	189567390	+	1277	NA	Intergenic	NA	-92486	RP11-462G22.1								
D9_2_304_R1_peak_9758	chr13	80873359	80874073	+	1276	NA	Intergenic	NA	-22643	LOC102724139								
D9_2_304_R1_peak_24695	chr3	138915128	138916238	+	1274	NA	Intergenic	NA	31457	FOXL2								
D9_2_304_R1_peak_3781	chr10	3720480	3721039	+	1272	NA	Intergenic	NA	64522	KLF6								
D9_2_304_R1_peak_31673	chr7	74226597	74226982	+	1271	NA	TTS (LAT2)	NA	17032	LAT2								
D9_2_304_R1_peak_5599	chr11	9716561	9717172	+	1271	NA	intron (SWAP70, intron 3 of 11)	NA	-10470	LOC101927955								
D9_2_304_R1_peak_35503	chr9	134929053	134929692	+	1271	NA	Intergenic	NA	-11412	FCN1								
D9_2_304_R1_peak_17444	chr19	44207166	44207691	+	1269	NA	Intergenic	NA	-5100	ZNF227								
D9_2_304_R1_peak_30086	chr6	87731701	87732792	+	1268	NA	Intergenic	NA	-29979	AKIRIN2								
D9_2_304_R1_peak_21712	chr20	50297479	50298019	+	1265	NA	intron (RP11-290F20.1, intron 1 of 4)	NA	5029	RP11-290F20.1								
D9_2_304_R1_peak_35423	chr9	131656360	131656947	+	1265	NA	intron (RAPGEF1, intron 1 of 23)	NA	83207	RAPGEF1								
D9_2_304_R1_peak_18826	chr2	68364850	68365441	+	1263	NA	promoter-TSS (PLEK)	NA	-45	PLEK								
D9_2_304_R1_peak_12440	chr15	100537341	100537759	+	1260	NA	intron (CERS3, intron 1 of 12)	NA	7170	CERS3								
D9_2_304_R1_peak_16880	chr19	17215050	17215770	+	1260	NA	promoter-TSS (USE1)	NA	64	USE1								
D9_2_304_R1_peak_26268	chr4	86908178	86908682	+	1259	NA	intron (C4orf36, intron 1 of 3)	NA	-4763	C4orf36								
D9_2_304_R1_peak_17916	chr19	56111344	56112083	+	1259	NA	intron (ZNF787, intron 1 of 2)	NA	9567	ZNF787								
D9_2_304_R1_peak_35529	chr9	136539621	136540291	+	1254	NA	intron (NOTCH1, intron 2 of 33)	NA	5830	NOTCH1								
D9_2_304_R1_peak_13963	chr17	7583866	7584424	+	1254	NA	promoter-TSS (LOC102724164)	NA	-329	LOC102724164								
D9_2_304_R1_peak_26251	chr4	84966486	84967205	+	1249	NA	promoter-TSS (WDFY3)	NA	27	WDFY3-AS2								
D9_2_304_R1_peak_4739	chr10	80598000	80598542	+	1249	NA	intron (SH2D4B, intron 4 of 6)	NA	57452	SH2D4B								
D9_2_304_R1_peak_18789	chr2	65017269	65017742	+	1249	NA	intron (SLC1A4, intron 5 of 7)	NA	-13004	LOC102724233								
D9_2_304_R1_peak_27648	chr5	94032740	94033425	+	1249	NA	intron (FAM172A, intron 2 of 8)	NA	78617	FAM172A								
D9_2_304_R1_peak_10664	chr14	75120726	75121421	+	1245	NA	intron (NEK9, intron 3 of 21)	NA	6002	NEK9								
D9_2_304_R1_peak_22230	chr21	38274100	38274724	+	1245	NA	intron (KCNJ15, intron 1 of 2)	NA	-22244	KCNJ15								
D9_2_304_R1_peak_32214	chr7	129224206	129225124	+	1243	NA	promoter-TSS (AHCYL2)	NA	35793	SMO								
D9_2_304_R1_peak_6770	chr11	86193124	86193807	+	1243	NA	Intergenic	NA	-51079	EED								
D9_2_304_R1_peak_30278	chr6	109322807	109323327	+	1243	NA	Intergenic	NA	28388	LOC101927538								
D9_2_304_R1_peak_23679	chr3	42652630	42653096	+	1243	NA	promoter-TSS (ZBTB47)	NA	-821	ZBTB47								
D9_2_304_R1_peak_10554	chr14	69652777	69653290	+	1237	NA	intron (KIAA0247, intron 1 of 5)	NA	41440	KIAA0247								
D9_2_304_R1_peak_4298	chr10	48800180	48800777	+	1235	NA	intron (WDFY4, intron 24 of 61)	NA	115005	WDFY4								
D9_2_304_R1_peak_19522	chr2	121197396	121198259	+	1231	NA	Intergenic	NA	87369	TFCP2L1								
D9_2_304_R1_peak_10116	chr14	24277820	24278251	+	1227	NA	Intergenic	NA	-6408	RABGGTA								
D9_2_304_R1_peak_34818	chr9	98045380	98045789	+	1227	NA	intron (TRIM14, intron 6 of 6)	NA	-11093	NANS								
D9_2_304_R1_peak_798	chr1	33334841	33335554	+	1227	NA	promoter-TSS (PHC2)	NA	96	PHC2								
D9_2_304_R1_peak_4872	chr10	95697387	95697951	+	1227	NA	Intergenic	NA	-3526	TCTN3								
D9_2_304_R1_peak_33547	chr8	102978455	102978983	+	1227	NA	TTS (LOC100996457)	NA	-42301	ATP6V1C1								
D9_2_304_R1_peak_32356	chr7	139855387	139855995	+	1226	NA	intron (TBXAS1, intron 1 of 12)	NA	26538	TBXAS1								
D9_2_304_R1_peak_6494	chr11	69712091	69712611	+	1225	NA	Intergenic	NA	-8013	FGF19								
D9_2_304_R1_peak_31008	chr7	726363	726904	+	1225	NA	promoter-TSS (HEATR2)	NA	-68	HEATR2								
D9_2_304_R1_peak_20597	chr2	226136655	226137381	+	1225	NA	Intergenic	NA	-5776	LOC646736								
D9_2_304_R1_peak_14676	chr17	45225917	45226689	+	1224	NA	intron (FMNL1, intron 1 of 25)	NA	4397	FMNL1								
D9_2_304_R1_peak_16339	chr19	2270782	2271239	+	1218	NA	intron (OAZ1, intron 1 of 4)	NA	1489	OAZ1								
