PeakID (cmd=annotatePeaks.pl OCIAML2_1_168_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML2_1_168_R1_peak_4342	chr2	16630515	16630823	+	811	NA	intron (FAM49A, intron 1 of 11)	NA	35197	FAM49A								
OCIAML2_1_168_R1_peak_5525	chr22	46587666	46587976	+	809	NA	intron (GRAMD4, intron 1 of 17)	NA	-26113	GRAMD4								
OCIAML2_1_168_R1_peak_3744	chr17	80737423	80737834	+	809	NA	intron (RPTOR, intron 5 of 33)	NA	68004	RP11-28G8.1								
OCIAML2_1_168_R1_peak_8680	chr8	140168290	140168684	+	806	NA	intron (TRAPPC9, intron 17 of 22)	NA	288350	TRAPPC9								
OCIAML2_1_168_R1_peak_1753	chr11	118010972	118011332	+	806	NA	Intergenic	NA	24761	IL10RA								
OCIAML2_1_168_R1_peak_1724	chr11	105220154	105220520	+	798	NA	Intergenic	NA	-80603	CARD18								
OCIAML2_1_168_R1_peak_35	chr1	13642607	13642957	+	797	NA	Intergenic	NA	58515	PDPN								
OCIAML2_1_168_R1_peak_5691	chr3	45972539	45973004	+	797	NA	intron (FYCO1, intron 6 of 17)	NA	12992	FYCO1								
OCIAML2_1_168_R1_peak_8772	chr9	27634871	27635209	+	795	NA	Intergenic	NA	-61174	C9orf72								
OCIAML2_1_168_R1_peak_6647	chr5	17455968	17456254	+	793	NA	Intergenic	NA	12054	LOC102723526								
OCIAML2_1_168_R1_peak_4336	chr2	14143465	14143850	+	793	NA	Intergenic	NA	257301	LINC00276								
OCIAML2_1_168_R1_peak_7137	chr6	11525744	11526078	+	792	NA	Intergenic	NA	-12316	TMEM170B								
OCIAML2_1_168_R1_peak_4159	chr19	42129325	42129648	+	785	NA	intron (POU2F2, intron 1 of 13)	NA	2987	POU2F2								
OCIAML2_1_168_R1_peak_2224	chr12	119375606	119375939	+	785	NA	intron (CCDC60, intron 1 of 12)	NA	40843	CCDC60								
OCIAML2_1_168_R1_peak_437	chr1	150611437	150611829	+	785	NA	Intergenic	NA	17989	ENSA								
OCIAML2_1_168_R1_peak_3956	chr19	3141906	3142304	+	785	NA	exon (AC005264.2, exon 4 of 4)	NA	5912	GNA15								
OCIAML2_1_168_R1_peak_7502	chr6	107657859	107658160	+	783	NA	intron (SOBP, intron 6 of 6)	NA	-48748	LOC101927442								
OCIAML2_1_168_R1_peak_2446	chr13	67520883	67521295	+	782	NA	Intergenic	NA	-290753	PCDH9								
OCIAML2_1_168_R1_peak_5240	chr21	15682279	15682569	+	779	NA	Intergenic	NA	-47601	USP25								
OCIAML2_1_168_R1_peak_8026	chr7	106865120	106865514	+	779	NA	promoter-TSS (PIK3CG)	NA	21	PIK3CG								
OCIAML2_1_168_R1_peak_1630	chr11	72736639	72736993	+	779	NA	intron (ARAP1, intron 1 of 34)	NA	15573	ARAP1								
OCIAML2_1_168_R1_peak_5154	chr20	48712474	48712788	+	773	NA	intron (PREX1, intron 5 of 39)	NA	-56036	PREX1								
OCIAML2_1_168_R1_peak_4649	chr2	130371833	130372417	+	773	NA	intron (PTPN18, intron 11 of 14)	NA	16077	PTPN18								
OCIAML2_1_168_R1_peak_8398	chr8	58172852	58173248	+	771	NA	Intergenic	NA	99051	LOC101929528								
OCIAML2_1_168_R1_peak_853	chr1	229023605	229023928	+	770	NA	Intergenic	NA	232538	LOC102723935								
OCIAML2_1_168_R1_peak_6404	chr4	101790511	101790842	+	768	NA	promoter-TSS (BANK1)	NA	-23150	BANK1								
OCIAML2_1_168_R1_peak_8015	chr7	102306982	102307299	+	766	NA	intron (SH2B2, intron 3 of 8)	NA	22022	SH2B2								
OCIAML2_1_168_R1_peak_4739	chr2	172280816	172281205	+	766	NA	Intergenic	NA	-146576	ITGA6								
OCIAML2_1_168_R1_peak_4440	chr2	58039152	58039499	+	766	NA	intron (VRK2, intron 3 of 15)	NA	-7317	VRK2								
OCIAML2_1_168_R1_peak_6823	chr5	100313715	100314047	+	766	NA	Intergenic	NA	74373	LOC100133050								
OCIAML2_1_168_R1_peak_6396	chr4	99816612	99816986	+	765	NA	promoter-TSS (DAPP1)	NA	-25	DAPP1								
OCIAML2_1_168_R1_peak_7241	chr6	30516126	30516441	+	765	NA	Intergenic	NA	26877	HLA-E								
OCIAML2_1_168_R1_peak_6089	chr3	184546217	184546554	+	765	NA	Intergenic	NA	-15414	EPHB3								
OCIAML2_1_168_R1_peak_706	chr1	204499016	204499300	+	763	NA	Intergenic	NA	-4343	PIK3C2B								
OCIAML2_1_168_R1_peak_6745	chr5	67215818	67216171	+	761	NA	Intergenic	NA	-24912	CD180								
OCIAML2_1_168_R1_peak_1263	chr10	95697421	95697803	+	759	NA	Intergenic	NA	-3469	TCTN3								
OCIAML2_1_168_R1_peak_617	chr1	183604853	183605183	+	758	NA	Intergenic	NA	-14485	NCF2								
OCIAML2_1_168_R1_peak_6966	chr5	150058794	150059081	+	758	NA	intron (CSF1R, intron 13 of 19)	NA	27703	CSF1R								
OCIAML2_1_168_R1_peak_1675	chr11	79387439	79387824	+	756	NA	intron (TENM4, intron 1 of 33)	NA	14468	MIR708								
OCIAML2_1_168_R1_peak_7655	chr6	142913470	142913834	+	753	NA	intron (HIVEP2, intron 1 of 9)	NA	32706	HIVEP2								
OCIAML2_1_168_R1_peak_2949	chr15	69131597	69131955	+	753	NA	Intergenic	NA	-28806	GLCE								
OCIAML2_1_168_R1_peak_4780	chr2	195536295	195536577	+	753	NA	Intergenic	NA	-120747	SLC39A10								
OCIAML2_1_168_R1_peak_5451	chr22	36864528	36864846	+	752	NA	intron (NCF4, intron 2 of 8)	NA	3699	NCF4								
OCIAML2_1_168_R1_peak_7690	chr6	154414100	154414386	+	751	NA	intron (CNKSR3, intron 10 of 12)	NA	-57477	IPCEF1								
OCIAML2_1_168_R1_peak_1713	chr11	101508432	101508790	+	749	NA	intron (TRPC6, intron 1 of 12)	NA	11244	MIR3920								
OCIAML2_1_168_R1_peak_7741	chr6	168447316	168447627	+	749	NA	intron (SMOC2, intron 1 of 12)	NA	6320	SMOC2								
OCIAML2_1_168_R1_peak_3383	chr17	1627134	1627467	+	749	NA	intron (SLC43A2, intron 2 of 13)	NA	1164	SLC43A2								
OCIAML2_1_168_R1_peak_8632	chr8	129418617	129418908	+	748	NA	Intergenic	NA	65380	MIR3686								
OCIAML2_1_168_R1_peak_3217	chr16	31367877	31368202	+	748	NA	intron (ITGAX, intron 14 of 30)	NA	12905	ITGAX								
OCIAML2_1_168_R1_peak_4030	chr19	12785664	12786021	+	745	NA	Intergenic	NA	-1290	MIR5684								
OCIAML2_1_168_R1_peak_2731	chr14	89720846	89721162	+	744	NA	Intergenic	NA	-87175	LOC102723683								
OCIAML2_1_168_R1_peak_2060	chr12	67698751	67699203	+	739	NA	Intergenic	NA	30498	RP11-43N5.1								
OCIAML2_1_168_R1_peak_6218	chr4	6938201	6938536	+	737	NA	intron (TBC1D14, intron 2 of 13)	NA	-49140	TBC1D14								
OCIAML2_1_168_R1_peak_7309	chr6	36628939	36629199	+	733	NA	Intergenic	NA	-6603	MIR3925								
OCIAML2_1_168_R1_peak_3967	chr19	4669626	4669882	+	732	NA	intron (C19orf10, intron 1 of 5)	NA	649	C19orf10								
OCIAML2_1_168_R1_peak_1502	chr11	40086604	40086947	+	728	NA	Intergenic	NA	206355	LRRC4C								
OCIAML2_1_168_R1_peak_4705	chr2	157469423	157469764	+	728	NA	Intergenic	NA	-25501	CYTIP								
OCIAML2_1_168_R1_peak_4647	chr2	128513957	128514297	+	727	NA	Intergenic	NA	-195530	HS6ST1								
OCIAML2_1_168_R1_peak_5377	chr22	22343607	22343924	+	726	NA	Intergenic	NA	45667	BMS1P20								
OCIAML2_1_168_R1_peak_4625	chr2	118056142	118056466	+	725	NA	intron (LOC102723413, intron 3 of 3)	NA	10954	LOC102723413								
OCIAML2_1_168_R1_peak_4193	chr19	46490334	46490608	+	725	NA	TTS (PNMAL2)	NA	5441	PNMAL2								
OCIAML2_1_168_R1_peak_8297	chr8	33554781	33555120	+	724	NA	intron (RNF122, intron 2 of 5)	NA	12178	RNF122								
OCIAML2_1_168_R1_peak_29	chr1	12184265	12184624	+	722	NA	intron (TNFRSF1B, intron 1 of 9)	NA	-7308	MIR4632								
OCIAML2_1_168_R1_peak_6541	chr4	156021298	156021621	+	721	NA	Intergenic	NA	-67563	CTSO								
OCIAML2_1_168_R1_peak_7522	chr6	109454714	109455075	+	718	NA	intron (MICAL1, intron 1 of 24)	NA	1093	MICAL1								
OCIAML2_1_168_R1_peak_7187	chr6	16851852	16852174	+	718	NA	Intergenic	NA	90142	LOC101928433								
OCIAML2_1_168_R1_peak_2954	chr15	69721506	69721795	+	716	NA	Intergenic	NA	-113584	LINC00593								
OCIAML2_1_168_R1_peak_4297	chr2	8058701	8058954	+	716	NA	intron (LINC00299, intron 8 of 8)	NA	-82013	LINC00298								
OCIAML2_1_168_R1_peak_4521	chr2	74080003	74080350	+	715	NA	intron (TET3, intron 2 of 8)	NA	67736	BOLA3								
OCIAML2_1_168_R1_peak_7318	chr6	37183349	37183652	+	715	NA	Intergenic	NA	13354	PIM1								
OCIAML2_1_168_R1_peak_6945	chr5	143435172	143435596	+	712	NA	promoter-TSS (NR3C1)	NA	-582	NR3C1								
OCIAML2_1_168_R1_peak_420	chr1	121516410	121516943	+	712	NA	Intergenic	NA	-2436	EMBP1								
OCIAML2_1_168_R1_peak_8814	chr9	70608001	70608302	+	712	NA	TTS (LOC101927086)	NA	6405	LOC101927086								
OCIAML2_1_168_R1_peak_6375	chr4	86908238	86908544	+	712	NA	intron (C4orf36, intron 1 of 3)	NA	2192	C4orf36								
OCIAML2_1_168_R1_peak_5100	chr20	36843432	36843692	+	709	NA	intron (SOGA1, intron 1 of 14)	NA	20122	SOGA1								
OCIAML2_1_168_R1_peak_2611	chr14	50978218	50978467	+	709	NA	TTS (TRIM9)	NA	-33812	PYGL								
OCIAML2_1_168_R1_peak_1403	chr11	3022430	3022801	+	708	NA	intron (CARS, intron 10 of 22)	NA	-30238	NAP1L4								
OCIAML2_1_168_R1_peak_7844	chr7	29135895	29136179	+	706	NA	intron (CPVL, intron 3 of 14)	NA	-10538	LOC644086								
OCIAML2_1_168_R1_peak_779	chr1	217322832	217323154	+	704	NA	Intergenic	NA	308091	GPATCH2								
OCIAML2_1_168_R1_peak_1846	chr12	6378797	6379068	+	704	NA	intron (LTBR, intron 1 of 9)	NA	-3708	SCNN1A								
OCIAML2_1_168_R1_peak_7429	chr6	74925776	74926098	+	704	NA	Intergenic	NA	280114	COL12A1								
OCIAML2_1_168_R1_peak_5997	chr3	153373699	153373997	+	702	NA	Intergenic	NA	-110647	C3orf79								
OCIAML2_1_168_R1_peak_3614	chr17	58233631	58233930	+	702	NA	Intergenic	NA	-4646	LPO								
OCIAML2_1_168_R1_peak_269	chr1	62800759	62801147	+	698	NA	intron (ATG4C, intron 1 of 10)	NA	16847	ATG4C								
OCIAML2_1_168_R1_peak_2135	chr12	102504323	102504583	+	696	NA	Intergenic	NA	-23853	IGF1								
OCIAML2_1_168_R1_peak_5825	chr3	98406050	98406423	+	692	NA	Intergenic	NA	15570	OR5K3								
OCIAML2_1_168_R1_peak_2947	chr15	68818972	68819245	+	692	NA	intron (ANP32A, intron 1 of 6)	NA	1794	ANP32A								
OCIAML2_1_168_R1_peak_8247	chr8	24330479	24330784	+	691	NA	intron (ADAM28, intron 11 of 21)	NA	-29434	RP11-624C23.1								
OCIAML2_1_168_R1_peak_8085	chr7	138564962	138565321	+	691	NA	intron (TRIM24, intron 9 of 18)	NA	104807	TRIM24								
OCIAML2_1_168_R1_peak_6695	chr5	40591791	40592187	+	690	NA	Intergenic	NA	-88962	PTGER4								
OCIAML2_1_168_R1_peak_411	chr1	119323576	119323952	+	689	NA	Intergenic	NA	-45015	HAO2								
OCIAML2_1_168_R1_peak_8190	chr8	11858644	11859037	+	687	NA	intron (CTSB, intron 1 of 9)	NA	9297	CTSB								
OCIAML2_1_168_R1_peak_2688	chr14	74940075	74940604	+	687	NA	Intergenic	NA	15425	PGF								
OCIAML2_1_168_R1_peak_2299	chr13	22801127	22801443	+	685	NA	Intergenic	NA	96896	BASP1P1								
OCIAML2_1_168_R1_peak_5879	chr3	117553563	117553884	+	685	NA	Intergenic	NA	-170744	LOC101926953								
OCIAML2_1_168_R1_peak_8578	chr8	119956192	119956485	+	685	NA	intron (DEPTOR, intron 3 of 8)	NA	82683	DEPTOR								
OCIAML2_1_168_R1_peak_5290	chr21	33433414	33433780	+	685	NA	intron (IFNGR2, intron 7 of 7)	NA	30160	IFNGR2								
OCIAML2_1_168_R1_peak_6894	chr5	133932718	133933078	+	685	NA	Intergenic	NA	35817	C5orf15								
OCIAML2_1_168_R1_peak_8664	chr8	134318697	134318999	+	684	NA	Intergenic	NA	-279223	ZFAT-AS1								
OCIAML2_1_168_R1_peak_5057	chr20	20691151	20691419	+	683	NA	intron (RALGAPA2, intron 1 of 39)	NA	21353	RALGAPA2								
OCIAML2_1_168_R1_peak_7777	chr7	5556327	5556612	+	683	NA	Intergenic	NA	-25868	ACTB								
OCIAML2_1_168_R1_peak_896	chr1	234522550	234522851	+	682	NA	Intergenic	NA	9079	RP5-855F14.1								
OCIAML2_1_168_R1_peak_7225	chr6	26577401	26577748	+	682	NA	TTS (TRNAY7)	NA	470	TRNAY7								
OCIAML2_1_168_R1_peak_5038	chr20	16710827	16711113	+	680	NA	Intergenic	NA	-18994	SNRPB2								
OCIAML2_1_168_R1_peak_7796	chr7	13990428	13990726	+	679	NA	promoter-TSS (ETV1)	NA	-4063	ETV1								
OCIAML2_1_168_R1_peak_8662	chr8	133899339	133899655	+	679	NA	intron (RP11-157E21.1, intron 3 of 3)	NA	13001	RP11-157E21.1								
OCIAML2_1_168_R1_peak_1310	chr10	107451085	107451367	+	678	NA	Intergenic	NA	-252296	LOC101927573								
OCIAML2_1_168_R1_peak_4430	chr2	54115748	54116056	+	678	NA	intron (ACYP2, intron 1 of 3)	NA	629	ACYP2								
OCIAML2_1_168_R1_peak_3754	chr17	82449552	82449831	+	677	NA	promoter-TSS (C17orf62)	NA	1140	C17orf62								
OCIAML2_1_168_R1_peak_4409	chr2	42752277	42752682	+	677	NA	intron (MTA3, intron 17 of 17)	NA	11782	OXER1								
OCIAML2_1_168_R1_peak_6642	chr5	17118592	17118954	+	677	NA	Intergenic	NA	98649	AC091878.1								
OCIAML2_1_168_R1_peak_8518	chr8	100212956	100213220	+	677	NA	intron (SPAG1, intron 10 of 18)	NA	54753	SPAG1								
OCIAML2_1_168_R1_peak_1515	chr11	45083275	45083586	+	676	NA	Intergenic	NA	-63913	PRDM11								
OCIAML2_1_168_R1_peak_2729	chr14	89589715	89590032	+	676	NA	intron (LOC102723683, intron 3 of 4)	NA	13657	FOXN3-AS2								
OCIAML2_1_168_R1_peak_5296	chr21	34745550	34745904	+	675	NA	promoter-TSS (AP000330.8)	NA	-98	AP000330.8								
OCIAML2_1_168_R1_peak_3280	chr16	67531345	67531607	+	673	NA	promoter-TSS (FAM65A)	NA	-2731	LOC100505942								
OCIAML2_1_168_R1_peak_6102	chr3	186985978	186986287	+	673	NA	exon (LOC101929079, exon 3 of 3)	NA	6028	LOC101929079								
OCIAML2_1_168_R1_peak_6886	chr5	131209438	131209725	+	672	NA	Intergenic	NA	38633	LYRM7								
OCIAML2_1_168_R1_peak_7664	chr6	145864004	145864295	+	672	NA	TTS (SHPRH)	NA	258	FBXO30								
OCIAML2_1_168_R1_peak_3238	chr16	51569590	51569846	+	671	NA	Intergenic	NA	-44616	LOC102723323								
OCIAML2_1_168_R1_peak_2924	chr15	64843096	64843404	+	670	NA	intron (PLEKHO2, intron 1 of 4)	NA	1367	PLEKHO2								
OCIAML2_1_168_R1_peak_8678	chr8	140114610	140114912	+	667	NA	intron (TRAPPC9, intron 17 of 22)	NA	342076	TRAPPC9								
OCIAML2_1_168_R1_peak_2245	chr12	122081872	122082125	+	666	NA	intron (MLXIP, intron 1 of 16)	NA	3235	MLXIP								
OCIAML2_1_168_R1_peak_526	chr1	161499730	161500079	+	664	NA	Intergenic	NA	-5526	FCGR2A								
OCIAML2_1_168_R1_peak_9150	chrX	23773595	23773849	+	664	NA	Intergenic	NA	-9436	SAT1								
OCIAML2_1_168_R1_peak_2113	chr12	93722760	93723102	+	664	NA	intron (RP11-887P2.5, intron 2 of 2)	NA	14892	RP11-887P2.5								
OCIAML2_1_168_R1_peak_1372	chr10	128063033	128063426	+	663	NA	intron (PTPRE, intron 7 of 17)	NA	15680	PTPRE								
OCIAML2_1_168_R1_peak_2674	chr14	69703086	69703331	+	662	NA	intron (KIAA0247, intron 2 of 5)	NA	64505	LOC100289511								
OCIAML2_1_168_R1_peak_378	chr1	111128295	111128612	+	662	NA	intron (DRAM2, intron 4 of 9)	NA	11700	DRAM2								
OCIAML2_1_168_R1_peak_2289	chr12	132770111	132770386	+	659	NA	exon (GOLGA3, exon 24 of 24)	NA	-9033	ANKLE2								
OCIAML2_1_168_R1_peak_5066	chr20	23087029	23087427	+	658	NA	promoter-TSS (CD93)	NA	-888	CD93								
OCIAML2_1_168_R1_peak_2312	chr13	28031454	28031841	+	658	NA	intron (FLT3, intron 15 of 23)	NA	-43010	URAD								
OCIAML2_1_168_R1_peak_7810	chr7	20150953	20151243	+	657	NA	intron (MACC1-AS1, intron 3 of 3)	NA	9182	MACC1-AS1								
OCIAML2_1_168_R1_peak_4267	chr19	55005893	55006292	+	656	NA	Intergenic	NA	32172	GP6								
OCIAML2_1_168_R1_peak_8412	chr8	60851916	60852314	+	656	NA	exon (CHD7, exon 29 of 38)	NA	-48058	LOC101929576								
OCIAML2_1_168_R1_peak_1175	chr10	71775328	71775680	+	654	NA	intron (CDH23, intron 38 of 69)	NA	-1924	C10orf54								
OCIAML2_1_168_R1_peak_7520	chr6	109322890	109323264	+	654	NA	Intergenic	NA	28378	LOC101927538								
OCIAML2_1_168_R1_peak_8455	chr8	73835729	73835998	+	652	NA	intron (UBE2W, intron 1 of 5)	NA	43047	UBE2W								
OCIAML2_1_168_R1_peak_7442	chr6	83071007	83071331	+	652	NA	intron (DOPEY1, intron 1 of 40)	NA	3498	DOPEY1								
OCIAML2_1_168_R1_peak_8544	chr8	104319710	104320017	+	650	NA	Intergenic	NA	-19933	DCSTAMP								
OCIAML2_1_168_R1_peak_3422	chr17	7842932	7843320	+	650	NA	promoter-TSS (KDM6B)	NA	8923	KDM6B								
OCIAML2_1_168_R1_peak_179	chr1	37796851	37797140	+	650	NA	intron (MANEAL, intron 3 of 3)	NA	2893	MANEAL								
OCIAML2_1_168_R1_peak_3324	chr16	81817904	81818239	+	650	NA	intron (PLCG2, intron 2 of 32)	NA	38777	PLCG2								
OCIAML2_1_168_R1_peak_117	chr1	27116720	27117030	+	650	NA	intron (SLC9A1, intron 1 of 11)	NA	38255	SLC9A1								
OCIAML2_1_168_R1_peak_6455	chr4	120658847	120659122	+	649	NA	Intergenic	NA	263852	PRDM5								
OCIAML2_1_168_R1_peak_6434	chr4	109990657	109991197	+	646	NA	intron (EGF, intron 18 of 19)	NA	-1398	RNU6-35P								
OCIAML2_1_168_R1_peak_3571	chr17	44547954	44548250	+	646	NA	Intergenic	NA	-9342	FZD2								
OCIAML2_1_168_R1_peak_2721	chr14	87617156	87617413	+	645	NA	Intergenic	NA	376381	GALC								
OCIAML2_1_168_R1_peak_4467	chr2	64277255	64277593	+	644	NA	Intergenic	NA	48993	AC074289.1								
OCIAML2_1_168_R1_peak_8705	chr8	143545682	143546145	+	643	NA	intron (ZC3H3, intron 3 of 16)	NA	7348	ZC3H3								
OCIAML2_1_168_R1_peak_875	chr1	231626414	231626806	+	642	NA	promoter-TSS (DISC1)	NA	-205	DISC1								
OCIAML2_1_168_R1_peak_7038	chr5	175691076	175691366	+	642	NA	intron (HRH2, intron 2 of 2)	NA	31643	HRH2								
OCIAML2_1_168_R1_peak_8186	chr8	11491932	11492354	+	640	NA	Intergenic	NA	-1869	BLK								
OCIAML2_1_168_R1_peak_8545	chr8	104329765	104330169	+	640	NA	Intergenic	NA	-9829	DCSTAMP								
OCIAML2_1_168_R1_peak_249	chr1	53838444	53838753	+	638	NA	promoter-TSS (NDC1)	NA	-46	NDC1								
OCIAML2_1_168_R1_peak_3030	chr15	86135072	86135410	+	637	NA	Intergenic	NA	-6770	AGBL1								
OCIAML2_1_168_R1_peak_1633	chr11	72815655	72815994	+	634	NA	intron (ATG16L2, intron 1 of 9)	NA	1418	ATG16L2								
OCIAML2_1_168_R1_peak_3906	chr18	77055025	77055434	+	634	NA	intron (MBP, intron 3 of 3)	NA	-38130	MBP								
OCIAML2_1_168_R1_peak_6082	chr3	183540725	183541105	+	633	NA	intron (KLHL6, intron 1 of 6)	NA	14796	KLHL6								
OCIAML2_1_168_R1_peak_1608	chr11	67587965	67588234	+	633	NA	Intergenic	NA	4504	GSTP1								
OCIAML2_1_168_R1_peak_4052	chr19	15286257	15286557	+	633	NA	Intergenic	NA	-5956	BRD4								
OCIAML2_1_168_R1_peak_5823	chr3	94679441	94679717	+	633	NA	Intergenic	NA	-258684	LINC00879								
OCIAML2_1_168_R1_peak_8969	chr9	114883761	114884083	+	633	NA	Intergenic	NA	45322	TNFSF8								
OCIAML2_1_168_R1_peak_2093	chr12	89346386	89346795	+	633	NA	Intergenic	NA	5929	DUSP6								
OCIAML2_1_168_R1_peak_6932	chr5	141923623	141923935	+	633	NA	promoter-TSS (KIAA0141)	NA	-6	KIAA0141								
OCIAML2_1_168_R1_peak_5335	chr21	43718881	43719186	+	629	NA	promoter-TSS (PDXK)	NA	-64	PDXK								
OCIAML2_1_168_R1_peak_4029	chr19	12665195	12665487	+	628	NA	intron (MAN2B1, intron 3 of 23)	NA	1436	MAN2B1								
OCIAML2_1_168_R1_peak_2869	chr15	51332195	51332537	+	627	NA	intron (CYP19A1, intron 1 of 10)	NA	6232	CYP19A1								
OCIAML2_1_168_R1_peak_6645	chr5	17382031	17382325	+	627	NA	intron (LOC401177, intron 2 of 2)	NA	5132	LOC401177								
OCIAML2_1_168_R1_peak_7862	chr7	36283701	36284072	+	626	NA	intron (EEPD1, intron 4 of 7)	NA	83355	KIAA0895								
OCIAML2_1_168_R1_peak_2314	chr13	28423086	28423375	+	626	NA	intron (FLT1, intron 10 of 11)	NA	71898	FLT1								
OCIAML2_1_168_R1_peak_9120	chrX	9342001	9342288	+	622	NA	Intergenic	NA	-121151	TBL1X								
OCIAML2_1_168_R1_peak_8995	chr9	123322742	123323032	+	622	NA	Intergenic	NA	-45892	CRB2								
OCIAML2_1_168_R1_peak_3189	chr16	29745449	29745712	+	622	NA	intron (C16orf54, intron 1 of 1)	NA	439	C16orf54								
OCIAML2_1_168_R1_peak_4352	chr2	23925974	23926290	+	621	NA	intron (ATAD2B, intron 1 of 20)	NA	-13515	UBXN2A								
OCIAML2_1_168_R1_peak_2794	chr14	105390298	105390557	+	621	NA	intron (PACS2, intron 20 of 24)	NA	-8260	TEX22								
OCIAML2_1_168_R1_peak_7647	chr6	139841872	139842173	+	621	NA	intron (LOC100132735, intron 1 of 2)	NA	70949	LOC100132735								
OCIAML2_1_168_R1_peak_5930	chr3	129526181	129526457	+	618	NA	Intergenic	NA	-2320	RHO								
OCIAML2_1_168_R1_peak_4540	chr2	85579637	85579886	+	618	NA	intron (VAMP8, intron 2 of 2)	NA	2270	VAMP8								
OCIAML2_1_168_R1_peak_4325	chr2	11716921	11717249	+	616	NA	intron (LPIN1, intron 2 of 21)	NA	7143	LOC101929752								
OCIAML2_1_168_R1_peak_2038	chr12	57047000	57047280	+	616	NA	intron (MYO1A, intron 6 of 28)	NA	2977	MYO1A								
OCIAML2_1_168_R1_peak_7385	chr6	46376679	46377040	+	616	NA	intron (RCAN2, intron 2 of 4)	NA	114464	RCAN2								
OCIAML2_1_168_R1_peak_6907	chr5	138103068	138103400	+	616	NA	Intergenic	NA	19342	WNT8A								
OCIAML2_1_168_R1_peak_7395	chr6	51996587	51996971	+	615	NA	intron (PKHD1, intron 35 of 60)	NA	90846	PKHD1								
OCIAML2_1_168_R1_peak_6508	chr4	140790908	140791176	+	615	NA	Intergenic	NA	-34725	TBC1D9								
OCIAML2_1_168_R1_peak_1580	chr11	64448219	64448516	+	613	NA	promoter-TSS (LOC100996455)	NA	-690	LOC100996455								
OCIAML2_1_168_R1_peak_6512	chr4	142820245	142820567	+	611	NA	intron (INPP4B, intron 1 of 25)	NA	254354	LOC101927613								
OCIAML2_1_168_R1_peak_5426	chr22	32407393	32407678	+	611	NA	intron (RTCB, intron 3 of 11)	NA	4752	RTCB								
OCIAML2_1_168_R1_peak_1989	chr12	50531549	50531861	+	610	NA	intron (DIP2B, intron 1 of 37)	NA	26720	DIP2B								
OCIAML2_1_168_R1_peak_7257	chr6	31357162	31357476	+	608	NA	promoter-TSS (HLA-B)	NA	-107	HLA-B								
OCIAML2_1_168_R1_peak_665	chr1	198556935	198557260	+	608	NA	Intergenic	NA	-16362	ATP6V1G3								
OCIAML2_1_168_R1_peak_6744	chr5	66279989	66280277	+	607	NA	Intergenic	NA	-70227	LOC101928741								
OCIAML2_1_168_R1_peak_5492	chr22	42069930	42070244	+	605	NA	intron (NAGA, intron 2 of 9)	NA	750	NAGA								
OCIAML2_1_168_R1_peak_6115	chr3	188421811	188422132	+	605	NA	intron (LPP, intron 4 of 11)	NA	146695	LPP-AS1								
OCIAML2_1_168_R1_peak_1312	chr10	110141153	110141446	+	604	NA	Intergenic	NA	-68932	MXI1								
OCIAML2_1_168_R1_peak_3477	chr17	27239049	27239384	+	604	NA	Intergenic	NA	54780	MIR4522								
OCIAML2_1_168_R1_peak_735	chr1	207172925	207173205	+	604	NA	Intergenic	NA	68824	C4BPA								
OCIAML2_1_168_R1_peak_4577	chr2	101308776	101309105	+	603	NA	promoter-TSS (MIR5696)	NA	-224	RNF149								
OCIAML2_1_168_R1_peak_3456	chr17	17045302	17045578	+	603	NA	intron (MPRIP, intron 1 of 23)	NA	2687	MPRIP								
OCIAML2_1_168_R1_peak_6600	chr4	187978371	187978614	+	603	NA	Intergenic	NA	-17279	ZFP42								
OCIAML2_1_168_R1_peak_7991	chr7	98133231	98133582	+	602	NA	intron (LMTK2, intron 1 of 13)	NA	26521	LMTK2								
OCIAML2_1_168_R1_peak_1949	chr12	40515517	40515744	+	601	NA	intron (MUC19, intron 87 of 170)	NA	122236	MUC19								
OCIAML2_1_168_R1_peak_3752	chr17	82193577	82193828	+	600	NA	intron (CCDC57, intron 7 of 14)	NA	12603	CCDC57								
OCIAML2_1_168_R1_peak_1567	chr11	62123685	62123967	+	599	NA	promoter-TSS (INCENP)	NA	-185	INCENP								
OCIAML2_1_168_R1_peak_4209	chr19	48405756	48406084	+	599	NA	intron (GRIN2D, intron 3 of 12)	NA	-8305	LOC102724003								
OCIAML2_1_168_R1_peak_7126	chr6	10248530	10248786	+	597	NA	Intergenic	NA	-37050	OFCC1								
OCIAML2_1_168_R1_peak_8941	chr9	108994730	108995030	+	597	NA	intron (CTNNAL1, intron 2 of 18)	NA	18714	CTNNAL1								
OCIAML2_1_168_R1_peak_8565	chr8	113454997	113455308	+	597	NA	Intergenic	NA	-18139	CSMD3								
OCIAML2_1_168_R1_peak_3605	chr17	55640067	55640361	+	594	NA	intron (LOC101927389, intron 4 of 4)	NA	27228	LOC101927389								
OCIAML2_1_168_R1_peak_6873	chr5	126358018	126358331	+	594	NA	Intergenic	NA	-13143	GRAMD3								
