PeakID (cmd=annotatePeaks.pl D9_1_156_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_156_R1_peak_2182	chr8	25458726	25459136	+	191	NA	promoter-TSS (CDCA2)	NA	-21	CDCA2								
D9_1_156_R1_peak_999	chr17	68457457	68457861	+	190	NA	promoter-TSS (WIPI1)	NA	-158	WIPI1								
D9_1_156_R1_peak_2314	chr9	129028293	129028570	+	190	NA	promoter-TSS (SH3GLB2)	NA	-111	SH3GLB2								
D9_1_156_R1_peak_2115	chr7	73738742	73739092	+	189	NA	promoter-TSS (ABHD11)	NA	-63	ABHD11								
D9_1_156_R1_peak_161	chr1	161389879	161390313	+	188	NA	Intergenic	NA	9676	TRNAV29								
D9_1_156_R1_peak_1332	chr19	45467685	45468073	+	188	NA	promoter-TSS (FOSB)	NA	-117	FOSB								
D9_1_156_R1_peak_809	chr16	50741709	50742130	+	188	NA	promoter-TSS (CYLD)	NA	-172	CYLD								
D9_1_156_R1_peak_2069	chr7	1530467	1530790	+	188	NA	promoter-TSS (MAFK)	NA	4252	LOC100128653								
D9_1_156_R1_peak_27	chr1	7771077	7771370	+	188	NA	promoter-TSS (VAMP3)	NA	-46	VAMP3								
D9_1_156_R1_peak_1108	chr19	1652589	1653121	+	188	NA	promoter-TSS (TCF3)	NA	-1575	TCF3								
D9_1_156_R1_peak_717	chr16	2673338	2673641	+	187	NA	promoter-TSS (ERVK13-1)	NA	-50	ERVK13-1								
D9_1_156_R1_peak_1853	chr4	1581126	1581401	+	187	NA	promoter-TSS (LOC100507054)	NA	-747	LOC100507054								
D9_1_156_R1_peak_1407	chr19	53103398	53103685	+	187	NA	promoter-TSS (ZNF160)	NA	-107	ZNF160								
D9_1_156_R1_peak_539	chr13	77027045	77027381	+	187	NA	promoter-TSS (FBXL3)	NA	-49	FBXL3								
D9_1_156_R1_peak_1759	chr3	13480037	13480332	+	186	NA	promoter-TSS (HDAC11)	NA	-134	HDAC11-AS1								
D9_1_156_R1_peak_2073	chr7	2631579	2631972	+	186	NA	promoter-TSS (TTYH3)	NA	-194	TTYH3								
D9_1_156_R1_peak_1166	chr19	7943647	7944065	+	186	NA	promoter-TSS (TIMM44)	NA	-33	TIMM44								
D9_1_156_R1_peak_877	chr17	2392659	2392938	+	186	NA	intron (MNT, intron 4 of 5)	NA	8166	MNT								
D9_1_156_R1_peak_1493	chr2	112054936	112055319	+	186	NA	promoter-TSS (TMEM87B)	NA	-96	TMEM87B								
D9_1_156_R1_peak_149	chr1	155002081	155002368	+	186	NA	promoter-TSS (ZBTB7B)	NA	-8221	ZBTB7B								
D9_1_156_R1_peak_1728	chr22	44192363	44192761	+	186	NA	intron (PARVG, intron 8 of 13)	NA	11214	PARVG								
D9_1_156_R1_peak_1851	chr4	1346804	1347286	+	186	NA	promoter-TSS (UVSSA)	NA	-271	UVSSA								
D9_1_156_R1_peak_1223	chr19	15418928	15419351	+	186	NA	promoter-TSS (AKAP8L)	NA	-117	AKAP8L								
D9_1_156_R1_peak_872	chr17	1643156	1643448	+	186	NA	intron (SCARF1, intron 4 of 10)	NA	2487	SCARF1								
D9_1_156_R1_peak_736	chr16	5097782	5098355	+	186	NA	promoter-TSS (FAM86A)	NA	-308	FAM86A								
D9_1_156_R1_peak_644	chr15	65792210	65792462	+	186	NA	promoter-TSS (DENND4A)	NA	-43	DENND4A								
D9_1_156_R1_peak_607	chr14	102592365	102592713	+	186	NA	promoter-TSS (RCOR1)	NA	-120	RCOR1								
D9_1_156_R1_peak_1354	chr19	48169636	48170026	+	186	NA	promoter-TSS (C19orf68)	NA	772	LIG1								
D9_1_156_R1_peak_1049	chr17	83079415	83079682	+	185	NA	promoter-TSS (METRNL)	NA	-143	METRNL								
D9_1_156_R1_peak_1922	chr4	185471195	185471427	+	185	NA	intron (CCDC110, intron 1 of 6)	NA	448	CCDC110								
D9_1_156_R1_peak_2304	chr9	127980956	127981289	+	185	NA	promoter-TSS (FAM102A)	NA	-30408	FAM102A								
D9_1_156_R1_peak_1770	chr3	43621947	43622294	+	185	NA	promoter-TSS (ANO10)	NA	-52	ANO10								
D9_1_156_R1_peak_1146	chr19	5904007	5904946	+	185	NA	promoter-TSS (VMAC)	NA	-365	VMAC								
D9_1_156_R1_peak_1499	chr2	128027288	128027548	+	185	NA	promoter-TSS (SAP130)	NA	-86	SAP130								
D9_1_156_R1_peak_724	chr16	3100171	3100439	+	184	NA	promoter-TSS (ZSCAN10)	NA	-988	ZSCAN10								
D9_1_156_R1_peak_1847	chr4	781885	782169	+	184	NA	promoter-TSS (LOC100129917)	NA	-179	LOC100129917								
D9_1_156_R1_peak_1663	chr21	46228731	46229371	+	184	NA	promoter-TSS (LSS)	NA	-193	MCM3AP-AS1								
D9_1_156_R1_peak_831	chr16	71845809	71846082	+	183	NA	promoter-TSS (ATXN1L)	NA	-46	ATXN1L								
D9_1_156_R1_peak_2374	chrUn_KI270438v1	104554	104840	+	183	NA	NA	NA	NA	NA								
D9_1_156_R1_peak_1457	chr2	32627892	32628132	+	182	NA	promoter-TSS (TTC27)	NA	-21	TTC27								
D9_1_156_R1_peak_801	chr16	46689173	46689483	+	182	NA	promoter-TSS (ORC6)	NA	-96	VPS35								
D9_1_156_R1_peak_150	chr1	155051092	155051351	+	181	NA	promoter-TSS (ADAM15)	NA	-51	ADAM15								
D9_1_156_R1_peak_1015	chr17	78140356	78140792	+	180	NA	intron (TMC8, intron 10 of 10)	NA	-5779	C17orf99								
D9_1_156_R1_peak_1044	chr17	82648449	82648993	+	179	NA	promoter-TSS (WDR45B)	NA	-186	WDR45B								
D9_1_156_R1_peak_1945	chr5	90529525	90529805	+	179	NA	promoter-TSS (LYSMD3)	NA	-81	LYSMD3								
D9_1_156_R1_peak_975	chr17	48830813	48831108	+	177	NA	promoter-TSS (CALCOCO2)	NA	-28	CALCOCO2								
D9_1_156_R1_peak_1731	chr22	45269086	45269412	+	177	NA	Intergenic	NA	-15738	UPK3A								
D9_1_156_R1_peak_2105	chr7	65872831	65873274	+	177	NA	promoter-TSS (VKORC1L1)	NA	-218	VKORC1L1								
D9_1_156_R1_peak_465	chr12	63779686	63779950	+	177	NA	promoter-TSS (TMEM5)	NA	15	TMEM5								
D9_1_156_R1_peak_287	chr10	132448457	132448880	+	177	NA	TTS (C10orf91)	NA	3458	C10orf91								
D9_1_156_R1_peak_2365	chrM	5251	5592	+	177	NA	promoter-TSS (TRNW)	NA	-91	TRNW								
D9_1_156_R1_peak_2361	chr9	137605197	137605768	+	176	NA	promoter-TSS (ARRDC1)	NA	-162	ARRDC1								
D9_1_156_R1_peak_454	chr12	53379507	53380218	+	175	NA	promoter-TSS (SP1)	NA	-333	SP1								
D9_1_156_R1_peak_791	chr16	34581552	34581805	+	175	NA	Intergenic	NA	149686	LOC102724523								
D9_1_156_R1_peak_1941	chr5	80255994	80256250	+	175	NA	promoter-TSS (SERINC5)	NA	-43	SERINC5								
D9_1_156_R1_peak_1995	chr6	3258731	3259078	+	175	NA	promoter-TSS (PSMG4)	NA	-24	PSMG4								
D9_1_156_R1_peak_1116	chr19	2151553	2151950	+	173	NA	promoter-TSS (AP3D1)	NA	-194	AP3D1								
D9_1_156_R1_peak_117	chr1	52404346	52404642	+	173	NA	promoter-TSS (PRPF38A)	NA	-23	ORC1								
D9_1_156_R1_peak_1818	chr3	130111371	130111748	+	173	NA	promoter-TSS (FAM86HP)	NA	-126	FAM86HP								
D9_1_156_R1_peak_387	chr11	67469152	67469421	+	173	NA	promoter-TSS (TMEM134)	NA	-20	TMEM134								
D9_1_156_R1_peak_735	chr16	4957936	4958336	+	173	NA	promoter-TSS (SEC14L5)	NA	-181	SEC14L5								
D9_1_156_R1_peak_820	chr16	67191971	67192208	+	173	NA	promoter-TSS (E2F4)	NA	-76	E2F4								
D9_1_156_R1_peak_1992	chr6	2999610	2999954	+	173	NA	promoter-TSS (NQO2)	NA	-4454	NQO2								
D9_1_156_R1_peak_2064	chr7	876224	876618	+	173	NA	promoter-TSS (GET4)	NA	-133	GET4								
D9_1_156_R1_peak_6	chr1	1059484	1059822	+	172	NA	promoter-TSS (LOC100288175)	NA	-62	LOC100288175								
D9_1_156_R1_peak_1102	chr19	1269074	1269386	+	172	NA	promoter-TSS (CIRBP)	NA	-38	CIRBP								
D9_1_156_R1_peak_891	chr17	4997532	4997850	+	172	NA	promoter-TSS (INCA1)	NA	-81	INCA1								
D9_1_156_R1_peak_1365	chr19	48993255	48993664	+	171	NA	promoter-TSS (GYS1)	NA	-22	RUVBL2								
D9_1_156_R1_peak_902	chr17	8156276	8156792	+	171	NA	promoter-TSS (PER1)	NA	-4099	PER1								
D9_1_156_R1_peak_938	chr17	31859189	31859581	+	170	NA	promoter-TSS (COPRS)	NA	-78	COPRS								
D9_1_156_R1_peak_1046	chr17	82716415	82716750	+	170	NA	promoter-TSS (LOC101929552)	NA	-124	FN3KRP								
D9_1_156_R1_peak_995	chr17	64662270	64662510	+	170	NA	promoter-TSS (SMURF2)	NA	-122	SMURF2								
D9_1_156_R1_peak_826	chr16	67893014	67893362	+	170	NA	promoter-TSS (PSKH1)	NA	-84	PSKH1								
D9_1_156_R1_peak_2273	chr9	94165854	94166264	+	170	NA	Intergenic	NA	-9903	MIRLET7A1								
D9_1_156_R1_peak_1032	chr17	81911313	81911805	+	170	NA	promoter-TSS (PCYT2)	NA	-320	PCYT2								
D9_1_156_R1_peak_954	chr17	42388473	42388779	+	168	NA	promoter-TSS (STAT3)	NA	-131	STAT3								
D9_1_156_R1_peak_1267	chr19	29811786	29812009	+	168	NA	promoter-TSS (CCNE1)	NA	-1	CCNE1								
D9_1_156_R1_peak_1181	chr19	10461033	10461440	+	168	NA	intron (PDE4A, intron 5 of 8)	NA	40579	PDE4A								
D9_1_156_R1_peak_767	chr16	29900004	29900285	+	168	NA	promoter-TSS (SEZ6L2)	NA	-720	ASPHD1								
D9_1_156_R1_peak_1350	chr19	47274524	47274937	+	168	NA	promoter-TSS (PRR24)	NA	-155	PRR24								
D9_1_156_R1_peak_1418	chr19	55063178	55063461	+	168	NA	promoter-TSS (RDH13)	NA	-102	RDH13								
D9_1_156_R1_peak_1819	chr3	131381515	131381844	+	168	NA	promoter-TSS (NUDT16)	NA	8	NUDT16								
D9_1_156_R1_peak_1042	chr17	82458406	82458747	+	166	NA	promoter-TSS (NARF)	NA	392	NARF								
D9_1_156_R1_peak_14	chr1	2194666	2195152	+	166	NA	promoter-TSS (C1orf86)	NA	-134	C1orf86								
D9_1_156_R1_peak_1144	chr19	5686515	5686843	+	166	NA	intron (HSD11B1L, intron 4 of 7)	NA	-3582	RPL36								
D9_1_156_R1_peak_2197	chr8	56211266	56211760	+	166	NA	promoter-TSS (CHCHD7)	NA	-213	PLAG1								
D9_1_156_R1_peak_1525	chr2	208255089	208255283	+	165	NA	promoter-TSS (IDH1)	NA	-47	IDH1-AS1								
D9_1_156_R1_peak_2046	chr6	89080552	89080772	+	165	NA	promoter-TSS (PNRC1)	NA	-48	PNRC1								
D9_1_156_R1_peak_30	chr1	9129116	9129666	+	165	NA	promoter-TSS (GPR157)	NA	-221	GPR157								
D9_1_156_R1_peak_224	chr10	24724672	24724908	+	165	NA	Intergenic	NA	-2444	ARHGAP21								
D9_1_156_R1_peak_1011	chr17	76264932	76265248	+	165	NA	promoter-TSS (UBALD2)	NA	-115	UBALD2								
D9_1_156_R1_peak_1405	chr19	52942506	52942881	+	164	NA	promoter-TSS (ZNF321P)	NA	-99	ZNF321P								
D9_1_156_R1_peak_2310	chr9	128275946	128276233	+	164	NA	promoter-TSS (GOLGA2)	NA	-57	SWI5								
D9_1_156_R1_peak_503	chr12	121687043	121687286	+	164	NA	Intergenic	NA	-17510	MORN3								
D9_1_156_R1_peak_2369	chrM	8427	8735	+	164	NA	TTS (TRND)	NA	286	TRNK								
D9_1_156_R1_peak_1226	chr19	16111427	16111785	+	164	NA	promoter-TSS (RAB8A)	NA	-74	RAB8A								
D9_1_156_R1_peak_1550	chr2	240560985	240561320	+	164	NA	promoter-TSS (ANKMY1)	NA	1098	DUSP28								
D9_1_156_R1_peak_581	chr14	74493242	74493805	+	164	NA	promoter-TSS (ISCA2)	NA	-197	ISCA2								
D9_1_156_R1_peak_624	chr15	31326433	31326816	+	164	NA	promoter-TSS (KLF13)	NA	-256	KLF13								
D9_1_156_R1_peak_2212	chr8	102864080	102864356	+	163	NA	promoter-TSS (AZIN1)	NA	35	LOC100506753								
D9_1_156_R1_peak_1057	chr18	12377136	12377740	+	163	NA	promoter-TSS (AFG3L2)	NA	-162	AFG3L2								
D9_1_156_R1_peak_1025	chr17	81222961	81223328	+	163	NA	promoter-TSS (AZI1)	NA	-481	AZI1								
D9_1_156_R1_peak_2243	chr8	144827139	144827608	+	163	NA	promoter-TSS (ZNF7)	NA	-97	ZNF7								
D9_1_156_R1_peak_523	chr12	132687358	132687675	+	163	NA	promoter-TSS (POLE)	NA	8	POLE								
D9_1_156_R1_peak_1713	chr22	40951088	40951384	+	161	NA	promoter-TSS (RBX1)	NA	-111	RBX1								
D9_1_156_R1_peak_1289	chr19	38735901	38736158	+	160	NA	intron (CAPN12, intron 12 of 20)	NA	8445	CAPN12								
D9_1_156_R1_peak_1413	chr19	54136950	54137726	+	160	NA	promoter-TSS (CNOT3)	NA	-382	CNOT3								
D9_1_156_R1_peak_2419	chrY	56763383	56763659	+	160	NA	Intergenic	NA	-190788	SPRY3-2								
D9_1_156_R1_peak_988	chr17	58517780	58518428	+	160	NA	promoter-TSS (MTMR4)	NA	-3480	MTMR4								
D9_1_156_R1_peak_2232	chr8	144147655	144148077	+	160	NA	promoter-TSS (MROH1)	NA	-661	MROH1								
D9_1_156_R1_peak_2163	chr7	152463647	152464058	+	160	NA	promoter-TSS (LINC01003)	NA	-272	LINC01003								
D9_1_156_R1_peak_1998	chr6	5003609	5003895	+	160	NA	intron (RPP40, intron 1 of 6)	NA	311	RPP40								
D9_1_156_R1_peak_1374	chr19	49593392	49593728	+	160	NA	intron (PRR12, intron 2 of 13)	NA	1905	PRR12								
D9_1_156_R1_peak_885	chr17	3636106	3636491	+	160	NA	promoter-TSS (CTNS)	NA	24	SHPK								
D9_1_156_R1_peak_1885	chr4	39527586	39527817	+	159	NA	promoter-TSS (UGDH)	NA	-103	UGDH								
D9_1_156_R1_peak_326	chr11	34358015	34358219	+	159	NA	promoter-TSS (ABTB2)	NA	-109	ABTB2								
D9_1_156_R1_peak_43	chr1	15524189	15525187	+	159	NA	promoter-TSS (CASP9)	NA	-243	CASP9								
D9_1_156_R1_peak_1959	chr5	138033035	138033294	+	159	NA	promoter-TSS (FAM13B)	NA	-51	FAM13B								
D9_1_156_R1_peak_1133	chr19	4247226	4247594	+	159	NA	intron (CCDC94, intron 1 of 7)	NA	296	CCDC94								
D9_1_156_R1_peak_775	chr16	30407455	30407794	+	159	NA	exon (ZNF771, exon 1 of 3)	NA	210	ZNF771								
D9_1_156_R1_peak_1551	chr2	240566392	240566661	+	159	NA	Intergenic	NA	-2061	RNPEPL1								
D9_1_156_R1_peak_1988	chr5	180494110	180494320	+	158	NA	promoter-TSS (CNOT6)	NA	-197	CNOT6								
D9_1_156_R1_peak_1429	chr19	56538670	56538987	+	158	NA	promoter-TSS (LOC101928982)	NA	-120	ZFP28								
D9_1_156_R1_peak_1923	chr5	612066	612409	+	158	NA	promoter-TSS (CEP72)	NA	-27	RP11-310P5.1								
D9_1_156_R1_peak_95	chr1	40665635	40665864	+	158	NA	promoter-TSS (RIMS3)	NA	-97	RIMS3								
D9_1_156_R1_peak_1349	chr19	47274149	47274461	+	158	NA	promoter-TSS (PRR24)	NA	-580	PRR24								
D9_1_156_R1_peak_361	chr11	64305020	64305624	+	157	NA	promoter-TSS (ESRRA)	NA	-206	ESRRA								
D9_1_156_R1_peak_1373	chr19	49590061	49590353	+	157	NA	intron (PRRG2, intron 4 of 4)	NA	-1448	PRR12								
D9_1_156_R1_peak_771	chr16	30183212	30183480	+	157	NA	promoter-TSS (CORO1A)	NA	-64	CORO1A								
D9_1_156_R1_peak_1610	chr20	53594250	53594568	+	156	NA	promoter-TSS (ZNF217)	NA	-11312	ZNF217								
D9_1_156_R1_peak_176	chr1	202967140	202967531	+	156	NA	promoter-TSS (CYB5R1)	NA	-59	CYB5R1								
D9_1_156_R1_peak_1638	chr21	31732038	31732348	+	156	NA	promoter-TSS (SCAF4)	NA	-75	SCAF4								
D9_1_156_R1_peak_1129	chr19	3627045	3627259	+	156	NA	promoter-TSS (CACTIN)	NA	-337	CACTIN								
D9_1_156_R1_peak_385	chr11	67421081	67421432	+	155	NA	intron (CARNS1, intron 8 of 8)	NA	5578	CARNS1								
D9_1_156_R1_peak_853	chr16	88706309	88706523	+	155	NA	promoter-TSS (CTU2)	NA	-67	CTU2								
D9_1_156_R1_peak_705	chr16	1706054	1706281	+	155	NA	promoter-TSS (MAPK8IP3)	NA	-16	MAPK8IP3								
D9_1_156_R1_peak_654	chr15	72783695	72783893	+	155	NA	promoter-TSS (ADPGK)	NA	-9	ADPGK								
D9_1_156_R1_peak_1153	chr19	6739455	6739787	+	155	NA	promoter-TSS (TRIP10)	NA	-61	TRIP10								
D9_1_156_R1_peak_1440	chr2	10302541	10302908	+	155	NA	promoter-TSS (HPCAL1)	NA	-165	HPCAL1								
D9_1_156_R1_peak_2246	chr9	4792657	4792857	+	154	NA	promoter-TSS (RCL1)	NA	-77	RCL1								
D9_1_156_R1_peak_774	chr16	30378167	30378387	+	154	NA	promoter-TSS (ZNF48)	NA	3475	MYLPF								
D9_1_156_R1_peak_1465	chr2	48314303	48314656	+	154	NA	promoter-TSS (FOXN2)	NA	-14558	FOXN2								
D9_1_156_R1_peak_33	chr1	9539190	9539497	+	153	NA	promoter-TSS (SLC25A33)	NA	-14385	SLC25A33								
D9_1_156_R1_peak_1076	chr18	74496063	74496366	+	153	NA	promoter-TSS (CNDP2)	NA	-3374	CNDP2								
D9_1_156_R1_peak_1662	chr21	46184408	46184837	+	153	NA	promoter-TSS (SPATC1L)	NA	-163	SPATC1L								
D9_1_156_R1_peak_1189	chr19	10870792	10871469	+	153	NA	promoter-TSS (CARM1)	NA	-447	CARM1								
D9_1_156_R1_peak_485	chr12	111405473	111405944	+	153	NA	promoter-TSS (SH2B3)	NA	-240	SH2B3								
D9_1_156_R1_peak_197	chr1	228174396	228174624	+	153	NA	intron (IBA57, intron 1 of 2)	NA	8782	IBA57								
D9_1_156_R1_peak_1276	chr19	35775233	35775827	+	153	NA	promoter-TSS (ARHGAP33)	NA	15	ARHGAP33								
D9_1_156_R1_peak_845	chr16	87392039	87392341	+	153	NA	promoter-TSS (FBXO31)	NA	2639	MAP1LC3B								
D9_1_156_R1_peak_1791	chr3	52057380	52057642	+	153	NA	Intergenic	NA	-1066	DUSP7								
D9_1_156_R1_peak_1177	chr19	10251714	10252027	+	152	NA	promoter-TSS (MRPL4)	NA	-94	MRPL4								
D9_1_156_R1_peak_504	chr12	121712589	121712877	+	152	NA	promoter-TSS (TMEM120B)	NA	-19	TMEM120B								
D9_1_156_R1_peak_1132	chr19	4065829	4066147	+	151	NA	promoter-TSS (ZBTB7A)	NA	-256	ZBTB7A								
D9_1_156_R1_peak_2018	chr6	33410389	33410800	+	151	NA	promoter-TSS (PHF1)	NA	-402	PHF1								
D9_1_156_R1_peak_1270	chr19	32580948	32581202	+	150	NA	promoter-TSS (PDCD5)	NA	-92	PDCD5								
D9_1_156_R1_peak_878	chr17	2393792	2394009	+	150	NA	intron (MNT, intron 4 of 5)	NA	7064	MNT								
D9_1_156_R1_peak_2354	chr9	137200726	137201056	+	150	NA	promoter-TSS (TPRN)	NA	-180	TPRN								
D9_1_156_R1_peak_19	chr1	3624750	3625079	+	150	NA	promoter-TSS (TPRG1L)	NA	-78	TPRG1L								
D9_1_156_R1_peak_1677	chr22	20703206	20703401	+	150	NA	intron (TMEM191A, intron 3 of 7)	NA	2189	TMEM191A								
D9_1_156_R1_peak_1242	chr19	17539680	17540047	+	150	NA	intron (FAM129C, intron 8 of 13)	NA	16562	FAM129C								
D9_1_156_R1_peak_2300	chr9	127771321	127771689	+	150	NA	promoter-TSS (SH2D3C)	NA	-4204	SH2D3C								
D9_1_156_R1_peak_262	chr10	102642074	102642346	+	148	NA	Intergenic	NA	-1215	TRIM8								
D9_1_156_R1_peak_1357	chr19	48332897	48333141	+	148	NA	exon (TMEM143, exon 8 of 8)	NA	7647	EMP3								
D9_1_156_R1_peak_1002	chr17	74872961	74873492	+	148	NA	promoter-TSS (FDXR)	NA	-252	FDXR								
D9_1_156_R1_peak_859	chr16	89247393	89247700	+	148	NA	Intergenic	NA	-20558	LOC101927838								
D9_1_156_R1_peak_1430	chr19	56567347	56567610	+	148	NA	promoter-TSS (ZNF470)	NA	-4	ZNF470								
D9_1_156_R1_peak_993	chr17	63842935	63843203	+	148	NA	promoter-TSS (SMARCD2)	NA	-609	SMARCD2								
D9_1_156_R1_peak_856	chr16	89171264	89171746	+	148	NA	promoter-TSS (CDH15)	NA	-250	CDH15								
D9_1_156_R1_peak_1931	chr5	49658562	49658813	+	148	NA	Intergenic	NA	782713	EMB								
D9_1_156_R1_peak_79	chr1	32291962	32292186	+	148	NA	promoter-TSS (HDAC1)	NA	-33	HDAC1								
D9_1_156_R1_peak_632	chr15	42575350	42575681	+	148	NA	promoter-TSS (STARD9)	NA	-144	STARD9								
D9_1_156_R1_peak_1213	chr19	14005706	14005972	+	147	NA	intron (RFX1, intron 1 of 20)	NA	483	RFX1								
D9_1_156_R1_peak_908	chr17	12020655	12020908	+	146	NA	promoter-TSS (MAP2K4)	NA	-37	MAP2K4								
D9_1_156_R1_peak_2225	chr8	143829314	143829641	+	146	NA	promoter-TSS (PUF60)	NA	-91	PUF60								
D9_1_156_R1_peak_1117	chr19	2269201	2269574	+	146	NA	promoter-TSS (OAZ1)	NA	-134	OAZ1								
D9_1_156_R1_peak_288	chr10	132449155	132449355	+	146	NA	TTS (C10orf91)	NA	4045	C10orf91								
D9_1_156_R1_peak_1641	chr21	33642071	33642505	+	146	NA	promoter-TSS (ITSN1)	NA	-112	ITSN1								
D9_1_156_R1_peak_2220	chr8	143246408	143246952	+	146	NA	promoter-TSS (ZFP41)	NA	-248	ZFP41								
D9_1_156_R1_peak_804	chr16	46831407	46831642	+	146	NA	promoter-TSS (C16orf87)	NA	-362	C16orf87								
D9_1_156_R1_peak_1293	chr19	39125587	39125817	+	146	NA	promoter-TSS (PAK4)	NA	-78	PAK4								
D9_1_156_R1_peak_1298	chr19	39480616	39480882	+	146	NA	exon (TIMM50, exon 1 of 11)	NA	337	TIMM50								
D9_1_156_R1_peak_1985	chr5	178153847	178154145	+	146	NA	promoter-TSS (NHP2)	NA	-36	NHP2								
D9_1_156_R1_peak_1578	chr20	23361894	23362242	+	145	NA	promoter-TSS (GZF1)	NA	-64	GZF1								
D9_1_156_R1_peak_2370	chrM	9025	9658	+	145	NA	promoter-TSS (TRNG)	NA	-650	TRNG								
D9_1_156_R1_peak_1029	chr17	81512813	81513062	+	145	NA	promoter-TSS (ACTG1)	NA	-71	ACTG1								
D9_1_156_R1_peak_1686	chr22	28883142	28883603	+	145	NA	promoter-TSS (ZNRF3)	NA	-395	ZNRF3								
D9_1_156_R1_peak_300	chr11	507002	507593	+	145	NA	promoter-TSS (RNH1)	NA	-14	RNH1								
D9_1_156_R1_peak_1821	chr3	132722530	132723008	+	145	NA	promoter-TSS (NPHP3)	NA	-310	NPHP3-ACAD11								
D9_1_156_R1_peak_144	chr1	147599412	147600248	+	145	NA	promoter-TSS (BCL9)	NA	58329	BCL9								
D9_1_156_R1_peak_1138	chr19	4639146	4639555	+	145	NA	promoter-TSS (TNFAIP8L1)	NA	-1487	TNFAIP8L1								
D9_1_156_R1_peak_1182	chr19	10543755	10544032	+	145	NA	promoter-TSS (ATG4D)	NA	-1	ATG4D								
D9_1_156_R1_peak_1859	chr4	2756347	2756613	+	145	NA	promoter-TSS (TNIP2)	NA	-455	TNIP2								
D9_1_156_R1_peak_1059	chr18	12947680	12948279	+	145	NA	promoter-TSS (SEH1L)	NA	-16423	SEH1L								
D9_1_156_R1_peak_1732	chr22	45309597	45309951	+	145	NA	promoter-TSS (FAM118A)	NA	-145	FAM118A								
D9_1_156_R1_peak_2343	chr9	136790794	136791326	+	144	NA	promoter-TSS (TMEM141)	NA	-265	TMEM141								
D9_1_156_R1_peak_1219	chr19	14405940	14406441	+	144	NA	intron (CD97, intron 13 of 18)	NA	7003	DDX39A								
D9_1_156_R1_peak_183	chr1	211579189	211579512	+	144	NA	promoter-TSS (SLC30A1)	NA	-593	SLC30A1								
D9_1_156_R1_peak_1769	chr3	38137230	38137443	+	144	NA	promoter-TSS (ACAA1)	NA	-94	ACAA1								
D9_1_156_R1_peak_397	chr11	71452956	71453259	+	144	NA	promoter-TSS (NADSYN1)	NA	-64	NADSYN1								
D9_1_156_R1_peak_2066	chr7	1044334	1044608	+	144	NA	intron (C7orf50, intron 2 of 4)	NA	-10387	GPR146								
D9_1_156_R1_peak_247	chr10	75234231	75234555	+	144	NA	intron (COMTD1, intron 6 of 6)	NA	1619	COMTD1								
D9_1_156_R1_peak_2170	chr8	1763643	1763860	+	143	NA	promoter-TSS (CLN8)	NA	-417	LOC101927752								
D9_1_156_R1_peak_111	chr1	46247332	46247725	+	143	NA	promoter-TSS (RAD54L)	NA	-167	RAD54L								
D9_1_156_R1_peak_69	chr1	27725759	27726036	+	142	NA	promoter-TSS (FAM76A)	NA	-82	FAM76A								
D9_1_156_R1_peak_1303	chr19	40465783	40466176	+	142	NA	promoter-TSS (BLVRB)	NA	-161	BLVRB								
D9_1_156_R1_peak_1329	chr19	45092827	45093082	+	142	NA	promoter-TSS (PPP1R37)	NA	-219	PPP1R37								
D9_1_156_R1_peak_1836	chr3	194486973	194487261	+	142	NA	promoter-TSS (LINC00884)	NA	-23	LINC00884								
D9_1_156_R1_peak_237	chr10	69123858	69124214	+	141	NA	promoter-TSS (VPS26A)	NA	-116	VPS26A								
D9_1_156_R1_peak_2383	chrX	15737989	15738338	+	141	NA	promoter-TSS (CA5B)	NA	-7380	CA5B								
D9_1_156_R1_peak_588	chr14	81533787	81534085	+	141	NA	promoter-TSS (SEL1L)	NA	-129	SEL1L								
D9_1_156_R1_peak_1236	chr19	17226364	17226714	+	140	NA	intron (OCEL1, intron 1 of 5)	NA	293	OCEL1								
D9_1_156_R1_peak_72	chr1	28247178	28247470	+	140	NA	Intergenic	NA	11233	ATPIF1								
D9_1_156_R1_peak_1140	chr19	4867677	4867883	+	140	NA	promoter-TSS (PLIN3)	NA	-12	PLIN3								
D9_1_156_R1_peak_1121	chr19	2900622	2900892	+	140	NA	promoter-TSS (ZNF57)	NA	-141	ZNF57								
D9_1_156_R1_peak_947	chr17	39730405	39730720	+	139	NA	promoter-TSS (MIEN1)	NA	-23	MIEN1								
D9_1_156_R1_peak_304	chr11	568438	568712	+	139	NA	promoter-TSS (MIR210)	NA	-118	MIR210HG								
D9_1_156_R1_peak_1119	chr19	2702699	2703013	+	138	NA	promoter-TSS (GNG7)	NA	-108	GNG7								
D9_1_156_R1_peak_1169	chr19	8390619	8391031	+	138	NA	promoter-TSS (RAB11B-AS1)	NA	-134	RAB11B-AS1								
D9_1_156_R1_peak_873	chr17	1648963	1649384	+	138	NA	intron (RILP, intron 3 of 7)	NA	904	RILP								
D9_1_156_R1_peak_848	chr16	88452684	88453155	+	138	NA	promoter-TSS (ZFPM1)	NA	-687	ZFPM1								
