PeakID (cmd=annotatePeaks.pl D9_1_155_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_155_R1_peak_6936	chr14	35285986	35287159	+	4083	NA	intron (PSMA6, intron 1 of 6)	NA	8014	PSMA6								
D9_1_155_R1_peak_10922	chr18	76553725	76554472	+	4074	NA	intron (LINC00908, intron 2 of 2)	NA	-11311	LOC102723325								
D9_1_155_R1_peak_3595	chr11	2400039	2400860	+	4073	NA	promoter-TSS (TSSC4)	NA	-356	TSSC4								
D9_1_155_R1_peak_14331	chr20	23125382	23126208	+	4072	NA	exon (LINC00656, exon 4 of 4)	NA	6841	LINC00656								
D9_1_155_R1_peak_1392	chr1	151945599	151946324	+	4063	NA	Intergenic	NA	-36076	THEM4								
D9_1_155_R1_peak_7167	chr14	69398019	69398969	+	4063	NA	promoter-TSS (SLC39A9)	NA	-174	SLC39A9								
D9_1_155_R1_peak_11798	chr19	47388887	47389794	+	4044	NA	Intergenic	NA	29783	MEIS3								
D9_1_155_R1_peak_5583	chr12	80939422	80940206	+	4031	NA	Intergenic	NA	-1891	LIN7A								
D9_1_155_R1_peak_2013	chr1	206699310	206700141	+	4027	NA	intron (MAPKAPK2, intron 1 of 9)	NA	14705	MAPKAPK2								
D9_1_155_R1_peak_13864	chr2	219245012	219245846	+	4024	NA	promoter-TSS (GLB1L)	NA	-34	GLB1L								
D9_1_155_R1_peak_13976	chr2	231321541	231322477	+	4023	NA	intron (ARMC9, intron 19 of 20)	NA	-40755	MIR4777								
D9_1_155_R1_peak_8657	chr16	17342818	17343655	+	4005	NA	intron (XYLT1, intron 2 of 11)	NA	127645	XYLT1								
D9_1_155_R1_peak_15979	chr3	46097822	46098929	+	4005	NA	Intergenic	NA	-70888	XCR1								
D9_1_155_R1_peak_21272	chr7	1192092	1192835	+	3997	NA	Intergenic	NA	32089	AC091729.9								
D9_1_155_R1_peak_7213	chr14	73026670	73027495	+	3989	NA	exon (ZFYVE1, exon 1 of 12)	NA	-31431	RBM25								
D9_1_155_R1_peak_24229	chr9	113350716	113351383	+	3985	NA	intron (BSPRY, intron 1 of 4)	NA	1478	BSPRY								
D9_1_155_R1_peak_15961	chr3	45453274	45453906	+	3985	NA	intron (LARS2, intron 7 of 21)	NA	55955	LARS2-AS1								
D9_1_155_R1_peak_11766	chr19	46600580	46601725	+	3983	NA	promoter-TSS (PPP5D1)	NA	48	PPP5D1								
D9_1_155_R1_peak_11286	chr19	12937349	12938064	+	3974	NA	promoter-TSS (CALR)	NA	-894	CALR								
D9_1_155_R1_peak_4929	chr12	10027239	10028448	+	3971	NA	intron (LOC102724020, intron 2 of 2)	NA	2717	LOC102724020								
D9_1_155_R1_peak_914	chr1	71881359	71882130	+	3959	NA	intron (NEGR1, intron 2 of 6)	NA	-44732	NEGR1-IT1								
D9_1_155_R1_peak_13285	chr2	145411298	145412210	+	3955	NA	Intergenic	NA	388638	LOC100505498								
D9_1_155_R1_peak_24445	chr9	129816905	129817526	+	3953	NA	intron (TOR1A, intron 4 of 4)	NA	6947	TOR1A								
D9_1_155_R1_peak_23698	chr9	34049129	34049942	+	3952	NA	promoter-TSS (UBAP2)	NA	-586	UBAP2								
D9_1_155_R1_peak_23251	chr8	121129617	121130387	+	3949	NA	Intergenic	NA	-317933	SNTB1								
D9_1_155_R1_peak_13954	chr2	230124405	230125429	+	3944	NA	Intergenic	NA	-55918	SLC16A14								
D9_1_155_R1_peak_8605	chr16	11307182	11307897	+	3935	NA	Intergenic	NA	-1012	MIR548H2								
D9_1_155_R1_peak_24173	chr9	110050921	110051555	+	3935	NA	intron (AKAP2, intron 1 of 4)	NA	2640	AKAP2								
D9_1_155_R1_peak_18946	chr5	95184810	95185479	+	3930	NA	intron (MCTP1, intron 1 of 22)	NA	-103482	MCTP1								
D9_1_155_R1_peak_7102	chr14	61567875	61568802	+	3930	NA	intron (RP11-47I22.2, intron 1 of 3)	NA	2193	RP11-47I22.2								
D9_1_155_R1_peak_22868	chr8	61735019	61735640	+	3928	NA	Intergenic	NA	20497	MIR4470								
D9_1_155_R1_peak_4887	chr12	8057242	8058326	+	3927	NA	TTS (C3AR1)	NA	8575	C3AR1								
D9_1_155_R1_peak_22013	chr7	100277787	100278430	+	3920	NA	Intergenic	NA	-5876	GATS								
D9_1_155_R1_peak_21593	chr7	38276423	38277175	+	3907	NA	promoter-TSS (TARP)	NA	-3152	TARP								
D9_1_155_R1_peak_850	chr1	65772491	65773162	+	3907	NA	Intergenic	NA	-19684	PDE4B								
D9_1_155_R1_peak_4017	chr11	60056110	60056966	+	3905	NA	promoter-TSS (MS4A3)	NA	-90	MS4A3								
D9_1_155_R1_peak_22057	chr7	102898274	102898903	+	3905	NA	intron (FBXL13, intron 6 of 14)	NA	-14412	LRRC17								
D9_1_155_R1_peak_13180	chr2	128710720	128711297	+	3902	NA	Intergenic	NA	-153592	LOC101927881								
D9_1_155_R1_peak_1958	chr1	203626119	203626955	+	3897	NA	promoter-TSS (ATP2B4)	NA	-250	ATP2B4								
D9_1_155_R1_peak_12062	chr2	8543460	8544207	+	3891	NA	Intergenic	NA	39959	AC011747.4								
D9_1_155_R1_peak_17016	chr3	179463861	179465091	+	3891	NA	Intergenic	NA	-13331	GNB4								
D9_1_155_R1_peak_10424	chr17	81735610	81736392	+	3891	NA	Intergenic	NA	23765	SLC25A10								
D9_1_155_R1_peak_13562	chr2	181305537	181306217	+	3887	NA	promoter-TSS (MIR4437)	NA	-225	MIR4437								
D9_1_155_R1_peak_2768	chr10	30862285	30863068	+	3885	NA	intron (ZNF438, intron 5 of 7)	NA	136841	ZNF438								
D9_1_155_R1_peak_13744	chr2	206095692	206096501	+	3854	NA	Intergenic	NA	-9914	INO80D								
D9_1_155_R1_peak_13140	chr2	126534286	126534952	+	3838	NA	Intergenic	NA	-121233	GYPC								
D9_1_155_R1_peak_16942	chr3	171813882	171814606	+	3826	NA	Intergenic	NA	-29105	TMEM212								
D9_1_155_R1_peak_3607	chr11	3153205	3154348	+	3818	NA	intron (OSBPL5, intron 1 of 20)	NA	11576	OSBPL5								
D9_1_155_R1_peak_1625	chr1	167627903	167628667	+	3818	NA	intron (LOC102724466, intron 2 of 2)	NA	-1954	RCSD1								
D9_1_155_R1_peak_14771	chr20	63903964	63904833	+	3816	NA	intron (DNAJC5, intron 1 of 4)	NA	9296	DNAJC5								
D9_1_155_R1_peak_25198	chrX	136494837	136495726	+	3815	NA	Intergenic	NA	-1946	HTATSF1								
D9_1_155_R1_peak_22341	chr7	143301053	143301702	+	3810	NA	intron (CASP2, intron 9 of 11)	NA	13162	CASP2								
D9_1_155_R1_peak_10037	chr17	58332266	58332932	+	3809	NA	intron (BZRAP1-AS1, intron 1 of 3)	NA	-1281	MIR142								
D9_1_155_R1_peak_6326	chr13	41458668	41459282	+	3809	NA	intron (RGCC, intron 2 of 4)	NA	1569	RGCC								
D9_1_155_R1_peak_13881	chr2	222655957	222656717	+	3806	NA	promoter-TSS (FARSB)	NA	-256	FARSB								
D9_1_155_R1_peak_15061	chr21	45818307	45818951	+	3804	NA	Intergenic	NA	17790	AL592528.1								
D9_1_155_R1_peak_24386	chr9	127782987	127784165	+	3803	NA	Intergenic	NA	-2257	MIR3960								
D9_1_155_R1_peak_13622	chr2	191019826	191021176	+	3802	NA	Intergenic	NA	-6304	STAT1								
D9_1_155_R1_peak_16492	chr3	122271341	122272166	+	3791	NA	intron (CASR, intron 4 of 6)	NA	17465	CASR								
D9_1_155_R1_peak_17095	chr3	186365000	186365816	+	3791	NA	Intergenic	NA	-3174	DGKG								
D9_1_155_R1_peak_19681	chr5	179772235	179772891	+	3790	NA	intron (MAML1, intron 4 of 4)	NA	-19152	LOC101928482								
D9_1_155_R1_peak_11441	chr19	19032973	19034076	+	3789	NA	promoter-TSS (SUGP2)	NA	-54	ARMC6								
D9_1_155_R1_peak_17812	chr4	83240326	83240982	+	3784	NA	Intergenic	NA	43020	COQ2								
D9_1_155_R1_peak_20710	chr6	108361344	108362019	+	3780	NA	intron (LACE1, intron 5 of 12)	NA	41957	LACE1								
D9_1_155_R1_peak_22417	chr7	155590338	155591025	+	3780	NA	Intergenic	NA	-53813	RBM33								
D9_1_155_R1_peak_166	chr1	12035214	12035838	+	3771	NA	Intergenic	NA	6324	MIR6729								
D9_1_155_R1_peak_11266	chr19	12140000	12140897	+	3763	NA	promoter-TSS (ZNF20)	NA	-41	ZNF20								
D9_1_155_R1_peak_18523	chr5	36685277	36686342	+	3750	NA	intron (SLC1A3, intron 9 of 9)	NA	77480	SLC1A3								
D9_1_155_R1_peak_2284	chr1	234775082	234776218	+	3746	NA	Intergenic	NA	-15600	PP2672								
D9_1_155_R1_peak_10040	chr17	58337640	58338401	+	3743	NA	intron (BZRAP1-AS1, intron 2 of 3)	NA	-1998	MIR4736								
D9_1_155_R1_peak_16467	chr3	119638658	119639341	+	3733	NA	Intergenic	NA	21558	POPDC2								
D9_1_155_R1_peak_3634	chr11	6008862	6009626	+	3726	NA	Intergenic	NA	-6096	OR56A4								
D9_1_155_R1_peak_3908	chr11	44568667	44569474	+	3724	NA	intron (CD82, intron 1 of 9)	NA	3479	CD82								
D9_1_155_R1_peak_10975	chr19	850326	851052	+	3714	NA	promoter-TSS (ELANE)	NA	-300	ELANE								
D9_1_155_R1_peak_24233	chr9	113410227	113411100	+	3708	NA	promoter-TSS (POLE3)	NA	12	POLE3								
D9_1_155_R1_peak_7310	chr14	81028301	81028926	+	3707	NA	intron (TSHR, intron 1 of 8)	NA	71174	LOC101928462								
D9_1_155_R1_peak_9105	chr16	75074924	75075869	+	3707	NA	intron (ZNRF1, intron 1 of 4)	NA	41376	LDHD								
D9_1_155_R1_peak_5221	chr12	46660484	46661450	+	3705	NA	Intergenic	NA	165030	SLC38A4								
D9_1_155_R1_peak_3168	chr10	88385595	88386371	+	3701	NA	intron (RNLS, intron 4 of 6)	NA	119723	LOC101929727								
D9_1_155_R1_peak_16308	chr3	81760984	81762229	+	3699	NA	exon (GBE1, exon 1 of 16)	NA	193	GBE1								
D9_1_155_R1_peak_19382	chr5	150454746	150455425	+	3694	NA	Intergenic	NA	-5329	RPS14								
D9_1_155_R1_peak_22908	chr8	66713728	66714402	+	3686	NA	intron (SGK3, intron 1 of 16)	NA	1647	SGK3								
D9_1_155_R1_peak_10165	chr17	66459787	66460440	+	3683	NA	intron (PRKCA, intron 2 of 9)	NA	-44328	RP11-4F22.2								
D9_1_155_R1_peak_20100	chr6	27472725	27473569	+	3680	NA	promoter-TSS (ZNF184)	NA	-249	ZNF184								
D9_1_155_R1_peak_19479	chr5	159361887	159362801	+	3669	NA	exon (AC008697.1, exon 5 of 5)	NA	30826	AC008697.1								
D9_1_155_R1_peak_25169	chrX	130082310	130083479	+	3664	NA	intron (ELF4, intron 1 of 8)	NA	27606	ELF4								
D9_1_155_R1_peak_3498	chr10	124791491	124792297	+	3662	NA	promoter-TSS (METTL10)	NA	-24	METTL10								
D9_1_155_R1_peak_8123	chr15	75625450	75626301	+	3657	NA	exon (SNUPN, exon 1 of 9)	NA	230	SNUPN								
D9_1_155_R1_peak_17298	chr4	3553907	3554591	+	3656	NA	Intergenic	NA	-21752	LRPAP1								
D9_1_155_R1_peak_11544	chr19	36054269	36055405	+	3656	NA	promoter-TSS (WDR62)	NA	-44	WDR62								
D9_1_155_R1_peak_9587	chr17	19619137	19619820	+	3650	NA	Intergenic	NA	-9958	LOC100996813								
D9_1_155_R1_peak_2383	chr1	244834893	244835801	+	3631	NA	promoter-TSS (COX20)	NA	10	COX20								
D9_1_155_R1_peak_6431	chr13	49996382	49996898	+	3630	NA	promoter-TSS (MIR3613)	NA	-154	MIR3613								
D9_1_155_R1_peak_25072	chrX	102985042	102985775	+	3620	NA	Intergenic	NA	-24143	LOC102724276								
D9_1_155_R1_peak_10968	chr19	699075	699795	+	3617	NA	Intergenic	NA	-3974	PRSS57								
D9_1_155_R1_peak_20813	chr6	113871818	113872450	+	3617	NA	intron (RP1-249H1.4, intron 1 of 2)	NA	1213	RP1-249H1.4								
D9_1_155_R1_peak_21940	chr7	92639404	92640277	+	3610	NA	intron (CDK6, intron 5 of 7)	NA	-49446	FAM133B								
D9_1_155_R1_peak_229	chr1	19123778	19124494	+	3609	NA	intron (UBR4, intron 66 of 106)	NA	86116	UBR4								
D9_1_155_R1_peak_4842	chr12	6534799	6535591	+	3598	NA	promoter-TSS (GAPDH)	NA	776	GAPDH								
D9_1_155_R1_peak_22658	chr8	30923620	30924273	+	3594	NA	Intergenic	NA	-37073	TEX15								
D9_1_155_R1_peak_10421	chr17	81710317	81710957	+	3592	NA	Intergenic	NA	-1599	SLC25A10								
D9_1_155_R1_peak_12510	chr2	55693636	55694336	+	3592	NA	promoter-TSS (PNPT1)	NA	-142	PNPT1								
D9_1_155_R1_peak_1062	chr1	94602130	94602978	+	3590	NA	Intergenic	NA	21862	LOC102723542								
D9_1_155_R1_peak_6162	chr13	26982715	26983601	+	3587	NA	Intergenic	NA	188738	USP12								
D9_1_155_R1_peak_20416	chr6	43575801	43576555	+	3581	NA	promoter-TSS (POLH)	NA	31	POLH								
D9_1_155_R1_peak_17821	chr4	83455389	83456560	+	3579	NA	promoter-TSS (HELQ)	NA	42	MRPS18C								
D9_1_155_R1_peak_8713	chr16	22240823	22241415	+	3577	NA	intron (EEF2K, intron 2 of 17)	NA	34848	EEF2K								
D9_1_155_R1_peak_1262	chr1	116514805	116515539	+	3575	NA	intron (CD58, intron 5 of 5)	NA	-40219	RP4-655J12.4								
D9_1_155_R1_peak_5685	chr12	96121117	96121895	+	3571	NA	Intergenic	NA	-72896	ELK3								
D9_1_155_R1_peak_18308	chr4	183832887	183833559	+	3568	NA	Intergenic	NA	-73433	STOX2								
D9_1_155_R1_peak_21102	chr6	146770846	146771577	+	3567	NA	intron (ADGB, intron 29 of 35)	NA	32613	KATNBL1P6								
D9_1_155_R1_peak_17029	chr3	180912392	180913235	+	3560	NA	intron (FXR1, intron 1 of 15)	NA	141	FXR1								
D9_1_155_R1_peak_21650	chr7	44490224	44491092	+	3560	NA	exon (NUDCD3, exon 1 of 6)	NA	128	NUDCD3								
D9_1_155_R1_peak_20847	chr6	119442593	119443389	+	3551	NA	Intergenic	NA	48311	LOC285762								
D9_1_155_R1_peak_9378	chr17	4425345	4425921	+	3550	NA	Intergenic	NA	-21115	SPNS3								
D9_1_155_R1_peak_12484	chr2	54570724	54571534	+	3549	NA	intron (SPTBN1, intron 1 of 30)	NA	12735	SPTBN1								
D9_1_155_R1_peak_6242	chr13	32001064	32001753	+	3544	NA	Intergenic	NA	-29892	FRY								
D9_1_155_R1_peak_7696	chr15	42736867	42737528	+	3541	NA	promoter-TSS (CDAN1)	NA	-89	CDAN1								
D9_1_155_R1_peak_8010	chr15	69718297	69719294	+	3540	NA	Intergenic	NA	-116439	LINC00593								
D9_1_155_R1_peak_20618	chr6	89321455	89322167	+	3540	NA	Intergenic	NA	-6512	GABRR2								
D9_1_155_R1_peak_17803	chr4	83128411	83129044	+	3538	NA	Intergenic	NA	-13969	PLAC8								
D9_1_155_R1_peak_24669	chrX	12955871	12956770	+	3534	NA	Intergenic	NA	-18787	TMSB4X								
D9_1_155_R1_peak_4444	chr11	94545656	94546392	+	3532	NA	exon (FUT4, exon 1 of 1)	NA	2173	FUT4								
D9_1_155_R1_peak_13233	chr2	136233313	136233803	+	3527	NA	Intergenic	NA	-115403	CXCR4								
D9_1_155_R1_peak_16172	chr3	58349643	58350377	+	3522	NA	intron (PXK, intron 1 of 14)	NA	17120	PXK								
D9_1_155_R1_peak_13545	chr2	178529921	178531025	+	3520	NA	exon (TTN, exon 146 of 151)	NA	7646	TTN-AS1								
D9_1_155_R1_peak_2504	chr10	6396466	6397234	+	3517	NA	intron (PRKCQ, intron 17 of 17)	NA	-36604	LOC102723695								
D9_1_155_R1_peak_24298	chr9	121362540	121363524	+	3515	NA	intron (STOM, intron 1 of 6)	NA	7272	STOM								
D9_1_155_R1_peak_17743	chr4	78552299	78553255	+	3514	NA	intron (ANXA3, intron 1 of 12)	NA	1189	ANXA3								
D9_1_155_R1_peak_21042	chr6	142146779	142147441	+	3512	NA	promoter-TSS (VTA1)	NA	-52	VTA1								
D9_1_155_R1_peak_19392	chr5	150764357	150765045	+	3493	NA	Intergenic	NA	-5606	DCTN4								
D9_1_155_R1_peak_18975	chr5	96960967	96961519	+	3493	NA	intron (LNPEP, intron 1 of 17)	NA	-25156	LOC101929747								
D9_1_155_R1_peak_22158	chr7	118844562	118845213	+	3490	NA	Intergenic	NA	585026	LOC102724495								
D9_1_155_R1_peak_23533	chr9	2031985	2032802	+	3489	NA	intron (SMARCA2, intron 2 of 33)	NA	17174	SMARCA2								
D9_1_155_R1_peak_19254	chr5	139475044	139475914	+	3487	NA	TTS (TMEM173)	NA	7279	TMEM173								
D9_1_155_R1_peak_11437	chr19	18969461	18970040	+	3484	NA	Intergenic	NA	23550	LOC102724360								
D9_1_155_R1_peak_7044	chr14	55271002	55271760	+	3483	NA	promoter-TSS (FBXO34)	NA	-61456	FBXO34								
D9_1_155_R1_peak_14742	chr20	62603015	62604210	+	3483	NA	Intergenic	NA	38700	MIR133A2								
D9_1_155_R1_peak_18453	chr5	17400786	17401553	+	3481	NA	Intergenic	NA	-2927	LOC101929544								
D9_1_155_R1_peak_5255	chr12	49055956	49056723	+	3481	NA	intron (KMT2D, intron 1 of 54)	NA	3808	KMT2D								
D9_1_155_R1_peak_12917	chr2	98909047	98909753	+	3465	NA	intron (KIAA1211L, intron 2 of 11)	NA	-40087	KIAA1211L								
D9_1_155_R1_peak_2856	chr10	46079864	46080562	+	3462	NA	Intergenic	NA	-29282	AGAP7								
D9_1_155_R1_peak_22906	chr8	66666682	66668107	+	3446	NA	promoter-TSS (C8orf44-SGK3)	NA	-158	C8orf44-SGK3								
D9_1_155_R1_peak_1719	chr1	180153997	180154999	+	3446	NA	promoter-TSS (QSOX1)	NA	-335	QSOX1								
D9_1_155_R1_peak_17000	chr3	177449166	177450122	+	3437	NA	intron (LINC00578, intron 1 of 3)	NA	7723	LINC00578								
D9_1_155_R1_peak_21660	chr7	44847277	44848554	+	3427	NA	intron (H2AFV, intron 1 of 4)	NA	211	H2AFV								
D9_1_155_R1_peak_10511	chr18	2848200	2848975	+	3415	NA	intron (EMILIN2, intron 2 of 7)	NA	1557	EMILIN2								
D9_1_155_R1_peak_16505	chr3	122767682	122768435	+	3410	NA	intron (HSPBAP1, intron 3 of 5)	NA	25761	HSPBAP1								
D9_1_155_R1_peak_3862	chr11	35035747	35036485	+	3406	NA	Intergenic	NA	94279	MIR1343								
D9_1_155_R1_peak_11810	chr19	48321545	48322268	+	3405	NA	promoter-TSS (CCDC114)	NA	-12	CCDC114								
D9_1_155_R1_peak_23481	chr8	143541331	143541987	+	3398	NA	promoter-TSS (ZC3H3)	NA	11831	ZC3H3								
D9_1_155_R1_peak_11960	chr19	55407575	55408529	+	3392	NA	promoter-TSS (UBE2S)	NA	-95	UBE2S								
D9_1_155_R1_peak_17190	chr3	195002794	195003523	+	3387	NA	Intergenic	NA	-91430	XXYLT1-AS1								
D9_1_155_R1_peak_3303	chr10	100510658	100511468	+	3386	NA	intron (SEC31B, intron 3 of 25)	NA	8775	SEC31B								
D9_1_155_R1_peak_11832	chr19	48993177	48994333	+	3380	NA	promoter-TSS (GYS1)	NA	-143	RUVBL2								
D9_1_155_R1_peak_14514	chr20	43583649	43584379	+	3378	NA	intron (SGK2, intron 12 of 12)	NA	-6925	IFT52								
D9_1_155_R1_peak_24164	chr9	108784975	108785597	+	3376	NA	Intergenic	NA	70709	ACTL7B								
D9_1_155_R1_peak_6382	chr13	46377324	46378011	+	3374	NA	intron (KIAA0226L, intron 2 of 14)	NA	9833	KIAA0226L								
D9_1_155_R1_peak_149	chr1	11012027	11012841	+	3372	NA	promoter-TSS (TARDBP)	NA	-188	TARDBP								
D9_1_155_R1_peak_8839	chr16	31033032	31033687	+	3367	NA	promoter-TSS (STX4)	NA	264	STX4								
D9_1_155_R1_peak_23197	chr8	115584847	115585523	+	3366	NA	intron (TRPS1, intron 5 of 6)	NA	82827	TRPS1								
D9_1_155_R1_peak_5760	chr12	104569514	104570471	+	3354	NA	intron (CHST11, intron 1 of 2)	NA	-21653	MIR3922								
D9_1_155_R1_peak_18022	chr4	123415869	123416561	+	3354	NA	Intergenic	NA	17829	SPRY1								
D9_1_155_R1_peak_11937	chr19	54378152	54378721	+	3351	NA	Intergenic	NA	-7883	LAIR1								
D9_1_155_R1_peak_3132	chr10	80253351	80254005	+	3350	NA	exon (LOC100130698, exon 1 of 1)	NA	3962	LOC100130698								
D9_1_155_R1_peak_12794	chr2	85538516	85539475	+	3333	NA	promoter-TSS (LOC100630918)	NA	17	MAT2A								
D9_1_155_R1_peak_5544	chr12	71870322	71871002	+	3329	NA	intron (TBC1D15, intron 1 of 17)	NA	-19679	MRS2P2								
D9_1_155_R1_peak_14161	chr20	4082351	4083226	+	3328	NA	Intergenic	NA	-37154	LOC101929155								
D9_1_155_R1_peak_2263	chr1	234170414	234171185	+	3325	NA	intron (SLC35F3, intron 2 of 7)	NA	-43412	SLC35F3								
D9_1_155_R1_peak_13615	chr2	190533958	190534858	+	3316	NA	promoter-TSS (TMEM194B)	NA	334	TMEM194B								
D9_1_155_R1_peak_5030	chr12	16307951	16308614	+	3315	NA	intron (LOC101928362, intron 4 of 4)	NA	-30597	SLC15A5								
D9_1_155_R1_peak_4122	chr11	64499575	64500240	+	3314	NA	Intergenic	NA	50850	LOC100996455								
D9_1_155_R1_peak_22445	chr7	158823843	158824511	+	3313	NA	intron (ESYT2, intron 1 of 21)	NA	5451	ESYT2								
D9_1_155_R1_peak_21096	chr6	146545337	146546045	+	3313	NA	intron (RAB32, intron 1 of 2)	NA	1999	RAB32								
D9_1_155_R1_peak_23421	chr8	133693953	133694839	+	3312	NA	Intergenic	NA	82956	LOC101927798								
D9_1_155_R1_peak_21158	chr6	154337296	154337924	+	3309	NA	intron (IPCEF1, intron 1 of 12)	NA	10634	IPCEF1								
D9_1_155_R1_peak_3768	chr11	18395724	18396534	+	3301	NA	promoter-TSS (LDHA)	NA	-137	LDHA								
D9_1_155_R1_peak_5399	chr12	56687644	56688927	+	3300	NA	promoter-TSS (PTGES3)	NA	-289	PTGES3								
D9_1_155_R1_peak_16962	chr3	172129480	172131034	+	3299	NA	intron (FNDC3B, intron 2 of 25)	NA	-51588	LOC101928615								
D9_1_155_R1_peak_2747	chr10	29687437	29688378	+	3293	NA	intron (SVIL, intron 1 of 41)	NA	48012	SVIL								
D9_1_155_R1_peak_4964	chr12	11773686	11774517	+	3291	NA	intron (ETV6, intron 2 of 7)	NA	86585	LOC101928186								
D9_1_155_R1_peak_9293	chr17	534052	534701	+	3283	NA	intron (VPS53, intron 17 of 20)	NA	-88436	FAM101B								
D9_1_155_R1_peak_22805	chr8	58148126	58148942	+	3280	NA	exon (FAM110B, exon 3 of 3)	NA	123567	LOC101929528								
D9_1_155_R1_peak_16295	chr3	72848373	72849335	+	3275	NA	promoter-TSS (SHQ1)	NA	-407	SHQ1								
D9_1_155_R1_peak_10751	chr18	45670084	45670863	+	3272	NA	intron (SLC14A2, intron 16 of 19)	NA	-53654	SLC14A1								
D9_1_155_R1_peak_11090	chr19	4541145	4541960	+	3266	NA	Intergenic	NA	-1528	LRG1								
D9_1_155_R1_peak_19162	chr5	131796297	131797554	+	3256	NA	exon (FNIP1, exon 1 of 18)	NA	138	FNIP1								
D9_1_155_R1_peak_13926	chr2	226136594	226137374	+	3256	NA	Intergenic	NA	-5810	LOC646736								
D9_1_155_R1_peak_23478	chr8	143354704	143355520	+	3254	NA	intron (TOP1MT, intron 2 of 15)	NA	4865	TOP1MT								
D9_1_155_R1_peak_20541	chr6	75243236	75244083	+	3251	NA	intron (COX7A2, intron 1 of 2)	NA	171	COX7A2								
D9_1_155_R1_peak_22995	chr8	81841739	81842374	+	3251	NA	intron (SNX16, intron 1 of 8)	NA	230	SNX16								
D9_1_155_R1_peak_7848	chr15	57283602	57284413	+	3250	NA	intron (TCF12, intron 19 of 19)	NA	-16358	LINC00926								
D9_1_155_R1_peak_9904	chr17	45225875	45226630	+	3246	NA	intron (FMNL1, intron 1 of 25)	NA	4346	FMNL1								
D9_1_155_R1_peak_18834	chr5	77864955	77865609	+	3242	NA	promoter-TSS (LOC101929131)	NA	-514	LOC101929131								
D9_1_155_R1_peak_10316	chr17	76737115	76738030	+	3242	NA	promoter-TSS (MFSD11)	NA	71	MFSD11								
D9_1_155_R1_peak_23842	chr9	76166442	76167282	+	3239	NA	intron (PCSK5, intron 12 of 37)	NA	227666	RFK								
D9_1_155_R1_peak_24455	chr9	129946383	129947134	+	3238	NA	intron (FNBP1, intron 6 of 15)	NA	77108	MIR6855								
D9_1_155_R1_peak_21113	chr6	147158692	147159455	+	3237	NA	intron (STXBP5-AS1, intron 3 of 10)	NA	-45323	STXBP5								
D9_1_155_R1_peak_14407	chr20	33261938	33262918	+	3235	NA	Intergenic	NA	-20707	BPIFB1								
D9_1_155_R1_peak_22711	chr8	38846749	38847432	+	3234	NA	intron (TACC1, intron 14 of 14)	NA	-54145	PLEKHA2								
D9_1_155_R1_peak_7692	chr15	42490932	42491552	+	3223	NA	promoter-TSS (ZNF106)	NA	-95	ZNF106								
D9_1_155_R1_peak_20435	chr6	45436650	45437448	+	3223	NA	intron (RUNX2, intron 4 of 8)	NA	-59605	SUPT3H								
D9_1_155_R1_peak_14690	chr20	56391988	56392803	+	3219	NA	promoter-TSS (AURKA)	NA	24	CSTF1								
D9_1_155_R1_peak_4792	chr12	2257919	2258610	+	3219	NA	intron (CACNA1C, intron 3 of 45)	NA	-11512	CACNA1C-IT3								
D9_1_155_R1_peak_24736	chrX	18354339	18355038	+	3215	NA	promoter-TSS (SCML2)	NA	0	SCML2								
D9_1_155_R1_peak_4749	chr11	130314343	130315097	+	3208	NA	promoter-TSS (ZBTB44)	NA	43	ZBTB44								
D9_1_155_R1_peak_13144	chr2	126656504	126657287	+	3199	NA	intron (GYPC, intron 1 of 2)	NA	1043	GYPC								
D9_1_155_R1_peak_7228	chr14	74084604	74085400	+	3199	NA	promoter-TSS (ALDH6A1)	NA	49	LIN52								
D9_1_155_R1_peak_20127	chr6	28136462	28137120	+	3197	NA	exon (ZSCAN16-AS1, exon 1 of 3)	NA	525	ZSCAN16-AS1								
D9_1_155_R1_peak_13224	chr2	136022645	136023278	+	3195	NA	Intergenic	NA	-37309	DARS								
D9_1_155_R1_peak_8646	chr16	15888218	15888874	+	3193	NA	promoter-TSS (FOPNL)	NA	56	FOPNL								
D9_1_155_R1_peak_19528	chr5	170290264	170291141	+	3184	NA	intron (LCP2, intron 2 of 20)	NA	7116	LCP2								
D9_1_155_R1_peak_17911	chr4	105113605	105114268	+	3181	NA	Intergenic	NA	31637	LOC101929491								
D9_1_155_R1_peak_3211	chr10	92756312	92757105	+	3181	NA	Intergenic	NA	66784	HHEX								
D9_1_155_R1_peak_5024	chr12	14982376	14983255	+	3178	NA	TTS (PDE6H)	NA	9793	PDE6H								
D9_1_155_R1_peak_12334	chr2	38643641	38644183	+	3174	NA	Intergenic	NA	-21998	GALM								
D9_1_155_R1_peak_8614	chr16	11613607	11614303	+	3174	NA	Intergenic	NA	-26666	LITAF								
D9_1_155_R1_peak_16703	chr3	142837392	142838222	+	3174	NA	intron (PCOLCE2, intron 5 of 8)	NA	51396	PCOLCE2								
