GENE,mr571-MV411-DMSO_coculture_12h-r1_tcount,mr572-MV411-DMSO_coculture_12h-r2_tcount,mr573-MV411-DMSO_coculture_12h-r3_tcount,mr574-MV411-DMSO_coculture_12h-r4_tcount,mr575-MV411-DMSO_coculture_12h-r5_tcount,mr576-MV411-VHL_coculture_12h-r1_tcount,mr577-MV411-VHL_coculture_12h-r2_tcount,mr578-MV411-VHL_coculture_12h-r3_tcount,mr579-MV411-VHL_coculture_12h-r4_tcount,mr580-MV411-VHL_coculture_12h-r5_tcount,mr581-MV411-MYB-dTAG-DMSO_coculture_12h-r1_tcount,mr582-MV411-MYB-dTAG-DMSO_coculture_12h-r2_tcount,mr583-MV411-MYB-dTAG-DMSO_coculture_12h-r3_tcount,mr584-MV411-MYB-dTAG-DMSO_coculture_12h-r4_tcount,mr585-MV411-MYB-dTAG-VHL_coculture_12h-r1_tcount,mr586-MV411-MYB-dTAG-VHL_coculture_12h-r2_tcount,mr587-MV411-MYB-dTAG-VHL_coculture_12h-r3_tcount,mr588-MV411-MYB-dTAG-VHL_coculture_12h-r4_tcount,mr589-MV411-MYB-dTAG-VHL_coculture_12h-r5_tcount
BCL7A,63,75,42,81,37,116,92,60,64,56,111,87,158,97,151,85,98,85,126
BCL9,3,0,1,0,0,2,4,0,2,0,1,4,2,2,3,2,0,0,2
OPN1SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCR,5,6,1,6,0,4,2,4,2,3,2,1,5,0,1,0,1,0,0
BCS1L,5,0,2,0,0,1,1,0,0,2,1,0,2,0,1,0,0,0,3
BDH1,22,11,14,21,16,19,32,23,12,21,2,10,7,6,17,9,6,9,10
BDKRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BDNF,0,0,2,0,0,4,2,3,0,0,1,0,2,0,2,4,1,0,1
CFB,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3,0,0,0,0
BFSP1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
BGLAP,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,0
CEACAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BICD1,0,0,2,0,3,1,3,0,0,1,0,1,0,0,1,0,0,0,1
BID,87,87,69,91,59,98,109,77,89,88,101,92,125,67,104,70,62,81,83
BIK,1,0,1,1,0,2,1,0,2,0,5,3,8,3,5,3,0,1,1
PRDM1,6,3,6,6,4,67,21,9,7,9,14,17,20,14,152,103,79,81,124
BLM,5,14,5,14,4,13,11,13,11,2,21,13,17,12,11,12,10,15,12
BLMH,39,26,17,37,16,19,29,27,17,31,33,19,17,21,24,27,18,30,21
CXCR5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BLVRB,0,0,0,1,0,1,2,0,1,1,0,0,0,0,2,2,0,0,3
BMI1,50,33,13,37,26,58,35,20,23,26,38,49,99,29,81,26,51,32,66
BMP1,6,5,5,6,7,2,7,8,9,4,14,4,5,7,5,3,5,5,5
BMP2,0,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,1
BMP6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP8B,2,7,0,2,0,2,5,4,2,2,3,1,4,0,5,5,1,1,3
BMPR1A,25,29,12,33,15,27,28,16,13,20,20,27,57,14,58,30,41,34,34
BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMPR2,11,12,5,13,4,21,13,5,7,12,9,8,30,1,27,18,12,21,19
POLR3D,22,19,12,18,10,20,27,10,10,17,28,17,24,11,21,16,10,2,19
BNIP1,20,12,21,18,14,24,26,16,14,14,11,4,12,11,21,13,7,27,12
BNIP2,214,160,85,199,102,241,236,116,148,149,219,220,329,159,348,211,195,189,246
BNIP3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3L,52,64,29,58,24,104,61,40,46,55,46,53,72,38,175,71,74,99,114
BOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DST,14,2,9,10,2,13,11,4,11,8,10,3,9,8,6,13,9,13,10
FOXL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPGM,9,7,6,14,5,9,23,7,8,8,19,12,14,12,19,14,8,16,22
BPHL,3,3,2,0,3,3,7,2,3,0,4,3,3,0,2,2,3,1,1
BRCA1,90,41,63,69,34,95,96,59,53,83,90,93,115,59,119,89,57,70,125
BRAF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRCA2,38,35,30,31,23,56,62,33,43,51,54,46,69,23,91,43,46,37,61
ZFP36L1,18,6,11,23,9,101,56,15,11,11,65,49,61,34,237,127,73,142,152
ZFP36L2,680,609,404,748,388,690,834,435,578,586,994,731,1291,571,1042,615,502,565,754
BSG,23,26,38,39,15,38,25,24,23,21,33,15,29,21,40,24,13,31,29
BST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BST2,1,2,1,3,1,4,4,2,0,1,2,3,3,8,3,3,8,5,5
BTD,5,0,1,4,0,4,6,1,4,0,4,1,1,1,7,3,3,0,1
KLF9,76,99,33,95,70,121,115,83,84,82,65,58,112,56,186,141,84,54,153
KLF5,3,5,1,3,2,3,7,2,4,8,4,5,4,3,11,3,2,2,9
BTF3,66,59,84,70,62,71,71,29,72,46,98,65,70,57,129,71,30,77,74
BTG1,93,90,54,78,44,83,79,26,59,75,98,78,120,47,122,63,76,74,59
BTK,21,13,14,23,5,8,21,15,13,23,34,13,19,13,17,12,20,33,10
BUB1,9,6,6,5,3,12,8,1,6,3,10,3,7,3,13,4,13,6,13
BUB1B,36,20,25,33,25,32,37,20,14,28,23,17,34,11,41,22,35,40,41
BYSL,33,42,34,39,29,43,66,33,31,38,43,24,52,34,32,32,24,46,29
TSPO,0,3,4,8,2,0,5,0,2,0,6,7,1,6,3,1,0,4,2
C1QBP,72,49,82,70,31,74,96,50,61,56,69,42,66,54,82,36,39,60,40
C1R,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
C1S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C3AR1,48,28,45,66,28,21,47,31,50,43,7,6,5,1,27,9,12,9,9
CAPN5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,3,2,2,2
C5,1,4,10,3,2,2,2,1,8,8,5,3,4,3,8,2,1,4,4
C5AR1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OSGIN2,58,41,36,74,36,83,66,27,54,53,56,38,74,29,126,61,62,59,80
VPS51,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0
MRPL49,29,22,27,47,17,35,68,19,31,48,29,44,36,42,48,30,21,34,39
ZNHIT2,0,0,2,2,0,0,2,3,3,1,1,2,0,1,1,0,0,1,0
MYRF,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
TMEM258,1,4,9,1,0,8,3,3,8,0,8,7,4,1,3,5,3,11,4
DAGLA,7,1,0,3,1,3,6,6,5,3,2,2,0,2,1,0,1,2,1
GAS8-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMNL1,3,7,2,4,6,0,12,6,2,2,0,1,4,3,8,8,0,2,3
LDLRAD4,35,17,20,31,15,26,25,21,18,34,20,25,24,9,30,15,34,20,34
PTTG1IP,70,62,43,53,33,68,62,39,42,46,49,48,65,23,72,71,43,55,72
CFAP410,2,0,1,0,2,1,1,0,4,1,1,1,1,0,0,0,6,0,0
TMEM50B,21,18,13,19,10,16,25,9,25,14,15,25,34,7,46,25,23,12,25
MPPED1,0,1,1,1,2,2,1,2,0,4,2,4,2,1,4,2,1,1,2
CA6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CA7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA11,3,2,3,3,4,2,1,7,1,5,0,0,1,0,8,1,1,2,2
CACNA1A,3,1,2,1,0,2,6,0,2,1,3,2,2,0,0,3,2,1,3
CACNA1D,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
CACNA1E,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1
CACNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CACNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNB3,2,5,3,1,2,2,2,1,8,2,4,7,8,9,3,1,2,2,5
CACNB4,1,1,2,4,0,4,5,0,1,3,0,0,1,0,2,2,0,4,0
SLC25A20,13,3,7,7,1,5,8,12,3,8,15,7,7,7,14,6,4,8,10
CAD,7,4,5,6,1,5,13,6,4,4,5,3,9,6,1,5,0,5,8
CALB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALM1,158,156,139,155,130,270,238,108,145,174,175,159,206,97,414,257,227,308,338
CALM2,205,136,128,207,107,249,187,112,124,181,209,162,225,92,435,264,179,418,286
CALM3,49,28,33,57,18,48,75,37,50,39,47,41,55,37,81,66,30,34,64
CALR,127,155,187,168,95,177,250,157,152,179,222,157,207,129,167,123,85,146,164
CALU,144,136,100,193,83,185,232,129,150,141,205,161,243,120,310,198,167,116,235
CAMK2A,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CAMK2B,0,2,0,2,0,1,1,0,0,1,2,1,2,0,1,1,0,0,0
CAMK2D,13,22,5,12,3,43,17,12,7,18,21,23,27,12,56,39,42,31,61
CAMK2G,29,37,23,25,24,47,61,27,22,48,34,30,37,19,58,25,32,25,37
CAMLG,17,8,8,13,6,4,8,2,7,8,3,8,7,2,13,8,9,7,5
CANX,200,219,106,237,126,282,325,161,183,217,268,197,320,145,406,194,204,149,291
CAPG,1,1,2,3,0,5,1,2,1,0,1,1,1,1,0,0,2,1,4
CAPN1,4,2,9,4,0,4,7,4,3,1,5,2,2,0,5,4,6,5,3
CAPN2,15,14,17,18,7,36,31,11,15,16,10,11,15,6,31,22,22,24,18
CAPN3,7,3,3,1,6,1,2,2,8,4,2,0,6,1,3,0,1,0,5
CAPNS1,18,22,21,9,17,10,13,9,10,9,14,11,9,9,16,9,12,18,10
CAPN6,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,1,1,0,0
CAPS,1,0,1,1,2,2,0,0,1,1,0,2,1,0,2,1,2,0,1
CAPZA1,214,229,143,239,149,250,234,132,158,181,213,169,248,98,353,221,181,173,275
CAPZA2,59,60,51,62,20,83,50,27,45,50,47,49,89,35,130,52,73,81,66
CAST,7,6,4,5,1,8,12,3,11,4,4,12,18,3,18,7,9,5,23
CAPZB,20,26,20,33,10,30,23,22,17,33,31,11,17,20,40,25,11,37,36
CARS1,57,73,68,49,35,70,83,37,61,59,72,55,62,55,74,50,31,28,38
CASP1,13,13,6,10,6,17,22,9,13,9,18,12,11,10,49,15,21,20,24
CASP2,104,90,42,122,60,156,163,120,80,79,168,148,227,119,183,129,105,49,192
CASP3,116,93,61,99,55,146,127,64,75,77,145,114,231,98,274,162,138,151,214
CASP4,11,5,10,5,3,3,16,12,6,8,7,7,10,10,21,17,9,10,10
CASP6,13,9,4,10,6,7,11,5,6,18,4,10,17,16,23,8,14,12,13
CASP7,6,28,22,29,13,44,44,35,29,44,34,25,39,15,65,66,40,45,58
CASP8,17,24,17,36,19,47,34,30,19,18,23,24,47,7,80,37,26,26,45
CASP9,5,11,5,7,5,3,6,2,9,1,3,6,5,5,7,8,1,2,9
CASP10,25,34,20,35,18,44,54,14,18,26,25,23,31,12,71,34,36,25,51
CASQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT,41,28,21,33,6,38,28,7,36,30,41,40,41,35,37,5,22,28,15
CAV1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1
RUNX2,104,115,44,129,80,344,295,114,101,111,277,269,435,168,683,438,425,205,676
RUNX1,285,279,179,313,177,491,538,276,304,299,385,320,620,284,859,504,460,332,679
CBFA2T3,38,32,16,30,18,40,36,27,29,25,36,34,68,32,61,38,27,32,65
RUNX3,92,69,67,64,30,129,98,61,62,52,158,83,146,103,182,148,118,163,146
CBFB,67,64,29,93,40,81,95,40,66,61,117,98,149,58,143,101,98,83,146
CBL,46,65,14,71,38,104,142,73,50,65,72,91,117,78,195,78,75,24,165
CBLB,15,15,8,17,6,33,14,17,11,15,14,12,24,9,29,29,19,5,28
CBLN1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SERPINH1,4,10,14,13,2,9,8,3,10,8,3,14,14,15,12,4,7,2,4
CBR1,1,3,2,2,4,22,4,6,2,3,21,24,27,19,18,10,12,11,17
CBR3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CBS,1,0,0,2,0,0,2,1,1,1,4,1,0,0,0,1,0,0,0
KYAT1,4,10,4,9,5,5,5,2,5,1,6,7,4,6,4,4,3,4,4
KRIT1,6,7,3,6,2,9,3,1,7,3,13,2,4,4,9,7,0,7,7
CCNA2,73,75,46,85,39,98,65,31,52,52,64,53,89,24,144,67,86,91,91
CCNB1,34,28,27,28,17,39,44,17,39,30,20,19,27,18,55,38,15,41,43
CCNC,25,35,27,50,18,44,40,16,42,28,37,40,50,24,83,41,36,27,51
CCND2,107,108,39,128,74,177,175,101,100,125,146,153,220,112,189,161,112,59,178
CCND3,47,54,74,82,41,113,93,72,39,62,99,76,133,90,174,118,152,214,173
CCNE1,36,18,26,34,14,22,45,31,23,11,14,5,15,7,13,11,7,16,4
CCNF,48,32,19,44,26,72,55,25,42,30,48,41,51,48,92,66,57,45,79
CCNG1,121,100,64,126,67,130,139,69,82,112,145,113,186,70,234,101,105,96,136
CCNG2,16,11,5,21,5,29,18,13,10,13,20,17,30,4,54,23,19,21,38
CCNH,4,8,7,8,2,4,5,4,3,6,7,6,15,13,7,7,0,9,5
CCNT1,354,347,183,379,259,570,694,332,343,388,342,457,725,308,828,493,383,221,701
CCNT2,149,148,67,177,84,213,185,115,135,143,190,121,224,90,268,141,136,130,188
CCT6A,231,153,167,187,95,170,207,107,138,196,148,110,189,96,247,125,111,208,160
CD1A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CD1D,6,3,1,5,3,13,7,3,3,2,2,0,5,1,9,5,2,3,12
CD1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4,35,27,26,32,20,44,59,32,34,37,36,37,42,42,45,42,41,36,48
CD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
CD9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CD19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A3,26,12,17,20,28,8,22,20,27,16,20,9,13,11,16,3,0,0,0
CD22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD28,1,0,0,0,0,10,1,1,2,0,0,0,6,0,24,18,12,10,22
CD80,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
CD86,10,1,4,10,7,27,11,4,2,4,1,3,6,0,41,20,14,25,35
TNFRSF8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3,2,0
TNFSF8,0,1,0,1,0,0,1,0,0,0,3,1,1,1,2,4,2,0,6
CD33,19,28,22,24,22,41,35,25,28,32,42,40,48,36,77,30,31,39,62
SIGLEC6,0,2,1,1,0,6,7,6,1,1,1,0,5,4,11,8,7,5,26
CD34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD36,12,7,7,11,4,82,48,12,18,10,4,4,10,0,211,110,100,74,158
SCARB1,7,12,12,7,3,11,5,14,5,4,9,8,9,18,7,15,6,7,14
SCARB2,14,10,3,8,5,14,30,6,16,8,20,12,29,7,46,34,8,22,33
CD37,5,3,5,4,2,2,2,7,2,2,3,4,4,6,8,1,0,8,3
CD38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ENTPD1,1,1,3,0,0,2,3,2,1,0,1,0,1,2,1,1,0,4,0
ENTPD6,9,8,8,8,2,4,13,12,4,14,6,12,6,11,14,14,2,15,4
ENTPD5,19,8,3,11,7,7,28,12,14,9,16,17,27,15,33,13,10,10,22
CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CD44,83,60,39,71,66,96,110,61,60,47,127,127,185,107,182,123,122,75,185
CD47,47,54,24,54,31,67,91,49,44,51,36,45,79,39,124,77,55,46,100
CD48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CD53,50,74,43,67,33,75,99,43,57,53,90,62,77,43,127,94,46,73,104
CD58,7,16,5,8,9,17,24,20,16,14,17,10,20,4,29,21,22,18,24
CD59,0,0,0,0,0,3,1,0,0,0,8,7,11,19,6,4,0,2,5
CD63,6,5,7,2,2,6,11,4,3,7,5,0,5,5,8,9,1,8,13
CD68,13,5,8,9,2,8,5,3,9,11,4,1,7,1,16,2,2,19,12
CD70,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CD72,3,0,2,3,0,3,5,0,1,3,10,3,5,3,11,2,1,3,8
CD74,39,27,13,56,18,59,42,36,20,40,26,34,45,33,59,60,25,40,50
CD79A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CD79B,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD81,10,16,14,14,8,8,12,14,13,12,10,11,13,5,19,5,15,9,9
ADGRE5,53,27,38,30,8,54,16,25,23,28,21,24,28,14,62,48,23,62,45
CD151,11,4,9,7,2,10,14,0,9,7,12,5,0,3,5,7,1,2,2
CDA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CDK1,30,33,20,33,12,59,35,18,29,35,40,29,65,23,124,51,61,48,110
CDK11B,2,0,1,0,0,0,2,0,1,3,0,0,2,0,1,0,3,0,0
LRBA,4,4,4,7,4,5,11,1,9,9,6,9,12,4,15,3,2,7,8
CDC5L,35,54,36,69,38,70,84,38,36,41,46,74,92,36,125,60,45,62,118
SEPTIN7,72,53,50,52,24,63,56,26,42,52,54,65,97,39,122,56,61,77,68
CDC6,58,41,29,58,22,59,47,14,41,31,55,16,56,24,95,50,38,53,93
CDC20,3,7,3,0,0,2,2,0,2,5,2,1,2,3,2,3,1,4,1
CDC25A,95,103,138,151,66,118,197,103,92,131,140,99,146,94,143,125,76,92,170
CDC25B,14,6,6,6,7,17,15,8,11,11,10,8,11,4,25,12,9,23,21
CDC25C,14,1,8,6,2,10,3,8,3,5,5,2,12,2,7,2,5,14,5
CDC27,124,118,45,129,66,147,171,80,109,112,125,119,193,99,286,159,148,131,213
CDC34,5,4,9,3,0,8,5,7,2,2,1,6,3,6,12,13,0,4,3
CDC42,109,127,72,161,92,166,165,66,114,126,111,103,181,76,244,151,122,145,209
CDH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK2,28,31,29,37,37,73,74,26,32,49,68,57,79,48,107,69,38,55,74
CDK3,7,3,0,5,1,6,4,2,2,2,3,0,0,0,2,4,0,0,0
CDK4,32,37,47,48,23,41,56,43,31,26,58,33,45,31,47,34,23,34,49
CDK5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
CDK6,388,468,161,418,312,610,725,357,410,434,701,750,1258,502,1144,585,470,268,944
CDK7,5,3,15,8,8,2,5,5,13,9,5,9,12,2,20,6,4,17,4
CDK8,27,31,21,30,13,41,45,31,31,24,44,34,51,22,44,29,39,41,50
CDK9,48,38,37,39,13,54,43,27,39,47,41,41,64,35,54,40,18,39,47
CDKN1A,12,15,7,9,8,18,12,7,6,11,4,3,2,6,19,23,13,8,9
CDKN1B,377,329,195,408,240,470,405,204,295,310,344,287,509,230,725,354,373,376,487
CDKN1C,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,5,0
CDKN2A,30,33,32,31,28,33,49,31,34,38,57,29,41,17,60,37,21,39,44
CDKN2B,9,6,3,7,4,2,4,1,3,8,3,1,4,3,13,7,7,5,1
CDKN2C,9,16,9,12,2,25,18,17,11,8,37,25,35,22,71,43,34,75,71
CDKN2D,22,14,25,20,8,28,17,12,13,10,28,10,19,18,43,29,23,49,39
CDKN3,5,2,7,2,7,3,10,0,1,11,4,2,10,4,21,15,10,17,12
CDO1,2,1,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1
CDR2,19,12,18,32,19,37,45,16,28,24,45,37,40,30,52,30,17,35,46
CD52,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,1,1
CDX1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,1,0
CDX2,1,4,0,0,0,2,4,3,0,0,4,0,0,0,0,3,3,0,4
CEBPA,293,271,282,290,154,380,387,228,255,301,273,223,275,188,457,355,217,345,393
CEBPB,18,17,28,22,17,28,39,15,16,14,20,16,12,14,16,33,7,21,19
CEBPD,56,47,38,53,32,35,59,37,37,44,39,28,52,28,47,31,12,28,22
CEBPE,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CEBPG,401,339,202,357,192,416,463,256,285,281,296,331,414,234,566,314,308,277,446
CENPA,44,39,46,28,25,69,52,39,32,33,46,34,60,30,81,71,43,71,82
CENPB,40,34,44,31,24,44,53,30,28,39,31,15,30,28,41,31,14,32,33
CENPC,2,0,0,3,2,2,1,0,2,1,0,0,4,0,2,2,1,2,4
CENPE,6,3,6,4,5,10,6,9,6,6,9,0,5,1,12,9,10,23,17
CENPF,16,18,10,19,13,49,35,22,16,28,20,33,24,12,73,39,37,39,36
CES1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CETN2,6,3,10,7,8,9,7,4,6,9,9,12,5,0,9,6,3,12,13
CETN3,4,9,4,11,2,4,6,3,4,5,3,0,6,1,14,4,5,8,2
CETP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFL1,81,80,95,85,77,119,113,67,64,107,94,80,81,84,116,81,48,118,101
CFL2,60,59,26,72,44,95,81,44,66,58,62,93,93,54,130,69,62,54,136
CTSC,87,67,60,72,54,132,104,50,83,87,111,97,141,71,194,107,99,71,162
CEACAM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCBTB2,18,29,36,55,25,80,47,18,31,30,42,27,48,29,136,78,92,151,167
RCC1,101,71,92,77,74,69,112,87,62,92,67,62,97,49,89,48,38,29,54
CHD1,63,52,48,87,52,80,77,45,65,54,67,53,132,34,161,64,66,60,92
CHD2,168,178,92,204,130,270,269,184,190,219,215,184,284,157,409,322,240,200,420
CHD3,29,27,22,16,15,22,21,34,20,18,17,15,19,11,33,25,5,10,19
CHD4,12,11,12,11,9,11,7,5,8,12,14,9,20,8,13,8,6,28,13
AKR1C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEK1,73,76,43,78,31,79,79,53,55,46,62,71,102,52,104,83,66,74,91
FOXN3,124,108,88,129,70,158,182,110,107,112,150,136,257,139,250,161,113,87,191
CHGB,0,2,1,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,3
CHI3L1,4,4,14,5,6,61,22,11,2,8,10,11,9,6,112,77,48,71,76
CHI3L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIT1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHKA,30,32,14,28,17,21,28,27,22,27,14,25,23,13,33,21,16,17,28
CHKB,0,6,6,3,4,7,2,2,4,3,7,1,9,3,5,1,1,3,5
CHM,30,34,13,36,11,31,55,29,29,29,35,37,47,15,71,38,37,24,57
CHML,296,286,134,348,187,630,528,244,235,297,223,215,327,143,1081,579,458,442,919
CHN1,0,1,0,2,0,1,1,1,2,0,0,1,1,0,3,1,0,0,3
LYST,478,494,239,531,266,466,580,254,396,469,453,464,671,284,614,276,266,173,378
CHRM4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHRM5,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
CHRNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA3,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CHRNA5,0,0,0,1,3,0,5,0,2,1,1,8,3,3,3,2,2,0,2
CHRNA7,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CHRNB1,17,12,10,12,2,24,12,10,19,12,19,18,22,19,25,19,18,9,20
CHRNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHUK,46,55,31,59,27,68,51,21,51,46,63,39,72,34,96,40,51,64,53
CKB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
CIRBP,217,181,183,166,102,235,231,129,174,182,191,153,235,169,231,197,161,246,221
CISH,54,68,48,58,42,108,123,66,47,67,92,30,69,63,151,94,96,107,119
TBCB,11,14,21,8,5,13,11,14,10,11,11,9,8,16,14,20,7,25,19
CKM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ERCC8,2,3,1,2,2,1,2,5,1,4,7,3,4,0,5,0,1,4,3
CKS1B,11,15,4,8,4,9,8,14,9,6,6,5,4,2,11,7,3,15,7
CKS2,84,65,78,87,50,90,82,38,75,65,96,71,73,42,133,73,71,111,69
AP2M1,2,7,8,11,9,3,12,8,2,3,9,3,2,5,8,8,6,6,4
AP1S1,9,15,9,10,9,1,6,6,8,13,14,5,8,9,13,9,10,16,7
AP2S1,18,9,14,8,3,12,8,13,8,9,10,8,14,14,10,12,6,16,18
AP3S1,6,4,17,23,10,11,25,7,19,14,10,13,19,6,22,15,8,9,19
CLCN2,4,2,2,2,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0
CLCN3,36,43,10,30,21,45,33,21,31,26,33,23,52,25,55,38,26,18,49
CLCN4,14,11,4,23,5,33,25,5,18,12,8,13,24,3,31,32,36,22,40
CLCN5,8,13,3,11,6,27,21,9,6,12,24,22,26,13,45,25,24,16,38
CLCN6,31,40,13,37,25,33,34,42,34,36,16,23,28,27,51,41,16,23,22
CLCN7,9,13,4,1,0,4,2,3,3,6,2,0,7,1,4,0,3,2,5
CLU,1,0,1,0,0,0,2,1,0,0,0,4,8,1,2,1,0,2,0
CLIC1,58,92,108,86,36,75,95,71,81,90,84,71,50,46,71,55,17,52,53
CLIC2,11,1,3,8,0,4,2,1,2,6,4,0,3,0,8,4,2,2,6
CLK1,409,390,193,502,267,622,610,328,403,410,428,456,694,299,953,609,502,439,865
CLK2,30,23,29,36,27,39,45,29,20,21,36,25,42,27,52,28,21,44,30
1197,36,36,22,19,17,46,50,38,31,22,24,18,30,21,42,31,21,17,39
