GENE,VHL_6h,VHL_3h,DMSO_3h,DMSO_6h
COX11,4.0,7.5,32.5,4.5
COX15,7.0,9.5,45.0,8.0
CP,0.0,0.0,0.0,0.0
CPD,15.5,29.5,143.0,25.5
CLDN7,0.0,0.0,0.0,0.0
CPM,4.0,5.5,25.5,9.5
CPOX,0.5,1.5,6.5,0.5
CPS1,0.0,0.0,1.0,0.0
CPT1A,39.0,52.0,194.0,37.0
CPT1B,1.0,0.5,3.0,0.0
CPT2,4.5,3.5,12.5,3.5
CR1,0.0,0.0,0.0,0.0
CRABP2,0.0,0.0,1.0,0.0
CRAT,0.5,1.0,3.5,0.5
CREB1,22.0,47.5,182.0,34.0
ATF2,10.0,21.5,88.0,10.0
CREBBP,6.5,11.5,54.5,11.5
ATF6B,4.5,3.5,21.0,2.5
CREBL2,3.0,5.0,16.0,2.5
CREM,0.5,0.0,2.0,0.0
CRIP1,2.5,0.5,7.0,6.5
CRIP2,0.0,0.0,0.5,0.0
CRK,25.5,61.5,187.0,18.5
CRKL,73.5,140.5,431.5,93.5
CRMP1,0.0,0.0,0.0,0.0
CRY1,0.0,0.0,2.0,0.5
CRY2,8.5,13.0,53.5,9.5
CRYGS,0.0,0.0,2.0,0.0
CRYZ,0.0,0.0,3.5,0.0
CS,34.5,79.0,270.5,44.0
MAPK14,20.5,47.5,197.5,36.0
CSE1L,5.0,6.5,23.0,5.0
CSF1,0.0,4.0,6.0,0.0
CSF1R,40.5,54.0,125.5,18.5
CSF2RA,4.0,4.5,14.0,3.5
CSF2RB,7.0,7.5,36.0,8.0
CSF3R,0.0,0.0,0.5,0.0
CSK,19.5,24.0,69.0,9.0
CSNK1A1,17.5,39.5,118.5,20.5
CSNK1D,33.0,73.0,223.5,38.0
CSNK1E,23.0,39.5,94.5,20.5
CSNK1G2,11.0,22.0,56.5,10.0
CSNK1G3,8.0,13.0,60.0,9.0
CSNK2A1,24.5,38.0,183.0,22.5
CSNK2A2,3.0,8.5,20.5,3.0
CSNK2B,2.5,3.0,20.5,2.5
VCAN,0.0,0.0,0.0,0.0
NCAN,0.0,0.0,0.0,0.0
CSPG4,5.0,11.5,28.5,4.0
CSRP1,15.0,21.5,62.5,11.0
SLC25A10,2.5,3.0,8.0,2.5
CST3,6.0,14.0,38.0,7.0
CSTA,0.0,0.5,4.0,1.0
CSTB,0.0,5.5,7.5,1.0
CSTF1,6.0,10.5,32.5,10.0
CSTF2,0.5,2.0,11.0,2.0
CSTF3,10.5,7.0,28.5,13.5
CTBS,0.0,1.5,6.0,0.0
CTBP1,12.5,20.5,51.0,6.0
CTBP2,9.0,20.0,60.0,8.5
CTF1,0.0,1.0,1.0,0.0
CTH,0.0,0.0,0.0,0.0
CTNNA1,7.0,14.0,40.0,7.0
CTNS,4.5,9.0,24.0,4.5
CTNNB1,15.5,28.5,89.5,26.5
CTNND1,9.5,13.0,60.0,6.0
CTPS1,15.5,26.0,98.5,22.5
CTRL,0.0,2.0,3.0,0.0
CTSB,18.0,49.0,108.5,19.0
CTSD,15.0,19.5,52.5,8.0
CTSG,1.0,0.0,2.0,1.0
CTSH,2.0,10.5,28.5,3.5
CTSK,1.0,0.0,1.5,0.5
CTSV,0.0,0.0,0.5,0.0
CTSO,0.0,0.0,4.0,1.0
CTSS,2.0,5.5,26.0,7.0
CTSW,0.0,0.5,0.5,0.0
CTSZ,4.5,14.0,52.0,8.0
CUX1,19.5,40.0,138.5,29.5
CX3CR1,0.0,0.0,0.0,0.0
CXADR,0.0,0.0,1.5,0.5
CYB5A,0.5,1.5,3.0,1.5
CYB561,4.0,6.0,15.5,2.0
CYBA,48.5,39.0,36.0,43.0
CYBB,0.0,0.0,5.5,0.5
CYC1,14.5,19.5,37.5,7.5
CYLD,9.0,19.5,74.0,15.5
CYP1A1,2.5,1.5,9.0,1.0
CYP1B1,228.0,203.5,734.5,179.5
CYP2B7P,0.5,0.0,0.5,0.0
CYP2D7,1.0,0.0,1.0,0.5
CYP2D6,0.0,0.0,0.5,0.0
CYP2E1,0.0,0.0,0.0,0.0
CYP2F1,0.0,0.0,0.0,0.0
CYP3A5,0.0,0.0,0.0,0.0
CYP19A1,0.0,0.0,0.0,0.0
CYP27B1,1.0,4.5,10.0,1.0
CYP51A1,12.5,20.0,43.5,7.5
DAD1,2.0,3.5,10.0,1.0
CD55,2.5,2.5,8.0,2.0
DAG1,10.5,32.0,92.5,10.0
DGKA,0.5,1.0,2.5,1.5
DGKG,23.5,26.5,55.0,25.5
DGKQ,6.5,8.5,25.5,8.0
DAP,38.0,46.0,132.0,46.0
DAPK1,0.0,0.0,0.5,0.0
DAPK3,0.5,3.0,7.5,1.0
DARS1,6.0,7.0,36.5,5.0
DAXX,6.0,4.5,18.5,4.5
DBH,0.0,0.0,0.0,0.0
DBI,20.5,9.0,31.5,17.5
DBN1,14.0,24.5,93.0,14.0
DBP,0.5,0.5,1.5,0.5
DBT,18.5,13.5,62.0,15.0
ECI1,0.0,0.5,1.5,0.0
DCK,5.0,7.0,34.5,8.0
DCTD,10.5,13.0,46.5,10.5
DCT,0.0,0.0,0.0,0.0
DCTN1,4.0,11.0,41.5,4.0
DDB1,14.5,21.0,47.0,8.5
DDB2,3.0,1.0,5.0,1.5
AKR1C1,0.0,0.0,0.0,0.0
AKR1C2,0.0,0.0,0.0,0.0
GADD45A,5.0,6.0,11.0,5.0
DDIT3,10.5,19.5,28.0,20.0
DDOST,7.0,14.5,51.0,10.0
DDT,7.5,8.0,24.5,5.0
DDX1,1.0,1.0,10.5,3.0
DDX3X,75.0,148.0,542.0,92.0
DDX5,29.5,43.5,175.0,31.5
DDX6,75.5,158.5,607.0,91.5
DMXL1,1.5,0.0,11.0,0.0
DHX8,12.0,17.0,43.5,7.0
DHX9,6.5,10.5,44.5,14.5
DDX10,7.0,8.5,31.5,14.0
DDX11,15.5,20.0,70.5,17.0
DHX15,16.0,21.0,78.5,14.5
DECR1,0.5,1.0,2.0,1.0
DES,0.0,0.0,0.0,0.0
CFD,0.5,4.0,8.0,1.0
DFFA,9.0,16.5,57.5,5.5
DFFB,3.5,3.5,15.5,1.5
TIMM8A,8.0,14.0,66.5,12.5
GSDME,0.0,0.0,0.5,0.0
DGUOK,2.0,4.5,15.5,4.0
DHCR7,1.0,2.5,3.0,0.5
DHCR24,41.0,135.0,244.0,35.5
DHFR,18.5,30.5,133.0,35.5
DHODH,2.0,8.0,24.0,6.5
DHPS,10.5,37.5,77.5,12.0
CYB5R3,5.5,13.5,36.0,5.0
NQO1,5.0,7.0,32.0,4.5
DIAPH1,38.0,66.0,227.0,40.5
DIAPH2,0.0,1.5,4.0,0.0
SEPTIN1,0.0,0.0,0.0,0.0
DIO1,0.0,0.0,0.0,0.0
DIO2,0.0,0.0,0.0,0.0
DKC1,55.5,70.5,251.5,62.5
DLAT,8.0,12.0,59.5,11.0
DLD,3.0,4.5,25.0,4.0
DLG1,10.0,13.5,87.0,14.0
DLG3,0.0,0.0,0.0,0.0
DLG4,1.5,4.0,15.0,3.0
DLST,12.0,35.5,106.0,19.5
1744,3.0,5.5,19.5,4.0
DLX1,25.0,52.5,150.5,32.0
DLX2,0.0,0.5,4.5,0.5
DLX3,0.0,1.0,7.0,0.0
DLX4,1.5,6.5,28.0,3.0
DLX5,0.5,0.0,0.5,0.0
SARDH,0.0,0.0,0.0,0.0
DNM1,0.5,1.0,4.5,0.0
DMPK,0.5,2.5,13.5,0.5
DMWD,2.5,2.5,11.0,2.0
DNA2,18.0,18.5,88.0,9.5
DNASE1,0.0,0.0,0.5,0.5
DNASE1L1,0.5,4.0,4.0,0.5
DNASE1L2,0.0,0.0,1.5,0.0
DNASE2,0.0,1.0,0.0,0.0
DYNC1H1,5.5,9.5,31.0,4.5
DYNC1I2,1.0,2.5,10.0,3.5
DYNC1LI2,29.5,62.0,294.0,39.5
DNM2,7.0,16.0,40.5,5.5
DNMT1,8.0,10.0,41.5,5.5
TRDMT1,1.0,4.0,9.5,0.5
DNMT3A,18.5,45.5,146.0,22.0
DNMT3B,3.0,6.5,31.5,5.5
DOCK2,6.5,7.5,23.5,7.0
DOCK3,0.0,0.0,0.0,0.0
DOK1,30.5,51.0,81.5,19.0
DXO,0.0,0.0,0.5,0.0
DPAGT1,1.0,1.0,9.5,2.5
DPH1,16.0,37.5,73.0,25.5
DPH2,11.0,18.0,58.5,7.0
DPYD,0.5,1.0,4.5,1.5
DPYS,0.0,0.0,0.0,0.0
DPYSL2,85.0,115.5,282.0,79.5
DPYSL3,3.5,4.0,10.0,1.0
DR1,13.5,23.5,82.5,10.0
DRD4,0.0,0.0,0.0,0.0
DRG2,6.0,5.5,19.0,3.5
ARID3A,10.0,16.0,75.5,6.5
DRP2,0.0,0.0,0.5,0.0
ATN1,3.0,4.5,7.0,1.0
RCAN1,4.5,5.0,21.5,3.0
TSC22D3,80.0,68.5,95.5,112.5
SLC26A2,7.5,6.5,38.0,7.5
DTNA,8.0,6.5,30.0,7.0
DTNB,0.0,0.0,0.0,0.0
HBEGF,75.5,149.0,347.5,84.0
DTYMK,13.5,19.0,62.5,12.5
ECM2,0.0,0.0,0.0,0.0
DUSP1,19.0,8.0,12.5,19.0
DUSP2,19.5,28.0,64.0,24.0
DUSP3,54.0,97.0,335.0,50.5
DUSP4,22.0,51.0,132.0,18.5
DUSP5,34.0,90.5,150.5,27.0
DUSP6,87.0,126.0,331.0,65.5
DUSP7,68.5,228.0,624.5,62.0
DUSP8,0.0,0.0,0.5,0.0
DUT,3.5,8.5,20.0,4.0
DVL1,4.5,3.5,12.0,1.5
DVL2,0.5,0.5,6.5,0.5
DVL3,11.0,35.0,122.5,16.5
DYRK1A,51.0,135.0,478.5,79.0
TOR1A,20.0,33.5,93.0,18.0
E2F1,15.5,21.0,82.0,19.5
E2F2,28.5,50.5,184.0,42.5
E2F3,79.0,145.5,473.5,78.0
E2F4,15.0,34.0,89.0,14.5
E2F5,1.5,2.5,9.0,0.0
E2F6,15.5,26.0,103.0,17.0
E4F1,3.5,7.0,12.5,2.0
EBF1,4.0,8.0,38.0,6.0
GPR183,17.0,12.5,27.5,11.0
ECE1,2.0,5.0,18.0,1.0
TYMP,0.5,0.5,0.5,0.5
ECH1,3.5,5.0,6.5,2.0
ECHS1,5.0,6.0,20.0,2.0
ECM1,0.0,0.0,0.0,0.0
ECT2,4.0,8.0,39.0,8.0
EDA,0.0,0.0,1.5,0.0
LPAR1,5.0,11.0,36.0,6.5
PHC1,0.0,0.0,0.5,0.0
PHC2,22.0,46.5,130.0,26.5
EEF1A1,56.0,67.0,217.0,69.5
EEF1A2,1.0,0.0,2.0,0.0
EEF1B2,7.0,7.5,20.0,6.0
EEF1D,1.0,3.0,5.0,2.5
EEF1G,11.0,15.5,44.5,12.5
EEF2,111.0,170.5,446.5,116.0
EIF2D,0.0,0.5,4.0,2.0
EFNA3,2.0,1.5,6.0,0.5
EFNA4,1.0,3.0,10.0,1.0
EFNA5,0.0,0.0,0.5,0.0
EFNB1,1.5,1.5,12.0,1.0
EFNB2,0.0,0.0,2.0,0.0
EGF,0.0,0.0,0.5,0.0
CELSR3,3.5,4.0,10.5,1.5
CELSR2,0.5,0.0,3.0,0.0
MEGF6,0.0,0.0,0.0,0.0
MEGF8,5.0,7.5,26.0,1.0
MEGF9,9.0,20.5,94.0,15.5
EGR1,34.5,20.0,61.0,118.5
EGR2,0.0,0.0,0.5,2.0
EGR3,9.5,15.5,61.5,12.0
EHHADH,0.0,1.5,2.0,0.0
EIF1AX,20.5,36.0,157.5,27.0
EIF2S1,41.5,52.5,231.5,30.5
EIF2B1,13.0,23.0,81.0,16.5
EIF2S3,27.0,39.0,185.5,21.5
EIF4A1,121.0,218.0,597.0,152.0
EIF4A2,138.0,188.0,607.0,220.5
EIF4B,73.0,90.0,359.5,79.0
EIF4E,8.5,13.0,60.5,9.5
EIF4EBP1,27.0,28.5,56.0,26.5
EIF4EBP2,48.0,65.5,316.5,47.5
EIF4G1,23.0,41.5,147.5,32.0
EIF4G2,49.0,72.0,268.0,48.0
EIF5,165.5,274.5,915.5,183.0
EIF5A,71.0,110.0,293.5,80.5
CELA1,0.0,0.0,0.0,0.0
ELANE,2.0,1.0,4.0,1.0
SERPINB1,6.5,7.5,31.0,10.0
ELAVL1,29.5,65.0,289.0,37.5
ELAVL3,0.0,0.0,0.0,0.0
ELAVL4,0.0,0.0,0.0,0.0
ELF1,22.5,34.0,129.5,33.5
ELF2,21.5,33.0,135.5,28.0
ELF4,76.0,136.5,260.5,58.5
ELK1,5.0,32.5,99.5,11.0
ELK3,7.5,14.0,58.5,12.0
ELK4,28.0,72.0,338.0,27.5
EML1,0.0,0.0,1.5,0.0
EMD,1.0,1.5,3.0,2.0
MARK2,19.0,34.0,91.5,22.0
EMP1,14.5,13.5,23.0,8.5
EMP2,1.5,1.5,8.5,3.0
EMP3,1.5,4.0,9.0,1.0
ADGRE1,0.0,0.0,0.0,0.0
CTTN,0.0,0.5,1.5,0.0
ENDOG,1.0,0.0,1.0,0.5
ENG,11.5,10.0,17.0,3.5
ENO1,44.0,104.5,194.0,54.0
ENO2,2.0,0.5,7.0,1.0
ENO3,0.0,0.0,0.0,0.0
ENSA,21.0,35.0,145.5,30.5
SLC29A1,4.0,9.5,33.0,4.5
EP300,11.0,23.0,98.0,19.5
EPAS1,0.0,0.0,2.0,0.5
EPB41,8.5,9.0,38.5,9.0
EPB41L1,0.0,0.0,3.5,0.0
EPB41L2,0.0,0.0,3.0,0.0
DMTN,0.0,0.0,0.0,0.0
STOM,20.0,52.0,184.5,33.5
EPHA1,0.0,0.0,1.5,0.5
EPHA7,0.0,0.0,0.0,0.0
EPHB3,5.0,7.5,39.0,4.5
EPHB4,0.0,0.5,1.0,0.0
EPHB6,0.0,0.0,0.5,0.0
EPHX1,0.0,0.5,2.5,0.0
STX2,1.0,3.0,17.5,1.0
CLN8,11.0,25.0,60.5,7.5
EPOR,8.5,6.0,26.5,6.5
EPRS1,4.0,2.5,15.0,5.5
EPS8,0.0,0.0,0.5,0.5
EPS15,3.0,3.5,32.0,5.0
NR2F6,19.0,45.0,111.5,16.5
ERBB2,0.0,0.0,0.0,0.0
ERBB3,0.0,0.0,0.0,0.0
ERCC1,11.0,41.0,89.5,15.0
ERCC2,0.0,1.5,3.0,0.0
ERCC3,4.5,6.0,17.0,3.5
ERCC4,0.5,1.0,20.0,2.0
ERCC5,1.0,0.0,3.0,0.5
ERCC6,2.5,1.0,9.0,2.0
ERF,5.5,12.5,55.0,4.5
ERH,12.0,15.0,69.5,12.0
ERN1,5.0,8.5,15.0,3.0
ERV3-1,0.0,0.5,10.5,0.0
FBL,3.0,3.0,10.5,2.0
ESD,0.5,0.5,7.5,0.0
ESR2,0.5,0.5,1.0,0.5
ESRRA,8.5,10.5,30.0,6.5
ESRRB,0.0,0.0,0.0,0.0
ETF1,49.0,107.0,341.5,57.5
ETFA,0.5,0.0,6.5,0.5
ETFB,1.0,1.0,3.0,1.5
ETFDH,0.0,0.5,0.5,0.0
ETS1,3.0,6.0,20.5,2.0
ETS2,77.0,160.5,247.0,56.0
ETV1,0.0,0.0,0.0,0.0
ETV2,0.0,0.0,0.0,0.0
ETV3,1.0,3.0,14.0,3.0
ETV4,2.0,3.0,10.5,2.5
ETV5,4.5,9.0,54.5,9.5
ETV6,145.0,251.0,616.0,129.0
EVI2A,10.5,10.5,39.0,7.5
EVI2B,2.5,8.5,37.5,7.0
EWSR1,21.5,41.0,115.0,25.0
EXT1,0.0,0.5,2.5,0.0
EXT2,2.0,5.0,23.0,4.0
EXTL2,1.5,2.0,13.0,2.0
EXTL3,9.5,17.5,70.5,16.0
EYA2,0.5,0.0,1.5,0.0
EYA3,20.5,28.5,120.5,20.0
EZH1,11.5,13.5,49.0,9.0
EZH2,6.0,13.5,22.5,7.5
F2R,6.0,8.5,43.0,5.0
F2RL2,0.0,0.0,0.0,0.0
F3,56.0,90.0,210.5,79.0
F8,1.5,0.0,6.0,0.0
F12,0.0,0.0,0.0,0.0
F13A1,0.0,0.0,0.0,0.0
FAAH,0.0,0.0,1.0,0.0
FABP3,0.0,0.0,0.0,0.0
FABP5,0.5,1.5,5.5,1.5
FANCA,4.5,10.5,28.0,3.0
FANCC,4.0,7.0,32.5,6.0
FANCD2,3.0,2.5,14.5,2.5
FANCE,12.0,12.0,49.5,11.0
ACSL1,29.5,61.0,160.0,27.5
ACSL3,2.0,5.0,24.0,2.0
ACSL4,18.5,20.0,96.5,19.0
FAH,1.5,1.0,3.0,0.0
PTK2B,19.0,35.5,107.0,23.0
BPTF,5.0,9.0,42.0,6.0
FANCB,0.0,0.0,1.0,0.0
FANCF,4.5,7.5,23.5,4.0
FANCG,2.0,3.5,11.0,2.0
FARSA,15.0,10.5,32.0,10.0
FASN,8.0,15.5,30.5,6.0
FAT2,0.0,0.0,0.0,0.0
FAU,5.5,13.0,25.0,10.0
FBN1,0.0,0.0,0.5,0.0
FBN2,0.0,0.0,0.5,0.5
FBP1,0.0,0.0,0.0,0.0
FCER1A,0.0,0.0,0.0,0.0
MS4A2,0.0,0.0,0.0,0.0
FCER1G,0.5,0.5,5.5,0.0
FCER2,0.0,0.0,0.0,0.0
FCGR1A,3.5,7.5,8.5,3.5
2210,2.5,3.5,3.0,0.0
FCGR2A,15.5,17.0,77.0,18.5
FCGR2B,1.0,0.0,2.0,0.5
FCGRT,0.0,0.0,0.0,0.0
FKTN,7.5,15.5,62.5,9.0
FDFT1,8.0,7.0,20.0,5.5
FDPS,0.5,1.0,2.0,0.5
FDX1,2.0,4.0,15.5,5.0
FDXR,1.5,1.0,3.5,0.5
FECH,3.0,5.0,20.0,2.5
FEN1,45.5,72.5,268.5,53.5
FER,5.0,9.5,45.5,2.5
FES,1.0,0.5,4.5,2.0
FGD1,0.0,0.0,0.0,0.0
FGF2,0.0,0.0,0.0,0.0
FGF9,0.0,0.0,1.0,0.0
FGF11,0.5,1.0,6.5,0.0
FGF12,0.0,0.0,0.0,0.0
FGFR1,0.5,3.0,15.5,1.5
FGFR3,0.0,0.5,3.0,0.0
FGR,3.0,9.0,35.0,3.0
FH,2.5,3.0,12.5,3.0
FHIT,0.0,0.0,0.0,0.0
FHL1,6.5,14.5,38.5,4.0
FHL2,0.0,0.0,1.0,0.0
FHL3,2.0,1.5,3.5,0.5
FKBP1A,11.0,18.5,71.5,16.0
2282,2.5,5.5,3.0,1.0
FKBP2,0.5,1.0,4.5,1.5
FKBP3,3.5,2.0,15.5,1.0
FKBP4,4.5,15.5,50.0,7.5
FKBP5,35.5,75.0,224.5,42.0
FOXD4,0.0,0.0,1.0,0.0
FOXE3,0.0,0.0,0.0,0.0
FOXJ1,0.0,0.0,0.0,0.0
FOXM1,18.5,25.0,76.0,13.5
FOXD2,2.0,2.5,9.0,1.5
FOXO1,0.0,0.0,0.5,0.0
FOXO3,14.5,27.5,99.0,29.0
FOXO3B,15.5,44.5,155.0,23.5
FLI1,11.5,15.5,70.5,15.0
FLII,3.5,4.5,6.0,2.0
MLANA,0.0,0.0,0.0,0.0
FLNA,16.0,14.0,52.5,10.0
FLNB,12.0,18.0,47.5,6.5
FLOT2,3.5,5.0,23.0,11.0
FLT1,0.0,0.5,1.5,0.0
FLT3,109.5,230.5,731.0,119.5
FLT3LG,0.0,0.5,2.0,0.5
FMO4,0.0,0.0,0.0,0.0
FMO5,0.0,0.0,0.0,0.0
FMOD,0.0,0.0,0.0,0.0
FMR1,4.0,4.0,31.5,3.5
AFF2,0.0,0.0,1.0,0.0
FN1,0.0,0.0,0.0,0.0
FNTA,20.5,22.5,77.5,13.0
FNTB,18.0,21.0,64.0,18.0
FOS,15.5,6.0,15.0,39.0
FOSB,69.0,22.0,42.5,152.5
FOSL2,39.5,109.5,205.5,30.5
FPGS,3.5,5.5,15.5,3.5
FPR2,0.0,0.0,0.0,0.0
FPR3,0.0,0.0,0.5,0.0
FXN,2.0,3.5,10.5,1.5
MTOR,12.0,16.5,66.0,15.5
FRG1,0.5,0.0,2.0,1.5
CENPI,1.0,2.0,11.5,0.5
FTH1,55.0,86.5,114.0,27.5
2498,1.5,2.0,12.0,6.5
FTL,75.5,173.0,227.0,49.0
FUCA1,3.5,4.5,12.0,4.5
FUCA2,2.5,4.0,14.5,2.0
FUS,9.5,36.5,140.0,18.5
FUT1,0.0,0.0,0.0,0.0
FUT2,0.0,0.0,0.0,0.0
FUT4,119.5,410.5,698.0,143.0
FUT7,17.5,19.5,60.0,13.5
FUT8,3.5,8.0,16.0,7.0
KDSR,6.0,12.0,64.0,8.5
FYB1,0.5,1.5,4.0,2.5
FYN,0.5,0.0,2.5,0.0
FZD2,5.0,4.5,20.0,5.0
IFI6,1.0,0.0,1.0,0.5
G6PD,5.0,4.5,13.0,1.5
SLC37A4,1.0,1.5,3.5,0.5
XRCC6,8.5,10.0,34.0,4.0
GAA,1.0,0.5,0.0,0.0
GAB1,0.5,0.0,0.5,0.0
GABBR1,0.0,0.0,0.0,0.0
GABPA,6.5,10.5,67.5,9.0
GABPB1,6.0,17.5,38.0,8.5
GABRB2,0.0,0.0,0.0,0.0
GABRE,0.0,0.0,1.5,1.0
GABRG1,0.0,0.0,0.0,0.0
GABRR2,0.0,1.0,1.0,0.0
GAD1,0.0,0.5,4.0,0.0
GAK,1.0,4.5,11.0,2.5
GALC,3.0,2.5,6.0,2.0
GALE,1.0,1.0,3.5,1.0
GALK1,0.0,0.5,1.0,0.0
GALK2,0.5,2.0,4.0,2.0
GALNS,2.0,5.0,21.0,1.0
GALNT1,6.5,11.5,46.5,5.0
GALNT2,10.5,19.0,42.5,10.5
GALNT3,0.0,0.0,2.5,0.0
GALT,0.5,0.5,1.5,0.0
GAMT,6.0,6.0,15.5,2.5
GANC,1.5,3.5,13.0,5.0
GAPDH,96.5,149.0,294.5,103.5
GARS1,3.0,6.0,28.0,8.0
GART,11.0,13.5,47.0,12.5
GAS2,0.0,0.0,0.0,0.0
GAS6,0.5,1.5,2.5,0.0
GAS8,0.5,2.0,6.0,0.0
GATA2,4.0,3.5,30.0,14.0
GATM,0.0,0.0,0.0,0.0
GBA,0.0,0.0,0.0,0.0
GBAP1,1.5,1.0,4.5,2.0
NIPSNAP2,4.0,7.0,35.0,3.0
GBE1,0.0,0.5,6.0,0.0
GBP1,1.0,0.5,0.5,0.0
GBP2,1.0,0.5,6.5,1.5
GBP3,2.0,7.5,18.0,4.5
GCDH,4.0,1.5,10.5,2.5
GCH1,3.0,3.5,11.5,2.0
GCHFR,0.0,0.5,2.0,1.5
BLOC1S1,1.0,0.0,2.5,0.0
KAT2A,2.0,2.0,7.5,2.5
NR6A1,8.0,8.0,38.0,9.5
GCNT1,12.0,8.5,22.0,5.0
GCNT2,0.0,0.0,0.0,0.0
GCSH,0.5,0.5,5.0,1.0
MSTN,0.0,0.0,0.0,0.0
GDI1,1.5,3.5,10.0,1.5
GDI2,11.5,29.5,96.5,15.0
GEM,5.0,3.0,6.0,3.0
GFER,8.5,21.0,44.0,8.0
GFI1,150.0,272.5,965.5,228.0
GFPT1,18.5,29.5,130.5,20.0
GFRA2,0.0,0.0,0.0,0.0
GFRA3,0.0,0.0,0.0,0.0
GGCX,2.5,9.0,20.5,5.0
GGT1,0.0,0.0,0.5,0.0
2679,0.0,0.0,0.0,0.0
2681,0.0,0.0,0.0,0.0
B4GALT1,4.5,10.0,36.5,5.5
GGT7,1.0,0.5,2.0,0.0
GGT5,0.0,0.0,0.0,0.0
GHSR,0.0,0.0,0.0,0.0
GIPR,2.5,5.5,21.0,1.5
GJA3,0.0,0.0,0.0,0.0
GJA5,0.0,0.0,0.0,0.0
GK,0.0,1.0,2.5,0.5
2713,0.0,0.0,0.0,0.0
GLA,0.0,0.0,0.5,0.0
GLB1,0.5,1.0,4.5,0.0
GCLC,1.5,1.5,5.5,0.0
GCLM,8.5,11.0,55.5,7.5
GLDC,0.0,0.0,0.0,0.0
GLE1,11.5,22.5,74.5,11.5
GLG1,17.5,41.5,147.5,25.5
GLI3,0.0,0.0,0.0,0.0
GLI4,0.0,0.0,0.5,0.5
GLO1,64.0,71.5,281.5,51.5
GLS,9.5,16.0,60.5,11.5
GLRX,9.5,12.5,32.0,7.5
GLUD1,18.5,39.5,99.0,24.0
GLUD2,0.0,0.0,0.0,0.0
GLUL,131.5,213.0,578.5,147.5
GM2A,5.5,2.5,17.0,4.5
GMDS,0.0,0.0,0.0,0.0
GMFB,9.0,17.0,92.5,12.0
GMPR,0.0,0.0,0.0,0.0
GNA12,20.0,37.5,106.5,15.0
GNA15,17.5,16.0,45.5,13.5
GNAI1,0.0,0.0,0.0,0.0
GNAI2,10.0,26.0,95.5,16.5
GNAI3,9.0,20.5,74.5,12.0
GNAL,0.0,0.0,0.5,0.0
GNAO1,0.0,0.0,0.0,0.0
GNAQ,17.5,44.0,190.0,28.0
GNAS,16.5,58.5,159.5,31.0
GNAZ,0.0,0.5,3.0,0.0
GNB1,32.0,84.5,284.5,50.5
GNB2,7.0,10.5,21.0,2.5
GNB3,0.0,0.0,0.0,0.0
GNG3,0.0,0.0,0.0,0.0
GNG4,0.0,0.0,0.5,0.0
GNG5,2.5,3.5,21.0,2.0
GNG7,3.0,4.5,11.5,3.0
GNG10,2.0,1.5,2.0,1.5
GNG11,1.5,0.5,3.5,0.0
GNGT2,0.0,0.5,0.0,0.0
GNL1,12.5,28.0,85.0,6.5
GNRH1,0.0,1.0,2.0,0.5
GNRHR,0.0,0.0,0.0,0.0
GNS,7.0,6.0,23.5,4.0
GOLGA1,5.0,14.0,41.0,4.5
GOLGA2,5.5,4.5,29.5,4.5
GOLGA3,14.0,33.0,107.0,11.0
GOLGA4,1.5,5.5,18.5,2.0
GOLGB1,4.5,10.0,38.5,6.0
GOT1,2.5,3.0,9.5,3.5
GOT2,9.5,13.0,38.0,15.0
SFN,0.0,0.0,0.0,0.0
GP1BA,0.0,0.0,0.0,0.0
GP1BB,0.0,3.5,6.5,0.0
GPC1,0.5,1.0,2.0,0.0
GPD1,0.0,0.0,0.0,0.0
GPD2,7.5,11.5,27.0,7.0
GPI,11.5,20.0,67.0,8.5
GPLD1,0.0,0.5,1.0,0.0
GPM6B,0.0,0.0,0.0,0.0
GPR3,5.0,7.5,27.0,7.0
CXCR3,2.5,4.5,12.5,5.5
GPR18,0.0,0.0,0.5,0.0
GPR20,0.0,0.0,0.0,0.0
LPAR4,3.0,1.0,5.5,1.0
GPR25,0.0,0.0,0.0,0.0
GPR35,7.5,13.0,21.0,7.5
FFAR2,0.0,0.0,0.0,0.0
GRK5,0.5,0.0,0.0,0.5
GRK6,5.5,15.5,46.0,8.0
MKNK2,33.5,54.0,145.5,26.0
GPS1,3.5,1.5,9.0,2.0
GPS2,1.0,1.5,4.0,1.5
GPT,0.0,0.0,0.0,0.0
GPX1,80.0,129.5,240.0,85.5
GPX2,0.0,0.0,0.0,0.0
GPX3,0.0,0.0,0.0,0.0
GPX4,9.0,7.0,23.0,5.5
GRB2,154.0,273.5,784.0,183.0
GRB10,5.0,13.5,33.0,5.5
RAPGEF1,17.5,40.0,123.5,15.5
GRID1,0.0,0.0,0.0,0.5
GRN,4.0,2.0,6.5,3.0
GRIK1,0.0,0.0,0.0,0.0
GRIK3,0.0,0.0,0.0,0.0
GRIK5,0.5,0.5,1.0,0.0
GRIN1,0.0,0.0,0.0,0.0
GRIN2C,0.0,0.0,0.0,0.0
GRIN2D,22.5,35.0,105.0,23.5
GRINA,12.5,15.5,35.5,13.0
NR3C1,25.0,59.0,217.5,42.0
ARHGAP35,44.0,97.5,302.5,47.0
PDIA3,23.5,43.0,150.0,25.0
GRSF1,8.5,17.0,70.5,9.5
GSK3A,11.0,12.0,60.0,10.0
GSK3B,32.5,62.0,279.5,41.0
GSN,2.5,2.5,10.0,4.0
