chr	start	end	interval_id	num_peaks	num_samples	MV411_1_320_R1.bool	MV411_3_568_R1.bool	MV411_7_714_R1.bool	MV411_8_715_R1.bool	MV411_1_320_R1.fc	MV411_3_568_R1.fc	MV411_7_714_R1.fc	MV411_8_715_R1.fc	MV411_1_320_R1.qval	MV411_3_568_R1.qval	MV411_7_714_R1.qval	MV411_8_715_R1.qval	MV411_1_320_R1.pval	MV411_3_568_R1.pval	MV411_7_714_R1.pval	MV411_8_715_R1.pval	MV411_1_320_R1.start	MV411_3_568_R1.start	MV411_7_714_R1.start	MV411_8_715_R1.start	MV411_1_320_R1.end	MV411_3_568_R1.end	MV411_7_714_R1.end	MV411_8_715_R1.end	MV411_1_320_R1.summit	MV411_3_568_R1.summit	MV411_7_714_R1.summit	MV411_8_715_R1.summit
chr1	4215910	4216387	Interval_107	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.15313	NA	NA	NA	11.58829	NA	NA	NA	15.27747	NA	NA	NA	4215910	NA	NA	NA	4216387	NA	NA	NA	277
chr1	4443238	4443618	Interval_108	2	2	TRUE	FALSE	FALSE	TRUE	11.02347	NA	NA	14.76667	17.82125	NA	NA	30.99472	22.03597	NA	NA	35.11713	4443274	NA	NA	4443238	4443582	NA	NA	4443618	155	NA	NA	151
chr1	5485221	5486551	Interval_109	3	3	TRUE	FALSE	TRUE	TRUE	12.26232	NA	8.05363	34.23061	31.57581	NA	16.97564	106.85621	36.01688	NA	21.41391	111.40745	5485337	NA	5485397	5485221	5486382	NA	5486310	5486551	532	NA	400	409
chr1	5992692	5992858	Interval_110	1	1	TRUE	FALSE	FALSE	FALSE	5.48572	NA	NA	NA	5.24705	NA	NA	NA	8.89458	NA	NA	NA	5992692	NA	NA	NA	5992858	NA	NA	NA	78	NA	NA	NA
chr1	6011890	6012199	Interval_111	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.07301	NA	NA	NA	6.76929	NA	NA	NA	10.20378	NA	NA	NA	6011890	NA	NA	NA	6012199	NA	NA	NA	173
chr1	6026086	6026445	Interval_112	1	1	TRUE	FALSE	FALSE	FALSE	6.46601	NA	NA	NA	7.41616	NA	NA	NA	11.22358	NA	NA	NA	6026086	NA	NA	NA	6026445	NA	NA	NA	141	NA	NA	NA
chr1	6063504	6063847	Interval_113	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	8.8752	8.68136	NA	NA	14.19621	17.33932	NA	NA	18.57825	21.21793	NA	NA	6063574	6063504	NA	NA	6063743	6063847	NA	NA	100	217
chr1	6123547	6123822	Interval_114	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99221	NA	NA	NA	2.60279	NA	NA	NA	5.6077	NA	NA	NA	6123547	NA	NA	NA	6123822	NA	NA	NA	54
chr1	6379910	6380133	Interval_115	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.2617	NA	NA	NA	7.05218	NA	NA	NA	10.51213	NA	NA	NA	6379910	NA	NA	NA	6380133	NA	NA	NA	69
chr1	6423420	6423748	Interval_116	3	3	TRUE	FALSE	TRUE	TRUE	8.02975	NA	9.7135	14.92388	10.63388	NA	18.09423	33.3246	14.62426	NA	22.54687	37.47243	6423481	NA	6423477	6423420	6423688	NA	6423711	6423748	104	NA	153	191
chr1	6438174	6438333	Interval_117	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.35514	NA	NA	NA	3.3366	NA	NA	NA	6.44799	NA	NA	NA	6438174	NA	NA	NA	6438333	NA	NA	NA	97
chr1	6440328	6440487	Interval_118	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.34314	NA	NA	NA	2.89087	NA	NA	NA	5.9236	NA	NA	NA	6440328	NA	NA	NA	6440487	NA	NA	NA	106
chr1	6476413	6476758	Interval_119	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44392	NA	NA	NA	5.80854	NA	NA	NA	9.16324	NA	NA	NA	6476413	NA	NA	NA	6476758	NA	NA	NA	127
chr1	6490504	6490730	Interval_120	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.94262	NA	NA	NA	7.26214	NA	NA	NA	10.72761	NA	NA	NA	6490504	NA	NA	NA	6490730	NA	NA	NA	101
chr1	6553512	6553797	Interval_121	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.84425	NA	NA	NA	6.08862	NA	NA	NA	9.47805	NA	NA	NA	6553512	NA	NA	NA	6553797	NA	NA	NA	102
chr1	6613411	6613822	Interval_122	2	2	TRUE	FALSE	FALSE	TRUE	14.598	NA	NA	11.46318	41.74017	NA	NA	32.20431	46.27844	NA	NA	36.34014	6613411	NA	NA	6613433	6613822	NA	NA	6613790	230	NA	NA	210
chr1	6742183	6742451	Interval_123	2	2	TRUE	FALSE	FALSE	TRUE	7.61188	NA	NA	11.63247	9.18062	NA	NA	21.35648	13.09545	NA	NA	25.3246	6742199	NA	NA	6742183	6742419	NA	NA	6742451	128	NA	NA	145
chr1	6742879	6744146	Interval_124	3	3	TRUE	FALSE	TRUE	TRUE	6.80249	NA	5.74925	17.94095	9.50087	NA	10.02702	54.76029	13.43031	NA	14.29954	59.09054	6742997	NA	6743061	6742879	6743633	NA	6743654	6744146	246	NA	99	343
chr1	6744854	6745339	Interval_125	3	3	TRUE	FALSE	TRUE	TRUE	7.33175	NA	6.80746	16.69469	9.53391	NA	8.95301	42.99614	13.47188	NA	13.19086	47.24547	6745041	NA	6745007	6744854	6745314	NA	6745248	6745339	97	NA	150	280
chr1	6777055	6777260	Interval_126	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.29739	NA	NA	NA	4.70655	NA	NA	NA	7.95952	NA	NA	NA	6777055	NA	NA	NA	6777260	NA	NA	NA	134
chr1	6784389	6784585	Interval_127	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.30752	NA	NA	NA	3.05562	NA	NA	NA	6.11143	NA	NA	NA	6784389	NA	NA	NA	6784585	NA	NA	NA	115
chr1	7479184	7479344	Interval_128	1	1	TRUE	FALSE	FALSE	FALSE	5.00652	NA	NA	NA	3.97246	NA	NA	NA	7.49618	NA	NA	NA	7479184	NA	NA	NA	7479344	NA	NA	NA	56	NA	NA	NA
chr1	7648959	7649413	Interval_129	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.93148	NA	NA	NA	11.23387	NA	NA	NA	14.9099	NA	NA	NA	7648959	NA	NA	NA	7649413	NA	NA	NA	211
chr1	7654842	7655954	Interval_130	3	2	TRUE	FALSE	FALSE	TRUE	6.40046;4.88783	NA	NA	7.81015	6.61305;3.80222	NA	NA	11.0451	10.37639;7.30656	NA	NA	14.70804	7654997;7655603	NA	NA	7654842	7655184;7655954	NA	NA	7655921	73;91	NA	NA	775
chr1	7689339	7689502	Interval_131	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.62786	NA	NA	NA	3.49519	NA	NA	NA	6.61879	NA	NA	NA	7689339	NA	NA	NA	7689502	NA	NA	NA	92
chr1	7704917	7705133	Interval_132	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	8.12395	NA	NA	NA	11.9992	NA	NA	NA	16.3294	NA	NA	NA	7704917	NA	NA	NA	7705133	NA	NA	NA	128	NA
chr1	7728755	7729078	Interval_133	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.40284	NA	NA	NA	3.11357	NA	NA	NA	7.33557	NA	NA	NA	7728755	NA	NA	NA	7729078	NA	NA	NA	154	NA	NA
chr1	7885917	7886390	Interval_134	3	3	TRUE	FALSE	TRUE	TRUE	26.10167	NA	25.0072	52.98024	63.80986	NA	70.14544	177.55199	68.50598	NA	75.06932	182.30066	7885921	NA	7885948	7885917	7886290	NA	7886249	7886390	136	NA	111	146
chr1	7982379	7982538	Interval_135	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.04857	NA	NA	NA	4.33561	NA	NA	NA	7.56326	NA	NA	NA	7982379	NA	NA	NA	7982538	NA	NA	NA	84
chr1	8118856	8119015	Interval_136	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.16598	NA	NA	NA	4.796	NA	NA	NA	8.05269	NA	NA	NA	8118856	NA	NA	NA	8119015	NA	NA	NA	93
chr1	8155828	8156024	Interval_137	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.02399	NA	NA	NA	4.0543	NA	NA	NA	7.24381	NA	NA	NA	8155828	NA	NA	NA	8156024	NA	NA	NA	60
chr1	8178056	8178259	Interval_138	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.00936	NA	NA	NA	4.2852	NA	NA	NA	7.5007	NA	NA	NA	8178056	NA	NA	NA	8178259	NA	NA	NA	155
chr1	8211247	8211425	Interval_139	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.05685	NA	NA	NA	1.49037	NA	NA	NA	4.248	NA	NA	NA	8211247	NA	NA	NA	8211425	NA	NA	NA	64
chr1	8211877	8212199	Interval_140	2	2	TRUE	FALSE	FALSE	TRUE	4.34766	NA	NA	4.191	4.29774	NA	NA	3.5756	7.85259	NA	NA	6.71379	8212034	NA	NA	8211877	8212199	NA	NA	8212125	129	NA	NA	90
chr1	8218846	8219150	Interval_141	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.191	NA	NA	NA	3.5756	NA	NA	NA	6.71379	NA	NA	NA	8218846	NA	NA	NA	8219150	NA	NA	NA	24
chr1	8224934	8225396	Interval_142	4	4	TRUE	TRUE	TRUE	TRUE	4.46097	5.61953	4.53888	8.90925	2.75016	3.46703	3.32331	14.69244	6.10751	7.78073	7.21709	18.49071	8225236	8224934	8225123	8225009	8225396	8225158	8225241	8225392	118	112	73	145
chr1	8225517	8225721	Interval_143	1	1	TRUE	FALSE	FALSE	FALSE	4.6034	NA	NA	NA	5.01521	NA	NA	NA	8.64821	NA	NA	NA	8225517	NA	NA	NA	8225721	NA	NA	NA	89	NA	NA	NA
chr1	8395431	8395712	Interval_144	2	2	TRUE	FALSE	FALSE	TRUE	8.1782	NA	NA	7.25856	10.46304	NA	NA	10.57336	14.43351	NA	NA	14.22336	8395486	NA	NA	8395431	8395679	NA	NA	8395712	110	NA	NA	137
chr1	8424547	8424917	Interval_145	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.56435	NA	NA	NA	9.41644	NA	NA	NA	13.00938	NA	NA	NA	8424547	NA	NA	NA	8424917	NA	NA	NA	267
chr1	8427561	8427810	Interval_146	1	1	FALSE	TRUE	FALSE	FALSE	NA	8.31223	NA	NA	NA	8.15064	NA	NA	NA	13.25517	NA	NA	NA	8427561	NA	NA	NA	8427810	NA	NA	NA	127	NA	NA
chr1	8457920	8458188	Interval_147	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.71027	NA	NA	NA	14.84849	NA	NA	NA	18.6587	NA	NA	NA	8457920	NA	NA	NA	8458188	NA	NA	NA	126
chr1	8873800	8874554	Interval_148	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.85896	NA	NA	NA	9.31843	NA	NA	NA	12.90396	NA	NA	NA	8873800	NA	NA	NA	8874554	NA	NA	NA	554
chr1	8913047	8913250	Interval_149	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.60222	NA	NA	NA	7.93731	NA	NA	NA	11.44766	NA	NA	NA	8913047	NA	NA	NA	8913250	NA	NA	NA	47
chr1	8974035	8974325	Interval_150	2	2	TRUE	FALSE	FALSE	TRUE	5.75138	NA	NA	6.51471	5.04644	NA	NA	7.44944	8.68238	NA	NA	10.9239	8974135	NA	NA	8974035	8974322	NA	NA	8974325	61	NA	NA	96
chr1	9069771	9069975	Interval_151	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.36051	NA	NA	NA	7.2098	NA	NA	NA	10.67314	NA	NA	NA	9069771	NA	NA	NA	9069975	NA	NA	NA	88
chr1	9071066	9071296	Interval_152	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.42024	NA	NA	NA	3.20336	NA	NA	NA	6.29035	NA	NA	NA	9071066	NA	NA	NA	9071296	NA	NA	NA	79
chr1	9094183	9094497	Interval_153	2	2	TRUE	FALSE	FALSE	TRUE	5.48572	NA	NA	5.08907	5.24705	NA	NA	5.86413	8.89458	NA	NA	9.22932	9094183	NA	NA	9094234	9094360	NA	NA	9094497	96	NA	NA	145
chr1	9119748	9119907	Interval_154	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.191	NA	NA	NA	3.5756	NA	NA	NA	6.71379	NA	NA	NA	9119748	NA	NA	NA	9119907	NA	NA	NA	134
chr1	9135427	9135813	Interval_155	2	2	TRUE	FALSE	FALSE	TRUE	4.74287	NA	NA	5.68779	3.36363	NA	NA	7.5499	6.80035	NA	NA	11.03103	9135427	NA	NA	9135552	9135716	NA	NA	9135813	145	NA	NA	173
chr1	9143357	9143811	Interval_156	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.49078	NA	NA	NA	5.26277	NA	NA	NA	8.57642	NA	NA	NA	9143357	NA	NA	NA	9143811	NA	NA	NA	133
chr1	9183896	9184105	Interval_157	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.80685	NA	NA	NA	6.69631	NA	NA	NA	10.12606	NA	NA	NA	9183896	NA	NA	NA	9184105	NA	NA	NA	98
chr1	9184419	9184578	Interval_158	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.29293	NA	NA	NA	1.63595	NA	NA	NA	4.46284	NA	NA	NA	9184419	NA	NA	NA	9184578	NA	NA	NA	123
chr1	9228994	9229166	Interval_159	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.64831	NA	NA	NA	3.76873	NA	NA	NA	6.92233	NA	NA	NA	9228994	NA	NA	NA	9229166	NA	NA	NA	140
chr1	9229505	9229774	Interval_160	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.81765	NA	NA	NA	10.62306	NA	NA	NA	14.27538	NA	NA	NA	9229505	NA	NA	NA	9229774	NA	NA	NA	135
chr1	9231299	9231499	Interval_161	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.32415	NA	NA	NA	9.44151	NA	NA	NA	13.036	NA	NA	NA	9231299	NA	NA	NA	9231499	NA	NA	NA	113
chr1	9275683	9275842	Interval_162	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.42302	NA	NA	NA	5.46632	NA	NA	NA	8.79196	NA	NA	NA	9275683	NA	NA	NA	9275842	NA	NA	NA	60
chr1	9426409	9426673	Interval_163	3	3	TRUE	FALSE	TRUE	TRUE	6.78542	NA	5.94338	7.75087	7.54266	NA	5.70598	10.94817	11.36313	NA	9.79093	14.60921	9426413	NA	9426456	9426409	9426576	NA	9426581	9426673	87	NA	40	119
chr1	9428724	9429081	Interval_164	2	2	TRUE	FALSE	FALSE	TRUE	5.70411	NA	NA	6.23614	5.88611	NA	NA	8.47465	9.59637	NA	NA	12.0171	9428832	NA	NA	9428724	9429009	NA	NA	9429081	108	NA	NA	226
chr1	9626956	9627218	Interval_165	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.69248	NA	NA	NA	10.85353	NA	NA	NA	14.51174	NA	NA	NA	9626956	NA	NA	NA	9627218	NA	NA	NA	126
chr1	9629576	9629935	Interval_166	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.05843	NA	NA	NA	4.92096	NA	NA	NA	8.19054	NA	NA	NA	9629576	NA	NA	NA	9629935	NA	NA	NA	221
chr1	9630545	9630884	Interval_167	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.88522	NA	NA	NA	11.21687	NA	NA	NA	14.89054	NA	NA	NA	9630545	NA	NA	NA	9630884	NA	NA	NA	224
chr1	9633953	9634256	Interval_168	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.10218	NA	NA	NA	8.83068	NA	NA	NA	12.3925	NA	NA	NA	9633953	NA	NA	NA	9634256	NA	NA	NA	150
chr1	9645629	9645902	Interval_169	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.59191	NA	NA	NA	3.44173	NA	NA	NA	6.562	NA	NA	NA	9645629	NA	NA	NA	9645902	NA	NA	NA	133
chr1	9674861	9675054	Interval_170	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44392	NA	NA	NA	5.80854	NA	NA	NA	9.16324	NA	NA	NA	9674861	NA	NA	NA	9675054	NA	NA	NA	110
chr1	9717558	9717954	Interval_171	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.14242	NA	NA	NA	6.87555	NA	NA	NA	10.31736	NA	NA	NA	9717558	NA	NA	NA	9717954	NA	NA	NA	308
chr1	9909444	9909924	Interval_172	2	2	TRUE	FALSE	FALSE	TRUE	5.54724	NA	NA	9.50464	6.98653	NA	NA	14.67832	10.77261	NA	NA	18.47478	9909663	NA	NA	9909444	9909905	NA	NA	9909924	128	NA	NA	178
chr1	9943276	9943532	Interval_173	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.56203	6.94902	NA	NA	2.88732	8.47385	NA	NA	6.72328	12.01548	NA	NA	9943307	9943276	NA	NA	9943501	9943532	NA	NA	95	144
chr1	9951040	9951241	Interval_174	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.35514	NA	NA	NA	3.3366	NA	NA	NA	6.44799	NA	NA	NA	9951040	NA	NA	NA	9951241	NA	NA	NA	131
chr1	9958959	9959200	Interval_175	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.02399	NA	NA	NA	4.0543	NA	NA	NA	7.24381	NA	NA	NA	9958959	NA	NA	NA	9959200	NA	NA	NA	122
chr1	9965539	9965714	Interval_176	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.02399	NA	NA	NA	4.0543	NA	NA	NA	7.24381	NA	NA	NA	9965539	NA	NA	NA	9965714	NA	NA	NA	51
chr1	10029164	10029389	Interval_177	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.191	NA	NA	NA	3.5756	NA	NA	NA	6.71379	NA	NA	NA	10029164	NA	NA	NA	10029389	NA	NA	NA	121
chr1	10032586	10032758	Interval_178	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.41213	NA	NA	NA	6.72846	NA	NA	NA	10.16164	NA	NA	NA	10032586	NA	NA	NA	10032758	NA	NA	NA	101
chr1	10068094	10068276	Interval_179	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.95998	NA	NA	NA	6.27083	NA	NA	NA	9.66544	NA	NA	NA	10068094	NA	NA	NA	10068276	NA	NA	NA	71
chr1	10170437	10170633	Interval_180	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.56632	NA	NA	NA	2.60059	NA	NA	NA	5.59122	NA	NA	NA	10170437	NA	NA	NA	10170633	NA	NA	NA	158
chr1	10316544	10316707	Interval_181	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.62928	NA	NA	NA	1.92498	NA	NA	NA	4.80415	NA	NA	NA	10316544	NA	NA	NA	10316707	NA	NA	NA	84
chr1	10390251	10391363	Interval_182	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.42015	15.24298	NA	NA	5.25038	37.43388	NA	NA	9.31879	41.62849	NA	NA	10390379	10390251	NA	NA	10390552	10391363	NA	NA	109	210
chr1	10400608	10400896	Interval_183	1	1	TRUE	FALSE	FALSE	FALSE	4.88783	NA	NA	NA	3.80222	NA	NA	NA	7.30656	NA	NA	NA	10400608	NA	NA	NA	10400896	NA	NA	NA	109	NA	NA	NA
chr1	10429909	10430145	Interval_184	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.10856	NA	NA	NA	4.427	NA	NA	NA	7.65888	NA	NA	NA	10429909	NA	NA	NA	10430145	NA	NA	NA	107
chr1	10430331	10430582	Interval_185	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.68284	NA	NA	NA	3.5756	NA	NA	NA	6.70561	NA	NA	NA	10430331	NA	NA	NA	10430582	NA	NA	NA	136
chr1	10472356	10472730	Interval_186	2	2	TRUE	FALSE	FALSE	TRUE	11.40494	NA	NA	9.0732	21.24681	NA	NA	15.97426	25.53296	NA	NA	19.81352	10472415	NA	NA	10472356	10472727	NA	NA	10472730	159	NA	NA	218
chr1	10646417	10646648	Interval_187	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.90925	NA	NA	NA	14.69244	NA	NA	NA	18.49071	NA	NA	NA	10646417	NA	NA	NA	10646648	NA	NA	NA	115
chr1	10692435	10692623	Interval_188	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.66437	NA	NA	NA	3.54846	NA	NA	NA	6.67645	NA	NA	NA	10692435	NA	NA	NA	10692623	NA	NA	NA	44
chr1	10932253	10932493	Interval_189	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.35362	NA	NA	NA	9.48915	NA	NA	NA	13.08438	NA	NA	NA	10932253	NA	NA	NA	10932493	NA	NA	NA	141
chr1	10965119	10965915	Interval_190	2	2	TRUE	FALSE	FALSE	TRUE	5.65776	NA	NA	8.04002	5.50023	NA	NA	13.23135	9.17521	NA	NA	16.98316	10965239	NA	NA	10965119	10965438	NA	NA	10965915	121	NA	NA	159
chr1	10966342	10966612	Interval_191	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.37815	7.96231	NA	NA	3.57791	14.04428	NA	NA	7.48683	17.82348	NA	NA	10966401	10966342	NA	NA	10966566	10966612	NA	NA	63	126
chr1	10975260	10975646	Interval_192	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	11.97663	NA	NA	NA	25.56759	NA	NA	NA	29.61391	NA	NA	NA	10975260	NA	NA	NA	10975646	NA	NA	NA	247
chr1	10985884	10986107	Interval_193	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.69208	NA	NA	NA	5.56783	NA	NA	NA	8.89958	NA	NA	NA	10985884	NA	NA	NA	10986107	NA	NA	NA	104
chr1	10986285	10986445	Interval_194	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.31923	NA	NA	NA	4.7401	NA	NA	NA	7.99428	NA	NA	NA	10986285	NA	NA	NA	10986445	NA	NA	NA	72
chr1	10999632	10999811	Interval_195	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	10999632	NA	NA	NA	10999811	NA	NA	NA	105
chr1	11000267	11000514	Interval_196	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	11000267	NA	NA	NA	11000514	NA	NA	NA	143
chr1	11019945	11020229	Interval_197	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93379	NA	NA	NA	5.91654	NA	NA	NA	9.28699	NA	NA	NA	11019945	NA	NA	NA	11020229	NA	NA	NA	203
chr1	11068023	11068231	Interval_198	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.41975	NA	NA	NA	5.77782	NA	NA	NA	9.12276	NA	NA	NA	11068023	NA	NA	NA	11068231	NA	NA	NA	120
chr1	11664054	11664319	Interval_199	3	3	TRUE	FALSE	TRUE	TRUE	9.69902	NA	6.29931	7.25856	16.18726	NA	8.08882	10.57336	20.35942	NA	12.29834	14.22336	11664104	NA	11664124	11664054	11664300	NA	11664246	11664319	100	NA	61	112
chr1	11670738	11670897	Interval_200	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.89165	NA	NA	NA	2.89087	NA	NA	NA	5.93141	NA	NA	NA	11670738	NA	NA	NA	11670897	NA	NA	NA	34
chr1	11719772	11720003	Interval_201	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.60892	NA	NA	NA	8.32337	NA	NA	NA	11.85339	NA	NA	NA	11719772	NA	NA	NA	11720003	NA	NA	NA	163
chr1	11815349	11815718	Interval_202	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.06318	NA	NA	NA	8.64684	NA	NA	NA	12.20176	NA	NA	NA	11815349	NA	NA	NA	11815718	NA	NA	NA	214
chr1	11851989	11852183	Interval_203	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.26027	NA	NA	NA	9.74319	NA	NA	NA	13.35298	NA	NA	NA	11851989	NA	NA	NA	11852183	NA	NA	NA	104
chr1	11859316	11859566	Interval_204	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.80746	12.85889	NA	NA	8.95301	26.46029	NA	NA	13.19086	30.51818	NA	NA	11859375	11859316	NA	NA	11859528	11859566	NA	NA	53	128
chr1	11882950	11883177	Interval_205	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.29219	NA	NA	NA	8.19	NA	NA	NA	11.71579	NA	NA	NA	11882950	NA	NA	NA	11883177	NA	NA	NA	120
chr1	11908115	11909471	Interval_206	4	3	TRUE	FALSE	TRUE	TRUE	7.69713;10.10249	NA	5.45242	21.80379	9.31595;15.31577	NA	6.78603	55.11792	13.23434;19.46415	NA	10.92847	59.45062	11908382;11908985	NA	11908115	11908162	11908822;11909367	NA	11909418	11909471	300;223	NA	495	1091
chr1	11909551	11909844	Interval_207	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.87186	NA	NA	NA	8.86945	NA	NA	NA	13.10225	NA	NA	NA	11909551	NA	NA	NA	11909844	NA	NA	NA	192	NA
chr1	11967131	11967521	Interval_208	3	3	TRUE	FALSE	TRUE	TRUE	5.29515	NA	5.18893	8.01189	4.65756	NA	4.41916	10.93499	8.26142	NA	8.41215	14.59492	11967131	NA	11967354	11967211	11967521	NA	11967482	11967447	310	NA	48	117
chr1	12057486	12057645	Interval_209	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.06267	NA	NA	NA	2.92431	NA	NA	NA	5.96867	NA	NA	NA	12057486	NA	NA	NA	12057645	NA	NA	NA	83
chr1	12143857	12144095	Interval_210	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99221	NA	NA	NA	2.60279	NA	NA	NA	5.6077	NA	NA	NA	12143857	NA	NA	NA	12144095	NA	NA	NA	80
chr1	12157924	12158083	Interval_211	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.00936	NA	NA	NA	4.2852	NA	NA	NA	7.5007	NA	NA	NA	12157924	NA	NA	NA	12158083	NA	NA	NA	48
chr1	12159863	12160110	Interval_212	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	10.55144	NA	NA	NA	17.90561	NA	NA	NA	21.79482	NA	NA	NA	12159863	NA	NA	NA	12160110	NA	NA	NA	136
chr1	12166620	12166949	Interval_213	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.31147	NA	NA	NA	7.49294	NA	NA	NA	10.96838	NA	NA	NA	12166620	NA	NA	NA	12166949	NA	NA	NA	58
chr1	12178670	12178897	Interval_214	2	2	TRUE	FALSE	FALSE	TRUE	4.95857	NA	NA	6.09597	3.65871	NA	NA	6.80574	7.14058	NA	NA	10.24137	12178701	NA	NA	12178670	12178897	NA	NA	12178884	59	NA	NA	110
chr1	12180374	12180606	Interval_215	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.14239	NA	NA	NA	7.5837	NA	NA	NA	11.06837	NA	NA	NA	12180374	NA	NA	NA	12180606	NA	NA	NA	96
