track name="Conventional SE with ABC gene assignments"
1_merged_PDX_cell_lines_AML_249_lociStitched chr11 86132603 86165666 85843645 85876708 ANKRD42,EED,TMEM126B,PICALM,
1_merged_PDX_cell_lines_AML_250_lociStitched chr12 111418541 111451601 111856345 111889405 SH2B3,
1_merged_PDX_cell_lines_AML_251_lociStitched chr3 171956486 171989488 171674276 171707278 FNDC3B,
1_merged_PDX_cell_lines_AML_252_lociStitched chr5 39184421 39217259 39184523 39217361 ,
1_merged_PDX_cell_lines_AML_253_lociStitched chr8 37877959 37910762 37735477 37768280 RAB11FIP1,BRF2,
1_merged_PDX_cell_lines_AML_254_lociStitched chr14 92645178 92677980 93111523 93144325 ,
1_merged_PDX_cell_lines_AML_255_lociStitched chr2 161402992 161435774 162259503 162292285 ,
1_merged_PDX_cell_lines_AML_256_lociStitched chr10 22362330 22395100 22651259 22684029 ,
1_merged_PDX_cell_lines_AML_257_lociStitched chr4 40187755 40220492 40189375 40222112 RHOH,RBM47,
1_merged_PDX_cell_lines_AML_258_lociStitched chr4 159170444 159203115 160091596 160124267 ,
1_merged_PDX_cell_lines_AML_259_lociStitched chr22 30177362 30209919 30573351 30605908 LIF,NIPSNAP1,OSM,TBC1D10A,
1_merged_PDX_cell_lines_AML_260_lociStitched chr5 56811282 56843769 56107109 56139596 MAP3K1,
1_merged_PDX_cell_lines_AML_261_lociStitched chr6 135173457 135205929 135494595 135527067 ,
1_merged_PDX_cell_lines_AML_262_lociStitched chr2 33474517 33506953 33699584 33732020 ,
1_merged_PDX_cell_lines_AML_263_lociStitched chr2 68361662 68394052 68588794 68621184 PLEK,APLF,CNRIP1,
1_merged_PDX_cell_lines_AML_264_lociStitched chr12 51366718 51399105 51760502 51792889 SLC4A8,SMAGP,
1_merged_PDX_cell_lines_AML_265_lociStitched chr9 9897073 9929432 9897073 9929432 ,
1_merged_PDX_cell_lines_AML_266_lociStitched chr4 15649210 15681568 15650833 15683191 CC2D2A,CD38,FAM200B,BST1,
1_merged_PDX_cell_lines_AML_267_lociStitched chr10 96644773 96677114 98404530 98436871 PIK3AP1,LCOR,
1_merged_PDX_cell_lines_AML_268_lociStitched chr9 132976900 133009218 135852287 135884605 ,
1_merged_PDX_cell_lines_AML_269_lociStitched chr4 40296182 40328459 40298199 40330476 ,
1_merged_PDX_cell_lines_AML_270_lociStitched chr2 233066224 233098470 233930934 233963180 INPP5D,ATG16L1,
1_merged_PDX_cell_lines_AML_271_lociStitched chr8 27870393 27902626 27727910 27760143 ,
1_merged_PDX_cell_lines_AML_272_lociStitched chr15 37087134 37119271 37379335 37411472 ,
1_merged_PDX_cell_lines_AML_273_lociStitched chr10 124062617 124094709 125822133 125854225 ,
1_merged_PDX_cell_lines_AML_274_lociStitched chrX 154711989 154744074 153940264 153972349 ,
1_merged_PDX_cell_lines_AML_275_lociStitched chr4 83229098 83261165 84150251 84182318 ,
1_merged_PDX_cell_lines_AML_276_lociStitched chr2 54566697 54598754 54793834 54825891 ,
1_merged_PDX_cell_lines_AML_277_lociStitched chr17 58267022 58299075 56344383 56376436 MPO,TRIM25,MRPS23,MTMR4,PRR11,
1_merged_PDX_cell_lines_AML_278_lociStitched chr2 45832804 45864856 46059943 46091995 ,
1_merged_PDX_cell_lines_AML_279_lociStitched chr19 4907789 4939824 4907801 4939836 PTPRS,EEF2,FSD1,GPR108,TRIP10,FEM1A,UHRF1,DPP9,
1_merged_PDX_cell_lines_AML_280_lociStitched chr14 61320874 61352747 61787592 61819465 ,
1_merged_PDX_cell_lines_AML_281_lociStitched chr1 40373503 40405352 40839175 40871024 EXO5,SMAP2,ZFP69,ZFP69B,ZMPSTE24,CITED4,COL9A2,MYCL,
1_merged_PDX_cell_lines_AML_282_lociStitched chr14 77579004 77610822 78045347 78077165 SNW1,SPTLC2,ACOT2,
1_merged_PDX_cell_lines_AML_283_lociStitched chr6 147194143 147225880 147515279 147547016 STXBP5,
1_merged_PDX_cell_lines_AML_284_lociStitched chr6 145730482 145762206 146051618 146083342 FBXO30,SHPRH,
1_merged_PDX_cell_lines_AML_285_lociStitched chr17 82857873 82889566 80815749 80847442 DUS1L,FOXK2,TBCD,OGFOD3,
1_merged_PDX_cell_lines_AML_286_lociStitched chr19 54360025 54391705 54871632 54903309 LAIR1,FCAR,GP6,ZNF586,TMEM150B,LENG8,LILRA5,LENG9,TTYH1,CLDND2,NCR1,NLRP2,SHISA7,ZNF628,BRSK1,TNNI3,LILRA1,POLD1,PPP1R12C,ZNF524,SPIB,TMEM86B,ZNF766,
1_merged_PDX_cell_lines_AML_287_lociStitched chr6 2742870 2774533 2743104 2774767 MYLK4,NQO2,RIPK1,SERPINB9,
1_merged_PDX_cell_lines_AML_288_lociStitched chr15 63486528 63518181 63778727 63810380 USP3,
1_merged_PDX_cell_lines_AML_289_lociStitched chr15 55259400 55291031 55551598 55583229 RAB27A,
1_merged_PDX_cell_lines_AML_290_lociStitched chr4 80050927 80082512 80972081 81003666 ANTXR2,
1_merged_PDX_cell_lines_AML_291_lociStitched chr3 12992567 13024079 13034067 13065579 RPL32,GHRL,CAMK1,
1_merged_PDX_cell_lines_AML_292_lociStitched chr3 186509395 186540880 186227184 186258669 ,
1_merged_PDX_cell_lines_AML_293_lociStitched chrX 2690567 2722051 2608608 2640092 ,
1_merged_PDX_cell_lines_AML_294_lociStitched chr2 76301779 76333255 76528905 76560381 ,
1_merged_PDX_cell_lines_AML_295_lociStitched chr9 114360268 114391735 117122548 117154015 ORM1,AKNA,ORM2,
1_merged_PDX_cell_lines_AML_296_lociStitched chr7 50291895 50323351 50331491 50362947 ,
1_merged_PDX_cell_lines_AML_297_lociStitched chr11 126340516 126371947 126210411 126241842 DCPS,ST3GAL4,TIRAP,CHEK1,EI24,FOXRED1,
1_merged_PDX_cell_lines_AML_298_lociStitched chr12 128801947 128833289 129286492 129317834 SLC15A4,
1_merged_PDX_cell_lines_AML_299_lociStitched chr6 39198663 39229997 39166439 39197773 BTBD9,KCNK17,
1_merged_PDX_cell_lines_AML_300_lociStitched chr10 11868499 11899822 11910498 11941821 ECHDC3,
1_merged_PDX_cell_lines_AML_301_lociStitched chr5 78481032 78512324 77776855 77808147 ,
1_merged_PDX_cell_lines_AML_302_lociStitched chr12 104666615 104697855 105060393 105091633 POLR3B,C12orf45,NFYB,HCFC2,
1_merged_PDX_cell_lines_AML_303_lociStitched chr2 169065806 169096969 169922316 169953479 MYO3B,
1_merged_PDX_cell_lines_AML_304_lociStitched chr17 17391745 17422899 17295059 17326213 MED9,ULK2,COPS3,FLCN,MPRIP,RAI1,TOM1L2,
1_merged_PDX_cell_lines_AML_305_lociStitched chr16 81794891 81825966 81828496 81859571 ATMIN,PLCG2,
1_merged_PDX_cell_lines_AML_306_lociStitched chr1 30738886 30769935 31211733 31242782 SDC3,LAPTM5,
1_merged_PDX_cell_lines_AML_307_lociStitched chr1 89522587 89553630 89988146 90019189 LRRC8B,
1_merged_PDX_cell_lines_AML_308_lociStitched chr13 28029223 28060225 28603360 28634362 ,
1_merged_PDX_cell_lines_AML_309_lociStitched chr16 30450089 30481049 30461410 30492370 ITGAL,HSD3B7,PRR14,SEZ6L2,CORO1A,MYLPF,TBC1D10B,ZNF688,ZNF747,SEPHS2,CD2BP2,HIRIP3,TGFB1I1,ZNF764,KCTD13,PHKG2,
1_merged_PDX_cell_lines_AML_310_lociStitched chr7 17169391 17200342 17209015 17239966 ,
1_merged_PDX_cell_lines_AML_311_lociStitched chr9 77888842 77919778 80503758 80534694 ,
1_merged_PDX_cell_lines_AML_312_lociStitched chr1 50958776 50989697 51424448 51455369 CDKN2C,FAF1,
1_merged_PDX_cell_lines_AML_313_lociStitched chr3 45093162 45124041 45134654 45165533 ,
1_merged_PDX_cell_lines_AML_314_lociStitched chr1 246087773 246118627 246251075 246281929 ,
1_merged_PDX_cell_lines_AML_315_lociStitched chrX 129730220 129760895 128864197 128894871 ,
1_merged_PDX_cell_lines_AML_316_lociStitched chr4 48189357 48219959 48191374 48221976 TEC,FRYL,
1_merged_PDX_cell_lines_AML_317_lociStitched chr3 159837218 159867761 159555007 159585550 ,
1_merged_PDX_cell_lines_AML_318_lociStitched chr6 149115174 149145699 149436310 149466835 ,
1_merged_PDX_cell_lines_AML_319_lociStitched chr10 18121763 18152275 18410692 18441204 ,
1_merged_PDX_cell_lines_AML_320_lociStitched chr6 15284543 15315047 15284774 15315278 ,
1_merged_PDX_cell_lines_AML_321_lociStitched chr12 10040903 10071402 10193502 10224001 KLRF1,
1_merged_PDX_cell_lines_AML_322_lociStitched chr8 114062225 114092669 115074454 115104898 CSMD3,
1_merged_PDX_cell_lines_AML_323_lociStitched chr6 81743535 81773966 82453252 82483683 ,
1_merged_PDX_cell_lines_AML_324_lociStitched chr17 57503877 57534307 55581238 55611668 ,
1_merged_PDX_cell_lines_AML_325_lociStitched chr7 30134095 30164512 30173711 30204128 ,
1_merged_PDX_cell_lines_AML_326_lociStitched chr14 47755517 47785917 48224720 48255120 ,
1_merged_PDX_cell_lines_AML_327_lociStitched chr8 113411791 113442169 114424020 114454398 CSMD3,
1_merged_PDX_cell_lines_AML_328_lociStitched chr5 78981294 79011647 78277117 78307470 SCAMP1,
1_merged_PDX_cell_lines_AML_329_lociStitched chr9 127774809 127805119 130537088 130567398 CDK9,SH2D3C,FPGS,
1_merged_PDX_cell_lines_AML_330_lociStitched chr5 74840394 74870699 74136219 74166524 ,
1_merged_PDX_cell_lines_AML_331_lociStitched chr5 50646435 50676727 49942269 49972561 EMB,PARP8,
1_merged_PDX_cell_lines_AML_332_lociStitched chrX 79137705 79167995 78393202 78423492 ,
1_merged_PDX_cell_lines_AML_333_lociStitched chr8 115643371 115673656 116655598 116685883 ,
1_merged_PDX_cell_lines_AML_334_lociStitched chr16 68263208 68293418 68297111 68327321 PLA2G15,
1_merged_PDX_cell_lines_AML_335_lociStitched chr10 124715053 124745252 126403622 126433821 ,
1_merged_PDX_cell_lines_AML_336_lociStitched chr17 75322690 75352854 73318771 73348935 GRB2,
1_merged_PDX_cell_lines_AML_337_lociStitched chr6 146869686 146899832 147190822 147220968 ,
1_merged_PDX_cell_lines_AML_338_lociStitched chr19 16066736 16096851 16177546 16207661 RAB8A,KLF2,PGLS,WIZ,CIB3,EPS15L1,FAM32A,HSH2D,TPM4,
1_merged_PDX_cell_lines_AML_339_lociStitched chr7 26804906 26835010 26844525 26874629 ,
1_merged_PDX_cell_lines_AML_340_lociStitched chr2 62287792 62317883 62514927 62545018 EHBP1,B3GNT2,
1_merged_PDX_cell_lines_AML_341_lociStitched chr1 235929202 235959285 236092502 236122585 LYST,GPR137B,
1_merged_PDX_cell_lines_AML_342_lociStitched chr4 80181327 80211381 81102481 81132535 ,
1_merged_PDX_cell_lines_AML_343_lociStitched chr19 1247348 1277372 1247347 1277371 CIRBP,ZNF556,EEF2,FSTL3,GADD45B,ARID3A,CNN2,CFD,TMEM259,ADAT3,CSNK1G2,REXO1,RPS15,UQCR11,C19orf25,RNF126,PTBP1,LSM7,POLRMT,LRG1,REEP6,
1_merged_PDX_cell_lines_AML_344_lociStitched chr14 69609807 69639820 70076524 70106537 ,
1_merged_PDX_cell_lines_AML_345_lociStitched chr6 35024313 35054317 34992090 35022094 COL11A2,
1_merged_PDX_cell_lines_AML_346_lociStitched chr9 71883132 71913128 74498048 74528044 ABHD17B,C9orf85,ZFAND5,
1_merged_PDX_cell_lines_AML_347_lociStitched chr9 37279807 37309685 37279804 37309682 ,
1_merged_PDX_cell_lines_AML_348_lociStitched chr19 16132185 16162010 16242995 16272821 CIB3,FAM32A,ANO8,KLF2,HSH2D,CPAMD8,NR2F6,SLC35E1,TSSK6,ZNF653,
1_merged_PDX_cell_lines_AML_349_lociStitched chr10 5461416 5491197 5503379 5533160 ,
1_merged_PDX_cell_lines_AML_350_lociStitched chr10 14598800 14628359 14640799 14670358 FAM107B,DCLRE1C,ACBD7,
1_merged_PDX_cell_lines_AML_351_lociStitched chr14 100054399 100083947 100520736 100550284 CCNK,SETD3,DEGS2,CCDC85C,DLK1,EVL,SLC25A29,
1_merged_PDX_cell_lines_AML_352_lociStitched chr22 46585470 46614984 46981367 47010881 GRAMD4,CERK,
1_merged_PDX_cell_lines_AML_353_lociStitched chr9 78006143 78035590 80621059 80650506 GNAQ,
1_merged_PDX_cell_lines_AML_354_lociStitched chr7 37331745 37361183 37371349 37400786 ,
1_merged_PDX_cell_lines_AML_355_lociStitched chr16 50256847 50286274 50290758 50320185 ADCY7,BRD7,
1_merged_PDX_cell_lines_AML_356_lociStitched chr14 95686420 95715845 96152757 96182182 ,
1_merged_PDX_cell_lines_AML_357_lociStitched chr20 31663667 31693000 30251470 30280803 BCL2L1,ID1,TPX2,ASXL1,ERGIC3,HM13,NOL4L,
1_merged_PDX_cell_lines_AML_358_lociStitched chr17 17467706 17497001 17371020 17400315 MED9,NT5M,TOM1L2,PEMT,PRPSAP2,ALKBH5,COPS3,GID4,TOP3A,
1_merged_PDX_cell_lines_AML_359_lociStitched chr7 93952684 93981913 93581996 93611225 ,
1_merged_PDX_cell_lines_AML_360_lociStitched chr1 21896665 21925868 22223158 22252361 ZBTB40,HSPG2,CDC42,RAP1GAP,USP48,LDLRAD2,
1_merged_PDX_cell_lines_AML_361_lociStitched chr9 131250696 131279858 134126083 134155245 NUP214,
1_merged_PDX_cell_lines_AML_362_lociStitched chr6 14715637 14744742 14715868 14744973 ,
1_merged_PDX_cell_lines_AML_363_lociStitched chr8 30079796 30108901 29937312 29966417 LEPROTL1,RBPMS,DUSP4,
1_merged_PDX_cell_lines_AML_364_lociStitched chr2 70115493 70144556 70342625 70371688 ASPRV1,TGFA,
1_merged_PDX_cell_lines_AML_365_lociStitched chr21 25279037 25308064 26651351 26680378 ,
1_merged_PDX_cell_lines_AML_366_lociStitched chr9 4812249 4841252 4812249 4841252 ,
1_merged_PDX_cell_lines_AML_367_lociStitched chr17 40538142 40567111 38694394 38723363 GJD3,
1_merged_PDX_cell_lines_AML_368_lociStitched chr9 136642202 136671130 139536654 139565582 EGFL7,
1_merged_PDX_cell_lines_AML_369_lociStitched chr9 23829780 23858612 23829778 23858610 ,
1_merged_PDX_cell_lines_AML_370_lociStitched chr3 108085630 108114415 107804477 107833262 CD47,
1_merged_PDX_cell_lines_AML_371_lociStitched chr6 137856302 137885061 138177439 138206198 ,
1_merged_PDX_cell_lines_AML_372_lociStitched chr17 16963209 16991948 16866523 16895262 MPRIP,TRPV2,
1_merged_PDX_cell_lines_AML_373_lociStitched chr1 235855386 235884025 236018686 236047325 LYST,
1_merged_PDX_cell_lines_AML_374_lociStitched chr20 34621167 34649793 33208971 33237597 MAP1LC3A,
1_merged_PDX_cell_lines_AML_375_lociStitched chr11 73197482 73226098 72908527 72937143 ATG16L2,FCHSD2,P2RY2,ARHGEF17,
1_merged_PDX_cell_lines_AML_376_lociStitched chr2 46961693 46990287 47188832 47217426 MSH2,TTC7A,
1_merged_PDX_cell_lines_AML_377_lociStitched chr5 68234303 68262728 67530131 67558556 ,
1_merged_PDX_cell_lines_AML_378_lociStitched chr1 241806354 241834772 241969656 241998074 CHML,OPN3,
1_merged_PDX_cell_lines_AML_379_lociStitched chr3 30596214 30624632 30637706 30666124 TGFBR2,
1_merged_PDX_cell_lines_AML_380_lociStitched chr13 87923530 87951940 88575785 88604195 ,
1_merged_PDX_cell_lines_AML_381_lociStitched chr1 9059694 9088076 9119753 9148135 SLC25A33,AGTRAP,PER3,
1_merged_PDX_cell_lines_AML_382_lociStitched chr5 81828999 81857321 81124818 81153140 SSBP2,
1_merged_PDX_cell_lines_AML_383_lociStitched chr2 164887702 164915999 165744212 165772509 ,
1_merged_PDX_cell_lines_AML_384_lociStitched chr12 68588741 68617034 68982521 69010814 MDM1,NUP107,SLC35E3,
1_merged_PDX_cell_lines_AML_385_lociStitched chr3 58330708 58358998 58316435 58344725 ACOX2,PXK,
1_merged_PDX_cell_lines_AML_386_lociStitched chr4 86955132 86983384 87876284 87904536 AFF1,
1_merged_PDX_cell_lines_AML_387_lociStitched chr14 73737910 73766151 74204613 74232854 DNAL1,ELMSAN1,ENTPD5,PGF,
1_merged_PDX_cell_lines_AML_388_lociStitched chr14 91237238 91265436 91703582 91731780 GPR68,TTC7B,
1_merged_PDX_cell_lines_AML_389_lociStitched chr11 36353752 36381946 36375302 36403496 TRAF6,
1_merged_PDX_cell_lines_AML_390_lociStitched chr21 21174239 21202413 22546557 22574732 ,
1_merged_PDX_cell_lines_AML_391_lociStitched chr21 34869532 34897661 36241829 36269958 CHAF1B,
1_merged_PDX_cell_lines_AML_392_lociStitched chr21 14671894 14700019 16044215 16072340 SAMSN1,HSPA13,
1_merged_PDX_cell_lines_AML_393_lociStitched chr4 10161482 10189552 10163106 10191176 ,
1_merged_PDX_cell_lines_AML_394_lociStitched chrX 65586316 65614372 64806196 64834251 ,
1_merged_PDX_cell_lines_AML_395_lociStitched chr22 39818227 39846256 40214232 40242261 ,
1_merged_PDX_cell_lines_AML_396_lociStitched chr5 178524092 178552121 177951093 177979122 ADAMTS2,ZNF354A,
1_merged_PDX_cell_lines_AML_397_lociStitched chr10 114179643 114207660 115939402 115967419 ,
1_merged_PDX_cell_lines_AML_398_lociStitched chr1 43774263 43802227 44239934 44267898 KDM4A,HYI,PTPRF,ST3GAL3,CCDC30,MED8,SZT2,
1_merged_PDX_cell_lines_AML_399_lociStitched chr10 110857131 110885093 112616889 112644851 BBIP1,ADRA2A,
1_merged_PDX_cell_lines_AML_400_lociStitched chr22 25732750 25760619 26128717 26156586 ,
1_merged_PDX_cell_lines_AML_401_lociStitched chr17 548711 576562 451951 479802 ,
1_merged_PDX_cell_lines_AML_402_lociStitched chr12 54403373 54431219 54797157 54825003 AMHR2,ZNF740,GPR84,ITGA5,
1_merged_PDX_cell_lines_AML_403_lociStitched chr5 150041985 150069738 149421548 149449301 CSF1R,
1_merged_PDX_cell_lines_AML_404_lociStitched chr10 124683509 124711216 126372078 126399785 ,
1_merged_PDX_cell_lines_AML_405_lociStitched chr6 42005716 42033407 41973454 42001145 BYSL,MED20,CCND3,TFEB,
1_merged_PDX_cell_lines_AML_406_lociStitched chr3 115074161 115101817 114793008 114820664 ,
1_merged_PDX_cell_lines_AML_407_lociStitched chr17 49725896 49753546 47803258 47830908 CALCOCO2,SAMD14,ZNF652,
1_merged_PDX_cell_lines_AML_408_lociStitched chr9 134365472 134393106 137257318 137284952 RXRA,
1_merged_PDX_cell_lines_AML_409_lociStitched chr7 26837047 26864679 26876666 26904298 HOXA4,
1_merged_PDX_cell_lines_AML_410_lociStitched chr1 192533724 192561290 192502854 192530420 RGS1,
1_merged_PDX_cell_lines_AML_411_lociStitched chr9 124274060 124301611 127036339 127063890 ,
1_merged_PDX_cell_lines_AML_412_lociStitched chr20 57666535 57694069 56241591 56269125 ,
1_merged_PDX_cell_lines_AML_413_lociStitched chr2 181370938 181398459 182235665 182263186 ,
1_merged_PDX_cell_lines_AML_414_lociStitched chr10 96694490 96721974 98454247 98481731 ,
1_merged_PDX_cell_lines_AML_415_lociStitched chr6 24994982 25022431 24995210 25022659 TDP2,TRIM38,
1_merged_PDX_cell_lines_AML_416_lociStitched chr11 67265135 67292567 67032606 67060038 MACROD1,RPS6KB2,CORO1B,ANKRD13D,PC,ZDHHC24,ACY3,C11orf24,FOLR2,GAL,NRXN2,PELI3,PTPRCAP,TBC1D10C,
1_merged_PDX_cell_lines_AML_417_lociStitched chr17 48830037 48857461 46907399 46934823 IGF2BP1,MPP2,PRAC2,HOXB9,
1_merged_PDX_cell_lines_AML_418_lociStitched chr1 31920792 31948199 32386393 32413800 PTP4A2,BSDC1,
1_merged_PDX_cell_lines_AML_419_lociStitched chr5 132452537 132479944 131788229 131815636 ,
1_merged_PDX_cell_lines_AML_420_lociStitched chr17 78251140 78278511 76247221 76274592 BIRC5,EIF4A3,AFMID,PGS1,SOCS3,SYNGR2,TK1,SEC14L1,TMC6,
1_merged_PDX_cell_lines_AML_421_lociStitched chr6 79057639 79085007 79767356 79794724 SH3BGRL2,
1_merged_PDX_cell_lines_AML_422_lociStitched chr9 87496805 87524112 90111720 90139027 ,
1_merged_PDX_cell_lines_AML_423_lociStitched chr1 66327858 66355103 66793541 66820786 ,
1_merged_PDX_cell_lines_AML_424_lociStitched chr12 24730841 24758074 24883775 24911008 ,
1_merged_PDX_cell_lines_AML_425_lociStitched chr13 30351723 30378949 30925860 30953086 ,
1_merged_PDX_cell_lines_AML_426_lociStitched chr6 110077883 110105099 110399086 110426302 ,
1_merged_PDX_cell_lines_AML_427_lociStitched chr10 80484375 80511583 82244131 82271339 TSPAN14,
1_merged_PDX_cell_lines_AML_428_lociStitched chr17 79917824 79945018 77891623 77918817 SLC26A11,
1_merged_PDX_cell_lines_AML_429_lociStitched chr2 237884061 237911212 238792703 238819854 ,
1_merged_PDX_cell_lines_AML_430_lociStitched chr4 78706849 78733987 79628003 79655141 ,
1_merged_PDX_cell_lines_AML_431_lociStitched chr9 121347026 121374085 124109304 124136363 ,
1_merged_PDX_cell_lines_AML_432_lociStitched chr6 20557934 20584988 20558165 20585219 ,
1_merged_PDX_cell_lines_AML_433_lociStitched chr6 37168080 37195131 37135856 37162907 BTBD9,RAB44,TBC1D22B,TMEM217,C6orf89,CMTR1,PPIL1,ZBTB9,PIM1,STK38,USP49,
1_merged_PDX_cell_lines_AML_434_lociStitched chr12 47800043 47827007 48193826 48220790 HDAC7,AMIGO2,
1_merged_PDX_cell_lines_AML_435_lociStitched chrX 40083501 40110424 39942754 39969677 ,
1_merged_PDX_cell_lines_AML_436_lociStitched chr16 70735208 70762113 70769111 70796016 ST3GAL2,ZNF19,
1_merged_PDX_cell_lines_AML_437_lociStitched chr15 28789360 28816251 29034506 29061397 ,
1_merged_PDX_cell_lines_AML_438_lociStitched chr7 38294889 38321758 38334490 38361359 STARD3NL,EPDR1,
1_merged_PDX_cell_lines_AML_439_lociStitched chrX 120239039 120265894 119372892 119399749 ,
1_merged_PDX_cell_lines_AML_440_lociStitched chr9 97918191 97945038 100680473 100707320 CORO2A,
1_merged_PDX_cell_lines_AML_441_lociStitched chr16 3999314 4026145 4049315 4076146 ADCY9,
1_merged_PDX_cell_lines_AML_442_lociStitched chr9 123016607 123043430 125778886 125805709 ,
1_merged_PDX_cell_lines_AML_443_lociStitched chr20 47346190 47373002 45974934 46001746 ZMYND8,OCSTAMP,SLC13A3,SULF2,ZNF334,
1_merged_PDX_cell_lines_AML_444_lociStitched chr11 64486264 64513053 64253736 64280525 PRDX5,TRMT112,VPS51,SF1,
1_merged_PDX_cell_lines_AML_445_lociStitched chr5 179756761 179783514 179183762 179210515 MAML1,
1_merged_PDX_cell_lines_AML_446_lociStitched chr4 89282171 89308913 90203322 90230064 ,
1_merged_PDX_cell_lines_AML_447_lociStitched chr1 43828648 43855373 44294320 44321045 ERI3,ATP6V0B,MACF1,PTPRF,RIMS3,SLC6A9,ST3GAL3,ELOVL1,
