,mr351-MV411-DMSO-r1,mr352-MV411-DMSO-r2,mr353-MV411-DMSO-r3,mr354-MV411-DMSO-r4,mr355-MV411-72h_MEIS1-r1,mr356-MV411-72h_MEIS1-r2,mr357-MV411-72h_MEIS1-r3,mr358-MV411-72h_MEIS1-r4
ADGRA2,3764.3,5962.7,5363.0,4184.5,2883.4,2490.6,2452.5,5147.7
CCT8L1P,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ZFP64,324.0,518.0,540.0,344.0,245.0,196.0,225.0,444.0
MNAT1,357.0,538.0,721.0,494.0,399.0,414.0,381.0,884.0
SAMD4A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
RUNX3,2218.0,4133.0,3548.0,2675.0,1953.0,1770.0,1733.0,3441.0
MRE11,2467.2,3343.3,3894.6,2863.7,2480.7,2503.0,2275.7,4723.6
PLEKHB1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,1275.0,2278.0,2387.0,1607.0,1214.0,1112.0,1103.0,2459.0
SLC7A9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SPAST,841.0,985.0,1117.0,887.0,713.0,792.0,704.0,1387.0
NRXN3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
OSBPL5,1124.0,1859.0,1601.0,1191.0,986.0,807.0,834.0,1791.0
AQR,1726.0,2364.0,2368.0,1658.0,1480.0,1336.0,1335.0,2635.0
CPS1,90.0,150.0,138.0,103.0,68.0,102.0,76.0,128.0
FHL1,229.0,411.0,402.0,312.0,227.0,199.0,224.0,383.0
RTF2,1740.0,3183.0,3284.8,2131.5,1829.0,1679.0,1533.0,3834.0
NLRP2,24.0,71.0,67.0,41.0,47.0,36.0,29.0,76.0
SLC45A4,635.0,1146.0,1038.0,671.0,646.0,569.0,559.0,1221.0
RNF10,1896.0,3500.0,3169.0,2170.0,1687.0,1580.0,1518.0,2956.0
ZNF839,127.91,218.01,215.14,154.9,123.26,99.64,88.25,183.57
ZDHHC6,697.04,1065.0,1199.1,870.04,831.03,820.0,726.28,1511.0
GRAMD1B,169.0,256.0,258.0,171.0,205.0,184.0,175.0,318.0
RNH1,2184.0,4428.0,3782.0,2344.0,2559.0,1910.0,2085.0,4392.0
NDUFS1,2546.7,3603.8,3784.2,2717.1,2275.5,2106.4,1975.6,4177.6
RB1CC1,2254.0,2976.0,3547.0,2907.0,1976.0,2346.0,2102.0,4289.0
ERP44,1943.0,2707.0,3126.0,2214.0,1702.0,1872.0,1766.0,3638.0
ALAS1,1414.0,2475.0,2597.0,1719.0,995.0,1016.0,999.0,2024.0
BIRC3,14.0,21.0,27.0,22.0,2.0,7.0,3.0,5.0
AKAP11,1896.0,2252.0,2449.0,1796.0,1683.0,1705.0,1612.0,3130.0
GLRX2,392.71,590.4,618.48,478.39,418.51,438.89,408.88,792.58
SNAPC1,203.0,339.0,362.0,258.0,175.0,207.0,198.0,355.0
DERA,363.0,563.0,645.0,408.0,417.0,358.0,329.0,692.0
STRAP,1877.0,2775.0,3199.0,2225.0,2018.0,1943.0,1860.0,3900.0
ABCC2,45.0,59.0,56.0,41.0,35.0,39.0,29.0,73.0
DEF6,704.0,1235.0,1257.0,804.0,613.0,525.0,537.0,1032.0
PLEKHO1,226.0,429.0,435.0,301.0,176.0,171.0,163.0,364.0
GCLM,487.0,599.0,716.0,538.0,435.0,478.0,440.0,851.0
UBR2,1224.0,1732.0,1918.0,1265.0,985.0,977.0,959.0,1870.0
EHD2,3.0,9.0,13.0,7.0,4.0,4.0,4.0,11.0
DEPDC1,671.98,866.91,951.98,827.94,648.0,698.97,661.0,1216.9
CCDC28A,258.0,437.0,502.87,344.0,259.0,249.0,257.85,502.0
RRAGD,124.0,214.0,289.0,179.0,119.0,138.0,139.0,242.0
HSF2,220.0,330.0,409.0,264.0,254.0,270.0,249.0,459.0
PHF20,900.0,1462.0,1555.0,1043.0,780.0,790.0,714.0,1531.0
HSD17B6,17.0,25.0,30.0,35.0,19.0,16.04,9.0,38.0
NR1H3,49.0,68.0,72.0,51.0,47.0,37.0,33.0,69.0
TYMP,380.5,691.69,526.54,327.21,499.6,436.0,422.62,830.45
NCAPH2,693.0,1648.0,1313.0,783.0,770.0,591.0,602.0,1332.0
TOMM34,541.0,962.0,859.0,645.0,546.0,465.0,473.0,1042.0
SEC63,4230.6,5453.5,6622.4,5362.6,3827.8,4255.6,3744.8,8194.4
KPNA6,2089.0,3344.4,2856.2,2131.8,1770.0,1486.0,1435.2,3043.0
VIM,9188.5,16892.0,19043.0,12659.0,10545.0,10022.0,10325.0,20994.0
RTEL1-TNFRSF6B,125.09,224.41,202.0,125.72,123.81,107.02,92.83,243.01
FAS,21.76,36.0,30.0,22.0,19.0,17.76,20.0,54.0
RNASET2,1220.4,2437.0,2557.5,1569.6,1447.9,1156.7,1126.6,2703.5
CD44,11656.0,17937.0,19256.0,14382.0,6808.0,7411.0,7490.0,13303.0
KCNG1,52.0,111.0,97.0,77.0,52.0,43.0,42.0,67.0
AGPAT4,75.0,120.0,101.0,70.0,49.0,46.0,32.0,92.0
SLAMF7,1.0,2.0,0.0,0.0,1.0,2.0,3.0,5.0
BTN3A1,165.88,246.09,290.87,183.81,102.75,122.92,108.88,240.28
MIPEP,182.0,354.0,352.0,174.0,205.0,162.0,154.0,369.0
PRKCH,2.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0
INSRR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IFNGR1,815.0,1313.0,1525.0,1084.0,989.0,968.0,989.0,1917.0
B4GALT7,134.0,277.0,209.0,131.0,126.0,104.0,105.0,207.0
SH2D2A,1.0,6.0,1.0,2.0,1.0,0.0,1.0,1.0
VRK2,395.12,482.29,571.47,394.89,331.88,333.46,318.46,657.98
TNFRSF1B,1224.0,2294.0,2138.0,1445.0,1427.0,1333.0,1353.0,2693.0
VEZT,397.0,628.0,613.0,457.0,346.0,332.0,336.0,725.0
POU2F2,1328.0,2129.0,2223.0,1796.0,1143.0,1311.0,1047.0,2169.0
BRD9,840.0,1342.6,1239.0,913.36,826.0,744.0,706.89,1742.5
SNX1,2044.0,3471.0,3394.0,2382.0,1998.0,1752.0,1780.0,3708.0
TBPL1,147.0,251.0,275.0,193.0,171.96,164.9,160.0,362.0
ARNTL2,99.0,131.0,147.0,100.0,74.0,80.0,83.0,172.0
BCLAF1,7334.2,8932.6,9302.8,7372.9,5844.5,6004.6,5592.1,11624.0
SLC39A9,2481.1,3582.0,3631.0,2665.0,2191.0,2152.0,1968.0,4051.0
ANK1,1.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0
TFB1M,157.0,262.0,354.0,215.0,177.0,165.0,169.0,320.0
RABEP1,1953.5,2823.5,2889.3,2061.5,1784.2,1678.7,1644.9,3376.3
HMGB3,1843.0,2765.0,2918.0,2147.0,1917.0,1844.0,1686.0,4038.0
NUP160,2219.0,3509.0,3323.0,2185.0,1910.0,1735.0,1827.0,3579.0
BAK1,528.0,1025.0,908.0,574.0,538.0,403.0,425.0,858.0
IKZF2,64.0,70.0,68.0,47.0,47.0,48.0,35.0,75.0
GRN,2848.0,5569.0,4463.0,3025.0,3317.0,2589.0,2663.0,5456.0
FAM13B,931.0,1220.0,1333.0,1061.0,783.0,872.0,782.99,1662.0
ARHGAP31,8.0,13.0,18.0,15.0,10.0,7.0,3.0,15.0
CENPQ,144.0,229.0,237.0,187.0,128.0,147.0,144.0,291.0
SARS1,1262.0,2137.0,2128.0,1386.0,1116.0,935.0,985.0,2250.0
RANBP3,1180.0,2001.0,1760.0,1309.0,1018.0,903.0,845.0,1902.0
ARID4A,1621.0,2170.0,2689.0,2120.0,1606.0,1832.0,1623.0,3337.0
EIPR1,459.0,837.0,904.0,509.0,498.0,401.0,385.0,987.0
PNPLA6,1337.0,2440.0,2187.0,1402.0,1117.0,893.63,919.0,1884.0
IFT88,133.0,217.0,240.0,186.0,116.0,127.0,133.0,301.0
ALG1,260.39,622.04,563.77,363.76,350.47,277.67,322.25,630.23
ZCCHC8,485.0,803.0,776.0,659.0,445.0,495.0,408.0,907.0
ABCF2,1078.7,1877.2,1783.4,967.08,1147.0,819.6,878.68,2000.6
CHPF2,575.0,1130.0,806.04,606.02,573.0,415.0,436.0,958.0
LRRC7,3.0,2.0,5.0,5.0,2.0,2.0,0.0,6.0
FUT8,294.7,445.61,457.61,325.39,289.31,290.92,268.0,561.9
UBA6,1191.0,1518.0,1652.0,1381.0,965.0,1128.0,966.0,2001.0
GAB2,2643.0,3996.0,3844.0,2848.0,1524.0,1468.0,1435.0,2962.0
ATP6V0A1,647.0,1001.0,998.0,765.0,468.0,488.0,459.0,913.0
PIAS1,1597.6,2018.8,2251.7,1803.6,1375.0,1520.3,1404.0,2770.2
SLC4A7,217.0,268.0,271.0,196.0,206.0,203.0,224.0,353.0
APBA2,79.0,142.0,129.0,75.0,91.0,58.0,61.0,140.0
MAP2K3,644.0,1181.0,963.0,656.0,595.0,463.0,478.0,1022.0
TMSB10,4191.0,8629.0,8845.0,5418.0,3745.0,3327.0,3321.0,7187.0
ASTE1,127.0,169.35,175.35,127.0,136.95,114.0,116.38,244.0
RNF19A,1000.0,1237.0,1546.0,1208.0,806.0,869.0,752.0,1648.0
PEX3,89.0,139.0,201.0,123.0,116.0,131.0,122.0,216.0
GABARAPL2,471.0,918.0,1018.0,633.0,549.0,508.0,476.0,1069.0
SH3YL1,330.0,491.0,581.6,410.0,333.0,375.0,374.0,758.0
FAM136A,943.0,1568.0,1742.0,1235.0,1243.0,1221.0,1077.0,2306.0
VCL,2045.4,2994.3,3048.9,2099.6,1562.9,1418.7,1441.4,2905.3
DEPDC1B,378.0,611.0,635.0,441.0,422.0,426.0,396.0,795.0
DAPK2,11.0,17.0,25.0,16.0,4.0,5.0,4.0,6.0
NSMAF,4052.0,6065.0,6632.0,4745.0,3671.0,3417.0,3396.0,7246.0
ADSS2,1516.0,1986.0,2386.0,1713.0,1586.0,1637.0,1595.0,3148.0
STAP1,12.0,5.0,6.0,4.0,3.0,3.0,3.0,2.0
TIMP2,470.55,787.22,766.89,575.93,467.0,409.0,483.18,868.1
RFC1,2162.0,3164.0,3449.0,2472.0,1852.0,1891.0,1721.0,3667.0
TBC1D23,589.0,779.0,971.0,695.0,585.0,586.0,563.0,1153.0
CUL3,1983.5,2946.0,3094.0,2375.0,2033.0,2084.0,1866.0,4037.5
MYOM2,12.0,26.0,37.0,16.0,13.0,12.0,11.0,24.0
CYP46A1,2.0,0.0,2.0,6.0,6.0,3.0,3.0,2.0
ZZZ3,1378.0,1918.0,2015.0,1552.0,1199.0,1268.0,1142.0,2471.0
SLC18A1,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
USP2,225.53,351.0,303.93,240.0,147.26,124.0,109.43,259.21
CASR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TUBG2,36.64,57.56,55.98,44.2,35.21,25.52,21.44,70.06
RPL26L1,263.98,556.96,552.9,316.99,331.99,269.98,230.98,606.99
FLT4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
NSUN2,2042.0,3264.0,3173.0,2370.0,2062.0,1924.0,1887.0,4122.0
FBXO42,450.0,778.0,793.0,574.0,401.0,344.0,347.0,786.0
MFAP3,302.0,419.0,402.0,274.0,221.0,181.0,195.0,425.0
MRI1,683.0,1103.9,1129.2,722.47,659.69,585.22,510.35,1289.4
METTL1,276.0,446.29,439.48,298.45,262.76,236.57,212.0,487.45
HOXC8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
AGA,161.0,287.0,304.0,204.0,167.0,128.0,140.0,346.0
PI4K2B,796.0,1022.8,1178.7,850.46,642.54,743.0,659.0,1359.0
BOD1L1,2457.0,3413.0,3497.0,2784.0,2264.0,2414.0,2221.0,4440.0
MAT2B,1277.0,2111.0,2234.0,1517.0,1194.0,1257.0,1208.0,2555.0
EDC4,932.95,1545.2,1277.6,865.33,730.13,570.58,606.66,1347.2
TRIO,294.0,431.0,401.0,296.0,259.0,260.0,240.0,505.0
VCAN,3.0,8.0,4.0,4.0,3.0,4.0,4.0,15.0
CLEC16A,742.0,1134.0,987.0,745.0,545.0,486.0,463.0,1102.0
MSR1,9.0,18.0,32.0,23.0,8.0,7.0,4.0,13.0
MTREX,2939.3,4075.0,4659.0,3142.2,2690.2,2643.1,2439.2,5121.8
DNAH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZFYVE16,313.0,355.0,449.0,327.0,271.0,289.0,248.0,483.0
RIPOR1,604.96,968.0,798.0,705.0,551.0,440.0,458.0,976.0
RAI14,3.0,2.0,3.0,1.0,3.0,2.0,3.0,7.0
SOX30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PNKP,709.08,1173.0,1095.7,758.12,675.85,558.44,569.72,1199.6
BEST2,0.0,2.0,2.0,2.0,0.0,1.0,0.0,4.0
PHLPP2,68.0,104.0,78.0,53.0,60.0,59.0,60.0,116.0
SPDL1,737.0,1073.0,1217.0,881.0,720.0,645.0,693.0,1320.0
STAU2,1513.7,1853.3,2169.5,1596.0,1154.0,1230.0,1213.8,2422.0
SLC66A1,467.0,1011.0,864.0,540.0,451.0,424.0,390.0,835.0
CTNS,287.0,413.0,397.0,284.0,196.0,170.0,188.0,398.0
RTN4R,36.0,116.0,73.0,46.0,61.0,43.0,56.0,71.0
PHF23,895.0,1547.0,1417.0,1094.0,860.0,739.0,734.0,1537.0
INPP4A,555.0,866.0,845.0,595.0,554.0,475.0,494.0,1033.0
RAB27B,69.0,59.0,80.0,59.0,21.0,26.0,21.0,32.0
PSMA4,2468.0,3872.0,4278.0,3005.0,2657.0,2536.0,2418.0,5515.0
LSG1,845.0,1379.0,1349.0,970.0,878.0,787.0,760.0,1697.0
PARP3,85.0,203.0,159.0,113.0,82.0,77.0,63.0,199.0
TNC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAP3,103.41,231.8,181.51,128.43,101.25,96.19,90.83,203.29
RIPOR3,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0
TDP1,1130.0,1874.0,1919.0,1284.0,1115.0,1109.0,980.0,2125.0
AIFM2,59.0,82.0,102.0,59.0,58.0,41.0,49.0,71.0
SPATA7,84.0,112.0,136.0,100.0,63.0,90.0,80.0,186.0
MED17,575.0,817.48,958.85,662.49,581.77,521.0,497.02,1073.0
RETSAT,453.0,744.0,796.99,505.97,415.97,320.0,366.0,681.0
CAPG,1927.0,3759.0,3784.0,2413.0,1808.0,1573.0,1524.0,3117.0
AP2S1,1196.0,2628.0,2401.0,1480.0,1693.0,1390.0,1450.0,3150.0
USH2A,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0
TG,5.0,9.0,11.0,17.0,6.0,5.0,6.0,10.0
ADAM28,5.0,8.0,5.0,2.0,1.0,1.0,3.0,5.0
DCUN1D1,842.0,1012.0,1146.0,996.0,832.0,872.0,871.0,1588.0
JADE2,878.0,1378.0,1187.0,926.0,692.0,609.0,565.0,1236.0
ZIC2,110.0,197.0,195.0,121.0,99.0,116.0,114.0,233.0
LCP2,1996.0,2906.0,2975.0,2444.0,1290.0,1401.0,1445.0,2636.0
TRIT1,227.0,436.0,474.0,309.0,282.0,256.0,237.0,523.0
ADRB1,14.0,24.0,22.0,11.0,5.0,7.0,5.0,14.0
CUL7,314.0,563.93,510.0,312.0,281.0,228.0,239.0,484.0
CTNNA1,2274.0,3541.0,3773.0,2610.0,2260.0,2096.0,1970.0,4221.0
PHKA2,753.0,1289.0,1232.9,852.0,563.0,494.0,510.0,1076.0
CNTLN,408.0,432.0,562.0,409.0,305.0,383.0,324.0,643.0
EPHA3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA5,10160.0,18465.0,18696.0,12617.0,10235.0,9886.0,9395.0,18748.0
GEMIN8,107.0,221.0,182.0,125.0,115.0,110.0,102.0,220.0
OFD1,559.0,808.0,883.0,664.0,771.0,749.0,645.0,1421.0
GPM6B,14.0,20.0,26.0,29.0,25.0,20.0,24.0,41.0
WDR37,627.0,1075.0,1107.0,735.0,658.0,569.0,580.0,1197.0
YTHDC2,902.0,1150.0,1332.0,1059.0,909.0,1011.0,860.0,1853.0
CTPS2,284.0,396.0,434.0,315.0,259.0,230.0,233.0,473.0
ATP6V1H,431.0,733.0,767.0,531.0,456.0,396.0,404.0,916.0
POLR2B,3312.4,5253.1,5217.9,3670.0,3194.6,3072.9,2930.3,6145.9
FAM214A,148.0,196.0,236.87,218.0,117.0,125.0,127.0,216.0
ARAP2,45.0,58.0,55.0,48.0,24.0,16.0,21.0,44.0
TPR,6299.0,7755.0,8253.0,5807.0,4887.0,4736.0,4593.0,9354.0
CP,0.0,1.02,1.02,3.01,0.0,0.0,0.0,0.0
KATNIP,295.0,491.0,489.0,296.95,237.0,169.0,208.0,416.0
DTNBP1,151.0,247.0,252.0,170.0,131.0,133.0,106.0,274.0
XK,67.0,114.0,113.0,70.0,71.0,48.0,58.0,104.0
ANO2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C12orf4,608.0,883.0,1033.0,763.0,550.0,602.0,616.0,1192.0
SCML1,195.0,283.0,343.0,278.0,166.0,230.0,225.0,425.0
WWC3,275.0,435.0,413.0,330.0,187.0,198.0,214.0,380.0
ARHGAP6,11.0,20.0,23.0,15.0,11.0,21.0,16.0,21.0
FAM184B,1.13,0.0,1.17,0.0,0.0,0.0,1.25,2.47
MAP4,2859.0,4264.0,3765.0,2828.0,1975.0,1816.0,1700.0,3713.0
GOPC,990.0,1242.0,1417.0,1196.0,933.99,1020.0,906.0,1795.0
ROS1,14.0,17.0,13.0,13.0,10.0,8.0,7.0,18.0
USP28,317.0,438.0,558.0,397.0,264.0,266.0,293.0,514.0
HDAC9,390.0,536.0,559.0,396.0,195.0,274.0,230.0,418.0
TSPAN17,301.0,605.0,479.0,309.0,351.0,281.0,253.0,584.0
NOP16,1051.7,1903.1,1708.6,1220.1,1172.4,953.68,926.5,2245.7
CC2D2A,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0
RRM2B,1747.0,2254.0,2377.0,1804.0,1727.0,1966.0,1633.0,3201.0
ZNF800,774.0,913.0,1013.0,793.0,615.0,711.0,665.0,1194.0
TNFRSF17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
SNX29,216.0,450.0,366.0,234.0,180.0,194.0,182.0,364.0
LMO3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
MRPS10,1029.0,1528.0,1636.0,1234.0,1032.0,1061.0,901.0,2063.0
RSF1,2140.6,2780.6,3153.1,2528.4,1755.0,1936.6,1756.0,3665.0
VPS13D,868.0,1224.0,1190.0,834.0,716.0,598.0,606.0,1309.0
CELF2,6209.0,8528.0,8965.0,7017.0,4758.0,5074.0,4609.0,8962.0
FAM120A,4485.6,6196.1,5888.4,4574.3,3509.6,3428.9,3146.7,6846.4
R3HDM1,1733.0,2262.0,2147.0,1833.0,1311.0,1231.0,1220.0,2455.0
COL9A2,528.0,750.0,721.0,566.0,386.0,315.0,352.0,722.0
KITLG,1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0
ERCC8,110.0,165.3,180.13,133.0,117.0,118.0,107.0,192.06
ADAMTS6,14.0,28.0,24.0,32.0,9.0,10.0,7.0,27.0
H6PD,357.0,618.0,572.0,374.0,203.0,177.0,181.0,358.0
VAMP3,506.0,654.0,739.0,564.0,560.0,513.0,521.0,963.0
PER3,191.0,251.0,273.0,206.0,174.0,196.0,150.0,385.0
TNFRSF9,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
EPN3,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
LTBP1,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0
RCN1,593.47,787.0,930.27,731.68,534.47,587.21,519.54,1237.1
ELN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
RFC2,818.0,1420.0,1393.0,954.0,886.0,788.0,689.0,1742.0
ARID1B,1466.7,2208.4,2023.4,1535.8,1134.0,1104.6,1065.0,2280.0
CLPTM1L,1451.0,2770.0,2378.0,1687.0,1458.0,1219.0,1144.0,2528.0
NEDD4L,4.0,12.0,3.0,8.0,5.0,10.0,5.0,5.0
FOXP3,5.0,9.0,5.0,6.0,10.0,4.0,4.0,8.0
PPP1R3F,40.0,73.0,61.0,39.0,38.0,30.0,29.0,57.0
HEXB,857.43,1423.4,1398.7,1040.7,1064.1,1004.0,956.26,2090.0
PTCD2,248.0,375.0,405.0,276.0,224.0,226.0,201.0,435.0
JKAMP,532.0,890.0,907.0,611.0,547.0,560.0,518.0,1043.0
DKK3,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
NFE2L3,326.0,526.0,561.0,432.0,363.0,362.0,391.0,786.0
MCUR1,694.0,924.0,976.0,739.0,605.0,663.0,531.0,1203.0
LIMA1,731.0,1070.0,1053.0,874.0,634.0,656.0,621.0,1283.0
LETMD1,731.0,1504.0,1518.0,956.0,785.0,729.0,781.0,1501.0
SLC4A8,73.0,134.0,122.0,86.0,51.0,48.0,38.0,113.0
LAMC3,2.0,7.0,12.0,5.0,3.0,2.0,2.0,9.0
PTGER3,1.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0
TNIP3,5.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0
MAPK9,715.0,1117.0,1182.0,831.0,756.0,714.0,692.0,1452.0
COL23A1,351.0,542.0,543.0,394.0,375.0,345.0,316.0,679.0
FHIP1B,284.0,595.0,529.0,334.0,307.0,267.0,259.0,553.0
HERPUD1,1092.0,1978.0,2198.0,1400.0,1306.0,1180.0,1160.0,2392.0
HOMER3,438.0,809.32,690.33,512.85,336.0,295.29,292.0,708.52
RAD51,460.0,831.0,841.0,598.0,513.0,433.0,476.0,1020.0
POLQ,988.0,1336.0,1423.0,1109.0,981.0,841.0,841.0,1862.0
PIK3CB,1515.0,2089.0,2322.0,1720.0,1675.0,1659.0,1616.0,3321.0
CYBA,4194.0,8021.0,7002.0,4653.0,4195.0,3215.0,3378.0,7228.0
THOC3,1254.4,2081.9,2124.8,1539.6,1269.2,1205.1,1037.3,2497.4
HEBP2,704.0,1198.0,1189.0,782.0,684.0,578.0,568.0,1221.0
MPHOSPH9,1040.0,1417.0,1454.3,1033.0,873.17,792.0,804.0,1637.5
PLEKHA5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
PRSS8,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
SIKE1,953.0,1204.0,1412.0,1095.0,772.0,851.0,729.0,1484.0
RRP12,1217.0,2004.0,1809.0,1303.0,1077.0,937.54,856.0,2096.0
FNIP2,40.0,48.0,53.0,38.0,37.0,37.0,39.0,50.0
MSMO1,2289.0,3316.0,4695.0,3415.0,1710.0,2352.0,2021.0,4015.0
TTC17,2123.0,3185.0,3144.0,2409.0,1830.0,1776.0,1810.0,3444.0
ALX4,1.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0
FOXN3,5018.4,7072.7,7187.7,5536.3,3459.7,3817.7,3429.9,6574.3
AKR7A2,1106.0,2329.0,1996.0,1183.0,1150.0,937.0,995.0,1972.0
MRTO4,1542.0,2734.0,2549.0,1856.0,1788.0,1501.0,1477.0,3205.0
NNAT,13.0,12.0,15.0,2.0,7.0,6.0,5.0,15.0
USE1,433.0,769.0,774.0,543.0,432.0,346.0,410.0,883.0
MCF2L2,0.0,2.0,2.0,8.0,1.0,1.0,1.0,0.0
NRIP2,18.0,48.36,38.0,31.0,22.0,18.0,15.0,38.0
LAMA3,11.0,23.0,16.0,13.0,10.0,11.0,7.0,9.0
AP5M1,747.0,1027.0,1125.0,837.0,698.0,698.0,678.0,1306.0
ANAPC4,450.0,811.0,909.0,574.0,581.0,628.0,566.0,1202.0
KCNQ1,123.0,228.0,206.0,124.9,81.0,93.0,105.0,203.0
TRAPPC3,690.0,1081.0,1299.0,788.0,722.0,628.0,637.0,1560.0
THRAP3,5203.0,7727.0,7450.0,5868.0,4178.0,3906.0,3680.0,8627.9
PHPT1,519.0,1106.0,970.0,582.0,672.0,511.0,502.0,1194.0
ENTPD2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LY75,1338.5,1806.6,1755.5,1151.8,952.0,959.76,948.43,1701.4
ARID4B,1499.0,2118.1,2420.3,1846.0,1414.0,1543.0,1462.5,2809.0
OPN3,1511.6,2441.2,2593.9,1885.1,2074.4,2048.1,1980.4,3916.2
SDCCAG8,316.92,477.63,491.85,385.71,276.28,241.91,285.84,525.9
PTPRN,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
HHAT,46.0,92.0,91.0,52.0,34.0,53.0,51.0,106.0
KIF1B,163.0,250.0,248.0,185.0,126.44,112.0,102.0,233.0
FOXC1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TBC1D22A,648.0,1116.0,1104.0,763.0,588.0,531.0,524.0,1127.0
PLEKHH1,54.0,93.04,82.04,55.03,67.17,53.28,57.07,95.02
ATP9A,7.0,6.0,11.0,3.0,7.0,9.0,9.0,18.0
CHRDL2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM168A,874.0,1377.0,1234.0,936.0,869.0,821.0,785.0,1535.0
RELT,494.5,1065.8,825.28,537.68,499.55,376.1,340.69,776.34
GALC,331.0,480.0,543.0,362.0,402.0,352.0,352.0,706.0
NOP58,2667.0,4244.0,4615.0,3233.0,2846.0,2881.0,2539.0,5587.0
SZRD1,3021.9,4907.8,4804.8,3469.9,2505.9,2258.0,2115.9,4842.8
KCNH2,2.0,7.0,4.0,7.0,3.0,3.0,5.0,7.0
CUL1,913.0,1366.0,1523.7,1048.0,1020.0,937.0,871.0,1874.0
FAM114A2,432.0,661.0,760.0,515.0,415.0,413.0,411.0,811.0
CYFIP2,200.0,278.0,259.0,188.0,198.0,162.0,137.0,293.0
TAB2,1045.0,1468.0,1653.0,1316.0,1024.0,1022.0,1058.0,2115.0
GINM1,282.0,459.0,485.0,370.0,308.0,334.0,305.0,644.0
EIF2AK2,445.0,535.0,532.0,436.0,284.0,314.0,246.0,506.0
USP36,1458.0,2128.0,1972.0,1459.0,1278.0,1087.0,1023.0,2380.0
KMT2C,2641.0,3469.0,3552.0,2528.0,2009.0,2007.0,2012.0,3946.0
MCOLN3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PUM2,3627.0,5065.0,5491.0,4147.0,3530.0,3738.0,3546.0,6890.0
MRPL43,325.0,630.68,588.55,405.0,367.0,269.99,320.49,656.97
ITIH4,15.29,33.5,27.09,24.3,21.55,25.9,12.89,34.59
ITIH1,1.0,4.0,5.0,0.0,3.0,1.0,4.0,5.0
HPF1,192.0,249.0,334.0,233.0,196.0,207.0,202.0,421.0
ZFR,11088.0,13378.0,16229.0,12454.0,7653.0,8272.0,7673.0,15586.0
ZNF280C,184.0,232.0,254.0,207.0,184.0,166.0,149.0,322.0
TRAF1,217.0,457.0,568.0,382.0,147.0,163.0,148.0,263.0
RC3H2,997.0,1280.0,1484.0,1084.0,763.0,890.0,814.0,1530.0
IL17RB,21.0,24.0,29.0,32.0,22.0,21.0,24.0,45.0
TRAF3IP2,190.0,240.0,271.0,191.0,107.0,136.0,135.0,248.0
GYG2,4.0,4.0,4.0,3.0,0.0,4.0,2.0,6.0
DCBLD2,173.0,253.0,258.0,171.0,175.0,197.0,136.0,331.0
SOAT1,460.0,611.0,666.0,487.0,373.0,322.0,329.0,605.0
MSH4,1.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0
GDI2,7864.0,12711.0,14201.0,9883.9,8153.0,8380.0,8085.0,16523.0
PRDM1,51.0,52.0,77.0,56.0,66.0,69.0,60.0,101.0
